Split,,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3,Split 4,Split 4,Split 5,Split 5
Type,,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive
Country,Prediction horizon,,,,,,,,,,
Burkina Faso,1,0.5711616276172212,0.5251494969230773,0.9766894032808042,1.0892749853846164,0.5094170094023817,0.29842749153846176,13.08785813214979,13.582405000769226,0.9167063434049637,0.7725643592307685
Burkina Faso,2,0.629573540544506,0.7057626792307654,1.0621786397343913,1.0018424523076936,1.1362318722234797,0.4950651523076954,19.41639955445897,20.054478970769228,1.2031500721886075,0.792991087692309
Burkina Faso,3,1.1921346656869418,1.2196271653846158,1.6947662341351057,1.5732243553846172,3.570732807651033,2.1228751053846175,29.553184966510248,30.782067710769226,1.6975173954710265,0.8850359184615366
Burkina Faso,4,1.1565111360445615,1.3303452092307693,2.554483328768506,2.6481662169230753,4.676951375322651,2.756280497692314,25.435393862315877,27.002522327692304,5.416326778498341,3.033985349999997
Burkina Faso,5,1.3126616219342084,1.8482031515384625,3.9923939962642074,4.135514947692318,6.641891691823464,4.5325876276923145,26.140791280809324,28.29050513384616,8.01246086460326,4.455623696153847
Burkina Faso,6,1.7745753173099956,2.306871314615385,5.85346212140249,6.035153701538463,9.25033350339889,7.083303196923082,32.465860939996965,34.73126945307693,10.432693062940254,5.3435318361538435
Burkina Faso,7,2.229966429095471,2.1705447207692306,6.549121488667471,6.888656765384619,10.00620586696153,7.726112800769238,31.515224268004392,32.92538692692308,9.855652312334481,4.3792383753846105
Burkina Faso,8,3.627063637707376,4.056832899230773,9.665676303012615,9.891178039230782,10.723196894759589,8.123783337692304,35.537943682983276,35.803725243076926,10.649064001016704,4.5844272076923085
Burkina Faso,9,5.7288132302127455,5.556114250000016,9.128742202966942,9.58941813153846,11.314950329010564,8.20789450538462,31.033521009147055,31.55250554769232,10.70266729450795,5.159445296923076
Burkina Faso,10,7.4856529488889585,7.4816456607692325,10.83026169509078,10.736694279230772,12.550143449870585,9.525582062307693,7.4298645999707755,6.977990778461537,13.475593477162501,5.896801978461535
Burkina Faso,11,9.673608795312973,11.012607553846161,14.782535603906787,13.87106331153847,10.026899055017758,7.411788251538463,9.484378719751966,8.280603786923077,16.82017695068651,7.7918081230769225
Burkina Faso,12,12.699734314939885,13.141066711538468,20.15586074436461,18.57491037076925,8.4730998371589,5.958353103076921,10.556457278275767,8.894175589230777,19.16330994190581,9.539948576153842
Burkina Faso,13,13.423505133418287,13.118799018461543,23.143209223630052,21.31623450538463,10.07182612175909,6.556882066153853,12.565401993625757,9.791470434615384,28.606993966629958,12.116166155384612
Burkina Faso,14,15.11714311238751,14.363199678461543,23.95476725188047,23.01516586230773,11.860793636059489,7.444622355384622,16.346543882295865,13.64735624769231,33.15192242634003,14.513375493076918
Burkina Faso,15,18.815799555441835,15.96448982384616,22.52472591203281,22.723194174615404,12.739469988205359,7.733274386153847,14.517137619845418,11.880973661538473,36.14877757939427,15.250302496923082
Burkina Faso,16,17.633209823320264,15.517711206923103,22.725824188044946,23.910343107692334,12.443150379135902,7.221756638461536,12.515111907878858,10.872358743076925,42.800580547164785,17.675987416923082
Burkina Faso,17,19.71847364331123,16.874006544615384,22.46752795993048,24.43607536307695,15.339639577301371,6.382403943076922,12.64801821586914,10.753117684615383,43.38104040558984,17.344184287692308
Burkina Faso,18,18.866596644136518,17.542488892307723,23.063542338665936,24.49304608384617,13.735389232435015,5.601352130769234,12.906103804513164,10.807091492307697,38.5097860683326,14.407019454615384
Burkina Faso,19,18.65697405124829,17.208688026153848,28.193524178641837,29.544725035384637,11.692675995559288,5.2481719400000015,15.871343577950483,12.413643191538467,39.77634636149599,14.844633760000004
Burkina Faso,20,18.84286054420173,18.034900675384613,26.896252694283014,28.25955468538464,15.30156066966738,5.697383441538464,17.281059986452625,13.91379207307693,42.56507707338763,15.099892674615385
Burkina Faso,21,17.21750860349243,19.3297500123077,29.26449461166757,29.542621922307724,19.31678042978547,6.909424647692301,17.88600422628034,15.90958191153847,48.932702333733246,17.61477215384616
Burkina Faso,22,12.595225231810161,17.397943573076926,34.8636279784058,34.18135209846155,20.268623366237673,7.749509009999998,18.08495015147348,15.66600238000001,46.92810151401965,18.56352430384616
Burkina Faso,23,10.014270846041617,15.614420770769225,36.346074488457866,34.057950730769264,19.052147703535272,7.465905838461533,22.475253063788486,17.80495293461539,43.61010355342674,18.21823575461539
Burkina Faso,24,12.964122837950612,20.140848484615375,42.25177959449971,39.483944824615406,21.25155713248959,8.530343853076932,28.950547468861664,22.213454327692304,44.20907604707598,19.220787346153834
Burkina Faso,25,12.999725886710392,22.428643703076904,44.65386826529572,40.80903720384618,19.4940105692224,6.572893151538462,29.46519659752964,21.278654069999998,41.73949289480659,17.361216870769233
Burkina Faso,26,12.984647294304523,22.191275244615376,53.51320140658492,50.26729952923078,18.97593759947089,6.756267025384615,32.3258097097327,21.479340203846146,36.99970800060339,16.729650749999998
Burkina Faso,27,14.161120861573478,22.515555019999983,52.93997395347522,50.733152895384606,19.318273543448477,8.125272608461533,32.780992198073584,20.533819519230764,36.34355185360448,16.72324981384616
Burkina Faso,28,14.116025134458123,25.00629651307691,52.28265089199231,50.11032573230772,17.65102591662014,6.691628606153846,30.87832024913373,20.175703159999994,42.330395868323265,18.714843626153844
Burkina Faso,29,12.490040473084763,25.380957159999976,59.31213084401078,57.73647908384617,18.19163748340204,7.112947657692311,38.499593397130795,27.074801197692302,40.20488321126769,18.375987931538468
Burkina Faso,30,15.367451127300928,27.213863054615345,64.10788450420034,60.812086648461566,21.85246614048552,7.273949489999998,42.982646897866125,30.452512323846154,46.458765975045836,20.33240786615384
