AdminStrata,Al-Hasakeh,Aleppo,As-Sweida,Damascus,Dar'a,Hama,Homs,Lattakia,Rural Damascus,Tartous
Indicator,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS
2018-08-31,35.85483,26.293100000000006,10.31519,13.68855,36.1552,18.111501549570207,19.62245,19.30116,24.935820749499364,20.38462
2018-09-30,36.83872,31.487409999999997,20.47414,15.179299999999998,22.542392905116266,32.44540239180919,36.49425,26.074499999999997,22.56888935867259,12.94964
2018-10-31,33.790040000000005,30.4038,22.22222,21.29787,28.056336910869998,29.44095739207573,27.07551078761632,25.909960000000005,24.1763575451283,17.28795
2018-11-30,38.4055,36.7049,16.2589,21.105530000000005,25.290292548388962,28.595068216930336,30.78101381354245,23.8982,32.58241765301701,26.99424
2018-12-31,42.5037,37.13733,21.29121,21.44104,27.945079100052126,33.407056102959245,24.914087569146126,27.24919,31.671578161076788,21.59704
2019-01-31,36.7783,37.07085,15.163820000000001,22.591089999999998,28.568971920559484,30.599267652496945,33.281476586995964,21.973470000000002,34.49348535832136,21.898239999999998
2019-02-28,21.71815,34.9055518874524,15.380389999999998,16.10448,28.589634438624998,31.354445535060677,31.777654460818173,22.9869,28.32778132732284,29.09283
2019-03-31,25.862070000000006,30.989171923101498,20.92511,26.55172,25.308264367186045,29.32886252949949,29.916367136536554,29.73212,32.21136312967888,25.197329999999997
2019-04-30,36.63167,23.878804648650213,27.048109999999998,22.21248,21.817124963584426,30.071491345124887,26.409082637560722,21.04785,32.543222616690606,26.82397
2019-05-31,25.57621,22.524529485643864,10.92385,11.333330000000002,15.914772463343075,16.77912581491416,15.29469307801252,23.50966,15.139311745366788,10.05105
2019-06-30,31.096360000000008,26.51314534513161,20.29266,19.05933,18.934792916091247,18.732390027721397,17.900849008368933,23.17435,12.640546833272436,12.5448
2019-07-31,28.68365,36.080184229984106,12.99103,15.22259,12.030226288416216,22.77201710163169,24.535492947621,11.334659999999998,19.35613429909163,17.96875
2019-08-31,20.13129,27.50068815196449,13.75377,17.7162,16.15440190600747,19.386290262781166,24.847761080938724,18.23109,17.87838639602435,11.882430000000001
2019-09-30,40.71884000000001,34.01993287711007,15.831129999999998,18.46922,17.82674377771816,30.085534103475453,30.151423980570026,34.55818,28.53348414778118,26.30668
2019-10-31,42.97739,31.17975427678508,11.99495,13.92538,24.29269739005972,29.952786543276982,30.016873703985485,26.33915,24.233956530056734,28.79355
2019-11-30,28.29218,30.719320894145497,23.72318,18.38557,16.352203489076345,30.218695549395967,30.605766465851232,22.910220000000002,24.68065767683806,27.52148
2019-12-31,43.31994,41.075296801310294,18.79918,19.41412,26.062912764890648,36.48919973269396,40.2141435142506,25.97589,34.271819480497044,17.87271
2020-01-31,33.46457,42.73217,18.699190000000005,26.4833,23.689596821068285,35.950542639013314,41.363276606191825,43.26630000000001,41.624224207574585,22.41379
