AdminStrata,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Gombe,Gombe,Gombe,Gombe,Gombe,Gombe,Gombe,Gombe,Gombe,Gombe,Gombe,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Jigawa,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kaduna,Kano,Kano,Kano,Kano,Kano,Kano,Kano,Kano,Kano,Kano,Kano,Kano,Katsina,Katsina,Katsina,Katsina,Katsina,Katsina,Katsina,Katsina,Katsina,Katsina,Katsina,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Kebbi,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Lagos,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Oyo,Sokoto,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara,Zamfara
Food Group,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers
Commodity,Bread - Retail (Unit),"Cassava meal (gari, yellow) - Retail (KG)","Cassava meal (gari, yellow) - Wholesale (KG)",Gari (white) - Retail (KG),Gari (white) - Wholesale (KG),Maize (white) - Retail (KG),Maize (white) - Wholesale (KG),Maize (yellow) - Retail (KG),Millet - Retail (KG),Millet - Wholesale (KG),Rice (imported) - Retail (KG),Rice (imported) - Wholesale (KG),Rice (local) - Retail (KG),Sorghum (brown) - Retail (KG),Sorghum (brown) - Wholesale (KG),Sorghum (white) - Retail (KG),Sorghum (white) - Wholesale (KG),Yam - Retail (KG),Bread - Retail (Unit),"Cassava meal (gari, yellow) - Wholesale (KG)",Gari (white) - Wholesale (KG),Maize (white) - Wholesale (KG),Maize (yellow) - Wholesale (KG),Maize flour - Retail (KG),Millet - Retail (KG),Millet - Wholesale (KG),Rice (imported) - Retail (KG),Rice (imported) - Wholesale (KG),Rice (local) - Retail (KG),Rice (local) - Wholesale (KG),"Rice (milled, local) - Wholesale (KG)",Sorghum (brown) - Wholesale (KG),Sorghum (white) - Wholesale (KG),Sorghum - Retail (KG),Yam - Retail (KG),Bread - Retail (Unit),"Cassava meal (gari, yellow) - Wholesale (KG)",Gari (white) - Wholesale (KG),Maize (white) - Wholesale (KG),Maize (yellow) - Wholesale (KG),Millet - Wholesale (KG),Rice (imported) - Wholesale (KG),Rice (local) - Wholesale (KG),Sorghum (brown) - Wholesale (KG),Sorghum (white) - Wholesale (KG),Yam - Retail (KG),Bread - Retail (Unit),"Cassava meal (gari, yellow) - Wholesale (KG)",Gari (white) - Wholesale (KG),Maize (white) - Wholesale (KG),Maize (yellow) - Wholesale (KG),Millet - Wholesale (KG),Rice (imported) - Retail (KG),Rice (imported) - Wholesale (KG),Rice (local) - Wholesale (KG),Sorghum (brown) - Wholesale (KG),Sorghum (white) - Wholesale (KG),Yam - Retail (KG),Bread - Retail (Unit),"Cassava meal (gari, yellow) - Wholesale (KG)",Gari (white) - Wholesale (KG),Maize (white) - Wholesale (KG),Maize (yellow) - Wholesale (KG),Millet - Wholesale (KG),Rice (imported) - Wholesale (KG),Rice (local) - Wholesale (KG),"Rice (milled, local) - Wholesale (KG)",Sorghum (brown) - Wholesale (KG),Sorghum (white) - Wholesale (KG),Yam - Retail (KG),Bread - Retail (Unit),"Cassava meal (gari, yellow) - Wholesale (KG)",Gari (white) - Wholesale (KG),Maize (white) - Wholesale (KG),Maize (yellow) - Wholesale (KG),Millet - Wholesale (KG),Rice (imported) - Wholesale (KG),Rice (local) - Wholesale (KG),"Rice (milled, local) - Wholesale (KG)",Sorghum (brown) - Wholesale (KG),Sorghum (white) - Wholesale (KG),Yam - Retail (KG),Bread - Retail (Unit),"Cassava meal (gari, yellow) - Wholesale (KG)",Gari (white) - Wholesale (KG),Maize (white) - Wholesale (KG),Maize (yellow) - Wholesale (KG),Millet - Wholesale (KG),Rice (imported) - Wholesale (KG),Rice (local) - Wholesale (KG),Sorghum (brown) - Wholesale (KG),Sorghum (white) - Wholesale (KG),Yam - Retail (KG),Bread - Retail (Unit),"Cassava meal (gari, yellow) - Wholesale (KG)",Gari (white) - Wholesale (KG),Maize (white) - Wholesale (KG),Maize (yellow) - Wholesale (KG),Millet - Wholesale (KG),Rice (imported) - Wholesale (KG),Rice (local) - Wholesale (KG),Sorghum (brown) - Wholesale (KG),Sorghum (white) - Wholesale (KG),Yam - Retail (KG),Bread - Retail (Unit),"Cassava meal (gari, yellow) - Wholesale (KG)",Gari (white) - Wholesale (KG),Maize (white) - Wholesale (KG),Maize (yellow) - Wholesale (KG),Millet - Wholesale (KG),Rice (imported) - Wholesale (KG),Rice (local) - Retail (KG),Rice (local) - Wholesale (KG),Sorghum (brown) - Wholesale (KG),Sorghum (white) - Wholesale (KG),Yam - Retail (KG),Bread - Retail (Unit),"Cassava meal (gari, yellow) - Wholesale (KG)",Gari (white) - Wholesale (KG),Maize (white) - Wholesale (KG),Maize (yellow) - Wholesale (KG),Millet - Wholesale (KG),Rice (imported) - Wholesale (KG),Rice (local) - Wholesale (KG),"Rice (milled, local) - Wholesale (KG)",Sorghum (brown) - Wholesale (KG),Sorghum (white) - Wholesale (KG),Yam (Abuja) - Wholesale (100 Tubers),Yam - Retail (KG),Millet - Retail (KG),Bread - Retail (Unit),"Cassava meal (gari, yellow) - Wholesale (KG)",Gari (white) - Wholesale (KG),Maize (white) - Wholesale (KG),Maize (yellow) - Wholesale (KG),Maize flour - Retail (KG),Millet - Retail (KG),Millet - Wholesale (KG),Rice (imported) - Retail (KG),Rice (imported) - Wholesale (KG),Rice (local) - Retail (KG),Rice (local) - Wholesale (KG),Sorghum (brown) - Wholesale (KG),Sorghum (white) - Wholesale (KG),Sorghum - Retail (KG),Yam - Retail (KG),Bread - Retail (Unit),"Cassava meal (gari, yellow) - Wholesale (KG)",Gari (white) - Wholesale (KG),Maize (white) - Wholesale (KG),Maize (yellow) - Wholesale (KG),Millet - Wholesale (KG),Rice (imported) - Wholesale (KG),"Rice (milled, local) - Wholesale (KG)",Sorghum (white) - Wholesale (KG),Yam - Retail (KG)
2018-01-31,,,,,,,,,,,,,,,,,,,352.0,,100.4,102.0,,151.0576923076923,150.3343085714286,120.0,390.7925714285715,323.12,255.68161142857144,,471.2,,100.0,167.4107142857143,158.69941941176472,307.6923,,,,,,,,,,212.8226,333.3333,,,,,,,,,,,143.5159,272.7273,,,,,,,,,,,290.2235,263.1579,,118.6,98.7,,128.22,,,259.4,,94.6,280.4,400.0,,,,,,,,,,152.8696,260.9524,,,,,,,,,,129.3362,609.7561,,76.4,111.6,,167.8,287.6,,,,166.8,204.1885,372.093,,130.0,100.0,,165.0,262.0,,544.0,,134.0,,,,208.60605,,,,,281.1188811188811,186.8793098901099,,668.0636615384616,,435.75748681318686,,,,209.09090909090912,135.4042975186104,292.0755,,105.0,95.52,,123.6,284.08,501.44,110.52,148.7179
2018-02-28,375.0,,419.65,,302.3,,101.8,,,113.4,,303.4,200.5051,,144.4,,143.1,,359.76745,154.01999999999998,132.57999999999998,92.9,101.25,206.7307692307692,166.96428571428575,130.3,412.9464285714286,304.28999999999996,292.41071428571433,245.725,498.5,110.2166665,114.15,148.2142857142857,139.17941372549018,307.6923,160.0,140.0,100.0,100.0,115.0,325.0,240.0,120.0,115.0,250.2293,333.3333,136.25,92.5,95.0,101.25,112.35,,,264.85,110.0,98.65,158.4294,272.7273,,152.25,79.2,80.6,129.05,319.0,258.7,,88.3,90.55,264.5608,263.1579,142.5,136.5,102.0,109.0,132.5,298.5,297.5,297.5,99.0,99.5,289.1375,400.0,153.5,153.75,88.3,93.8,117.45,297.6,248.5,90.2,106.95,184.3478,332.1429,178.7,158.7,101.25,101.25,125.75,269.8,243.4,115.35,120.7,128.37259999999998,609.7561,98.5,77.0,115.25,127.25,164.25,286.0,,,161.25,163.75,200.2618,372.093,265.0,120.0,100.0,125.0,155.0,275.8,270.0,540.0,140.0,137.5,,,,208.60605,200.0,220.0,102.0,92.5,266.08391608391605,204.87012987012986,108.75,720.1298701298703,321.0,477.27272727272725,274.505,84.1,100.75,191.6083916083916,120.0909317617866,296.4286,113.8,98.8,100.2,98.4,122.4,283.6,524.0,122.8,145.2892
2018-03-31,375.0,,401.35,,295.4,,99.7,88.2256,,113.15,,302.8,202.1886,,147.6,,146.1,347.2222,391.20155,130.9125,115.73,93.5,101.65,278.84615384615387,174.1071428571429,130.875,410.7142857142857,328.55,281.25000000000006,241.0,472.4,114.425,115.825,174.1071428571429,142.14763411764707,307.6923,160.0,140.0,100.0,100.0,120.0,320.0,250.0,117.5,110.0,243.6527,333.3333,135.0,92.5,93.75,96.6,108.7,,,267.5,103.75,95.0,173.3429,272.7273,,165.0,77.25,78.85,132.5,316.5,266.2,,85.05,87.75,222.067,263.1579,148.5,139.0,107.0,110.0,133.5,299.0,325.0,325.0,104.0,103.5,297.875,400.0,110.0,110.25,92.3,97.55,122.8,297.6,249.25,92.75,104.1,266.3043,317.8571,176.65,163.25,100.1,100.1,128.4,275.0,242.65,119.05,119.05,127.40899999999999,609.7561,104.0,77.0,118.0,127.0,164.0,286.0,,,157.75,161.0,191.7539,420.1681,250.0,117.5,110.0,120.0,155.0,295.5,270.0,540.0,140.0,140.0,,,,208.60605,200.0,220.0,103.0,88.0,261.88811188811184,201.94805194805195,111.5,704.5454545454546,321.0,481.1688311688312,280.755,80.0,96.625,202.44755244755243,110.22465186104218,296.4286,120.4,113.1,104.15,104.45,131.55,278.1,519.1,122.9,141.8605
2018-04-30,375.0,,390.25,,281.6,,109.7,95.655,,115.15,,305.0,212.1212,,153.45,,148.75,376.7361,387.86825,138.09,115.17,100.0,104.5,138.94230769230768,145.53571428571428,134.275,404.0178571428572,315.73,276.7857142857143,254.8375,514.74,113.95,116.8625,140.17857142857144,192.7268717647059,307.6923,160.0,140.0,107.5,107.5,127.5,320.0,257.5,110.0,110.0,245.3215,333.3333,137.0,85.0,107.4,108.75,123.5,,,250.0,117.5,104.8,184.438,272.7273,,159.0,86.8,92.75,136.55,317.4,279.85,,106.2,110.55,345.6704,263.1579,145.0,135.0,114.75,122.0,137.5,283.5,324.0,324.0,104.0,110.0,304.875,400.0,100.0,100.0,104.25,111.45,133.35,292.4,251.4,106.2,113.0,273.913,297.619,165.3,136.0,109.35,108.95,134.0,280.8,267.05,117.15,121.9,155.2587,609.7561,105.0,77.0,120.0,131.0,171.15,286.0,,,155.0,162.0,191.0995,420.1681,265.0,137.5,120.0,128.8,155.0,296.7,277.5,555.0,140.0,140.0,,,,209.60605,200.0,212.5,103.125,89.75,256.64335664335664,197.40259740259745,119.375,711.0389610389611,321.0,487.01298701298697,287.25,82.5,99.0,196.50349650349654,113.41533995037221,300.0,130.9,121.1,115.85,116.8,135.8,276.0,541.6,130.0,150.0
2018-05-31,375.0,,380.0,,278.24,,116.32,97.24799999999999,,118.24,,308.48,219.1246,,154.84,,147.12,390.2778,400.13955,155.8,127.37,102.19999999999999,110.97999999999999,150.0,117.41071428571429,144.56,392.8571428571429,316.36,302.2321428571429,269.15999999999997,554.8,117.32,115.02,127.23214285714286,308.8337188235294,307.6923,160.0,140.0,110.0,110.0,130.0,320.0,260.0,110.0,110.0,260.883,240.0,115.25,92.2,107.08,112.6,123.8,,,280.04,119.0,110.2,189.6254,213.56420000000003,85.38335,136.5,93.36,94.46000000000001,143.98000000000002,299.0,281.22,552.0,102.345,107.2,363.66610000000003,263.1579,164.0,156.4,127.2,127.6,143.6,281.6,332.0,332.0,106.4,104.8,330.3,400.0,100.0,100.0,101.64,112.84,135.36,292.4,249.8,101.32,111.12,273.913,363.4052,189.52,134.16,118.52,109.40951199999999,142.6,287.92,278.52,131.6,131.6,196.6404,609.76,115.65,83.68,123.5,136.6,172.16,310.96,,,151.52,149.6,198.4312,420.1688,270.0,140.0,125.0,132.6,161.0,293.6,276.4,552.8,140.0,150.0,,204.86,,207.56664999999998,194.0,196.0,104.5,92.8,256.64335664335664,197.40259740259742,122.53999999999999,711.0389610389612,325.4,493.5064935064936,296.6,85.8,96.78,196.5034965034965,117.17413995037221,346.4286,118.56,111.48,118.04,114.34,138.68,276.88,543.36,128.72,169.5349
2018-06-30,375.0,,375.5,,276.62,,115.91,96.90299999999999,,120.3576665,,316.29,238.69455,,157.67000000000002,,152.435,422.5504,276.694775,151.55,100.0,120.0,109.74,186.53846153846155,151.42857142857144,136.5,509.46428571428567,316.0,314.64285714285717,271.08,537.5,121.6475,134.75,151.96428571428572,206.5073529411765,307.69115,160.0,140.0,103.375,105.625,126.875,319.5,267.5,111.25,111.25,258.52774999999997,174.0,117.625,87.975,105.41499999999999,112.125,121.9,,,265.77,116.475,106.975,206.48415,205.7871,,97.25,98.75,94.555,150.666699,305.0,274.385,568.3,104.0475,97.65,482.1959,263.15895,153.805,155.75,122.715,124.8475,127.775,279.125,313.3375,319.7,101.2825,102.675,279.38275,400.0,100.0,100.0,101.22,110.745,128.255,291.75,244.625,100.735,109.935,276.54525,339.4396,192.76,134.10500000000002,118.25999999999999,113.704756,142.3,287.06,267.085,130.825,130.825,234.83069999999998,609.75875,109.575,79.75,125.0,135.425,170.55,293.5,,,145.53500000000003,148.65,188.22125,420.1644,261.5,132.5,125.0,131.625,165.0,285.0,275.2,548.0,137.75,150.0,,290.4875,,168.658325,210.0625,195.6875,100.375,93.3375,141.6083916083916,110.38961038961038,117.52,355.5194805194806,326.325,253.24675324675326,302.925,89.4,96.64,102.0979020979021,115.24926686217007,365.23154999999997,115.705,107.05,114.75,113.32,140.45,279.6,536.1,123.4,297.20995
2018-07-31,375.0,,371.0,,275.0,,115.5,96.55799999999999,,122.47533299999999,,324.1,258.2645,,160.5,,157.75,454.82300000000004,153.25,147.3,127.54,106.35,108.5,221.92307692307693,112.94642857142858,133.0,410.0,321.85,253.75,273.0,540.0,125.975,124.85,100.00000000000001,320.8562447058823,307.69,160.0,140.0,96.75,101.25,123.75,319.0,275.0,112.5,112.5,256.1725,108.0,120.0,83.75,103.75,111.65,120.0,,,251.5,113.95,103.75,223.3429,198.01,,126.2,86.8,94.65,127.7,294.0,267.55,560.0,105.75,116.875,600.7257,263.16,143.61,147.625,117.795,122.095,123.725,276.65,294.675,294.675,96.165,100.72,228.4655,400.0,100.0,100.0,100.8,108.65,121.15,291.1,239.45,100.15,108.75,279.1775,315.474,196.0,134.05,118.0,118.0,142.0,286.2,255.65,130.05,130.05,273.02099999999996,609.7575,103.5,81.05,123.9,134.25,163.0,290.0,,,139.55,144.25,178.0113,420.16,253.0,115.0,120.35,130.65,157.5,293.5,274.0,548.0,135.5,140.0,,376.115,,129.75,226.125,195.375,96.25,93.875,139.86013986013984,114.93506493506493,112.5,355.51948051948057,327.25,252.92207792207793,309.25,93.0,96.5,113.63636363636364,150.80237667493796,384.0345,112.85,106.55,113.25,112.3,139.1,274.6,519.1,123.5,424.885
2018-08-31,375.0,,369.0,,273.2,,111.56,92.17399999999999,,133.84,,319.2,247.3965,,161.08,,157.08,465.2728,155.6,134.368,118.536,100.08,107.0,271.63461538461536,132.14285714285714,130.88,427.23214285714283,334.664,263.39285714285717,284.14,545.2,113.75,112.14,118.30357142857143,309.4411835294117,307.69,163.2,144.2,101.6,101.6,107.0,358.0,280.80080000000004,112.0,112.0,324.242,108.0,100.0,80.0,101.0,107.0,108.0,,,248.0,118.0,100.0,177.738,197.61,,125.3,88.985,93.66,127.44,291.4,270.92,511.68,102.14,107.26,207.1052,263.16,136.68,132.32,104.58,111.98,162.08,282.52,277.12,277.12,95.23200000000001,102.39399999999999,194.8724,400.0,100.0,100.0,99.72,107.44,118.88,284.88,248.0,99.8,108.4,235.1472,386.658,197.4,139.2,113.12,113.12,131.04,270.88,247.76,129.28,129.28,189.9316,609.758,98.12,77.48,123.04,130.4,163.0,283.6,,,137.92,143.32,172.1,420.166,250.0,110.0,111.0,130.0,150.0,263.6,274.0,548.0,130.0,140.0,,106.32,,127.0,226.8,196.6,97.3,92.0,136.01398601398603,118.18181818181816,105.2,347.4025974025974,325.56,254.8701298701299,299.6,77.075,96.4,110.83916083916084,142.04074913151365,437.8692,107.96,102.64,99.84,104.32,117.36,263.44,493.28,124.84,323.5696
