AdminStrata,Abyan,Aden,Al Bayda,Al Dhale'e,Al Hudaydah,Al Jawf,Al Maharah,Al Mahwit,Amanat Al Asimah,Amran,Dhamar,Hadramaut,Hajjah,Ibb,Lahj,Marib,Raymah,Sa'ada,Sana'a,Shabwah,Taizz
Indicator,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS
2018-07-02,31.158690176322413,16.619519094766613,38.33266852812125,29.194825255840893,20.78815128272944,22.08570572370391,2.8923076923076936,16.81514476614699,17.000397825222127,20.446735395189,26.911076443057727,23.822825219473252,28.36134453781513,25.03666764447052,31.762436268430484,32.59623259623259,54.121773991480815,17.676021664204818,26.917712691771268,16.7522894795622,26.5633646928611
2018-07-03,32.675222112537014,16.370602577499124,43.29208406992732,31.336939721792888,20.692543982127898,23.47719620446892,2.9138251704897717,19.833442910365978,17.208165612420935,21.689014349564804,28.07160292921074,23.69988090512107,28.805448187005332,27.102390085570963,32.04949944382648,33.33333333333333,56.72268907563026,17.134559535333974,25.78347578347578,18.257453200831975,29.124004550625717
2018-07-04,33.415597235932864,15.08916323731138,45.12820512820512,33.135156559651215,21.82505085730893,24.863999999999987,2.9504080351537985,19.614288845058073,18.07080131723382,25.61112357030724,28.967600219659534,23.103186646433983,30.99370589357238,29.84406583886803,33.10626702997276,36.883682920185215,56.3063063063063,17.454545454545453,25.43604651162791,19.08308121945543,29.427973107020836
2018-07-05,33.531451213471996,15.766521301576645,43.95929694727105,34.55430870209612,21.4816933638444,27.814992025518322,2.24791265253693,19.558566433566433,19.021964359718197,27.922483850802244,30.554773303294844,21.596419246549786,32.90590231944182,29.025363351382154,32.938827891059475,36.89763330481893,56.23100303951367,17.84634961030698,27.42175856929955,20.349533157768732,30.45602605863192
2018-07-06,33.951855566700075,16.87006460875807,44.51652138658017,33.878557024423024,21.076711910934886,28.68824531516183,2.269779507133593,17.608130465610966,19.817566573488318,28.712234840368534,32.52398081534772,20.129084308188773,32.59818146643451,30.692766478054747,33.837934105075696,36.66956774006382,57.324840764331206,18.463057429652785,26.547231270358306,21.107524211571885,31.012516763522573
2018-07-07,34.47046843177189,14.974433893352812,44.404548174745656,36.88415446071903,20.99898063200816,31.189488243430127,2.269779507133593,20.20555944872693,20.2504317789292,30.54250320375907,33.74594753905099,20.768307322929168,32.645722937168806,31.98061780738946,33.92070484581499,37.79205607476635,60.07944389275074,19.452149791955613,28.30482115085537,21.476337448559658,30.09101251422071
2018-07-08,33.723536737235364,15.51267499054105,45.586729469588356,39.01135604542418,21.252763448784087,33.83356070941336,2.405498281786942,20.455550641309152,19.95744680851065,32.859868560525754,34.188034188034194,20.28135990621336,31.6146029356417,32.739059967585085,33.97058823529413,38.6382740263379,59.96131528046421,20.49457391923145,28.17337461300309,22.334107926671823,30.17191646475136
2018-07-09,34.44579780755176,16.278209396966332,48.06797491401982,39.45724746930863,23.138803568816737,33.953488372093005,2.3616734143049936,23.058773058773056,21.914144968332167,32.94367693942614,35.06187389510902,20.441118550610472,30.712979890310784,33.55129322871257,33.38213762811128,39.78435167265689,57.97763067792741,20.49457391923145,28.30482115085537,21.001826245760487,31.461053579468704
2018-07-10,34.54678719765453,16.647748770336737,49.06049969027462,40.10394110004329,22.838169481738127,35.345997286295784,4.298941798941799,23.058773058773056,20.435153583617762,33.58613217768147,35.12396694214876,20.36092585327579,30.33088235294117,32.76037873270211,33.75277572168765,39.78435167265689,57.97763067792741,20.349761526232108,28.16728167281673,21.680581739833013,32.167107837495685
2018-07-11,34.98694516971279,16.77468547464735,47.888478884788846,40.230867892261635,23.03771661569828,35.226504394861394,4.4459644322845415,23.410278745644604,20.48759623609924,33.71040723981901,36.05731380884899,20.603414053195703,31.243680485338718,32.073260073260066,34.01162790697676,40.89643652561247,57.39412173108076,20.50186865990389,28.36684948202316,21.680581739833013,31.783033886740952
2018-07-12,34.415129582068644,17.808749516066587,48.13874788494078,41.19964973730296,23.474588612203302,35.369993211133725,4.539106145251396,24.17862100879222,21.187175043327567,33.607520564042304,36.05731380884899,20.36092585327579,31.306990881458958,32.34693877551021,34.10620792819747,40.89643652561247,53.368751509297255,20.723151645979488,29.874502601775326,22.299168975069247,31.74693321217628
2018-07-13,35.40715829930338,17.89187086736678,48.446147296722,42.502258355916894,23.655274888558697,35.91864874181316,4.603399433427763,25.72624322993599,20.5786350148368,34.58282950423217,36.92952749556523,20.36092585327579,31.40243902439024,33.728813559322035,35.158057054741725,40.89643652561247,54.96145237503108,19.967087218869988,30.537019383539878,23.26589595375722,31.07213381345104
2018-07-14,37.74567842765806,15.680125441003526,48.61781483106625,41.7493237150586,23.92186326070625,36.16799722318639,4.703328509406658,24.249138355489908,21.149253731343293,35.44631306597671,38.112228349010685,20.457232952305862,30.04248432126239,33.728813559322035,35.779816513761475,41.911554921540656,55.11407331453472,20.717131474103578,30.504766369745283,23.40116279069767,31.260715510344035
2018-07-15,38.62682143739194,14.984227129337535,50.258175559380376,43.48410210479177,24.487910056984447,36.48230848505667,4.9167927382753405,24.987316083206487,22.20006136851796,35.26244952893674,38.578167115902964,20.702034303948935,31.67102352704605,35.22022838499185,35.99088838268793,41.555869872701564,55.97500650872168,21.199767035527078,29.648810487133836,24.101796407185628,31.612286363093105
