AdminStrata,Abyan,Aden,Al Bayda,Al Dhale'e,Al Hudaydah,Al Jawf,Al Maharah,Al Mahwit,Amanat Al Asimah,Amran,Dhamar,Hadramaut,Hajjah,Ibb,Lahj,Marib,Raymah,Sa'ada,Sana'a,Shabwah,Socotra,Taizz
Indicator,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities
2018-07-02,9.0,3.0,229.0,49.0,1186.0,327.0,0.0,0.0,5.0,9.0,0.0,17.0,136.0,3.0,99.0,111.0,0.0,593.0,155.0,7.0,0.0,404.0
2018-07-03,9.0,5.0,229.0,49.0,1148.0,321.0,0.0,0.0,5.0,9.0,0.0,17.0,124.0,3.0,106.0,111.0,0.0,596.0,160.0,7.0,0.0,409.0
2018-07-04,9.0,5.0,229.0,49.0,1086.0,331.0,0.0,0.0,5.0,9.0,0.0,17.0,124.0,11.0,107.0,101.0,0.0,557.0,166.0,12.0,0.0,398.0
2018-07-05,9.0,5.0,206.0,49.0,1062.0,321.0,0.0,0.0,6.0,9.0,0.0,17.0,123.0,11.0,115.0,101.0,0.0,561.0,176.0,12.0,0.0,392.0
2018-07-06,9.0,4.0,206.0,49.0,1139.0,309.0,0.0,0.0,6.0,9.0,0.0,17.0,113.0,11.0,125.0,101.0,0.0,561.0,186.0,19.0,0.0,392.0
2018-07-07,9.0,4.0,208.0,49.0,1191.0,294.0,0.0,0.0,6.0,9.0,0.0,17.0,113.0,11.0,129.0,111.0,0.0,575.0,186.0,19.0,0.0,387.0
2018-07-08,10.0,5.0,208.0,49.0,1234.0,292.0,0.0,0.0,6.0,9.0,0.0,17.0,113.0,11.0,129.0,111.0,0.0,583.0,186.0,19.0,0.0,412.0
2018-07-09,10.0,5.0,198.0,39.0,1245.0,262.0,0.0,0.0,6.0,9.0,0.0,15.0,113.0,11.0,149.0,91.0,0.0,609.0,186.0,19.0,0.0,408.0
2018-07-10,11.0,5.0,217.0,39.0,1210.0,253.0,0.0,0.0,6.0,9.0,0.0,16.0,103.0,11.0,149.0,81.0,0.0,620.0,196.0,19.0,0.0,400.0
2018-07-11,11.0,5.0,217.0,39.0,1205.0,243.0,0.0,0.0,6.0,9.0,0.0,14.0,99.0,11.0,159.0,79.0,0.0,599.0,206.0,19.0,0.0,366.0
2018-07-12,11.0,6.0,250.0,39.0,1203.0,233.0,0.0,0.0,6.0,9.0,0.0,13.0,105.0,11.0,162.0,74.0,0.0,642.0,206.0,16.0,0.0,337.0
2018-07-13,11.0,6.0,244.0,39.0,1206.0,223.0,0.0,1.0,6.0,9.0,0.0,13.0,105.0,11.0,162.0,74.0,0.0,667.0,216.0,16.0,0.0,332.0
2018-07-14,6.0,5.0,243.0,39.0,1179.0,231.0,0.0,1.0,6.0,12.0,0.0,13.0,105.0,11.0,164.0,74.0,0.0,674.0,216.0,16.0,0.0,312.0
2018-07-15,2.0,5.0,228.0,39.0,1160.0,246.0,0.0,1.0,3.0,15.0,0.0,13.0,145.0,11.0,164.0,74.0,0.0,694.0,216.0,16.0,0.0,293.0
2018-07-16,2.0,5.0,228.0,33.0,1068.0,234.0,0.0,1.0,3.0,20.0,0.0,13.0,129.0,11.0,154.0,74.0,0.0,701.0,220.0,16.0,0.0,257.0
2018-07-17,2.0,6.0,233.0,33.0,992.0,250.0,0.0,1.0,3.0,20.0,0.0,13.0,139.0,11.0,154.0,77.0,0.0,730.0,208.0,16.0,0.0,268.0
2018-07-18,2.0,6.0,223.0,24.0,920.0,240.0,0.0,1.0,3.0,20.0,0.0,13.0,137.0,21.0,154.0,72.0,0.0,697.0,198.0,13.0,0.0,262.0
2018-07-19,2.0,7.0,223.0,14.0,931.0,224.0,0.0,1.0,2.0,20.0,0.0,5.0,137.0,21.0,144.0,78.0,0.0,729.0,198.0,13.0,0.0,258.0
2018-07-20,2.0,7.0,223.0,11.0,913.0,249.0,0.0,1.0,2.0,20.0,0.0,5.0,137.0,21.0,154.0,95.0,0.0,741.0,184.0,20.0,0.0,281.0
