AdminStrata,Bamako,Kayes,Koulikoro,Mopti,Segou,Sikasso,Tombouctou-Taoudeni
Indicator,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI
2019-10-20,18.00654783557656,21.734513274336248,18.130841121495305,25.80316165221828,14.561812729090278,18.7837351565311,30.09708737864078
2019-10-21,18.00654783557656,21.734513274336248,18.130841121495305,27.42222222222221,15.61910747957257,18.7837351565311,39.62920046349942
2019-10-22,18.00654783557656,21.734513274336248,18.130841121495305,28.34890965732084,15.875968992248035,18.7837351565311,43.55362946912243
2019-10-23,18.00654783557656,21.734513274336248,18.130841121495305,26.74007078254027,16.051364365971086,18.7837351565311,40.94319399785638
2019-10-24,18.00654783557656,21.734513274336248,18.130841121495305,26.898734177215157,16.051364365971086,18.7837351565311,40.42328042328043
2019-10-25,17.863336801942395,22.21455674370468,17.414155571128212,26.898734177215157,17.346335697399507,18.730912792670484,40.42328042328043
2019-10-26,16.946363935505072,20.5707118218877,16.92202928157981,27.671913835956897,17.67291910902693,19.8898607061872,37.66081871345029
2019-10-27,16.946363935505072,20.5707118218877,16.92202928157981,27.066450567260908,17.835497835497804,19.8898607061872,40.50314465408805
2019-10-28,16.946363935505072,20.5707118218877,16.92202928157981,26.546906187624717,18.055956158061694,19.8898607061872,42.4802110817942
2019-10-29,16.946363935505072,20.5707118218877,16.92202928157981,28.14145974416852,18.48928974069895,19.8898607061872,44.93506493506493
2019-10-30,16.946363935505072,20.5707118218877,16.92202928157981,26.51542006380712,18.531367447239045,19.8898607061872,45.029940119760475
2019-10-31,16.946363935505072,20.5707118218877,16.92202928157981,26.002814919071035,17.252098228162858,19.8898607061872,45.029940119760475
2019-11-01,18.874560375146498,20.24691358024688,16.15141955835959,25.866293314665693,16.923076923076888,19.344870210135934,45.029940119760475
2019-11-02,18.874560375146498,20.26330852890665,15.69589209074184,25.758103868943838,17.21581548599667,18.336262448740435,43.68098159509202
2019-11-03,18.874560375146498,20.26330852890665,15.69589209074184,24.514149335151682,17.096081588835176,18.336262448740435,44.6533490011751
2019-11-04,18.874560375146498,20.26330852890665,15.69589209074184,25.419089976051964,17.588075880758776,18.336262448740435,42.648709315375974
2019-11-05,18.874560375146498,20.26330852890665,15.69589209074184,24.62787550744245,17.913331493237614,18.336262448740435,43.4108527131783
2019-11-06,18.874560375146498,20.26330852890665,15.69589209074184,25.604643663334365,18.553459119496825,18.336262448740435,47.440944881889784
2019-11-07,18.874560375146498,20.26330852890665,15.69589209074184,26.25313283208015,19.431137724550872,18.336262448740435,46.52509652509653
2019-11-08,18.655851680185357,19.477303988995832,14.566145092460847,24.846248462484574,19.059976931949226,17.827595409661015,47.0703125
2019-11-09,18.828680897646368,19.07911472907653,14.566145092460847,25.126262626262587,16.927016645326468,17.827595409661015,44.140625
2019-11-10,18.828680897646368,18.698578908002954,14.566145092460847,25.886178861788572,16.471467729877865,17.73294398725772,51.481888035126225
2019-11-11,18.828680897646368,18.698578908002954,14.566145092460847,24.11167512690351,16.70457417235276,17.73294398725772,49.21301154249737
2019-11-12,18.828680897646368,18.698578908002954,14.566145092460847,24.141104294478477,17.2629929485505,17.73294398725772,49.368421052631575
2019-11-13,18.828680897646368,18.698578908002954,14.566145092460847,23.88289676425265,17.86017548825357,17.73294398725772,48.004094165813726
2019-11-14,18.828680897646368,18.698578908002954,14.566145092460847,21.109399075500733,17.947231081472854,17.73294398725772,47.1356783919598
2019-11-15,19.177304964538962,18.754688672168005,14.560279557367467,21.406249999999954,18.48355663824601,17.73294398725772,47.1356783919598
2019-11-16,19.364508393285327,19.069412662089967,15.267175572519047,21.487867177522308,18.348623853210984,17.95292829775584,45.492227979274595
2019-11-17,19.364508393285327,19.186492709132732,15.323322096230429,21.907552083333293,19.587977034785528,17.830319888734312,47.20430107526882
2019-11-18,19.364508393285327,19.747235387045773,15.37988311288831,20.518437385907237,19.054598754122377,18.215402102870094,40.620957309185
2019-11-19,19.291678663979226,19.425019425019386,15.657311669128473,18.03143093465673,17.783601647323092,17.47070046334147,35.6241234221599
2019-11-20,19.55506728920621,22.692307692307644,15.043019705800686,18.370883882149037,16.555183946488278,17.217297878055287,37.853949329359175
