AdminStrata,Adamawa,Adamawa,Central,Central,East,East,Far-North,Far-North,Littoral,Littoral,North,North,North-West,North-West,South,South,South-West,South-West,West,West
Indicator,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly
2019-06-30,0.6983776911111111,104.96183218309163,0.8062722797777777,101.63005113282163,0.8227037550000001,101.14351742205871,0.2693019591111111,109.15114186509551,0.8020542275555556,100.09582715149094,0.4727398933333334,101.21014488314518,0.7944736683333337,100.8759824202902,0.833745596,100.56624598087507,0.8191609716666668,100.28456763255586,0.733825384222222,103.35051885894264
2019-07-01,0.7007210325,104.87498734125765,0.8075034045555555,101.61723904472603,0.8236448005555556,101.1420634885488,0.27137973188888886,109.39268552814487,0.8027948859999999,100.09264065014217,0.47642398494444443,101.19538674312369,0.7949979703333336,100.84923344519709,0.8343719393333332,100.57336498347397,0.8195359078333335,100.28981985345003,0.7358666806666666,103.27495489973516
2019-07-02,0.7030537241666668,104.78806623734953,0.8087186632222221,101.60424172757217,0.8245708305555555,101.14057923644509,0.27354297333333333,109.63014800108992,0.8035291469999998,100.09011100542261,0.48014790761111104,101.18056739988333,0.7955180710000002,100.82322200043909,0.8349897888888889,100.58069079765036,0.8199105368333335,100.29439402985257,0.7378812626666666,103.1996578610524
2019-07-03,0.7053757661111111,104.70106887136718,0.8099180557777775,101.59105918136007,0.8254818450000002,101.13906466574765,0.27579168344444444,109.86352928393067,0.8042570105555555,100.08823821733226,0.48391166133333335,101.16568685342405,0.7960339703333336,100.79794808601623,0.8355991446666667,100.58822342340417,0.8202848586666668,100.29829016176355,0.7398691302222221,103.12462774289438
2019-07-04,0.7076871583333334,104.61399524331065,0.8111015822222222,101.57769140608967,0.8263778438888889,101.13751977645644,0.2781258622222222,110.09282937666715,0.8049784766666667,100.08702228587111,0.4877152461111111,101.15074510374589,0.7965456683333335,100.77341170192851,0.8362000066666668,100.5959628607354,0.8206588733333334,100.30150824918292,0.7418302833333333,103.04986454526104
2019-07-05,0.7099879008333333,104.52684535317998,0.8122692425555555,101.56413840176106,0.8272588272222222,101.1359445685715,0.28054550966666664,110.31804827929932,0.8056935453333334,100.08646321103917,0.4915586619444444,101.13574215084886,0.7970531650000001,100.74961284817594,0.8367923748888889,100.60390910964405,0.8210325808333334,100.3040482921107,0.7437647219999999,102.97536826815242
2019-07-06,0.7122779936111111,104.43961920097507,0.8134210367777777,101.55040016837415,0.8281247950000001,101.13433904209276,0.2830506257777778,110.5391859918272,0.8064022165555554,100.08656099283645,0.4954419088333333,101.12067799473292,0.7975564603333333,100.7265515247585,0.8373762493333332,100.61206217013014,0.8214059811666667,100.30591029054689,0.7456724462222222,102.90113891156851
2019-07-07,0.7145574366666666,104.35231678669601,0.8145569648888888,101.53647670592899,0.8289757472222223,101.13270319702029,0.2856412105555556,110.75624251425076,0.8071044903333332,100.0873156312629,0.4993649867777777,101.10555263539807,0.7980555543333334,100.70422773167618,0.83795163,100.62042204219371,0.8217790743333334,100.3070942444915,0.7475534559999998,102.82717647550932
2019-07-08,0.7168262300000001,104.26493811034274,0.8156770268888887,101.52236801442555,0.8298116838888889,101.13103703335406,0.288317264,110.96921784657002,0.8078003666666665,100.08872712631857,0.5033278957777777,101.09036607284439,0.7985504470000001,100.68264146892905,0.8385185168888889,100.6289887258347,0.8221518603333333,100.3076001539445,0.7494077513333333,102.75348095997484
2019-07-09,0.719084373611111,104.1774831719153,0.8167812227777776,101.5080740938639,0.830632605,101.12934055109407,0.2910787861111111,111.178111988785,0.8084898455555556,100.09079547800344,0.5073306358333334,101.07511830707182,0.7990411383333333,100.66179273651703,0.8390769100000002,100.63776222105312,0.8225243391666667,100.30742801890591,0.7512353322222222,102.68005236496505
2019-07-10,0.7213043790555554,104.0919908432584,0.8178506367777776,101.49371315512023,0.8314250365555554,101.12767209197008,0.2939197208888889,111.38216957145362,0.8091629916666668,100.09358599520874,0.5113499826111111,101.0613233081864,0.7995276283333334,100.64168153444014,0.8396184518888888,100.64675264118485,0.8228965108333334,100.30657783937575,0.7529994642222221,102.60763734104322
2019-07-11,0.723478689,104.00925589801328,0.8188832308888889,101.47943890838438,0.8321901427777778,101.12626578111872,0.2968032087777777,111.58334631159353,0.8098179974444447,100.09694482992818,0.5153587821111111,101.05090044504357,0.8000016656666666,100.62253409777495,0.8401439553333333,100.65601845967322,0.8232685816666667,100.30633316614039,0.7546964901111108,102.53646401016607
2019-07-12,0.7256073034444444,103.92927833617992,0.8198790051111111,101.46525135365641,0.8329279236666668,101.12512161853995,0.2997292497777778,111.78164220920468,0.8104548628888889,100.10087198216172,0.5193570343333332,101.04384971764335,0.8004632503333333,100.60435042652145,0.8406534203333332,100.66555967651824,0.8236405516666666,100.30669399919984,0.7563264098888888,102.46653237233362
2019-07-13,0.7276902223888888,103.85205815775834,0.8208379594444446,101.45115049093626,0.8336383792222222,101.12423960423378,0.3026978438888889,111.9770572642871,0.8110735880000003,100.1053674519094,0.5233447392777777,101.04017112598567,0.8009123823333333,100.58713052067962,0.8411468468888889,100.6753762917199,0.8240124208333331,100.3076603385541,0.7578892235555555,102.39784242754584
2019-07-14,0.7297274458333334,103.7775953627485,0.8217600938888889,101.43713632022394,0.8343215094444446,101.12361973820023,0.30570899111111116,112.1695914768408,0.811674172777778,100.11043123917122,0.5273218969444444,101.03986467007059,0.8013490616666666,100.57087438024948,0.8416242349999999,100.68546830527819,0.8243841891666667,100.30923218420318,0.7593849311111113,102.33039417580274
2019-07-15,0.7317189737777778,103.70588995115045,0.8226454084444444,101.42320884151948,0.8349773143333334,101.12326202043927,0.30876269144444446,112.35924484686576,0.8122566172222221,100.11606334394713,0.5312885073333333,101.04293034989807,0.8017732883333333,100.55558200523105,0.8420855846666666,100.69583571719316,0.8247558566666665,100.31140953614705,0.7608135325555554,102.26418761710433
2019-07-16,0.7336648062222223,103.63694192296416,0.8234939031111113,101.40936805482288,0.8356057938888889,101.12316645095089,0.3118589448888889,112.546017374362,0.8128209213333332,100.12226376623723,0.5352445704444444,101.04936816546815,0.8021850623333333,100.54125339562428,0.8425308958888889,100.70647852746475,0.8251274233333333,100.31419239438576,0.7621750278888888,102.19922275145058
