Split,,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3,Split 4,Split 4,Split 5,Split 5,Split 6,Split 6,Split 7,Split 7
Type,,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive
Country,Prediction horizon,,,,,,,,,,,,,,
Syria,1,22.049698416756573,22.126782360765365,4.206102646797758,3.8258200874558166,4.5868287696167345,3.266914280898195,1.913282326390151,0.004219801406496005,2.8232693521481047,2.8056296987618654,1.631994601346177,2.242602379429671,2.9000235995122625,2.615780252428782
Syria,2,25.41449942352463,26.56327616201412,8.490677981037178,8.054212802085175,12.753809710850538,9.682389375331145,1.3019152918797254,1.3300780208632772,7.203189951676213,7.680554513402444,6.546078093088315,7.892392815792136,4.633881723696622,3.652968441347598
Syria,3,26.531762560979427,26.997340393690482,26.254670535278297,24.74062355237506,14.843358798902239,11.167701509952321,7.201090898723431,6.818906816231461,15.282427711118762,17.429645726892236,13.418811930076393,14.104878107496331,7.352561783237437,5.821295526365713
Syria,4,42.910798551256,41.9313050192689,29.11384593639146,29.316883410093755,25.970803399995635,21.11737723280463,9.135003775871159,9.00107234230786,22.003728952455813,25.085577643003884,19.777713167643107,23.579691702262384,5.442200981781053,3.956173448327769
Syria,5,50.180143235705806,49.55871376461075,36.2193354925999,36.468553597778005,23.498278714215573,20.437016701916438,15.284112747169223,16.64226383687422,23.217234832216658,25.685248596612492,22.08248940740367,29.98297949971699,7.429438632013684,6.150599850183803
Syria,6,59.70757696601428,60.474861607609164,43.11745488262515,42.798251504353196,19.19779583050281,16.896066059293332,20.745670121803364,25.86428049205125,27.594804350295494,27.460691827882968,18.718760878174553,30.54717945693059,6.935238944270938,5.294397831500443
Syria,7,60.256829437516764,60.14163288776007,47.436206142494676,48.27048226632948,17.520138147258642,15.35471674732112,23.932980041064255,31.893246254740273,29.181460674307115,28.072181423615362,14.473706929931284,25.635203597922867,9.23729949525952,5.964895802033047
Syria,8,50.85654045293717,51.58212940555756,51.87165179468257,52.51363158862559,16.22746144636343,15.215228268521415,21.56749272316605,31.893246254740273,30.6946562067471,28.946994875084428,17.317413898843604,34.99215490126673,8.585427558435399,5.4347083630415165
Syria,9,51.739826258414645,52.12704849612726,48.00724203210831,48.09443858738464,21.09804275832836,19.86280536950574,24.108373251503068,37.569404307960255,38.82471012250863,35.14367729686169,18.70180308163898,37.55531137128578,18.283600529710665,10.000893156050372
Syria,10,38.01795283682598,38.0333424684048,51.64304792381177,49.954948619616225,20.05161341512537,20.083984689780536,26.797383780367095,42.5598095728366,48.7958856280949,43.75389804623268,14.578111582252127,34.048881969285056,19.337572015909966,10.360800584791813
Syria,11,44.62372486958194,45.06655265006635,55.27929416333984,54.60049270266243,39.48189248721707,36.041886770958804,27.099027925083945,43.917020495306275,51.22975575596123,46.76659995446327,17.491225849042163,43.989875411120096,20.181473658097822,10.62064670706526
Syria,12,43.4642357826902,45.06655265006635,45.09210520014673,42.31174345776423,38.15269388441349,33.30130993343506,27.580967824966113,42.54529102526198,55.6013704906616,52.7695823853097,12.316442406644539,36.94041888149908,23.68016537790469,12.164947179666525
Syria,13,43.24023031960823,45.06655265006635,58.81424979723852,56.831113203126684,36.34686632924082,37.84887138678918,29.867468100145683,46.48207961623846,61.88924186710588,58.943050962351826,11.229418299128596,37.66067057420281,25.1687541779749,12.387492291158367
Syria,14,42.43704948227904,45.06655265006635,58.4763768375853,53.08558207372602,51.61707426081904,51.3485707004206,28.53106939348221,49.26034138424592,83.26499008432492,75.54582766933405,16.522294435676603,46.1892959908241,27.106292299231942,14.19068807501605
Syria,15,42.158843988993915,45.06655265006635,58.88568787664992,51.101052137720934,62.550384691230086,66.8809268159208,29.982355225706126,55.656449352831096,83.1447399292138,77.74035161707674,14.079381218796023,45.34296858164649,29.922593819610313,16.602169537807875
Syria,16,39.98322161408712,45.06655265006635,61.19199093785307,53.318825575026715,55.23566154680284,61.3655670924495,32.006854494467596,58.44272431936656,79.09831850161159,77.69042948136247,16.545031611244713,51.55481935112607,26.905280933675016,14.819177108790457
Syria,17,41.10248744853158,45.06655265006635,58.16367514384558,50.19330146858956,61.969634412891956,59.295680331909985,30.364255228596196,58.808680034788445,76.63820304509413,78.0089104051571,13.513047498986388,52.352524412242076,28.649775524610277,16.051994587048238
Syria,18,40.573697384190424,45.06655265006635,55.02403553356237,48.501122575112625,49.127622503432235,46.63367773061679,30.880093846636935,58.13128750820547,89.73007814457817,85.8156921166972,15.884552193501795,52.49155377901366,27.282978225502248,14.988215511581345
Syria,19,40.88256101304176,45.06655265006635,54.71562653764588,47.433620945427776,50.73945002676064,46.12241323355506,35.06114553666129,59.05361369270572,110.16641260818562,101.26990373823327,14.78670392962664,55.37037202563845,26.68284537841453,15.187053678748498
Syria,20,39.753719190366816,45.06655265006635,55.22100436195839,47.433620945427776,48.596453237073156,42.69541284411387,29.597638171599062,52.33404431598418,116.47726307495837,104.20004257827235,19.656877922408196,62.00673891833977,31.637912219131266,18.74165846553382
Syria,21,38.746572784565934,45.06655265006635,54.407803306181,46.920533768185926,48.69981608715523,42.403963805074746,35.958673725320885,57.510395709641934,125.65081441017942,108.0835415244057,27.51671914702128,69.76076127845637,32.13688976960789,19.442412266754665
Syria,22,37.43723585666043,45.06655265006635,53.20291435184813,45.79305116041118,39.632237899760185,32.70568542329807,35.052168150940645,60.60663030339894,139.58240526664073,119.16813658822055,27.726611456620194,66.12676858966073,28.129696921925227,17.341624536404904
Syria,23,37.63780222741652,45.06655265006635,46.856820007460605,40.14453767866461,39.375743703676314,29.80860896434517,35.32939871973915,58.081439175269765,135.8466289449652,121.06573726025265,28.218339640029185,75.29599263801711,34.03498543148812,20.683692236497986
Syria,24,36.164359375498115,45.06655265006635,47.834712347995186,39.78073148403637,39.211044841843126,28.94407404311443,37.86030156570466,67.85959712737112,133.5398085508626,122.7575069562202,35.45198470981031,84.66739738374288,33.497456107772855,19.983669847992708
Syria,25,34.25866158320252,45.06655265006635,49.30314703119131,40.23453424535534,37.273731738205775,26.994037377209157,36.16101653042505,67.85959712737112,128.65855068516996,121.06185219769803,38.321228623150496,78.42254141152232,36.44380915922658,21.37064538483447
Syria,26,32.00455154305172,45.06655265006635,50.518746138395585,40.38935845931287,38.4399080257267,27.60560160649425,34.898241380246056,66.10611809630342,124.3722066763757,120.29862556621963,50.45295378290857,99.64224063127392,37.16204266793583,22.386034537668692
Syria,27,29.79226054015353,45.06655265006635,51.1423222913513,40.38935845931287,35.983381004350065,24.524486489668277,36.082253910468616,68.30888246166641,122.9479761535689,123.0150940859452,48.89930192926014,100.90753349689273,37.93889533870189,23.935143859831815
Syria,28,28.565681594209988,45.06655265006635,51.10484474095816,40.332582774577865,34.71889298507994,23.21730231441211,36.17881922888895,69.39321020908291,118.51213568738933,123.67586474472988,56.5717515927241,113.71038084730397,36.28720657937689,24.92971978855391
Syria,29,30.135160381283743,45.06655265006635,50.7545649546992,40.35282699547642,40.14891921795415,29.93038079992377,37.33557999940637,69.64726734261451,115.06241121155175,123.5292297385671,58.75379141513318,121.7259994978608,36.226190161244496,26.05132901191365
Syria,30,28.569274326025507,30.190495245340426,49.87151386686771,39.59609858112097,48.59546681960976,33.707316689301585,41.09859708699597,75.10558648672644,107.9145082095058,122.19074735733066,66.03041351408244,133.33617593943754,30.084419124472646,23.02247801051519
