Country,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria
Split,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3,Split 4,Split 4,Split 5,Split 5,Split 6,Split 6,Split 7,Split 7
Type,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive
Prediction horizon,,,,,,,,,,,,,,
1,0.7319361645964939,0.7309990353311193,0.8720163413649978,0.8835876122888584,0.9375643434778678,0.955530945632738,0.9754943424240564,0.9999459520391321,0.9550814042073361,0.9553620534694324,0.9646267885429514,0.9513919665443678,0.9609961911895276,0.9648191163433635
2,0.42319908923878524,0.3971267492733287,0.7454267958790137,0.7585131877244241,0.8381501536652526,0.8771274412838931,0.9838363764953192,0.9834867287486542,0.8793550794425775,0.8713597870772849,0.8229086314562299,0.7864867138830218,0.9433774816825573,0.9553634976426977
3,0.44684102605775466,0.4371342244217612,0.44091701382168935,0.4731580547929861,0.7779369062374826,0.8329263355339928,0.9089132409583813,0.9137474959235088,0.7177332927155127,0.6780741383853831,0.6854961823452956,0.6694164851942594,0.9152574074419207,0.9329061503331201
4,0.3429373695877279,0.3579356594897557,0.4678644967729473,0.4641534292458821,0.7180784835852714,0.7707640029274124,0.8813789437683205,0.8831180878892967,0.6276631214013957,0.5755135096591643,0.5284433165709423,0.4377933828270004,0.9289045936342597,0.9483176457643124
5,0.27435627400065354,0.28334262532956644,0.3795542826498801,0.3752851180188653,0.7256558164043572,0.7613962822380733,0.7494135585003587,0.7271463681035155,0.6207359217884779,0.5804197957669551,0.5113180419976675,0.33648146011323243,0.8947917664738578,0.9129013943831981
6,0.248432144449257,0.23877396533727058,0.33230206594497014,0.33724510900713045,0.7520353241353669,0.7817651786293442,0.6479452251698763,0.5610822214317204,0.5445810451899389,0.5467944105759994,0.5245394866469243,0.22409513532408998,0.9090380861835214,0.9305591972924128
7,0.26880536678532796,0.2702032348731982,0.19960759308892684,0.1855308291761738,0.7737259719566875,0.8016925677938167,0.6282953641928406,0.5046639631384943,0.4878234848003281,0.5072929276546,0.5840699197370456,0.26332263450826576,0.8919827492487836,0.9302489168091026
8,0.2776626153774765,0.26735676244924145,0.10419740362631402,0.09311067038500709,0.780843885520675,0.7945143595462121,0.6650338982365396,0.5046639631384943,0.3946117194120464,0.42908070585382174,0.5374124114271326,0.0652798016321523,0.8919286330902136,0.9315891541158168
9,0.18962208616662435,0.18355719627657752,0.1809470817898391,0.17945941888662165,0.7258574462061701,0.7419078038716831,0.5769229884733337,0.3406958182689531,0.32672868061227733,0.39056261058658037,0.4996840546002773,-0.0046903515925125205,0.8150222609898843,0.8988195677825164
