"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2015,1,1,118.434,58.172
2015,1,2,31.838,45.98
2015,1,3,33.99,64.626
2015,2,1,52.101,43.313
2015,2,2,125.01,52.384
2015,2,3,32.475,37.051
2015,3,1,27.131,31.566
2015,3,2,39.697,37.414
2015,3,3,34.424,39.212
2015,4,1,25.303,24.253
2015,4,2,22.061,18.798
2015,4,3,20.889,17.232
2015,5,1,4.434,11.465
2015,5,2,4.303,7.848
2015,5,3,11.303,5.909
2015,6,1,2.313,2.848
2015,6,2,2.434,1.889
2015,6,3,2.162,1.455
2015,7,1,0.747,0.535
2015,7,2,0.475,0.384
2015,7,3,0.455,0.343
2015,8,1,0.121,0.04
2015,8,2,0.152,0.051
2015,8,3,0.707,0.283
2015,9,1,2.333,2.889
2015,9,2,2.061,3.626
2015,9,3,11.242,8.798
2015,10,1,13.616,17.343
2015,10,2,7.737,22.04
2015,10,3,41.343,29.202
2015,11,1,15.879,36.616
2015,11,2,18.212,26.717
2015,11,3,19.232,29.242
2015,12,1,14.242,54.646
2015,12,2,15.889,60.818
2015,12,3,23.333,50.131
2016,1,1,82.97,58.172
2016,1,2,50.646,45.98
2016,1,3,33.313,64.626
2016,2,1,21.091,43.313
2016,2,2,21.586,52.384
2016,2,3,25.202,37.051
2016,3,1,37.192,31.566
2016,3,2,41.949,37.414
2016,3,3,50.667,39.212
2016,4,1,13.505,24.253
2016,4,2,10.808,18.798
2016,4,3,9.869,17.232
2016,5,1,12.505,11.465
2016,5,2,7.434,7.848
2016,5,3,19.909,5.909
2016,6,1,1.606,2.848
2016,6,2,1.525,1.889
2016,6,3,1.414,1.455
2016,7,1,0.667,0.535
2016,7,2,0.475,0.384
2016,7,3,0.465,0.343
2016,8,1,0.758,0.04
2016,8,2,0.626,0.051
2016,8,3,1.505,0.283
2016,9,1,5.434,2.889
2016,9,2,4.727,3.626
2016,9,3,7.556,8.798
2016,10,1,8.04,17.343
2016,10,2,8.859,22.04
2016,10,3,10.818,29.202
2016,11,1,25.515,36.616
2016,11,2,7.919,26.717
2016,11,3,29.909,29.242
2016,12,1,61.172,54.646
2016,12,2,50.071,60.818
2016,12,3,128.848,50.131
2017,1,1,61.747,58.172
2017,1,2,27.545,45.98
2017,1,3,27.828,64.626
2017,2,1,11.253,43.313
2017,2,2,12.576,52.384
2017,2,3,14.909,37.051
2017,3,1,32.222,31.566
2017,3,2,64.596,37.414
2017,3,3,41.495,39.212
2017,4,1,19.192,24.253
2017,4,2,27.879,18.798
2017,4,3,6.384,17.232
2017,5,1,5.404,11.465
2017,5,2,9.939,7.848
2017,5,3,11.737,5.909
2017,6,1,1.848,2.848
2017,6,2,1.859,1.889
2017,6,3,1.657,1.455
2017,7,1,0.687,0.535
2017,7,2,0.465,0.384
2017,7,3,0.444,0.343
2017,8,1,0.101,0.04
2017,8,2,0.111,0.051
2017,8,3,0.414,0.283
2017,9,1,1.97,2.889
2017,9,2,1.808,3.626
2017,9,3,3.747,8.798
2017,10,1,22.212,17.343
2017,10,2,8.667,22.04
2017,10,3,34.434,29.202
2017,11,1,21.141,36.616
2017,11,2,23.505,26.717
2017,11,3,43.061,29.242
2017,12,1,19.606,54.646
2017,12,2,25.061,60.818
2017,12,3,57.636,50.131