AdminStrata,Abyan,Aden,Al Bayda,Al Dhale'e,Al Hudaydah,Al Jawf,Al Maharah,Al Mahwit,Amanat Al Asimah,Amran,Dhamar,Hadramaut,Hajjah,Ibb,Lahj,Marib,Raymah,Sa'ada,Sana'a,Shabwah,Taizz
Indicator,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI
2015-09-30,81.7,79.15,79.33,91.67,83.1,85.74,74.38,89.55,83.86,80.29,87.52,70.84,95.81,85.11,71.12,92.91,96.81,92.46,86.89,69.22,88.64
2015-10-31,81.99000000000001,69.58,86.36,87.86,91.68,93.54,75.0,87.56,82.34,81.04,87.6,64.17,98.56,85.11,74.81,93.56,90.54,90.85142857142857,89.29,71.59,89.67
2015-11-30,82.28,73.95,83.01,89.3,82.87,86.94,80.0,91.52,79.27,84.95,87.74,75.99,98.21,85.35,73.69,86.93,91.41,89.24285714285713,80.14,72.87,90.7
2015-12-31,88.54,69.99,85.7,84.31,81.43,87.39,64.78,86.18,80.77,82.13,85.02,78.61,88.17,83.13,84.28,74.33,93.48,87.63428571428571,87.85,77.0,87.09
2016-01-31,88.36,60.77,79.08,87.06,77.47,84.35,65.03,87.06,76.88,79.78,80.09,83.98,93.46,82.33,78.94,74.88,90.61,86.02571428571429,81.97,80.97,86.21
2016-02-29,88.36,56.9,80.04,84.55,74.91,81.21,62.97,89.91,80.38,82.61,90.31,83.33,91.17,79.52,80.56,73.33,95.02,84.41714285714286,84.12,81.48,84.37
2016-03-31,83.8,63.39,83.08,85.37,77.83,77.17,46.79,90.95,77.84,89.91,91.7,79.72,96.53,89.63,75.08,83.05,96.98,82.80857142857143,84.64,80.12,94.84
2016-04-30,83.48,77.23,80.84,79.98,73.38,82.32,64.27,86.19,79.4,92.35,94.27,67.73,98.13,87.79,74.93,87.86,90.93,81.2,80.81,70.67,92.0
2016-05-31,81.7,65.59,79.47,88.29,75.63,88.6,49.09,90.41,83.1,93.02,91.59,68.89,95.49,89.3,72.99,86.07,94.39,77.02,83.97,73.52,91.88
2016-06-30,84.18,75.67,77.53,87.15,84.1,77.64,49.67,87.2,85.05,90.9,93.19,62.5,92.2,85.61,77.52,86.06,93.29,81.73,85.65,76.37,93.68
2016-07-31,85.85,79.23,82.99,87.16,82.05,80.27,52.41,86.49,82.09,88.16,89.9,80.91,96.14,89.45,82.53,79.5,88.61,80.7,86.63,73.76,91.57
2016-08-31,71.72,62.24,86.0,86.62,90.34,85.03,69.87,92.23,83.8,88.35,93.42,75.17,95.97,92.0,82.23,77.86,87.33,79.51,84.91,75.93,90.64
2016-09-30,81.46,66.97,84.82,87.09,88.06,85.95,63.43,84.5,85.77,90.41,89.73,79.01,90.51,91.51,85.19,78.74,87.19,84.68,89.1,75.76,90.49
2016-10-31,85.01,75.13,79.9,89.67,88.36,94.32,62.09,93.48,89.37,83.35,93.42,85.85,95.17,90.53,90.02,85.14,91.5,83.57,87.61,77.63,92.72
2016-11-30,93.38,68.88,86.9,91.49,88.67,80.83,75.34,92.99,88.78,84.56,92.53,89.89,97.32,93.15,88.71,91.03,88.73,84.95,85.88,81.98,92.83
2016-12-31,93.14,73.92,86.29,87.35,90.02,88.37,64.79,90.18,89.48,89.27,93.42,72.19,94.99,90.47,90.9,78.44,92.8,77.28,93.39,77.92,89.37
2017-01-31,84.49,68.45,88.05,92.33,88.2,95.56,69.51,96.07,88.07,79.32,94.67,77.55,93.51,91.6,86.14,83.15,92.53,77.22,80.22,79.77,93.59
2017-02-28,73.5,69.7,86.14,91.09,88.3,84.63,73.73,84.16,86.18,85.9,96.61,70.72,95.2,90.38,84.74,80.15,91.71,82.7,89.23,82.34,89.26
2017-03-31,88.4,80.95,87.01,89.94,92.2,86.75,74.31,90.53,90.3,90.68,93.46,74.93,91.62,95.58,86.91,87.07,96.57,78.85,89.04,84.4,92.27
2017-04-30,82.34,71.44,92.21,93.14,91.95,88.86,64.44,88.75,90.54,94.38,93.02,84.23,97.58,88.86,87.97,90.17,95.71,84.56,92.44,83.09,93.69
2017-05-31,89.12,84.34,93.2,91.02,94.28,97.94,72.76,92.98,92.75,97.01,93.98,84.44,95.77,88.2,91.79,93.29,88.9,83.51,93.61,81.05,90.63
2017-06-30,83.65,76.97,91.735,89.75999999999999,91.955,91.925,64.9,91.305,90.545,93.245,93.34,82.445,95.72,89.6,86.43,88.73500000000001,89.83000000000001,82.28,93.025,76.975,90.83
2017-07-31,78.18,69.6,90.27,88.5,89.63,85.91,57.04,89.63,88.34,89.48,92.7,80.45,95.67,91.0,81.07,84.18,90.76,81.05,92.44,72.9,91.03
2017-08-31,82.77,82.92,91.12,90.91,93.88,91.12,47.93,95.77,94.16,89.28,94.23,77.94,94.77,93.92,80.51,89.72,93.67,84.44,93.5,79.68,89.54
2017-09-30,76.59,70.05,88.23,82.68,87.77,85.47,49.63,88.02,92.17,91.81,90.09,76.5,95.87,86.67,82.27,85.77,94.62,85.07,92.87,80.4,87.37
2017-10-31,83.28,71.78,91.69,85.46,90.42,82.43,63.45,95.37,88.95,94.67,91.48,73.11,98.47,91.33,78.17,91.52,96.17,90.99,86.88,67.27,91.94
2017-11-30,86.46,80.97,89.08,87.75,93.2,92.85,70.02,93.74,89.7,90.16,93.42,81.46,98.26,89.37,85.66,85.64,93.9,88.79,91.4,80.51,91.29
2017-12-31,80.36,71.39,88.48,87.76,91.62,94.33,74.16,94.27,92.74,89.78,92.9,86.94,98.02,88.3,83.84,90.5,89.29,86.19,93.41,77.86,93.19
2018-01-31,80.33,74.76,89.69,91.02,89.94,90.42,69.42,93.74,93.77,92.14,93.33,78.61,94.23,92.11,80.95,92.51,91.16,87.18,94.88,81.1,89.96
2018-02-28,82.16,75.99,91.01,89.71,91.91,90.19,65.64,96.26,92.9,93.61,92.08,77.87,98.03,87.55,84.03,85.69,93.69,85.25,92.78,84.07,92.83
2018-03-31,86.33,94.77,83.06,88.35,90.02,93.38,77.86,96.72,92.02,89.54,92.04,73.63,98.7,90.79,74.95,92.78,95.55,88.29,93.81,74.82,91.56
2018-04-30,80.91,89.59,84.68,84.47,89.44,90.03,63.53,98.49,92.58,88.98,90.09,75.51,95.56,90.81,78.2,94.98,96.66,79.6,93.83,77.47,84.91
2018-05-31,81.41,75.91,78.63,80.55,84.87,88.63,51.77,95.7,90.22,86.11,88.9,67.55,92.97,85.6,78.14,87.75,96.33,81.33,95.38,74.46,85.55
2018-06-30,80.68,74.735,80.995,83.41,88.03,86.72,54.150000000000006,96.71000000000001,91.005,90.305,92.38,75.68,93.47,86.715,77.89500000000001,87.425,92.205,82.4,95.365,72.175,85.125
2018-07-31,79.95,73.56,83.36,86.27,91.19,84.81,56.53,97.72,91.79,94.5,95.86,83.81,93.97,87.83,77.65,87.1,88.08,83.47,95.35,69.89,84.7
2018-08-31,76.2,80.46,85.81,87.43,87.97,88.48,65.91,92.64,87.37,90.23,95.25,94.9,96.59,89.62,86.11,88.52,95.03,81.69,94.45,76.81,88.56
2018-09-30,86.81,89.06,89.26,87.66,87.35,91.22,72.97,94.46,88.56,81.56,94.06,92.1,94.16,91.07,86.13,81.13,91.96,77.36,93.04,78.79,93.25
2018-10-31,88.89,91.57,86.04,94.08,90.9,94.08,80.03,97.39,90.63,96.99,95.12,90.17,95.27,93.0,85.47,84.24,97.48,87.38,94.12,85.79,95.04
2018-11-30,84.9,81.96,89.63,84.02,85.56,89.19,79.3,90.13,88.31,87.67,91.67,78.05,92.45,91.43,84.64,90.6,94.92,84.88,92.38,76.94,83.68
2018-12-31,84.17,80.82,92.33,85.86,92.29,91.44,56.69,95.6,91.86,95.03,95.61,79.04,93.12,90.22,78.35,90.16,93.22,87.45,91.81,74.22,91.55
2019-01-31,86.71,88.35,83.16,92.89,87.98,94.49,64.27,91.88,93.15,87.38,88.55,73.36,96.51,87.48,86.9,93.04,96.57,84.12,89.75,78.08,88.87
2019-02-28,80.85,84.66999999999999,85.91,89.945,88.09,93.395,66.06,92.9,93.985,88.525,89.57,79.32,94.9,88.38,84.80000000000001,94.305,94.54499999999999,85.535,94.475,78.505,88.995
2019-03-31,74.99,80.99,88.66,87.0,88.2,92.3,67.85,93.92,94.82,89.67,90.59,85.28,93.29,89.28,82.7,95.57,92.52,86.95,99.2,78.93,89.12
2019-04-30,83.41,72.77,91.64,93.41,96.03,90.81,72.15,93.46,91.23,95.32,89.67,77.56,96.77,92.07,78.75,97.35,91.13,89.56,93.15,81.08,94.28
2019-05-31,80.64,78.315,88.47,89.975,91.15,88.23,70.61500000000001,93.32,86.53,93.28999999999999,91.065,77.705,94.86,92.37,78.84,95.50999999999999,92.59,87.855,93.965,75.52,89.825
2019-06-30,77.87,83.86,85.3,86.54,86.27,85.65,69.08,93.18,81.83,91.26,92.46,77.85,92.95,92.67,78.93,93.67,94.05,86.15,94.78,69.96,85.37
2019-07-31,74.47,77.9,92.67,91.4,81.35,95.28,69.49,88.97,87.5,95.17,90.83,75.1,95.91,89.56,86.18,93.69,90.21,79.52,91.42,85.12,87.26
2019-08-31,86.45,77.75,84.4,87.68,91.76,93.02,72.62,95.65,85.03,93.34,93.88,77.94,99.51,91.98,88.85,86.43,91.2,83.9,94.79,78.89,83.06
2019-09-30,78.72,84.5,87.36,87.52,93.49,92.24,71.83,88.58,91.38,93.0,91.29,77.44,92.97,91.44,83.06,92.31,89.65,84.08,91.99,86.8,91.39
