AdminStrata,Adamawa,Borno,Gombe,Jigawa,Kaduna,Kano,Katsina,Kebbi,Lagos,Oyo,Sokoto,Yobe,Zamfara
Food Group,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers
2018-01-31,1.2295013824147538,0.21690339207840365,-0.08491166562787558,-0.29191256549112243,0.12156841620973169,-0.12191213420609237,0.009645535125637317,-0.637146635758102,0.9854127049948149,0.5969484774692093,0.8980405553345735,1.657898949778812,-0.05959444886573433
2018-02-01,1.2295013824147538,0.4239249528038251,0.08080960399820972,-0.22584193764721688,0.00787607697549439,0.07403268632347466,0.14910203007290188,-0.36364594542436773,0.9756724226552844,0.561782679661332,0.8980405553345735,1.7944125995352291,0.042439050631618486
2018-02-02,1.2295013824147538,0.4239249528038251,0.08080960399820972,-0.22584193764721688,0.00787607697549439,0.07403268632347466,0.14910203007290188,-0.36364594542436773,0.9756724226552844,0.561782679661332,0.8980405553345735,1.7944125995352291,0.042439050631618486
2018-02-03,1.2295013824147538,0.4239249528038251,0.08080960399820972,-0.22584193764721688,0.00787607697549439,0.07403268632347466,0.14910203007290188,-0.36364594542436773,0.9756724226552844,0.561782679661332,0.8980405553345735,1.7944125995352291,0.042439050631618486
2018-02-04,1.2295013824147538,0.4239249528038251,0.08080960399820972,-0.22584193764721688,0.00787607697549439,0.07403268632347466,0.14910203007290188,-0.36364594542436773,0.9756724226552844,0.561782679661332,0.8980405553345735,1.7944125995352291,0.042439050631618486
2018-02-05,1.2295013824147538,0.4239249528038251,0.08080960399820972,-0.22584193764721688,0.00787607697549439,0.07403268632347466,0.14910203007290188,-0.36364594542436773,0.9756724226552844,0.561782679661332,0.8980405553345735,1.7944125995352291,0.042439050631618486
2018-02-06,1.2295013824147538,0.4239249528038251,0.08080960399820972,-0.22584193764721688,0.00787607697549439,0.07403268632347466,0.14910203007290188,-0.36364594542436773,0.9756724226552844,0.561782679661332,0.8980405553345735,1.7944125995352291,0.042439050631618486
2018-02-07,1.2295013824147538,0.4239249528038251,0.08080960399820972,-0.22584193764721688,0.00787607697549439,0.07403268632347466,0.14910203007290188,-0.36364594542436773,0.9756724226552844,0.561782679661332,0.8980405553345735,1.7944125995352291,0.042439050631618486
2018-02-08,1.2295013824147538,0.4239249528038251,0.08080960399820972,-0.22584193764721688,0.00787607697549439,0.07403268632347466,0.14910203007290188,-0.36364594542436773,0.9756724226552844,0.561782679661332,0.8980405553345735,1.7944125995352291,0.042439050631618486
2018-02-09,1.2295013824147538,0.4239249528038251,0.08080960399820972,-0.22584193764721688,0.00787607697549439,0.07403268632347466,0.14910203007290188,-0.36364594542436773,0.9756724226552844,0.561782679661332,0.8980405553345735,1.7944125995352291,0.042439050631618486
2018-02-10,1.2295013824147538,0.4239249528038251,0.08080960399820972,-0.22584193764721688,0.00787607697549439,0.07403268632347466,0.14910203007290188,-0.36364594542436773,0.9756724226552844,0.561782679661332,0.8980405553345735,1.7944125995352291,0.042439050631618486
2018-02-11,1.2295013824147538,0.4239249528038251,0.08080960399820972,-0.22584193764721688,0.00787607697549439,0.07403268632347466,0.14910203007290188,-0.36364594542436773,0.9756724226552844,0.561782679661332,0.8980405553345735,1.7944125995352291,0.042439050631618486
2018-02-12,1.2295013824147538,0.4239249528038251,0.08080960399820972,-0.22584193764721688,0.00787607697549439,0.07403268632347466,0.14910203007290188,-0.36364594542436773,0.9756724226552844,0.561782679661332,0.8980405553345735,1.7944125995352291,0.042439050631618486
2018-02-13,1.2295013824147538,0.4239249528038251,0.08080960399820972,-0.22584193764721688,0.00787607697549439,0.07403268632347466,0.14910203007290188,-0.36364594542436773,0.9756724226552844,0.561782679661332,0.8980405553345735,1.7944125995352291,0.042439050631618486
2018-02-14,1.2295013824147538,0.4239249528038251,0.08080960399820972,-0.22584193764721688,0.00787607697549439,0.07403268632347466,0.14910203007290188,-0.36364594542436773,0.9756724226552844,0.561782679661332,0.8980405553345735,1.7944125995352291,0.042439050631618486
