Country,Mali,Mali,Mali,Mali,Mali,Mali
Split,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3
Type,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive
Prediction horizon,,,,,,
1,0.9501332613301313,0.9268817732004472,0.9722203807026172,0.9888684480532014,0.9839308840638735,0.9972592161432832
2,0.8678542923207215,0.8976338977588048,0.9434597663865907,0.9781596217249448,0.9931972297250369,0.9941834789223478
3,0.816214077735034,0.8758608334946887,0.9144508679997375,0.9655610771851864,0.983744399573261,0.9977319383626699
4,0.7452528634721394,0.7963415126079595,0.855618226194563,0.9354435277121971,0.9769037154078709,0.9949295635770753
5,0.74874902305414,0.8062878266217415,0.8398355275310467,0.9291879426324915,0.9773348703405417,0.986826412172221
6,0.6855849322158002,0.7166124411712002,0.8108596557573674,0.8969319067114226,0.9685929445343163,0.979060547429943
7,0.4860393585809899,0.5581877637823525,0.7969828373018426,0.9002023118024732,0.9671164787666077,0.9349237422590657
8,0.2683464304067169,0.32283156746417885,0.7340942812744777,0.8578141179986831,0.9615017291477005,0.924271439134871
9,0.01690957584769215,0.19128281452214801,0.6882677378793189,0.8517537393966483,0.944490892086766,0.8991565598089523
10,-0.19962888881471996,0.07186475951238114,0.6199874282908862,0.8576444580029337,0.9082201300720193,0.8566979554861959
11,-0.15756798912079883,0.12967540072218864,0.6027201707664671,0.82829036820857,0.9060317530642378,0.8159026760056762
12,-0.24053636422773716,0.07504748299785147,0.524253355239421,0.7617978443399971,0.8921903875633429,0.7880736804065713
13,-0.5298561138337226,-0.09508722954054716,0.4418027207954415,0.7659190422587046,0.8522585631299235,0.7394842332182021
14,-0.5704169207057475,-0.10665551415526786,0.3000394213311802,0.7777245582767232,0.849191609598681,0.7420391147822921
15,-0.6976178138934437,-0.1505754816118674,0.20476614578656427,0.7443732332724342,0.7323211524096938,0.6204826675806523
16,-0.7517364829509414,-0.18044241710382414,0.07380212436124245,0.7385935483507343,0.661820184875602,0.4955695580739522
17,-1.2845043808542602,-0.5901181084013167,0.17699007857920135,0.7558815425733794,0.7188818945702049,0.4402790394428776
18,-1.3696065654708134,-0.7205186300696775,0.14573895574505225,0.7324680049801648,0.7214186945187235,0.2554691000128144
19,-1.1112243683372633,-0.5836163364824674,0.01997251378472864,0.7257130179941005,0.5780015320381786,0.036847651509460455
20,-0.9358183038111978,-0.47081355066041675,-0.05045454711900499,0.7512729542264377,0.38632512941288444,-0.19332017472386753
21,-0.7651603225119654,-0.41392420273594777,-0.03929149576349733,0.745054003976179,0.22677285335780695,-0.49332942977159844
22,-0.6558176840321233,-0.39010167305754284,-0.2852495949707383,0.7487752627220899,0.2757656065945583,-0.5461353416036909
23,-0.7465140623522319,-0.5027002846331803,-0.2754865632736081,0.7278710993396731,0.35142698129866123,-0.5401971797042169
24,-0.7894391164257861,-0.7014489169701927,-0.15440934293379027,0.6945526416452972,0.29783604385187856,-0.6574964792093925
25,-0.5843599112211235,-0.5970609595287699,-0.16895067329819513,0.6949772509447956,0.2612871902512902,-0.7009912263120504
26,-1.3191408345628601,-1.5786053329866103,-0.12704381223236205,0.709121502977233,-0.03957037827562826,-1.0113056239124552
27,-1.5742102990167015,-1.807636291606761,-0.04479074911664749,0.7594630376123654,-0.8920404902384156,-2.2439442733988675
28,-1.4450647254220663,-1.4766422726822377,0.0357790533905481,0.7502295862835349,-1.5895304855764993,-2.6062758363112013
29,-1.2722500258305693,-1.02324495730663,0.05181119248462085,0.7262369043865149,-2.441229757439895,-2.6861416049972715
30,-1.726593948949093,-1.0670029330691824,-0.03537727438357652,0.7211623846366086,-4.7753329079391715,-3.5556598839579427
