Split,,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3
Type,,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive
Country,Prediction horizon,,,,,,
Mali,1,1.8685721684206709,2.7398359557142986,3.0559237047933605,1.2245370644285731,2.495445894825178,0.42562875587142546
Mali,2,7.373068515630116,5.7115157106285706,6.253811501606315,2.415724168914291,1.071628283647773,0.9162662043999907
Mali,3,11.63022286438962,7.855695119971428,8.868260131045343,3.5700341898714165,2.4840110242692313,0.34658148348571
Mali,4,15.975662122990675,12.771798840999992,15.29715494048826,6.8397162118856745,3.60343343019959,0.7910787572428465
Mali,5,15.568335603223423,12.003042385114288,16.045204609822413,7.093919967328587,3.6344851474799347,2.1124613014999913
Mali,6,19.862660517433262,17.902548104800026,19.06554760756655,10.389373284071443,5.542721043746488,3.6953971865143123
Mali,7,39.54068772437872,33.99007289129998,19.528857433710595,9.599852540157144,6.123704637056412,12.118768499942874
Mali,8,66.52236922226778,61.568548787171494,27.286371250821787,14.590648074471392,6.80309876386755,13.382130350414299
Mali,9,93.55821978364158,76.96356136007155,37.70466536274542,17.930693503785733,9.504827600510918,17.26742780944287
Mali,10,105.3435558797621,81.50276096375731,44.14240609158711,16.536074361857168,16.660601085024123,26.013309892314307
Mali,11,120.47945885622615,90.58322080061444,42.4636714898654,18.353364202014177,16.224402761807486,31.785940775257124
Mali,12,137.9446786387006,102.85250911878572,53.279321897614565,26.676487302399995,18.10291118265167,35.585726116214296
Mali,13,172.61302491882125,123.55823370034283,73.09960299375555,30.65444013570001,24.259634808114203,42.77755447471435
Mali,14,192.26256887571734,135.48531552777152,93.04156162785736,29.545741345585753,22.063363226919005,37.73984122335724
Mali,15,196.95906620836917,133.49074839217155,119.88908035902651,38.53817064721421,33.71564047945044,47.80232002177146
Mali,16,206.56935553177368,139.20086252512854,146.9680556397545,41.479686944957216,36.435549522906776,54.34741970302855
Mali,17,232.46530198663368,161.80633723525716,160.0483604105261,47.473010762285654,30.92621197115299,61.57571759535726
Mali,18,266.7994141823598,193.71712134888585,146.72500052418104,45.95039464050003,26.251137467125663,70.15827200005712
Mali,19,256.3214024568602,192.26509811482865,166.3458864739186,46.5563586856429,37.03100793040327,84.5180846921143
Mali,20,249.119900561006,189.2785726650715,188.6073577024824,44.65852522715711,49.53744420464294,96.32793260232852
Mali,21,229.65432579228977,183.95712013208578,181.66215633360662,44.56308896502865,66.57198084150158,128.5701085645
Mali,22,215.20499958275892,180.67015037661434,225.38371242708223,44.055227998342914,62.64716478732974,133.7426065524286
Mali,23,208.66574147206305,179.53595442624297,240.24003301262493,51.25593476307144,57.624025607822105,136.84251297114278
Mali,24,211.81751814055087,201.40203906764282,224.195156460511,59.320221822485685,63.98262479689832,151.0344904531999
Mali,25,188.72577627695313,190.23869968811428,223.83688904839977,58.407377485714385,71.20599968835037,163.96193369364286
Mali,26,179.93337979739619,200.06425043838576,207.2376846810224,53.48592982121427,88.37163863739954,170.97675876508563
Mali,27,188.5564668256479,205.6545183892144,182.6818175995888,42.057923585185826,126.41016030142846,216.73294928142852
Mali,28,199.3170243829381,201.89116595545718,168.14681985969673,43.55651151237156,165.3392252375315,230.25751428285722
Mali,29,222.8903713640645,198.46487612194292,149.72912500617858,43.230112442057155,230.2233524209242,246.60831668271436
Mali,30,283.1272524244593,214.6358688350858,147.318831815784,39.67445758947143,329.0332509977955,259.5458315482286
