AdminStrata,Al-Hasakeh,Aleppo,As-Sweida,Damascus,Dar'a,Hama,Homs,Lattakia,Rural Damascus,Tartous
Indicator,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI
2018-08-31,36.66918422079658,22.680330677439223,26.742094084237998,24.150253900896285,47.21492020064416,27.48407153007176,26.94906939312523,31.17308130224844,27.42704256415901,25.908854412422887
2018-09-01,36.16203346550335,22.1996526006237,26.712137111694542,24.96590896996778,47.16265295024922,24.322730923983524,24.534225740859327,29.49824548699222,27.55533791354721,26.42499208409314
2018-09-02,35.91520300070241,21.79692561238799,26.742420516652015,25.900728263963366,46.812762712778586,21.909332480288843,21.919433266285182,29.34256299493073,27.674630833592037,26.645912098905907
2018-09-03,35.89378971374646,21.464922517847324,26.807249503792665,26.915193210303634,46.273671746153596,20.24116870096197,19.506589544677748,30.12430002240848,27.787148140999548,26.66857497882888
2018-09-04,36.062890491988206,21.19641612211694,26.88092927779877,27.969785236409248,45.65380230829555,19.31553208797718,17.697592151311987,31.261722765769974,27.8951166524758,26.589941245829742
2018-09-05,36.387602222780345,20.98417923031205,26.9377650433526,29.02498576970082,45.0615766571258,19.12971514330872,16.894338661462868,32.17309742135974,28.00076318472684,26.5069714218762
2018-09-06,36.833021793475595,20.8209846475479,26.9520620051364,30.04127623759899,44.60541705056564,19.642950351617447,17.36349160382903,32.42130107720016,28.10631455445872,26.51662602893594
2018-09-07,37.364246091426665,20.69960517893971,26.898125367832456,30.97913806752438,44.39374574653639,20.662230128310583,18.83077332080392,32.14765438802517,28.21399757837749,26.71586558897665
2018-09-08,37.94637200398626,20.612813629602712,26.750260336123027,31.799052686897618,44.534985002959374,21.956486871481946,20.88667110820468,31.63808890024658,28.32603907318921,27.20165062396604
2018-09-09,38.54449641850709,20.553382804652138,26.482772114690377,32.461501523139354,45.13755707775593,23.29465297922534,23.121672261848456,31.178536160276213,28.444665855599933,28.070941655871792
2018-09-10,39.102390539775016,20.514085509203213,26.081842307619425,32.936492974521215,46.15457104227315,24.485360194032097,25.183067031232998,30.99530095118459,28.5721047423157,29.290983552062535
2018-09-11,39.4785228423085,20.487694548371174,25.581158116605653,33.232143322718926,46.91788322156135,25.49603763598363,26.94535748057863,31.076181002677156,28.710582550042577,30.310158561510605
2018-09-12,39.51003611805915,20.46698272727124,25.026283142747243,33.36609582025922,46.604036754096626,26.333813769558855,28.33984862778629,31.349347281118032,28.86232609548661,30.4471332785893
2018-09-13,39.03407315897863,20.44472285101865,24.36495604372642,33.355993719668824,45.67542655589007,27.005817059236705,29.297845490756917,31.742970752871376,29.029562195353854,29.21292735398703
2018-09-14,37.887776757018514,20.413687724728636,23.153615703561808,33.219480273474474,49.73785465309268,27.519175969496096,29.750653087391466,32.18522238430133,29.214517666350353,26.887972663652846
2018-09-15,36.12864563311775,20.366650153516414,21.228268612484353,32.97419873420291,56.885885373214904,27.88101896481596,29.67624252446385,32.619267340364445,29.41941932518217,24.103856031050725
2018-09-16,34.69560222416436,20.296382942497225,19.934491459237833,32.63779235438086,45.42977698047367,28.098474509675224,29.23924926423988,33.048247580386786,29.646493988555356,22.127371844443765
2018-09-17,34.41651690105409,20.19565889678629,20.490459140441228,32.22790438653506,38.4585152234216,28.178671068552806,28.65097485785839,33.490299262286875,29.89796847317596,21.942077702447637
2018-09-18,34.79362805476418,20.057250821498847,22.095169185701472,31.762178083192232,42.580180018027335,28.128737105927637,28.122720856458166,33.963558543983176,30.176069595750036,22.763376480289033
2018-09-19,35.139271552835964,19.87603123630113,23.66279092256908,31.255888988292078,50.36834966929299,27.959295277177898,27.821317976408654,34.480192756612894,30.48232980200764,23.574211135976796
2018-09-20,35.33180514898535,19.65527151906345,24.987358237381027,30.714841811426155,41.57729296583132,27.69494500127883,27.735713595001876,35.02849392418799,30.81550405377488,24.195839682037292
2018-09-21,35.3910920684719,19.40034276220711,26.08287115617089,30.142473553598933,38.872851771838164,27.363779888104926,27.810384254760486,35.59078524393916,31.17365294190186,24.659098894626226
2018-09-22,35.336995536555186,19.116616058153408,26.96332970497223,29.542221215814934,38.47656452112263,26.993893547530682,27.989806498207116,36.14938991309708,31.554837057238668,24.994825549899335
2018-09-23,35.18937877849477,18.80946249932367,27.642733909818638,28.917521799078653,37.79814716809805,26.613379589430604,28.218456867864443,36.68663112889242,31.95711699063541,25.233856424012348
2018-09-24,34.96810501955023,18.484253178139202,28.135083796743686,28.271812304394576,37.25872913133973,26.250331623679177,28.440811906255117,37.18483208855587,32.37855333294222,25.407028293120984
2018-09-25,34.69303748498112,18.14635918702131,28.454379391780943,27.608529732767234,36.924238214781475,25.9328432601509,28.601348155901782,37.62631598931811,32.81720667500917,25.545177933380963
2018-09-26,34.384039400047016,17.8011516183913,28.614620720963988,26.931111085201096,36.771801818696744,25.68900810872028,28.644542159327106,37.99340602840982,33.27113760768637,25.679142120948026
2018-09-27,34.06097399000749,17.45400156467049,28.6298078103264,26.24299336270069,36.778547343358994,25.546919779261813,28.514870459053732,38.26842540306168,33.738406721823935,25.83975763197789
2018-09-28,33.743704480122105,17.110280118280198,28.51855262144091,25.549276377374195,36.92035453977695,25.54457932989204,28.213076374576083,38.438425442234276,34.21707460827198,26.050136335936806
2018-09-29,33.452094095650416,16.77535837164171,28.317914858036854,24.861711185744575,37.16811256190039,25.759617611695816,27.964970333275595,38.50937000180792,34.70520185788056,26.30249047553313
2018-09-30,33.20600606185201,16.454607417176355,28.069566159382735,24.193711655438495,37.49146291441436,26.279572924000018,28.052629539505496,38.491951069392805,35.20084906149983,26.581307386785745
