Country,Niger,Niger,Niger,Niger,Niger,Niger
Split,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3
Type,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive
Prediction horizon,,,,,,
1,0.9328493944274199,0.9052169983621059,0.978824181617594,0.9865434125658815,0.9605640625144097,0.9602765500921153
2,0.8412742111654836,0.7614335664444735,0.9340729998422725,0.9414430455849992,0.8304655445190265,0.9059874470612488
3,0.6963077542748504,0.6489093550667371,0.8553955181797603,0.8812146448640696,0.581199418106114,0.6683126392457266
4,0.39705435304325665,0.3051945211855459,0.755685760381322,0.8163414395036426,0.42335913021659133,0.7772963207013517
5,0.007919268597607165,-0.11577003348370907,0.5913016477683923,0.6984248207447841,0.1489963720502271,0.5133864490762707
6,0.07624786920244297,-0.004540035629188477,0.32270874005855654,0.49122668616624254,-0.20043906881027218,0.30598234345544095
7,0.04746658223419109,-0.04216084580097146,0.2891248981399811,0.5092966377782526,-0.2522371453800918,0.36754455638606587
8,0.0666983437736528,-0.0392077991208124,0.2700670075202929,0.5325040041473863,-0.5202913961569853,0.08120811014230012
9,-0.10157876007272315,-0.2836525036645998,0.2409394614705752,0.5262791083084251,-0.25971731841142764,0.1339324545414855
10,-0.17447585987512726,-0.2757692225681214,0.12458365690463391,0.43220637764471825,-0.8902813055930354,-0.3971102039586125
11,-0.2095244788698294,-0.3832057333682566,0.07568913309852943,0.4088908354300028,-0.9116595947997634,-0.9113051992720687
12,-0.14641442449573905,-0.2746533087251952,0.11117742745027137,0.4215333003417201,-1.5665112161996881,-1.5150734555403256
13,-0.16320000541636825,-0.2520534365644942,0.04755652547991318,0.2524367405902417,-0.9140071564784353,-1.1836876053045318
14,-0.1755532629697869,-0.2886136694756807,0.13633844849565302,0.2255935711572209,-0.9383802133748382,-1.1020932951757487
15,-0.14832188839667038,-0.28337820911329326,-0.015660870644360614,0.2705595669515536,-1.2610999892743453,-1.3822199501198233
16,-0.16686738951347913,-0.42355846757695614,-0.37482311408487234,0.2995958917586037,-2.096976237487017,-1.6427491212945808
17,-0.2909983556494484,-0.7916515657672196,-0.7659597636827937,0.29466994080635367,-3.1516952592903387,-1.6087265601749285
18,-0.18880719690556602,-0.9429445191046024,-1.4345644585398403,0.307402714049288,-4.020254034652009,-1.7995605794097234
19,-0.13785440399526783,-1.0926204204223167,-2.753698071330226,0.042652296603417406,-6.025954856321654,-1.2731451639292626
20,-0.1725139519058756,-1.0948204268134156,-4.066534041543656,0.1307370939772181,-6.91940080891826,-1.16131861239468
21,-0.25227314169073045,-1.0212938458788163,-5.871930975106985,0.1004022352509173,-12.342549296046315,-0.9008196915697293
22,-0.4430263262913434,-1.0658340387299674,-8.79669521934304,-0.10142872480817555,-15.943192841237277,-1.221373344566267
23,-0.4053041720218089,-0.7996492143885527,-14.501907676462903,-0.4975199895339024,-21.400982126012376,-0.8426343007939967
24,-0.6615124551091902,-0.8949307172993333,-19.879531237584835,-0.8580451037724621,-37.66127832499682,-1.2514118181444398
25,-0.8844215033722134,-1.0009454455440832,-22.37355378192401,-0.9940855687382852,-43.779711664975125,-1.0720922705960443
26,-1.2814211816462846,-1.220586322840195,-23.6875144595911,-1.0674307910010907,-66.46260838531029,-1.6513679810881001
27,-1.3428021597880706,-1.3009588126191587,-18.463629219108505,-0.5531632352578242,-74.08907430343027,-1.5674578398022465
28,-1.1469659525302163,-1.3167723277343049,-17.972296516042977,-0.7727337407818291,-75.17250539062381,-1.1548493298763334
29,-0.8286653076987516,-1.265570961163803,-13.381377106760707,-0.8815008312429353,-103.66593835996457,-1.874277044908827
30,-0.593626126125985,-1.2331099237956091,-16.15820217464139,-1.942183267400876,-125.6464766751884,-1.5977623489491783
