AdminStrata,Adamawa,Central,East,Far-North,Littoral,North,North-West,South,South-West,West
Indicator,FCG,FCG,FCG,FCG,FCG,FCG,FCG,FCG,FCG,FCG
2019-06-30,26.797950000000004,19.64846,19.1793,16.05136,22.01705,9.02326,55.994530000000005,19.98382,49.4356,39.07455
2019-07-01,27.08333,19.143730000000005,22.09802,15.612799999999998,20.69426,8.45684,54.47852999999999,19.556610000000006,49.05338,37.469190000000005
2019-07-02,25.390629999999998,18.466079999999998,20.75929,14.914239999999998,19.8973,7.84155,53.89045,18.66969,50.59499,37.77065
2019-07-03,24.86611,18.092489999999998,19.79969,14.566639999999998,19.64512,9.791830000000001,55.80899,18.05556,51.40874,38.15074
2019-07-04,24.417729999999995,18.52908,19.20777,14.20455,19.27861,9.55606,55.11801,20.09979,51.34353,37.79831
2019-07-05,24.870850000000004,18.217489999999998,22.43454,13.908210000000002,18.787880000000005,9.20957,55.29863,19.72028,50.525009999999995,38.85159999999999
2019-07-06,24.12312,17.97566,22.01389,13.51351,18.28909,9.05203,55.46207,19.44828,50.74544,38.0848
2019-07-07,24.7191,17.711170000000006,22.89402,14.38127,17.9502,10.243899999999998,56.03471999999999,18.43137,51.35948000000001,37.26753
2019-07-08,25.49692,17.954179999999997,22.48165,13.31269,17.15551,9.75448,56.61404,18.88247,51.11360000000001,34.32148
2019-07-09,25.08429,20.08303,21.96871,12.60997,17.94454,9.564090000000002,56.8191,18.46734,51.80044,34.29303
2019-07-10,24.425480000000004,19.359679999999997,21.27525,12.1813,17.46956,9.03503,57.5782,18.07007,51.70893,33.025259999999996
2019-07-11,24.96774,19.723180000000006,22.73854,12.68865,17.223379999999995,8.79187,58.40565999999999,19.41282,50.51675999999999,32.38671
2019-07-12,24.309050000000006,20.195120000000003,22.121760000000002,13.30401,16.45065,8.65215,58.557030000000005,19.01408,50.11987,31.43695
2019-07-13,23.94802,20.0,21.7675,14.553239999999999,16.23217,8.591469999999997,59.07200000000002,18.663590000000006,47.93084000000001,33.20333999999999
2019-07-14,24.429770000000005,20.84507,21.14055,14.36873,17.200190000000006,8.458,57.99349,18.19203,47.97851,32.62178000000001
2019-07-15,23.58053,21.38249,20.54871,15.168829999999998,16.79888,8.08581,57.01334,17.599129999999995,45.43651000000001,33.493849999999995
2019-07-16,23.17768,20.97649,20.32115,14.822339999999999,16.415870000000005,8.54839,54.7903,16.77887,43.92686,31.955079999999995
2019-07-17,22.41189,20.58563,20.02182,14.585410000000001,16.04993,8.40381,55.12718,16.5475,43.28015,31.56833
2019-07-18,22.02381,20.29746,22.556790000000003,14.285709999999998,15.754920000000002,8.298540000000001,54.49094,16.32242,46.22396000000001,32.26758
2019-07-19,21.53439,19.52862,22.1473,14.04521,15.450639999999998,8.18322,54.10403,15.96059,48.56326,33.88547
2019-07-20,20.87179,18.89251,21.642170000000004,13.715360000000002,15.22199,8.01008,53.030710000000006,15.637070000000001,48.48915,33.37995
2019-07-21,21.313129999999997,18.515560000000004,21.00344,13.43146,14.772259999999998,8.436110000000001,54.68709000000001,15.326399999999998,49.04848,32.8893
2019-07-22,20.94293,18.3182,21.83469,13.159079999999998,14.61039,8.252900000000002,54.23508,16.28335,48.43074,32.26678999999999
2019-07-23,20.04751,17.89433,21.2262,12.972009999999996,15.513130000000002,8.12738,54.87852999999999,15.846019999999998,47.166129999999995,31.009090000000004
2019-07-24,19.49192,17.709919999999997,23.235960000000002,12.71777,15.839240000000002,8.024400000000002,57.04336,15.62224,45.76343000000001,30.690100000000005
2019-07-25,19.357800000000005,17.529279999999996,22.92683,12.526810000000001,15.654210000000004,7.923999999999999,56.45732000000001,15.33795,46.28378,29.73422
2019-07-26,19.05192,17.70175,22.18884,12.263750000000002,15.33181,7.8082199999999995,57.17641,15.68211,46.158150000000006,29.01135
2019-07-27,18.3878,17.42951,22.47239,12.036270000000002,15.09009,7.5,55.31465,15.387820000000001,45.69825,28.5259
2019-07-28,18.17399,17.17791,22.21756,12.69325,14.855880000000004,7.46073,55.20231,15.235339999999999,46.03995,27.859920000000002
2019-07-29,17.7162,16.99393,21.83244,12.540189999999999,14.692979999999999,7.3643399999999986,55.39936999999999,15.141570000000002,44.84588000000001,28.52772
2019-07-30,17.45966,16.7842,21.30487,12.390789999999999,14.533620000000004,7.2334999999999985,55.52774,14.6023,46.42908,27.887850000000004
2019-07-31,17.24561,18.084,21.98191,13.266099999999998,14.22505,6.96822,56.23096,14.26363,45.462340000000005,27.52768
2019-08-01,16.633820000000004,17.71506,21.47522,12.81859,14.105259999999998,6.884060000000001,56.30487,14.10011,42.5829,26.93141
2019-08-02,16.312329999999996,17.360879999999998,21.190300000000004,12.704310000000001,15.794869999999998,6.7696,55.95932,13.835770000000002,42.429159999999996,26.500890000000002
2019-08-03,16.09458,17.07637,20.936329999999998,12.59205,15.65041,7.8271,55.652759999999994,13.56119,41.90297999999999,26.11131
2019-08-04,16.09458,17.07637,20.78067,13.923129999999999,15.587040000000002,8.84041,56.38064000000001,13.355050000000002,43.03907,27.43211
2019-08-05,16.47813,16.747030000000002,20.51376,13.568899999999998,15.277779999999998,8.60335,57.55845999999999,13.141029999999999,43.20828,26.60887
2019-08-06,15.937270000000002,16.52395,19.964289999999995,13.150679999999998,15.068489999999999,8.235289999999999,57.90319999999999,13.029660000000002,41.99566,25.8336
2019-08-07,15.798990000000002,16.29143,19.77361,13.0302,14.8267,8.156780000000001,56.61685,12.89308,40.97668000000001,25.634439999999998
2019-08-08,15.646260000000002,16.14002,19.60716,12.92494,15.540110000000002,8.5084,56.69163,12.77259,41.12572999999999,25.41401
2019-08-09,15.49645,15.918120000000002,19.60716,13.453210000000002,15.40871,8.38509,56.992050000000006,12.57669,41.81951,25.60051
2019-08-10,15.017179999999998,15.7497,19.00714,13.32015,15.35101,8.187329999999998,56.449169999999995,12.449389999999998,40.91239,25.4397
2019-08-11,15.21003,15.469120000000002,18.62712,13.833609999999998,14.93171,8.15436,55.984930000000006,13.90179,41.33275,24.51574
2019-08-12,14.808710000000001,15.278589999999998,18.97738,14.598070000000002,14.53471,8.067730000000001,55.137840000000004,14.327679999999999,42.44177,23.865649999999995
