AdminStrata,Al-Hasakeh,Al-Hasakeh,Aleppo,Aleppo,Ar-Raqqa,Ar-Raqqa,As-Sweida,As-Sweida,Damascus,Damascus,Dar'a,Dar'a,Hama,Hama,Homs,Homs,Lattakia,Lattakia,Rural Damascus,Rural Damascus,Tartous,Tartous
Food Group,Exchange rate,Price cereals and tubers,Exchange rate,Price cereals and tubers,Exchange rate,Price cereals and tubers,Exchange rate,Price cereals and tubers,Exchange rate,Price cereals and tubers,Exchange rate,Price cereals and tubers,Exchange rate,Price cereals and tubers,Exchange rate,Price cereals and tubers,Exchange rate,Price cereals and tubers,Exchange rate,Price cereals and tubers,Exchange rate,Price cereals and tubers
2018-08-31,0.012784090909090919,0.05565171748153228,0.011205808080808087,0.23920929071060495,,,0.008285984848484862,0.06810268027089668,0.012310606060606057,0.08291372911753395,0.007575757575757569,0.1220143735743967,0.010890151515151512,0.07462942511990273,0.009943181818181823,0.06061204356677689,0.0087594696969697,0.04755855386876482,0.012073863636363646,0.07582792699256194,0.012547348484848488,0.06360829824842479
2018-09-01,0.012944464809384172,0.05570770165362732,0.01141709433040079,0.23929509683804823,,,0.00841581133919845,0.06903133306894184,0.012509164222873894,0.08343825049177994,0.007858321114369494,0.12089504966660973,0.011063253502769632,0.07587103030614599,0.01009591886608016,0.06061204356677689,0.008935117302052787,0.04755855386876482,0.012280058651026401,0.07636149183877768,0.012692448680351909,0.06648186654741782
2018-09-02,0.013104838709677427,0.05576368582572235,0.011628380579993491,0.2393809029654915,,,0.008545637829912037,0.06995998586698698,0.012707722385141732,0.08396277186602594,0.00814088465298142,0.11977572575882275,0.01123635549038775,0.07711263549238927,0.0102486559139785,0.06061204356677689,0.009110764907135875,0.04755855386876482,0.012486253665689158,0.07689505668499343,0.01283754887585533,0.06935543484641087
2018-09-03,0.01326521260997068,0.05581966999781738,0.011839666829586194,0.23946670909293477,,,0.00867546432062562,0.07088863866503213,0.01290628054740957,0.08448729324027193,0.008423448191593345,0.11865640185103576,0.011409457478005867,0.07835424067863253,0.010401392961876834,0.06061204356677689,0.009286412512218964,0.04755855386876482,0.012692448680351912,0.07742862153120916,0.012982649071358753,0.0722290031454039
2018-09-04,0.013425586510263935,0.055875654169912414,0.012050953079178896,0.23955251522037804,,,0.008805290811339208,0.07181729146307729,0.01310483870967741,0.08501181461451793,0.008706011730205273,0.1175370779432488,0.011582559465623985,0.0795958458648758,0.010554130009775174,0.06061204356677689,0.009462060117302055,0.04755855386876482,0.012898643695014667,0.07796218637742491,0.013127749266862174,0.07510257144439694
2018-09-05,0.01358596041055719,0.05593163834200745,0.012262239328771596,0.23963832134782131,,,0.008935117302052797,0.07274594426112244,0.013303396871945247,0.08553633598876392,0.008988575268817198,0.11641775403546181,0.011755661453242102,0.08083745105111906,0.010706867057673508,0.06061204356677689,0.009637707722385144,0.04755855386876482,0.013104838709677423,0.07849575122364069,0.013272849462365597,0.07797613974338999
2018-09-06,0.013746334310850443,0.055987622514102484,0.012473525578364298,0.2397241274752646,,,0.009064943792766384,0.07367459705916758,0.013501955034213085,0.08606085736300992,0.009271138807429125,0.11529843012767485,0.011928763440860222,0.08207905623736232,0.010859604105571848,0.06061204356677689,0.009813355327468232,0.04755855386876482,0.013311033724340178,0.07902931606985643,0.013417949657869018,0.08084970804238302
2018-09-07,0.013906708211143698,0.05604360668619752,0.012684811827957,0.23980993360270786,,,0.009194770283479972,0.07460324985721274,0.013700513196480923,0.08658537873725593,0.00955370234604105,0.11417910621988786,0.01210186542847834,0.0833206614236056,0.011012341153470183,0.06061204356677689,0.009989002932551323,0.04755855386876482,0.013517228739002933,0.0795628809160722,0.01356304985337244,0.08372327634137607
2018-09-08,0.014067082111436955,0.05609959085829255,0.012896098077549701,0.23989573973015108,,,0.00932459677419356,0.07553190265525789,0.013899071358748764,0.08710990011150192,0.009836265884652978,0.11305978231210088,0.012274967416096454,0.08456226660984886,0.011165078201368523,0.06061204356677689,0.010164650537634412,0.04755855386876482,0.013723423753665689,0.08009644576228796,0.013708150048875862,0.08659684464036912
