"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2019,1,1,1.755,1.436
2019,1,2,1.459,1.21
2019,1,3,1.695,1.509
2019,2,1,1.235,0.962
2019,2,2,1.448,1.04
2019,2,3,1.307,1.025
2019,3,1,3.619,2.579
2019,3,2,2.923,3.219
2019,3,3,2.573,3.837
2019,4,1,2.505,2.114
2019,4,2,2.602,2.205
2019,4,3,1.182,2.012
2019,5,1,0.415,0.526
2019,5,2,1.863,0.284
2019,5,3,2.005,0.393
2019,6,1,0.41,0.007
2019,6,2,0.248,0
2019,6,3,0.695,0.423
2019,7,1,4.565,3.426
2019,7,2,3.965,4.949
2019,7,3,8.85,4.734
2019,8,1,5.382,7.628
2019,8,2,4.335,6.457
2019,8,3,4.987,6.826
2019,9,1,1.117,1.38
2019,9,2,1.592,0.565
2019,9,3,1.392,0.26
2019,10,1,0.464,0.107
2019,10,2,0.126,0
2019,10,3,0.075,0.038
2019,11,1,1.107,0.995
2019,11,2,1.322,1.033
2019,11,3,1.818,1.462
2019,12,1,1.998,1.837
2019,12,2,2.098,1.913
2019,12,3,2.235,1.954
2020,1,1,1.606,1.436
2020,1,2,1.444,1.21
2020,1,3,2.196,1.509
2020,2,1,1.246,0.962
2020,2,2,1.55,1.04
2020,2,3,1.349,1.025
2020,3,1,2.96,2.579
2020,3,2,2.786,3.219
2020,3,3,7.487,3.837
2020,4,1,,2.114
2020,4,2,,2.205
2020,4,3,,2.012
2020,5,1,,0.526
2020,5,2,,0.284
2020,5,3,,0.393
2020,6,1,,0.007
2020,6,2,,0
2020,6,3,,0.423
2020,7,1,,3.426
2020,7,2,,4.949
2020,7,3,,4.734
2020,8,1,,7.628
2020,8,2,,6.457
2020,8,3,,6.826
2020,9,1,,1.38
2020,9,2,,0.565
2020,9,3,,0.26
2020,10,1,,0.107
2020,10,2,,0
2020,10,3,,0.038
2020,11,1,,0.995
2020,11,2,,1.033
2020,11,3,,1.462
2020,12,1,,1.837
2020,12,2,,1.913
2020,12,3,,1.954