"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2015,1,1,0.632,0.419
2015,1,2,0.228,0.118
2015,1,3,0.71,0.477
2015,2,1,1.013,1.011
2015,2,2,1.253,1.168
2015,2,3,0.998,1
2015,3,1,1.96,1.698
2015,3,2,1.954,1.827
2015,3,3,6.162,2.282
2015,4,1,0.57,1.08
2015,4,2,0.424,1.128
2015,4,3,0.505,1.372
2015,5,1,3.29,1.736
2015,5,2,1.177,1.794
2015,5,3,6.534,1.605
2015,6,1,0.055,0.026
2015,6,2,0.002,0
2015,6,3,0.548,0.23
2015,7,1,2.694,3.208
2015,7,2,3.876,4.395
2015,7,3,2.623,4.76
2015,8,1,4.415,6.12
2015,8,2,4.359,5.169
2015,8,3,6.579,5.938
2015,9,1,5.297,2.77
2015,9,2,4.934,2.585
2015,9,3,3.372,1.75
2015,10,1,0.587,1.113
2015,10,2,1.597,0.355
2015,10,3,0.685,0.597
2015,11,1,2.377,0.554
2015,11,2,0.8,0.69
2015,11,3,0.787,0.727
2015,12,1,1.654,1.106
2015,12,2,1.814,1.346
2015,12,3,2,1.308
2016,1,1,0.803,0.419
2016,1,2,0.434,0.118
2016,1,3,0.905,0.477
2016,2,1,1.543,1.011
2016,2,2,1.907,1.168
2016,2,3,1.978,1
2016,3,1,2.654,1.698
2016,3,2,2.053,1.827
2016,3,3,1.638,2.282
2016,4,1,2.534,1.08
2016,4,2,5.089,1.128
2016,4,3,2.281,1.372
2016,5,1,1.765,1.736
2016,5,2,1.878,1.794
2016,5,3,1.435,1.605
2016,6,1,0,0.026
2016,6,2,0.107,0
2016,6,3,0.701,0.23
2016,7,1,4.525,3.208
2016,7,2,2.747,4.395
2016,7,3,14.122,4.76
2016,8,1,10.838,6.12
2016,8,2,3.501,5.169
2016,8,3,4.825,5.938
2016,9,1,3.384,2.77
2016,9,2,2.486,2.585
2016,9,3,2.761,1.75
2016,10,1,1.144,1.113
2016,10,2,0.75,0.355
2016,10,3,0.681,0.597
2016,11,1,1.991,0.554
2016,11,2,0.885,0.69
2016,11,3,0.872,0.727
2016,12,1,1.523,1.106
2016,12,2,1.811,1.346
2016,12,3,2,1.308
2017,1,1,0.752,0.419
2017,1,2,0.406,0.118
2017,1,3,0.869,0.477
2017,2,1,1.475,1.011
2017,2,2,1.942,1.168
2017,2,3,1.293,1
2017,3,1,3.228,1.698
2017,3,2,2.064,1.827
2017,3,3,3.299,2.282
2017,4,1,0.568,1.08
2017,4,2,0.43,1.128
2017,4,3,0.645,1.372
2017,5,1,5.302,1.736
2017,5,2,7.483,1.794
2017,5,3,5.255,1.605
2017,6,1,0,0.026
2017,6,2,0,0
2017,6,3,0.206,0.23
2017,7,1,2.805,3.208
2017,7,2,9.359,4.395
2017,7,3,5.253,4.76
2017,8,1,5.856,6.12
2017,8,2,14.603,5.169
2017,8,3,13.597,5.938
2017,9,1,2.067,2.77
2017,9,2,1.867,2.585
2017,9,3,3.949,1.75
2017,10,1,0.552,1.113
2017,10,2,0.514,0.355
2017,10,3,0.621,0.597
2017,11,1,0.903,0.554
2017,11,2,0.801,0.69
2017,11,3,0.76,0.727
2017,12,1,1.583,1.106
2017,12,2,1.812,1.346
2017,12,3,1.998,1.308