Split,,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3
Type,,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive
Country,Prediction horizon,,,,,,
Mali,1,2.9122219505960083,2.7398359557142986,2.466638930043937,1.2245370644285731,3.4157360699758317,0.42562875587142546
Mali,2,8.241965600426838,5.7115157106285706,8.208811244307176,2.415724168914291,1.2150284429959195,0.9162662043999907
Mali,3,10.388847143417584,7.855695119971428,14.810177000519598,3.5700341898714165,1.2161662442517784,0.34658148348571
Mali,4,15.929732828413384,12.771798840999992,24.430696353575456,6.8397162118856745,1.81672156239896,0.7910787572428465
Mali,5,15.639368879912793,12.003042385114288,27.967844987476553,7.093919967328587,2.373861937945539,2.1124613014999913
Mali,6,24.993742737386672,17.902548104800026,30.696529104489088,10.389373284071443,4.9779706524025595,3.6953971865143123
Mali,7,45.66014521822295,33.99007289129998,30.08663361335936,9.599852540157144,8.988668482071324,12.118768499942874
Mali,8,81.84707184708988,61.568548787171494,37.4365473920709,14.590648074471392,8.995377368072878,13.382130350414299
Mali,9,104.73840719439457,76.96356136007155,39.28123649497996,17.930693503785733,8.82362847283321,17.26742780944287
Mali,10,116.60418048697319,81.50276096375731,42.753107779342095,16.536074361857168,14.67846649483086,26.013309892314307
Mali,11,126.11089034429236,90.58322080061444,42.23364295497033,18.353364202014177,13.507555902184482,31.785940775257124
Mali,12,142.47216033804017,102.85250911878572,60.04442192113969,26.676487302399995,15.629324180950183,35.585726116214296
Mali,13,169.6978747100396,123.55823370034283,86.98482309462209,30.65444013570001,20.529987221532032,42.77755447471435
Mali,14,190.22262239291408,135.48531552777152,121.96693737945873,29.545741345585753,16.131201069176367,37.73984122335724
Mali,15,194.77043308665753,133.49074839217155,171.04838113913323,38.53817064721421,20.418453821349114,47.80232002177146
Mali,16,217.9017933185121,139.20086252512854,223.12266920851513,41.479686944957216,20.768325009913234,54.34741970302855
Mali,17,254.55709803820147,161.80633723525716,231.67703351056025,47.473010762285654,16.7487003817653,61.57571759535726
Mali,18,300.79327074835476,193.71712134888585,217.94007779330485,45.95039464050003,11.352738768270484,70.15827200005712
Mali,19,299.65898846136446,192.26509811482865,236.86560611193312,46.5563586856429,14.325550673858846,84.5180846921143
Mali,20,297.48857962963757,189.2785726650715,257.4141227230402,44.65852522715711,22.68456359137459,96.32793260232852
Mali,21,282.23523744754,183.95712013208578,246.85832313453804,44.56308896502865,30.180315623692536,128.5701085645
Mali,22,266.65154335311115,180.67015037661434,297.03602412796226,44.055227998342914,34.064932492211064,133.7426065524286
Mali,23,254.34076129756764,179.53595442624297,290.7552111351565,51.25593476307144,38.51836921288372,136.84251297114278
Mali,24,263.9888214368258,201.40203906764282,278.54372337447643,59.320221822485685,45.47594114750695,151.0344904531999
Mali,25,245.1790608395327,190.23869968811428,284.53960003713155,58.407377485714385,52.193577688253974,163.96193369364286
Mali,26,241.11341733755197,200.06425043838576,257.2291531246608,53.48592982121427,58.01219862579746,170.97675876508563
Mali,27,254.13889902350886,205.6545183892144,205.69534906360246,42.057923585185826,79.10747958251078,216.73294928142852
Mali,28,268.53848913429783,201.89116595545718,148.22403642021143,43.55651151237156,87.35563804696552,230.25751428285722
Mali,29,294.61358981948587,198.46487612194292,90.96130241631478,43.230112442057155,98.67936047052599,246.60831668271436
Mali,30,357.3403081373578,214.6358688350858,62.254614958686275,39.67445758947143,108.16450463242738,259.5458315482286
