C,gamma,l,standardization,loss
0.6127033613798667,0.16509731508055478,145,False,30.610038449153176
0.22303347871051998,0.15554729596248543,26,False,39.143259669740225
0.8108907541946875,0.8728936848626523,131,True,28.738165528060005
0.12499859014351862,0.9643428806187575,148,False,30.960680383838945
0.8928757407587226,0.5872257581376585,110,True,30.03074748755658
0.06760978073584463,0.669568240882246,183,True,35.48179982220768
0.379326275644232,0.9565342999244644,177,False,34.09091426880978
0.4354467738395911,0.2358125731533223,12,True,19.53630803645802
0.3746240039740122,0.46407292730553795,50,True,40.11928793665561
0.6748291376794934,0.3366022001324905,25,False,39.260164491650045
0.30360318437598033,0.016997194497357,170,False,32.74328958933702
0.49537191880177994,0.8461369256182774,33,False,40.17266637484263
0.4006402427530603,0.6750898383040231,52,True,38.21563007458867
0.8092984133672043,0.9778759550831189,169,True,30.75096245648824
0.18604860918245308,0.007250447477579422,7,True,30.931392493135945
0.17950129984809574,0.10057587837116339,125,False,30.11457239668873
0.03180547619134664,0.13945645548504135,28,True,41.28058995218371
0.7927043434368315,0.2667328323904468,64,True,43.02080673564662
0.059824467451839815,0.11230533065749176,37,True,46.25378586346475
0.12099272463836816,0.7222881257533977,5,True,22.247734670259877
0.5602972669102225,0.4474978739000752,5,True,17.464872208181934
0.5767104692851385,0.4345281341813506,102,True,31.644548885320777
0.48113813566880087,0.3378176592096688,12,True,21.488555460130893
0.6687414924842857,0.536527798764289,99,True,32.02302935327224
0.5547472615048943,0.2660315556675525,96,True,31.92258448276966
0.2944187740417523,0.37501007017353605,101,True,33.196065438913955
0.9728266507444465,0.24369282395368874,176,True,31.3186963132637
0.7074428534147321,0.5518208810679913,132,True,28.75582834617531
0.4322182811381424,0.4455924117913552,39,True,51.25764275032157
0.6067774594136186,0.19770096610847143,191,True,33.134973663181036
0.31973625431754243,0.061745559166122566,151,True,27.865574759904906
0.5418057950259956,0.38192015399169965,120,True,29.511575731295284
0.7517495444543519,0.20281266485979904,153,False,30.79329018135304
0.46242128099568663,0.5959333440849801,72,True,36.74367115844661
0.86333528908206,0.48206937380036086,109,True,30.027220459001203
0.9979918245943482,0.806615108199886,193,False,35.49367778369569
0.2517819219866039,0.3177874439234182,181,True,34.62640015165328
0.6417414876389957,0.6292692429085585,157,True,29.96824982848295
0.9201921928859318,0.7604577065972522,82,False,38.13668725446164
0.3656959795963287,0.4052933133505481,73,True,36.78608148463989
0.42650288370942163,0.5271174507831559,185,False,35.624411670847614
0.5251683838545981,0.314589985241409,119,True,29.452736556301506
0.6027916097395455,0.8884641478419293,12,True,63.240195844659205
0.346443869311458,0.18366605935548727,93,False,36.612170490299974
0.22202903310465555,0.062450817371092204,136,True,28.225274248444688
0.714237432922419,0.6630697664036123,79,True,35.32818498040506
0.12066028546594848,0.49513307849188143,149,False,31.003390732233054
0.8535883434754814,0.15311562039693055,5,True,29.378143827069266
0.27333351126218935,0.24178644354840245,105,True,32.17078183633453
0.5116559470825733,0.5816505901195907,113,False,32.587316776196104
0.7586428007443146,0.2825295887938352,24,True,52.228123375887975
0.43298627914051163,0.058007020881770954,147,True,28.607303292761326
0.6474760462521739,0.3567449685536022,54,True,43.19584164612336
0.57447913133547,0.4417742077022825,103,True,31.503485619584875
0.20814895990778365,0.7172296869623828,68,False,39.894145575738946
0.3956647649771053,0.4074462494850823,139,True,29.34146923833839
0.46065450331318597,0.11991087796135663,154,True,28.42327209895038
0.01540648204941919,0.006129688836049085,171,True,30.339146918469766
0.1686273453863077,0.22802260784190848,60,True,41.770448397482575
0.33131616584526913,0.29365792507289756,107,False,33.86556639090628
0.6965192719349612,0.09114338223542043,98,True,35.462917707160976
0.48720924975638613,0.9134380684193786,70,True,37.029136441850454
0.07677504263294554,0.6397829842007514,47,True,40.221708801117614
0.7754244049479749,0.5222064770258038,42,True,48.608361836886296
0.580076740947457,0.5710615260847252,187,False,35.71362468397548
0.4560419216086711,0.35834880417595594,166,True,31.32804412592768
0.6362793589735058,0.47553270084738686,29,True,49.82220942033582
0.5452526446844467,0.41556678283359916,14,True,42.570958238446
0.4920973480139125,0.21313279241811928,92,True,32.84162403534981
0.29083936754524997,0.32547971864955266,78,True,36.78090985663454
0.3654016696650788,0.17402563395415885,12,True,33.39971801033665
0.2491336289453634,0.38230955225488755,12,True,19.193435882848046
0.25637021863200304,0.3766283055331273,175,True,33.344797533618056
