AdminStrata,Abyan,Aden,Al Bayda,Al Dhale'e,Al Hudaydah,Al Jawf,Al Maharah,Al Mahwit,Amanat Al Asimah,Amran,Dhamar,Hadramaut,Hajjah,Ibb,Lahj,Marib,Raymah,Sa'ada,Sana'a,Shabwah,Socotra,Taizz
Indicator,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI
2018-08-22,37.4219,35.6284,39.1018,43.9762,52.0974,61.9115,16.8984,61.8678,52.9232,51.086000000000006,64.1096,38.3031,66.6986,60.7975,44.7827,60.49,56.3011,46.4355,52.6679,34.3022,38.3031,50.919
2018-08-23,37.3462,30.4678,38.4446,44.5241,53.3952,67.3128,16.2197,61.3914,54.7065,47.3183,63.8712,39.5451,61.3311,61.0117,44.0387,59.5686,57.3241,45.2619,50.2146,36.7425,39.5451,50.4159
2018-08-24,37.9994,23.6549,37.49,47.8733,53.5702,69.7094,10.5371,61.6903,50.8795,46.7943,64.4408,41.8678,62.2862,62.0322,43.2969,58.2776,57.4176,44.5205,50.0732,35.8577,41.8678,49.3913
2018-08-25,36.0682,21.326,35.3081,47.4804,53.126000000000005,72.0576,14.3613,63.1801,47.7099,42.9311,63.6474,48.5856,59.5254,60.9937,42.1491,56.9085,55.3242,46.3459,48.7917,34.6584,48.5856,50.3024
2018-08-26,38.2185,22.3105,38.2346,48.67,52.1866,71.0385,22.7758,62.6426,47.7597,44.0333,61.163000000000004,48.6624,59.3841,58.8002,42.1466,57.7226,57.6665,43.2946,48.8396,35.9131,48.6624,50.293
2018-08-27,38.3519,22.5827,36.3124,48.2855,53.231,71.1066,29.3101,62.6426,48.8888,44.623999999999995,60.8343,49.7683,60.5566,59.3836,42.9741,56.1126,60.2878,45.1419,49.5845,35.7144,49.7683,50.3632
2018-08-28,39.1965,28.9466,36.2653,48.9314,51.3951,70.0537,29.3101,60.2296,48.2969,44.7637,60.9022,54.3304,60.0334,59.365,42.7214,58.24100000000001,61.4756,45.2968,50.8351,37.048,54.3304,49.9181
2018-08-29,47.1335,25.685,37.4873,48.9314,54.2897,66.5067,29.3101,59.0511,48.2969,44.7637,60.8845,59.1161,61.0552,59.365,42.9894,57.486000000000004,60.0871,42.0645,52.5039,42.52,59.1161,49.9181
2018-08-30,47.1335,25.685,37.4873,48.9314,54.2897,66.5067,29.3101,59.0511,48.2969,44.7637,60.8845,59.1161,61.0552,59.365,42.9894,57.486000000000004,60.0871,42.0645,52.5039,42.52,59.1161,49.9181
2018-08-31,47.1335,25.685,37.4873,48.9314,54.2897,66.5067,29.3101,59.0511,48.2969,44.7637,60.8845,59.1161,61.0552,59.365,42.9894,57.486000000000004,60.0871,42.0645,52.5039,42.52,59.1161,49.9181
2018-09-01,48.718,26.0697,36.1204,48.4342,55.7494,68.1136,27.5376,61.9396,48.7126,49.294,55.4426,57.8813,59.2516,57.726000000000006,41.6529,58.2054,59.6937,41.1287,48.4181,42.0394,57.8813,51.1286
2018-09-02,45.4591,25.6432,41.9188,51.0745,53.1474,68.7417,27.5376,63.5789,48.856,48.4714,54.8062,59.731,60.4562,59.503,44.0852,57.513000000000005,56.0311,40.4253,50.7798,43.423,59.731,48.1959
2018-09-03,44.9837,25.5106,41.5302,50.4261,52.0166,65.3541,26.5499,61.1415,47.0402,51.4657,54.5884,58.2756,62.8819,58.391000000000005,41.6143,56.9384,51.0978,43.9654,50.3254,42.2836,58.2756,50.8077
2018-09-04,41.085,25.8501,40.4162,50.50899999999999,53.1219,67.0252,27.8795,61.1362,50.1489,50.378,52.7239,60.0808,66.8639,57.1904,43.5741,57.1781,54.8525,42.6179,54.9606,43.5695,60.0808,52.0165
2018-09-05,44.7036,27.7143,42.6269,48.983000000000004,55.9711,69.1101,27.8217,58.6052,50.398,45.4907,54.0368,58.8316,66.2208,57.9418,45.3673,55.7974,52.4942,43.528,56.2286,44.9393,58.8316,51.3377
2018-09-06,46.6194,29.1541,43.6492,48.5984,56.1504,68.4661,27.9018,58.9879,49.9457,44.3981,54.0246,56.5384,64.1209,58.5114,45.55,56.6541,53.483000000000004,43.9967,56.7502,45.2291,56.5384,52.8176
2018-09-07,43.3471,30.7084,45.93600000000001,50.937,56.4431,68.9639,27.3768,57.8551,50.4146,42.7133,56.2645,58.7883,65.0157,59.1879,45.1398,56.3455,51.7008,43.4773,56.3469,44.3076,58.7883,52.265
2018-09-08,42.5919,33.3738,47.2907,49.7071,57.8826,67.1923,21.0758,57.4508,50.5458,42.7657,56.8289,57.8336,65.3556,62.3225,45.7909,58.7441,47.6416,42.7659,56.9912,44.8302,57.8336,52.9149
2018-09-09,44.3879,32.8303,47.6647,48.8041,57.3668,67.1923,21.0016,56.7833,50.5006,43.54600000000001,58.3491,59.3391,66.2485,63.0229,46.0089,59.5006,47.6416,41.6144,56.5345,44.4521,59.3391,53.3754
2018-09-10,45.7291,33.1527,45.9375,47.6925,57.5336,68.1194,21.0016,56.2692,50.0252,43.678000000000004,58.861999999999995,59.3391,65.4904,60.1318,46.4274,58.0279,49.9373,42.7631,56.5345,43.9355,59.3391,53.3629
2018-09-11,45.8344,34.1472,45.9375,48.3538,57.5963,68.1194,27.4151,53.3009,49.4908,43.678000000000004,58.3652,64.1761,65.9963,58.7002,46.6462,57.9812,49.8511,43.9411,57.0162,45.3668,64.1761,53.2299
2018-09-12,44.0398,34.1424,47.3974,49.9788,57.2441,66.8287,27.4151,54.4007,48.94,44.3744,59.0968,64.2417,67.5476,58.9922,47.1003,58.224,48.795,42.2767,58.0322,43.4552,64.2417,52.8246
2018-09-13,44.7354,35.3136,48.6225,50.1595,57.0808,64.7321,27.4151,53.8499,48.8431,43.558,59.401,61.37,69.1781,59.9731,46.1552,58.4611,46.9167,43.2834,58.1024,43.2164,61.37,52.9453
2018-09-14,46.8682,35.2506,47.7217,52.0571,58.0532,66.8924,27.1386,53.5601,49.1073,44.7446,59.4343,60.4697,68.7569,60.3861,46.8046,57.8538,46.9167,43.5582,58.9121,42.2524,60.4697,53.18600000000001
