"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2017,1,1,0,0
2017,1,2,0,0
2017,1,3,0,0
2017,2,1,0,0
2017,2,2,0,0
2017,2,3,0.003,0
2017,3,1,0.055,0.01
2017,3,2,0.121,0.073
2017,3,3,0.73,0.789
2017,4,1,1.696,3.384
2017,4,2,0.913,5.021
2017,4,3,8.702,7.74
2017,5,1,34.325,11.848
2017,5,2,66.889,15.799
2017,5,3,18.467,21.699
2017,6,1,30.858,31.339
2017,6,2,51.073,25.889
2017,6,3,41.349,34.439
2017,7,1,52.439,53.723
2017,7,2,15.246,54.249
2017,7,3,43.346,64.349
2017,8,1,63.505,68.837
2017,8,2,35.439,74.72
2017,8,3,94.561,78.215
2017,9,1,27.138,48.834
2017,9,2,47.18,40.99
2017,9,3,19.308,31.862
2017,10,1,24.955,14.128
2017,10,2,4.585,6.983
2017,10,3,3.488,3.651
2017,11,1,0.311,0.107
2017,11,2,0,0
2017,11,3,0,0
2017,12,1,0,0
2017,12,2,0,0
2017,12,3,0,0
2018,1,1,0,0
2018,1,2,0,0
2018,1,3,0,0
2018,2,1,0,0
2018,2,2,0.01,0
2018,2,3,0.325,0
2018,3,1,0.114,0.01
2018,3,2,0.311,0.073
2018,3,3,4.232,0.789
2018,4,1,1.737,3.384
2018,4,2,1.775,5.021
2018,4,3,2.436,7.74
2018,5,1,9.824,11.848
2018,5,2,10.381,15.799
2018,5,3,44.045,21.699
2018,6,1,31.588,31.339
2018,6,2,21.173,25.889
2018,6,3,29.391,34.439
2018,7,1,29.339,53.723
2018,7,2,74.938,54.249
2018,7,3,93.176,64.349
2018,8,1,81.633,68.837
2018,8,2,50.92,74.72
2018,8,3,86.851,78.215
2018,9,1,50.654,48.834
2018,9,2,23.772,40.99
2018,9,3,79.813,31.862
2018,10,1,14.903,14.128
2018,10,2,6.069,6.983
2018,10,3,4.204,3.651
2018,11,1,0.256,0.107
2018,11,2,0,0
2018,11,3,0,0
2018,12,1,0,0
2018,12,2,0,0
2018,12,3,0,0
2019,1,1,0,0
2019,1,2,0,0
2019,1,3,0,0
2019,2,1,0,0
2019,2,2,0,0
2019,2,3,0,0
2019,3,1,0.325,0.01
2019,3,2,0.567,0.073
2019,3,3,2.661,0.789
2019,4,1,2.64,3.384
2019,4,2,5.311,5.021
2019,4,3,9.574,7.74
2019,5,1,23.315,11.848
2019,5,2,19.543,15.799
2019,5,3,35.706,21.699
2019,6,1,28.896,31.339
2019,6,2,18.536,25.889
2019,6,3,39.111,34.439
2019,7,1,107.467,53.723
2019,7,2,53.478,54.249
2019,7,3,104.118,64.349
2019,8,1,64.488,68.837
2019,8,2,50.941,74.72
2019,8,3,84.308,78.215
2019,9,1,35.938,48.834
2019,9,2,33.965,40.99
2019,9,3,25.924,31.862
2019,10,1,34.585,14.128
2019,10,2,31.727,6.983
2019,10,3,3.045,3.651
2019,11,1,0.128,0.107
2019,11,2,0,0
2019,11,3,0,0
2019,12,1,0,0
2019,12,2,0,0
2019,12,3,0,0