AdminStrata,Abyan,Aden,Al Bayda,Al Dhale'e,Al Hudaydah,Al Jawf,Al Maharah,Al Mahwit,Amanat Al Asimah,Amran,Dhamar,Hadramaut,Hajjah,Ibb,Lahj,Marib,Raymah,Sa'ada,Sana'a,Shabwah,Taizz
Indicator,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS
2020-01-03,31.074386596679688,25.462783813476562,53.338104248046875,50.429073333740234,25.85054588317871,50.22893142700195,22.445175170898438,25.918764114379883,35.35037612915039,35.90141296386719,38.48002624511719,28.04877471923828,23.013507843017578,29.905927658081055,46.5275993347168,35.87384033203125,68.10943603515625,25.729496002197266,28.183547973632812,59.285213470458984,19.72596549987793
2020-01-04,38.07252883911133,31.40910530090332,42.7626838684082,48.41865921020508,29.04878044128418,45.779815673828125,23.985363006591797,25.953123092651367,33.519989013671875,37.992515563964844,44.19218063354492,30.51218605041504,26.36968421936035,32.060428619384766,20.007394790649414,53.81550979614258,64.46831512451172,29.67069435119629,29.430906295776367,57.862030029296875,30.548063278198242
2020-01-05,37.34685134887695,27.081222534179688,48.17546463012695,52.16716003417969,32.40610122680664,54.351898193359375,25.28092384338379,26.84166145324707,34.96723175048828,46.092288970947266,42.77042770385742,22.323972702026367,31.611766815185547,36.42389678955078,44.28813171386719,25.491222381591797,56.169105529785156,23.147493362426758,28.63690948486328,57.2983512878418,22.931596755981445
2020-01-06,33.343597412109375,24.494468688964844,51.7930908203125,44.66081619262695,28.508159637451172,45.37176513671875,22.546363830566406,25.889402389526367,34.72330093383789,36.36739730834961,47.355831146240234,20.96795654296875,33.65932083129883,32.2834587097168,27.37271499633789,46.44160079956055,50.91653060913086,24.53055763244629,27.91461753845215,59.78827667236328,31.02055549621582
2020-01-07,44.53437423706055,23.896560668945312,52.138545989990234,39.476470947265625,33.5012321472168,41.0916862487793,22.365751266479492,30.457029342651367,34.14717483520508,47.10435104370117,43.963863372802734,27.70589828491211,23.344501495361328,37.15058898925781,39.21876525878906,39.00053787231445,61.14282989501953,25.835010528564453,25.921037673950195,51.00062561035156,31.76345443725586
2020-01-08,33.04508972167969,27.87119483947754,49.03844451904297,62.02532958984375,31.942052841186523,45.028350830078125,22.129018783569336,29.714750289916992,36.11729049682617,45.857643127441406,39.16865158081055,25.657798767089844,25.056026458740234,35.25827407836914,41.439151763916016,38.77714920043945,62.02785110473633,26.228147506713867,26.629547119140625,58.116554260253906,23.45758819580078
2020-01-09,33.62786102294922,27.4276065826416,54.279388427734375,55.378746032714844,32.15015411376953,44.53141403198242,24.17543601989746,29.850486755371094,33.82518005371094,44.676292419433594,38.84880828857422,27.878385543823242,34.2503547668457,29.603225708007812,46.14645004272461,39.75598907470703,60.83567810058594,24.113956451416016,27.078994750976562,54.54062271118164,29.60518455505371
2020-01-10,6.17669153213501,27.37130355834961,50.694969177246094,48.05302047729492,30.139766693115234,48.38108825683594,24.902366638183594,26.090980529785156,35.039329528808594,33.035247802734375,37.27420425415039,28.165035247802734,26.820926666259766,29.42282485961914,36.93950271606445,36.42225646972656,68.6684799194336,23.031719207763672,27.282608032226562,57.7873420715332,26.21259117126465
2020-01-11,49.066280364990234,23.70992088317871,57.00577163696289,43.819637298583984,29.143953323364258,38.817405700683594,26.786724090576172,25.80630874633789,33.492279052734375,37.188629150390625,38.760372161865234,28.96292495727539,14.689573287963867,41.57743835449219,46.37340545654297,34.26943588256836,62.68252944946289,26.751996994018555,30.28777313232422,56.05116271972656,31.719797134399414
2020-01-12,20.351789474487305,26.090696334838867,62.712398529052734,53.62926483154297,26.509458541870117,44.61146545410156,23.924842834472656,27.56785011291504,32.137962341308594,15.842631340026855,42.12500762939453,22.880279541015625,27.177364349365234,18.158737182617188,35.89456558227539,41.14561462402344,64.84130096435547,20.91412353515625,25.595914840698242,58.46445846557617,29.654525756835938
2020-01-13,38.601951599121094,26.994020462036133,57.17835998535156,47.01418685913086,32.372013092041016,51.148719787597656,25.383705139160156,26.867717742919922,34.093021392822266,1.8384627103805542,45.4583740234375,32.062408447265625,18.50255012512207,33.98775863647461,41.303707122802734,37.28007888793945,57.524925231933594,27.17933464050293,26.05291175842285,57.363956451416016,21.320554733276367
2020-01-14,43.54605484008789,24.5778751373291,48.44950866699219,53.41073989868164,30.55974578857422,33.87119674682617,24.898155212402344,28.193832397460938,33.709922790527344,31.695247650146484,46.13280487060547,29.488786697387695,27.725889205932617,29.923532485961914,39.42179489135742,40.68967819213867,64.15714263916016,27.49940299987793,27.168106079101562,60.788089752197266,30.223119735717773
2020-01-15,27.07084083557129,26.723949432373047,42.8399658203125,56.497093200683594,26.031757354736328,48.829193115234375,24.31610870361328,28.7747802734375,34.61865997314453,9.218470573425293,36.109397888183594,26.72088050842285,28.648427963256836,33.062217712402344,27.51986312866211,38.69619369506836,74.63741302490234,26.34890365600586,28.444469451904297,41.188846588134766,24.756242752075195
2020-01-16,38.04098892211914,26.311792373657227,41.49160385131836,51.28328323364258,24.598934173583984,53.082271575927734,24.890644073486328,25.493635177612305,33.2755012512207,20.208539962768555,42.02253341674805,16.015390396118164,27.69785499572754,31.198362350463867,35.87490463256836,42.825401306152344,67.79208374023438,25.3955135345459,27.88457679748535,43.79839324951172,27.46710777282715
2020-01-17,24.37261962890625,27.197938919067383,49.8231315612793,55.156028747558594,27.429868698120117,30.31238555908203,25.974584579467773,23.19685173034668,34.53643798828125,89.3419418334961,48.851863861083984,30.350215911865234,29.734094619750977,35.6285285949707,38.468624114990234,31.632139205932617,64.67578125,28.352537155151367,26.972578048706055,59.03535079956055,22.211257934570312
2020-01-18,32.028629302978516,24.231037139892578,54.902618408203125,50.809818267822266,25.77618980407715,47.58233642578125,20.362028121948242,25.056884765625,34.96942901611328,32.07061767578125,37.23357391357422,27.393890380859375,25.31422233581543,27.302480697631836,44.8237190246582,35.43636703491211,69.8116455078125,22.645490646362305,26.53876304626465,57.969669342041016,18.48695945739746
2020-01-19,36.26502227783203,28.46240997314453,43.17434310913086,46.9238166809082,27.57939338684082,43.338558197021484,20.20116424560547,26.256427764892578,33.92355728149414,29.29507827758789,43.26597595214844,30.129432678222656,24.706819534301758,29.07602310180664,18.711793899536133,53.724884033203125,63.493560791015625,25.585058212280273,27.982009887695312,55.546226501464844,27.50649642944336
2020-01-20,26.53313446044922,26.316295623779297,48.44094467163086,53.26472854614258,29.145231246948242,51.66978073120117,27.26473617553711,27.690771102905273,35.40812683105469,37.95818328857422,41.9119758605957,21.16840362548828,29.82260513305664,33.67979049682617,42.3612060546875,25.494373321533203,57.624046325683594,20.546268463134766,27.23554229736328,60.09854507446289,21.03731346130371
2020-01-21,30.335674285888672,23.761445999145508,50.71030807495117,47.076454162597656,30.355968475341797,41.914207458496094,21.246999740600586,26.711864471435547,34.70782470703125,32.718727111816406,45.71451950073242,18.48563003540039,29.65351676940918,29.682207107543945,26.681943893432617,45.8819580078125,50.67668151855469,21.827335357666016,26.74117660522461,62.80238723754883,27.945232391357422
2020-01-22,46.9407958984375,21.22525405883789,53.991050720214844,40.85093307495117,32.27794647216797,38.896053314208984,24.453588485717773,30.993616104125977,34.63888931274414,37.7442741394043,42.94005584716797,27.541336059570312,19.126766204833984,33.97965621948242,36.56079864501953,38.584781646728516,61.69963073730469,22.244487762451172,24.251455307006836,50.037147521972656,30.121788024902344
2020-01-23,27.813199996948242,24.490018844604492,50.186485290527344,63.96238708496094,33.33110809326172,42.914451599121094,19.88343620300293,29.534578323364258,35.537513732910156,37.44959259033203,38.297813415527344,24.41909408569336,25.284536361694336,32.11612319946289,38.45112228393555,37.87880325317383,62.883941650390625,23.09575080871582,25.043785095214844,61.96223831176758,21.767032623291016
2020-01-24,37.672061920166016,25.90436363220215,54.53312683105469,56.567527770996094,31.670671463012695,42.679405212402344,20.923860549926758,29.209505081176758,33.87569808959961,37.51177215576172,38.38361740112305,28.13434410095215,31.15373992919922,27.851219177246094,44.1016960144043,38.55563735961914,59.6030387878418,21.052303314208984,25.496110916137695,59.916412353515625,28.07443618774414
2020-01-25,1.8961913585662842,24.98971939086914,52.53447723388672,47.522621154785156,28.404069900512695,45.88612365722656,22.494945526123047,26.27519416809082,34.94301986694336,31.479976654052734,36.584529876708984,27.75504493713379,25.124797821044922,26.76551055908203,34.41152572631836,35.935211181640625,71.5676040649414,20.067672729492188,26.030981063842773,60.195743560791016,22.690792083740234
2020-01-26,38.42091369628906,21.637428283691406,59.177589416503906,43.51643753051758,27.22594451904297,37.33403778076172,27.45665740966797,25.182849884033203,33.90810775756836,33.591156005859375,37.53229904174805,29.003219604492188,14.278732299804688,38.33442687988281,44.39207077026367,34.68144607543945,63.35974884033203,23.246871948242188,28.654172897338867,61.07355880737305,29.152132034301758
