Country,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon
Split,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3
Type,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive
Prediction horizon,,,,,,
1,0.9976424095274748,0.9999758501752699,0.9989411838775573,0.9992742405938385,0.9967458793262137,0.9992058088769074
2,0.9993771048653148,0.9995796821751795,0.9978941743277712,0.9988073465125953,0.9967623217611449,0.9988297073143758
3,0.997686106929853,0.9988392519652836,0.9960967480637914,0.998234142646867,0.9868966286019197,0.9955095737334078
4,0.9971326324339687,0.9987480040960183,0.9942893265848384,0.9961534301848987,0.9774626173808866,0.9943450429200652
5,0.9984158010488796,0.9985512512023429,0.993052675534875,0.9934786784699464,0.970127577400607,0.9910981041516429
6,0.9973283190254957,0.9967861281751833,0.9928653561419453,0.9927820180551246,0.9604977548635063,0.9891821253128297
7,0.9889405658562017,0.9869005601810565,0.9875216473367538,0.9850227377811964,0.9549983501513624,0.9868997230136873
8,0.9892295195727787,0.9889342401018343,0.9876610830403497,0.9852304875250951,0.9454256564086893,0.9807372315848246
9,0.9883449658032494,0.9842309961151565,0.9880587095872378,0.9854514074818727,0.9258167427308266,0.9766419944885043
10,0.9887776282682904,0.9850640810628519,0.9880761481505023,0.9853418156248658,0.9093211594986997,0.9781128068326589
11,0.9905512705253635,0.9873977165096856,0.9877785679508165,0.9866347502105264,0.8886701984853326,0.9751722750161596
12,0.989553093475605,0.9857088861522665,0.9835719023990624,0.9877308116306176,0.8626913072308298,0.9658991440889598
13,0.9873660994868539,0.9853084067019099,0.9687650077311988,0.979592980382648,0.8452932711982001,0.9606402923535677
14,0.9844815963737923,0.9767812386601381,0.9619666122820107,0.9740853930987236,0.8236914417000357,0.9505100877822168
15,0.9850459595427885,0.9747774961945418,0.9506507943772435,0.9585710622969853,0.7845361245721545,0.9418854710031812
16,0.9803824499205038,0.9662014267012247,0.9463303306959682,0.946111493758721,0.724282141741642,0.9223870125114471
17,0.9810790463623682,0.9727953373357405,0.942691526707745,0.9185589632758997,0.7041948789501817,0.9248710196869259
18,0.9729210892538824,0.9617838613457234,0.9528032002753251,0.9209076332814977,0.7156423387217407,0.9289995003067643
19,0.9636675060162002,0.9594786802470305,0.9497581036133482,0.9008627406731673,0.7087972504811061,0.9231935527531316
20,0.9555917653382532,0.9543392615732732,0.9513434590668892,0.8817242247343662,0.7371126636043217,0.9251315927316687
21,0.9390799368649954,0.9457922857267487,0.9451989156596364,0.875065131023548,0.7397146228458544,0.9223953206329554
22,0.9354499731648105,0.9538657990022308,0.9300907488449117,0.8711740450164643,0.7385155541103889,0.9112092846920137
23,0.922987546604825,0.9370751381797777,0.9297662656498714,0.8732123891499459,0.7340114898265794,0.8981847362484002
24,0.9255848551355437,0.9311296219079708,0.901245090603582,0.8484307609410935,0.7132143029462072,0.8960984145214743
25,0.9275061620332464,0.939478528517463,0.8938542042245359,0.8524782102740698,0.6508059433860546,0.8500840032099579
26,0.9432148257820633,0.9223224560330847,0.8469591889567474,0.7954479006617362,0.6250455808334956,0.8377441756532941
27,0.9576045307563326,0.8911393072433119,0.855931367195558,0.8072178647476631,0.6179382321008506,0.8411985815426899
28,0.9690171280915311,0.8954798598520267,0.8620599380455852,0.8021841837778481,0.6074150772995983,0.8432452001560775
29,0.9494814856976451,0.8855687310228308,0.8540110039261248,0.7598128299985629,0.5374097325153733,0.8139934786539208
30,0.8788191383559757,0.8675939144553515,0.8551988215676982,0.7436226801924462,0.5094515685025776,0.822082459817099
