"Year","Month","Dekad","NDVI Anomaly"
2016,1,1,98.5435801900068
2016,1,2,99.1079155672823
2016,1,3,99.565674418563
2016,2,1,98.640632913162
2016,2,2,98.0398455247615
2016,2,3,98.1990018663619
2016,3,1,99.8753330271015
2016,3,2,101.149425287356
2016,3,3,102.353411625466
2016,4,1,103.167007264552
2016,4,2,106.149274855577
2016,4,3,107.56454023705
2016,5,1,107.622571684179
2016,5,2,106.596844865869
2016,5,3,105.185617519871
2016,6,1,106.034143756597
2016,6,2,107.413440948616
2016,6,3,108.900489714313
2016,7,1,108.580454178887
2016,7,2,106.329324971024
2016,7,3,103.638854768215
2016,8,1,98.0776912181303
2016,8,2,95.8856331440027
2016,8,3,94.6325596843558
2016,9,1,94.167177294479
2016,9,2,93.7209826011511
2016,9,3,93.5543405095837
2016,10,1,93.807215512769
2016,10,2,94.746289781684
2016,10,3,97.6426296648186
2016,11,1,98.5741398865785
2016,11,2,99.1463536564981
2016,11,3,99.4808493262556
2016,12,1,99.5143449419569
2016,12,2,99.7717135029696
2016,12,3,99.8600511073254
2017,1,1,99.1970935212431
2017,1,2,99.2901055408971
2017,1,3,100.491824314989
2017,2,1,100.727960173697
2017,2,2,100.804815992731
2017,2,3,100.750381631272
2017,3,1,99.6784565916399
2017,3,2,99.3169195402299
2017,3,3,99.3491914706027
2017,4,1,99.7103304859535
2017,4,2,101.260371726774
2017,4,3,101.487599523901
2017,5,1,101.813277245582
2017,5,2,102.277803773803
2017,5,3,105.431257564309
2017,6,1,107.740614862841
2017,6,2,110.610962578281
2017,6,3,113.765637926205
2017,7,1,118.305384975607
2017,7,2,118.051002415004
2017,7,3,115.67114175942
2017,8,1,108.098937677054
2017,8,2,104.520080187103
2017,8,3,101.822487676909
2017,9,1,100.13157620061
2017,9,2,98.4474581496179
2017,9,3,97.7142484064016
2017,10,1,97.0236834327595
2017,10,2,96.5306799952026
2017,10,3,97.1909136309348
2017,11,1,98.2230623818525
2017,11,2,99.2691065712451
2017,11,3,100.711678236015
2017,12,1,100.97723880597
2017,12,2,101.249729782472
2017,12,3,101.362862010221
2018,1,1,N/A,
2018,1,2,99.4220316622691
2018,1,3,99.1121676888416
2018,2,1,99.6843190920656
2018,2,2,100.668514311676
2018,2,3,101.742257521402
2018,3,1,103.064492420763
2018,3,2,103.284091954023
2018,3,3,103.227721323447
2018,4,1,103.068238486731
2018,4,2,103.124391998221
2018,4,3,103.22193380467
2018,5,1,103.310919858232
2018,5,2,103.447151763532
2018,5,3,104.278139230095
2018,6,1,104.696259706229
2018,6,2,104.813271580004
2018,6,3,103.79441929926
2018,7,1,102.358488478218
2018,7,2,102.170245304664
2018,7,3,101.184368988693
2018,8,1,97.6426345609065
2018,8,2,96.3247577681256
2018,8,3,95.496050947957
2018,9,1,94.8732558325157
2018,9,2,94.4779111025212
2018,9,3,94.9906020914485
2018,10,1,95.3656148166376
2018,10,2,95.9863644465766
2018,10,3,98.0009348355642
2018,11,1,98.9900189035917
2018,11,2,99.6429503192435
2018,11,3,99.5158432013067
2018,12,1,99.318864013267
2018,12,2,99.0627552346497
2018,12,3,98.9839437819421