Country,Admin 1,Market,Commodity,Price Type,Year,Month,Price,Unit,Currency,Data Source
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2011,01,153.6344,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2011,02,151.2097,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2011,03,151.6129,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2011,04,146.1626,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2011,05,154.5455,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2011,06,150.2488,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2011,07,150,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2011,08,144.7592,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2011,09,127.9409,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2011,10,141.5385,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2011,11,146.085,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2011,12,161.6935,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2012,01,178.6426,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2012,02,170.9677,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2012,03,145.1613,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2012,04,162.3656,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2012,05,201.0753,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2012,06,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2012,07,195.2989,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2012,08,203.9224,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2012,09,223.3333,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2012,10,192.1902,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2012,11,182.5806,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2012,12,174.762,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2013,01,185.9563,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2013,02,179.9283,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2013,03,196.7742,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2013,04,189.0323,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2013,05,198.3254,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2013,06,211.2903,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2013,07,215.8907,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2013,08,210.7527,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2013,09,211.828,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2013,10,192.7419,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2013,11,199.3548,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2013,12,197.5806,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2014,01,202.3942,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2014,02,198.9583,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2014,03,203.8578,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2014,04,194.0638,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2014,05,197.0588,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2014,06,197.2906,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2014,07,187.6526,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2014,08,183.8384,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2014,09,183.5897,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2014,10,148.7179,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2014,11,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2014,12,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2015,01,113.3017,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2015,02,107.7145,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2015,03,103.4921,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2015,04,107,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2015,05,111,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2015,06,141,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2015,07,130,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2015,08,120,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2015,09,112,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2015,10,111,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2015,11,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2015,12,97,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2016,01,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2016,02,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2016,03,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2016,04,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2016,05,85,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2016,06,81,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2016,07,95,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2016,08,172,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2016,09,222,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2016,10,222,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2016,11,154,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2016,12,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Sorghum,Wholesale,2017,01,170,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2009,01,158.3333,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2009,02,141.3793,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2009,03,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2009,04,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2009,05,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2009,06,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2009,07,164,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2009,08,174.2424,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2009,09,145.0535,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2009,10,109.0909,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2009,11,133.571,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2009,12,142.2969,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2010,01,146.9519,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2010,02,147.0793,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2010,03,143.75,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2010,04,148.4375,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2010,05,156.1905,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2010,06,157.2989,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2010,07,173.2759,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2010,08,156.9195,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2010,09,148.3871,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2010,10,150,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2010,11,152.637,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2010,12,170.3226,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2011,01,172.6022,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2011,02,174.1935,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2011,03,185.7359,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2011,04,191.9983,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2011,05,179.798,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2011,06,161.2935,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2011,07,167.6768,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2011,08,169.8302,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2011,09,138.073,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2011,10,147.6923,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2011,11,175.3686,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2011,12,205.6452,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2012,01,198.3995,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2012,02,189.2473,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2012,03,180.6452,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2012,04,190.3226,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2012,05,216.129,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2012,06,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2012,07,206.1379,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2012,08,215.4023,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2012,09,250,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2012,10,224.7659,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2012,11,209.0323,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2012,12,193.4955,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2013,01,198.3333,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2013,02,191.3262,KG,NGN,SIMA - Niger
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2013,03,217.7419,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2013,04,218.0645,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2013,05,218.3677,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2013,06,220.9677,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2013,07,230.4918,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2013,08,227.957,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2013,09,225.8065,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2013,10,217.7419,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2013,11,224.5161,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2013,12,220.9677,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2014,01,220.7157,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2014,02,211.4103,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2014,03,214.5688,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2014,04,211.2393,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2014,05,205.8824,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2014,06,206.025,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2014,07,200,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2014,08,197.9798,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2014,09,194.8718,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2014,10,162.0513,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2014,11,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2014,12,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2015,01,129.9231,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2015,02,131.4006,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2015,03,130.0794,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2015,04,132,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2015,05,127,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2015,06,128,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2015,07,128,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2015,08,126,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2015,09,122,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2015,10,122,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2015,11,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2015,12,111,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2016,01,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2016,02,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2016,03,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2016,04,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2016,05,87,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2016,06,89,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2016,07,104,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2016,08,181,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2016,09,232,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2016,10,232,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2016,11,168,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2016,12,,KG,NGN,
Nigeria,Jigawa,Mai Gatari (CBM),Millet,Wholesale,2017,01,178,KG,NGN,SIMA NIGER
Nigeria,Jigawa,Gujungu,Bread,Retail,2014,07,250,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2014,08,250,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2014,09,250,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2014,10,250,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2014,11,241.8475,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2014,12,217.39,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2015,01,217.64,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2015,02,217.39,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2015,03,217.39,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2015,04,217.39,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2015,05,217.39,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2015,06,217.39,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2015,07,217.39,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2015,08,217.39,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2015,09,217.39,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2015,10,217.39,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2015,11,217.39,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2015,12,217.39,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2016,01,202.0025,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2016,02,217.39,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2016,03,217.39,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2016,04,224.97,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2016,05,232.55,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2016,06,232.55,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2016,07,232.55,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2016,08,232.55,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2016,09,232.55,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2016,10,290.69,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2016,11,348.83,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2016,12,348.83,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2017,01,348.83,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2017,02,348.8372,Unit,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2017,03,348,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2017,04,348,Unit,NGN,FEWS NET
Nigeria,Jigawa,Gujungu,Bread,Retail,2017,05,348,Unit,NGN,FEWS NET
Nigeria,Jigawa,Gujungu,Bread,Retail,2017,06,348,Unit,NGN,FEWS NET (weekly); Nigeria
Nigeria,Jigawa,Gujungu,Bread,Retail,2017,07,348,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2017,08,339,Unit,NGN,FEWS NET
Nigeria,Jigawa,Gujungu,Bread,Retail,2017,09,333,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2017,10,333,Unit,NGN,FewsNet
Nigeria,Jigawa,Gujungu,Bread,Retail,2017,11,333.3333,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2017,12,333.3333,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2018,01,333.3333,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2018,02,333.3333,Unit,NGN,Fewsnet
Nigeria,Jigawa,Gujungu,Bread,Retail,2018,03,333.3333,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2018,04,333.3333,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2018,05,240,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2018,06,,Unit,NGN,
Nigeria,Jigawa,Gujungu,Bread,Retail,2018,07,108,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2018,08,108,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2018,09,108,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2018,10,108,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2018,11,108,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2018,12,108,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2019,01,108,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2019,02,108,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2019,03,108,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2019,04,109,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2019,05,108,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2019,06,106.6667,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2019,07,108,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2019,08,108,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2019,09,107,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2019,10,108,Unit,NGN,FEWSNET 
Nigeria,Jigawa,Gujungu,Bread,Retail,2019,11,109,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Bread,Retail,2019,12,109,Unit,NGN,FEWSNET
Nigeria,Jigawa,Gujungu,Oil (palm),Wholesale,2014,08,13333.33,L,NGN,FEWS NET; Nigeria
Nigeria,Jigawa,Gujungu,Oil (palm),Wholesale,2014,09,,L,NGN,
Nigeria,Jigawa,Gujungu,Oil (palm),Wholesale,2014,10,,L,NGN,
Nigeria,Jigawa,Gujungu,Oil (palm),Wholesale,2014,11,,L,NGN,
Nigeria,Jigawa,Gujungu,Oil (palm),Wholesale,2014,12,,L,NGN,
Nigeria,Jigawa,Gujungu,Oil (palm),Wholesale,2015,01,,L,NGN,
Nigeria,Jigawa,Gujungu,Oil (palm),Wholesale,2015,02,,L,NGN,
Nigeria,Jigawa,Gujungu,Oil (palm),Wholesale,2015,03,,L,NGN,
Nigeria,Jigawa,Gujungu,Oil (palm),Wholesale,2015,04,,L,NGN,
Nigeria,Jigawa,Gujungu,Oil (palm),Wholesale,2015,05,,L,NGN,
Nigeria,Jigawa,Gujungu,Oil (palm),Wholesale,2015,06,,L,NGN,
Nigeria,Jigawa,Gujungu,Oil (palm),Wholesale,2015,07,,L,NGN,
