AdminStrata,Adamawa,Adamawa,Adamawa,Borno,Borno,Borno,Yobe,Yobe,Yobe
Indicator,1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm)
2016-01-10,10.0,8.55559724106086,0.0,10.0,7.5592346584713,0.0,10.0,8.475869809203141,0.0
2016-01-11,10.0,10.9510316368638,0.0,10.0,9.6850560135278,0.0,10.0,9.51181239647808,0.0
2016-01-12,10.0,10.9510316368638,0.0,10.0,9.6850560135278,0.0,10.0,9.51181239647808,0.0
2016-01-13,10.0,10.9510316368638,0.0,10.0,9.6850560135278,0.0,10.0,9.51181239647808,0.0
2016-01-14,10.0,10.9510316368638,0.0,10.0,9.6850560135278,0.0,10.0,9.51181239647808,0.0
2016-01-15,10.0,10.9510316368638,0.0,10.0,9.6850560135278,0.0,10.0,9.51181239647808,0.0
2016-01-16,10.0,10.9510316368638,0.0,10.0,9.6850560135278,0.0,10.0,9.51181239647808,0.0
2016-01-17,10.0,10.9510316368638,0.0,10.0,9.6850560135278,0.0,10.0,9.51181239647808,0.0
2016-01-18,10.0,10.9510316368638,0.0,10.0,9.6850560135278,0.0,10.0,9.51181239647808,0.0
2016-01-19,10.0,10.9510316368638,0.0,10.0,9.6850560135278,0.0,10.0,9.51181239647808,0.0
2016-01-20,10.0,10.9510316368638,0.0,10.0,9.6850560135278,0.0,10.0,9.51181239647808,0.0
2016-01-21,10.0,10.5931011663496,0.0005,10.0,9.96003898635478,0.0,10.0,9.988188976377952,0.0
2016-01-22,10.0,10.5931011663496,0.0005,10.0,9.96003898635478,0.0,10.0,9.988188976377952,0.0
2016-01-23,10.0,10.5931011663496,0.0005,10.0,9.96003898635478,0.0,10.0,9.988188976377952,0.0
2016-01-24,10.0,10.5931011663496,0.0005,10.0,9.96003898635478,0.0,10.0,9.988188976377952,0.0
2016-01-25,10.0,10.5931011663496,0.0005,10.0,9.96003898635478,0.0,10.0,9.988188976377952,0.0
2016-01-26,10.0,10.5931011663496,0.0005,10.0,9.96003898635478,0.0,10.0,9.988188976377952,0.0
2016-01-27,10.0,10.5931011663496,0.0005,10.0,9.96003898635478,0.0,10.0,9.988188976377952,0.0
