AdminStrata,Adamawa,Adamawa,Adamawa,Borno,Borno,Borno,Yobe,Yobe,Yobe
Indicator,1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm)
2016-02-09,100.0,102.9604978724755,0.07300000000000001,100.0,94.46751229689008,0.0,100.0,95.60235431148566,0.0
2016-02-10,100.0,103.49154995565289,0.07500000000000001,100.0,95.25485595544771,0.0,100.0,96.0940092117427,0.0
2016-02-11,100.00006438092908,103.94538524538,0.09100000000000001,100.0,95.97362473158418,0.0,100.0,96.55224660918444,0.0
2016-02-12,100.00019314278724,104.32200374165681,0.10700000000000001,100.0,96.62381862529948,0.0,100.0,96.97706650381085,0.0
2016-02-13,100.00038628557448,104.62140544448333,0.12300000000000001,100.0,97.20543763659359,0.0,100.0,97.36846889562193,0.0
2016-02-14,100.0006438092908,104.84359035385958,0.139,100.0,97.71848176546652,0.0,100.0,97.7264537846177,0.0
2016-02-15,100.00096571393621,104.98855846978552,0.15500000000000003,100.0,98.16295101191828,0.0,100.0,98.05102117079817,0.0
2016-02-16,100.0013519995107,105.05630979226117,0.17100000000000004,100.0,98.53884537594885,0.0,100.0,98.34217105416329,0.0
2016-02-17,100.00180266601426,105.04684432128654,0.18700000000000006,100.0,98.84616485755825,0.0,100.0,98.5999034347131,0.0
2016-02-18,100.0023177134469,104.9601620568616,0.20300000000000007,100.0,99.08490945674649,0.0,100.0,98.82421831244758,0.0
2016-02-19,100.00289714180863,104.79626299898639,0.21900000000000008,100.0,99.25507917351354,0.0,100.0,99.01511568736674,0.0
2016-02-20,100.00354095109942,104.55514714766088,0.2350000000000001,100.0,99.35667400785941,0.0,100.0,99.1725955594706,0.0
2016-02-21,100.00580873219147,104.32605769779006,0.4070000000000001,100.0,99.45020482540683,0.0,100.0,99.31610544389409,0.0
2016-02-22,100.00970048508474,104.10899464937397,0.5790000000000001,100.0,99.53567162615582,0.0,100.0,99.44564534063724,0.0
2016-02-23,100.01521620977924,103.90395800241258,0.751,100.0,99.61307441010636,0.0,100.0,99.56121524970004,0.0
2016-02-24,100.02235590627497,103.7109477569059,0.9229999999999999,100.0,99.68241317725844,0.0,100.0,99.66281517108249,0.0
2016-02-25,100.03111957457192,103.52996391285392,1.095,100.0,99.74368792761209,0.0,100.0,99.75044510478459,0.0
2016-02-26,100.04150721467009,103.36100647025665,1.2670000000000001,100.0,99.79689866116729,0.0,100.0,99.82410505080635,0.0
2016-02-27,100.0535188265695,103.2040754291141,1.4390000000000003,100.0,99.84204537792405,0.0,100.0,99.88379500914776,0.0
2016-02-28,100.06715441027015,103.05917078942626,1.6110000000000004,100.0,99.87912807788236,0.0,100.0,99.92951497980883,0.0
2016-02-29,100.08241396577202,102.92629255119313,1.7830000000000006,100.0,99.90814676104222,0.0,100.0,99.96126496278954,0.0
2016-03-01,100.1475961113908,102.84738329749311,4.511000000000001,100.00006451612903,99.92916594353267,0.002,100.0,99.9790449580899,0.0
2016-03-02,100.26270084712648,102.82244302832619,7.239000000000002,100.00019354838709,99.94218562535372,0.004,100.0,99.98285496570992,0.0
2016-03-03,100.42772817297907,102.85359597371199,9.97,100.00038709677419,99.95398075834747,0.006,100.0,99.98628397256793,0.0
2016-03-04,100.64267808894857,102.9408421336505,12.701,100.00064516129031,99.96455134251397,0.008,100.0,99.98933197866394,0.0
2016-03-05,100.90755059503496,103.08418150814173,15.432,100.00096774193547,99.97389737785322,0.01,100.0,99.99199898399795,0.0
2016-03-06,101.22234569123827,103.28361409718566,18.163,100.00135483870967,99.98201886436522,0.012,100.0,99.99428498856997,0.0
2016-03-07,101.58706337755848,103.53913990078229,20.894000000000002,100.00180645161291,99.98891580204993,0.014,100.0,99.99618999237998,0.0
2016-03-08,102.0017036539956,103.85075891893166,23.625000000000004,100.00232258064517,99.99458819090738,0.016,100.0,99.99771399542799,0.0
2016-03-09,102.46626652054962,104.21847115163374,26.356000000000005,100.00290322580646,99.99903603093756,0.018000000000000002,100.0,99.99885699771399,0.0
2016-03-10,102.98075197722056,104.64227659888853,29.087000000000007,100.00354838709679,100.00225932214049,0.020000000000000004,100.0,99.999618999238,0.0
2016-03-11,103.60984918774389,105.19312655988712,35.690000000000005,100.00477412903871,100.00477412903871,0.03900000000000001,100.0,100.0,0.0
2016-03-12,104.35355815211963,105.87102103462952,42.293,100.00658045163225,100.00658045163225,0.05800000000000001,100.0,100.0,0.0
2016-03-13,105.2118144894187,106.663284014526,48.882,100.00896735487741,100.00896735487741,0.07700000000000001,100.0,100.0,0.0
2016-03-14,106.1846181996411,107.56991549957651,55.471,100.0119348387742,100.0119348387742,0.09600000000000002,100.0,100.0,0.0
2016-03-15,107.27196928278681,108.59091548978107,62.059999999999995,100.01548290332258,100.01548290332258,0.11500000000000002,100.0,100.0,0.0
2016-03-16,108.47386773885584,109.72628398513969,68.64899999999999,100.01961154852258,100.01961154852258,0.134,100.0,100.0,0.0
2016-03-17,109.79031356784819,110.97602098565234,75.23799999999999,100.02432077437419,100.02432077437419,0.153,100.0,100.0,0.0
2016-03-18,111.22130676976387,112.34012649131904,81.82699999999998,100.02961058087742,100.02961058087742,0.172,100.0,100.0,0.0
2016-03-19,112.76684734460287,113.81860050213979,88.41599999999998,100.03548096803225,100.03548096803225,0.19099999999999998,100.0,100.0,0.0
2016-03-20,114.42693529236519,115.41144301811458,95.00499999999998,100.0419319358387,100.0419319358387,0.20999999999999996,100.0,100.0,0.0
2016-03-21,116.11251194779763,117.02921932989872,102.14199999999998,100.04971577349181,100.04971577349181,0.493,100.00029278667328,100.00029278667328,0.026000000000000002
2016-03-22,117.82357731090022,118.6719294374922,109.27899999999998,100.0588324809916,100.0588324809916,0.776,100.00087836001985,100.00087836001985,0.052000000000000005
2016-03-23,119.55857179080076,120.33809871801046,116.25499999999998,100.06928205833805,100.06928205833805,1.0590000000000002,100.00175672003972,100.00175672003972,0.07800000000000001
2016-03-24,121.31749538749928,122.02772717145352,123.23099999999998,100.08106450553116,100.08106450553116,1.342,100.00292786673288,100.00292786673288,0.10400000000000001
2016-03-25,123.10034810099577,123.74081479782136,130.207,100.09417982257094,100.09417982257094,1.625,100.00439180009931,100.00439180009931,0.13
2016-03-26,124.90712993129026,125.477361597114,137.183,100.10862800945739,100.10862800945739,1.908,100.00614852013904,100.00614852013904,0.156
2016-03-27,126.7378408783827,127.23736756933143,144.159,100.1244090661905,100.1244090661905,2.191,100.00819802685204,100.00819802685204,0.182
2016-03-28,128.59248094227314,129.02083271447364,151.135,100.14152299277028,100.14152299277028,2.4739999999999998,100.01054032023835,100.01054032023835,0.208
2016-03-29,130.47105012296154,130.82775703254066,158.111,100.15996978919672,100.15996978919672,2.7569999999999997,100.01317540029792,100.01317540029792,0.23399999999999999
2016-03-30,132.37354842044792,132.65814052353247,165.087,100.17974945546983,100.17974945546983,3.0399999999999996,100.0161032670308,100.0161032670308,0.26
2016-03-31,134.29997583473227,134.51198318744903,172.063,100.2008619915896,100.2008619915896,3.3229999999999995,100.01932392043696,100.01932392043696,0.28600000000000003
