batch_size,lags,epoch,val_loss,train_loss
83,108,413,0.009897608309984207,0.0014247309328143105
352,102,277,0.010343297384679317,0.0025221412846197686
362,107,255,0.012663422152400017,0.0024088432538943985
316,20,272,0.006670163478702307,0.002614926826848914
290,23,162,0.009771313518285751,0.0031217989761131346
496,118,291,0.016472458839416504,0.0011765750823542476
215,110,237,0.009757282212376595,0.002747682630017932
373,27,151,0.0061924876645207405,0.0037006965496887765
181,86,146,0.009482180699706078,0.002505739507771107
301,101,166,0.009657707996666431,0.0035514309417825035
438,26,248,0.006472040433436632,0.0034304460541314478
360,36,175,0.006823712959885597,0.0029512285254895687
376,118,200,0.009228017181158066,0.0013188996817916632
457,38,258,0.007579630706459284,0.0035148968657317575
391,28,162,0.007536245509982109,0.003450247334632046
481,23,228,0.005126450676470995,0.0037636189143989127
61,87,107,0.015511610545217991,0.0017714805893936298
357,37,242,0.008718457072973251,0.0032288432845962232
285,63,137,0.01163328904658556,0.0032524639078743618
87,82,121,0.014576613903045654,0.002429698687711997
409,27,210,0.008381973020732403,0.003293979046392013
146,84,153,0.010715016163885593,0.002315897685757866
218,111,221,0.010248184204101562,0.0029250598874770934
122,90,123,0.009887862019240856,0.0021673484982773204
180,8,132,0.008666066452860832,0.00321187576868597
373,6,248,0.005241619423031807,0.0036227437988477383
471,6,211,0.005956524983048439,0.004391401241793557
481,17,211,0.008017574436962605,0.0033868606728113568
173,14,176,0.007049029693007469,0.002746779670408387
178,21,140,0.009964515455067158,0.00321223016031177
444,59,231,0.008754696696996689,0.0026270085102717937
33,6,129,0.008638011105358601,0.00035266062486124947
110,43,155,0.009263026528060436,0.0022886279196402915
390,23,189,0.006498383358120918,0.003977490856530185
309,115,302,0.008609544485807419,0.002100810408592224
98,64,115,0.01047271117568016,0.002584420904625535
492,15,166,0.007048049475997686,0.0038678015180516477
244,97,153,0.012092539109289646,0.0031123498423645895
100,74,118,0.014239644631743431,0.0022897985583358958
373,79,215,0.0066970717161893845,0.0034487322194444573
449,109,202,0.008856737986207008,0.004029385778509701
213,117,299,0.011117875576019287,0.0012292575556784868
104,31,119,0.007742270827293396,0.0026573710674203414
416,11,139,0.006573833059519529,0.004528362794234506
197,25,194,0.008640122599899769,0.003166838462440891
466,48,167,0.0076074013486504555,0.0037848969542416903
407,3,131,0.006219462491571903,0.005766103357112046
140,71,119,0.011963220313191414,0.0025196933960272136
58,116,228,0.013580200293411811,0.0013219535147072747
251,45,145,0.005367451813071966,0.00324678538799398
196,77,140,0.009868776425719261,0.0027998527139425277
479,55,168,0.011163574643433094,0.002751675072709419
99,104,122,0.009744077920913696,0.0021806413245100817
382,75,239,0.008319522254168987,0.0029163116496795463
417,5,500,0.00587121257558465,0.002231602786611932
159,29,117,0.01010009553283453,0.003485630877813409
320,7,163,0.006833662278950214,0.0038969411684030837
481,24,188,0.00830837432295084,0.0033459650978068804
185,113,184,0.015421604737639427,0.0024231950471100086
137,44,128,0.012073175050318241,0.0023757713539345133
451,67,188,0.00910288654267788,0.0035573403573750206
47,35,147,0.012864550366066397,0.0013900692661044877
223,91,187,0.009858605451881886,0.002635113179880696
191,61,119,0.011614748276770115,0.0027929737805000815
139,23,134,0.006736787501722574,0.0032367591999623107
221,45,140,0.0072647021152079105,0.0036021266278112307
467,100,150,0.008604011498391628,0.003651206178691092
308,34,111,0.007742277812212706,0.0036477956629122595
251,52,152,0.009129876270890236,0.0029072700531030888
113,105,144,0.013063532300293446,0.0023457481713396395
65,45,116,0.010116783902049065,0.0021953205976859426
50,4,175,0.009465288215627274,0.00034214580646382267
189,13,162,0.006857563741505146,0.0036110573582566127
425,39,244,0.005848373286426067,0.0039486587960491926
314,78,147,0.011032935231924057,0.002485607165652208
90,81,130,0.016751401126384735,0.0021539580629905686
373,60,144,0.008227501064538956,0.003350316845043971
205,47,177,0.00779170636087656,0.00288960528892598
469,106,324,0.010557934641838074,0.0029030055230991406
43,40,127,0.010680782748386264,0.0011355579910206192
495,69,230,0.008255110122263432,0.0032974367968563456
278,70,144,0.010470930486917496,0.003113977080508274
381,99,140,0.010473723523318768,0.0034771923105128937
295,2,307,0.006074711214751005,0.0032617817676720627
261,6,154,0.006840608548372984,0.004128406640154788
274,88,176,0.0070455013774335384,0.0029880290037427827
336,65,130,0.011068135499954224,0.0035539284420128053
84,57,112,0.011588303372263908,0.0019602917255057643
120,53,114,0.008086463436484337,0.0026473337129573338
165,41,121,0.009051044471561909,0.0029756976107723617
493,119,500,0.010202890262007713,0.0011022388935089111
315,112,248,0.009067940525710583,0.003185843350365758
150,96,153,0.010492942295968533,0.002101045991626701
455,16,185,0.006542060058563948,0.0038522890868455343
330,9,145,0.009239819832146168,0.003743314234910671
251,62,174,0.007474860642105341,0.002920845965431495
234,49,136,0.01052186544984579,0.0032971405882990974
240,76,123,0.011156159453094006,0.00296079565021323
265,42,215,0.0074589671567082405,0.0030468703069103263
239,83,151,0.010286937467753887,0.002625080483495349
114,1,162,0.0067428043112158775,0.004206910820332645
465,19,161,0.005999914836138487,0.0042596377125865195
102,58,113,0.008979483507573605,0.0023734065640907166
279,50,169,0.007985777221620083,0.00260457659831771
477,22,181,0.006036416161805391,0.0034217875291544355
56,32,123,0.012447922490537167,0.0018255805898019495
143,46,120,0.007773942779749632,0.0022826608381356535
75,85,127,0.008028157986700535,0.0024442389512842055
95,92,109,0.009544086642563343,0.002158833221377184
450,73,145,0.009504050016403198,0.0036043723362540318
299,12,173,0.00527953403070569,0.004077798747790179
299,30,113,0.00896289013326168,0.0037025483159644538
144,54,115,0.008970185182988644,0.0023287965827399775
171,12,149,0.007134867832064629,0.0032620486467411476
472,89,146,0.010193484835326672,0.003906146149771909
283,98,199,0.009103587828576565,0.0036380153582349683
115,93,135,0.00816236063838005,0.0020346262584401606
296,10,163,0.0065859779715538025,0.0036039441446788214
160,51,115,0.009670664556324482,0.0028573854595911924
481,66,260,0.006404660642147064,0.0029021160435875014
378,94,151,0.00836606603115797,0.003258144200536544
312,72,121,0.007240846287459135,0.003662249092012644
338,18,165,0.005940291099250317,0.003821404205058209
245,80,225,0.007644111290574074,0.002198009115910191
347,114,323,0.015981819480657578,0.0020953905768692493
236,12,234,0.006029186770319939,0.003361806481012276
462,103,275,0.008887729607522488,0.0032823718152940272
294,107,181,0.010053646750748158,0.003859246938955039
410,102,148,0.011767043732106686,0.0032559817294693654
242,84,121,0.007743532303720713,0.003170086034677095
253,110,271,0.008122913539409637,0.0034717225835525565
299,36,186,0.0084304828196764,0.003745151110618172
257,95,197,0.008833815343677998,0.0030476842957520575
79,108,223,0.00889804307371378,0.001869376994781541
453,101,160,0.010686158202588558,0.0027925215879804456
488,23,201,0.006283240858465433,0.0038081875054416714
227,33,138,0.008677748963236809,0.003631283354433623
182,68,114,0.007468720432370901,0.0031886406885903505
368,28,191,0.008554128929972649,0.0031058742720563985
408,26,235,0.007219506427645683,0.0035632174973795703
77,56,149,0.010817881673574448,0.0014283371852301162
68,38,114,0.008481849916279316,0.002118894190012717
270,37,161,0.008043901063501835,0.003044249105732888
248,20,151,0.0074814697727561,0.003610642649284548
267,115,271,0.008371134288609028,0.0022717248648405075
216,118,500,0.011207005940377712,0.0011033094488084316
195,45,246,0.007793637923896313,0.0021789185266243294
206,21,120,0.009586076252162457,0.0025851376774274587
269,6,260,0.0063770306296646595,0.0030430534131567666
373,87,171,0.01156570389866829,0.0028737729428232545
484,63,137,0.011641460470855236,0.003406528434658676
354,74,168,0.008749162778258324,0.00316305804163824
289,14,150,0.006802006624639034,0.004143419603645368
401,31,209,0.006979165133088827,0.003487136632577668
423,82,147,0.009445128962397575,0.003676289414787399
365,90,141,0.008347375318408012,0.0031028111568755573
429,8,323,0.005347837693989277,0.004004822151068974
92,111,174,0.009592249989509583,0.0020967880742520924
51,86,140,0.010634208470582962,0.0015296076277961895
420,79,163,0.006802251562476158,0.004438290286711172
429,17,165,0.005560295656323433,0.004095914709148929
250,8,225,0.005779878702014685,0.0033557877718508014
412,27,164,0.007394464686512947,0.004165433911882617
485,64,131,0.009042666293680668,0.003505302338682279
348,8,148,0.006863217335194349,0.003880854453378861
396,15,176,0.007191245909780264,0.0035948478767429204
313,25,172,0.0057477280497550964,0.0035080627256504977
386,109,212,0.010275443084537983,0.002960132054674129
385,59,149,0.009172926656901836,0.0037585608594269417
282,11,124,0.006725936662405729,0.0036756327301088088
454,43,187,0.009522314183413982,0.002838952253102786
73,48,111,0.013143823482096195,0.0019427751292472317
136,3,223,0.007310009095817804,0.0020338361366646508
135,44,213,0.009458675980567932,0.0023645375654331013
49,12,114,0.011145910255921383,0.0011557452010715174
332,55,129,0.008182186633348465,0.0030322720201545823
162,29,172,0.0056655528023839,0.003062078484005972
351,117,465,0.009754661470651627,0.0009638819610700011
