batch_size,lags,epoch,val_loss,train_loss
426,34,160,0.008042301051318645,0.0035477048344349105
174,77,126,0.008664610795676708,0.002671727851266041
237,104,192,0.009503776207566261,0.003396027139388025
42,97,227,0.00848103784956038,0.0011173487041378394
170,91,117,0.00981039460748434,0.0023769339194330266
130,5,208,0.0059727332554757595,0.0028342941579813626
224,113,261,0.009518617764115334,0.0022446490824222566
202,23,133,0.008238163776695728,0.0032206350988675412
105,71,120,0.008997608907520771,0.002180677943017698
429,116,256,0.014119595289230347,0.0012503255857154727
48,52,124,0.014323660917580128,0.0014803699017144167
163,75,125,0.010552913881838322,0.002422967071955403
252,13,129,0.006758531555533409,0.003956378767571341
405,4,232,0.006193251349031925,0.0038156769979143497
359,24,185,0.006613193079829216,0.0035871705294029258
353,6,181,0.005946624558418989,0.003910941405567221
421,99,178,0.01169514749199152,0.0032977421151439623
392,67,123,0.011583707295358181,0.003175352340564132
380,7,248,0.006870761513710022,0.0033949104095385833
188,105,178,0.01070468034595251,0.0028558852784853015
473,8,164,0.006934069562703371,0.004561547377639499
169,60,120,0.013525215908885002,0.0028239976410476264
208,35,113,0.009748939424753189,0.003394598039472854
255,81,131,0.01093457080423832,0.0035574320839562765
431,47,170,0.0055511449463665485,0.0037969860576447987
303,40,220,0.008809436112642288,0.0027984197835087196
62,70,106,0.008953440003097057,0.0023580956218288616
370,39,191,0.007334846071898937,0.0036234449034031383
327,65,146,0.00898225698620081,0.0031961841322929382
55,78,116,0.011480988080923757,0.002103846164471987
94,106,234,0.008563818410038948,0.002631439969021206
46,61,105,0.012620642098287742,0.0017553643418415006
89,69,120,0.011418599635362625,0.0024761423800050072
129,10,111,0.009283866733312607,0.0031764584219205047
211,112,248,0.009930422529578209,0.002580615646050622
311,9,143,0.0061791082844138145,0.0048400750768911325
70,2,133,0.008374474011361599,0.0018869033483180986
147,88,134,0.012152855284512043,0.0023156120706799214
37,62,106,0.012880679794276755,0.00134586817207464
263,83,149,0.010199793614447117,0.0029048096058735
275,57,142,0.008207838982343674,0.003463271311678303
219,119,259,0.011699615977704525,0.0013520910870283842
402,53,148,0.007822072133421898,0.0037219574354821817
209,100,183,0.009025396779179573,0.0029276333724185095
298,42,158,0.006356125697493553,0.0034810484073435266
183,96,198,0.009551805444061756,0.0018860478569487375
238,49,187,0.00870284903794527,0.0026205467739297697
97,41,136,0.009914472699165344,0.0028022134158323243
67,58,109,0.009150241501629353,0.0019238975223635276
310,19,193,0.007769180461764336,0.0031181751341768063
52,76,123,0.010410508265097936,0.0013164612475964354
226,16,159,0.008704626932740211,0.0034171168000833823
119,22,114,0.009026252664625645,0.0032178421944722927
470,12,173,0.006578764412552118,0.0040452311318072065
44,85,132,0.0082788177455465,0.0014547455095453188
187,32,133,0.007869073189795017,0.0028969677328132093
167,92,115,0.009259220212697983,0.003325367211829871
272,1,268,0.005732679273933172,0.004074218213536787
175,30,120,0.009670574218034744,0.003747510056500234
415,46,170,0.008785863406956196,0.003262702254316127
304,73,127,0.009610935114324093,0.0027903077093827905
151,23,134,0.009297064505517483,0.002559312228823464
428,51,116,0.006945429369807243,0.004565543932087644
287,54,160,0.006724638864398003,0.002928631145213903
199,94,120,0.009060224518179893,0.003240108254797541
387,56,124,0.00852139014750719,0.003365169435197518
481,18,180,0.0086838249117136,0.003983805712307756
364,80,135,0.009112517349421978,0.0035251845404304363
212,108,170,0.010233781300485134,0.0029263692787262026
148,89,150,0.00715210847556591,0.002195976019304778
230,50,116,0.00914121512323618,0.0037529399220030107
256,102,188,0.0087079843506217,0.002565219325737821
168,98,133,0.007094981148838997,0.0033928035733927237
434,95,170,0.00753377377986908,0.003910434636230947
478,107,276,0.006842175964266062,0.0038258201605640353
494,93,143,0.009165951050817966,0.00366216137772426
81,110,126,0.011487603187561035,0.0025830907663995668
260,114,253,0.011018199846148491,0.0025002339389175177
101,28,104,0.007480553817003965,0.0034057554924051357
375,45,181,0.007643978577107191,0.003756323805848499
461,6,203,0.0064351605251431465,0.004275578367677671
292,38,190,0.008980215527117252,0.0035066270876581533
447,103,243,0.010473852045834064,0.0029948935370027485
251,68,112,0.012808352708816528,0.0030264299911712963
164,45,137,0.009109525941312313,0.0029668587380675252
300,36,196,0.008832773193717003,0.0030572727109868954
297,33,149,0.006605962291359901,0.003669668048054778
406,66,142,0.011608216911554337,0.003566552364127406
302,72,167,0.008727303706109524,0.002817300518595234
72,84,130,0.01249683741480112,0.0018131883539767427
411,101,196,0.00922758411616087,0.00253125028393697
