n,loss
176,6.891050459106104
253,8.587544091353433
350,27.87667404125166
26,5.375645372129547
332,22.887230063430867
169,6.507281593767437
308,17.203383963758956
242,8.645462220935782
34,5.03865515697849
257,8.811326882118577
325,20.833204477509252
346,26.825957474421404
260,9.1013751736785
246,8.560463078521346
365,32.18102645879555
16,6.393312636634941
80,3.346849562218345
40,4.639792332999108
346,26.825957474421404
237,8.703408219173228
275,11.82701079209751
35,4.975129310945703
344,26.287247934790866
191,6.433132996864128
351,28.13993989158564
104,4.313328082184179
340,25.176668391607606
232,8.586327963906857
183,6.8746356243642355
156,5.740926635484112
80,3.346849562218345
87,3.391397480064203
195,6.188849106338078
134,6.3239177949628145
266,9.952861414396812
300,16.123212207391536
309,17.35849414994553
113,5.137448405047722
14,6.753246086830143
196,6.138191995774828
291,14.93308334431775
80,3.346849562218345
100,3.985864878000704
56,4.035351037169325
283,13.558381675232267
296,15.631965468829724
80,3.346849562218345
69,3.9254836253462297
186,6.751369933449243
53,4.16055515931948
163,6.125700582994301
256,8.737915017292707
159,5.878494976740812
216,6.9969629748337505
292,15.08246261651715
221,7.625428746320508
253,8.587544091353433
33,5.089666121508299
80,3.346849562218345
31,5.137718832636778
271,10.940425727942783
177,6.910509428250857
38,4.7648084507559965
311,17.683171033267765
165,6.247412086004218
106,4.488307601122845
342,25.739327825351737
80,3.346849562218345
66,3.9821234431204497
80,3.346849562218345
78,3.4014738677893135
148,5.762919077368733
121,5.869334430049057
12,7.260086455665141
286,14.118265567340572
80,3.346849562218345
123,6.026377219428653
328,21.70218135954343
285,13.938983358261149
255,8.676236185589474
164,6.186537358787539
145,5.867507161654694
248,8.540505210246415
264,9.628289489323093
19,5.952244731778049
335,23.750283932702995
114,5.229743003961274
252,8.558980339108
220,7.502312134111193
322,20.025041159936524
347,27.090808010461817
82,3.3214247259274585
49,4.280154654000685
180,6.918573021434978
109,4.760009838644121
82,3.3214247259274585
17,6.232198091744834
82,3.3214247259274585
193,6.305811122595343
167,6.371604556555987
214,6.76491181434326
61,3.916539288523319
302,16.372605670778984
226,8.15296882003774
364,31.856167573673872
141,6.083330121847223
82,3.3214247259274585
99,3.915552648910825
86,3.3677040692580147
112,5.041795185345701
82,3.3214247259274585
262,9.344062594906035
82,3.3214247259274585
272,11.159306548576225
254,8.62649515422469
43,4.473786852912251
306,16.91198392604443
312,17.853001621847884
192,6.368722644553867
50,4.261537687730949
288,14.456314329377697
20,5.852867297526308
6,9.05384582458739
336,24.034412361505236
258,8.897249949065703
82,3.3214247259274585
278,12.492794466363824
329,21.998716254055335
29,5.19687069556384
42,4.521999011019486
63,3.949507454766595
45,4.394132328029318
349,27.61531703752362
173,6.768219537486708
75,3.551567413726701
48,4.298559038053632
263,9.480532865369971
222,7.7414404818462055
289,14.618039435267029
126,6.20512555590681
152,5.688324390690581
354,28.940604123503054
188,6.631438422186992
146,5.828219092254841
27,5.319376454826076
334,23.465614192598093
64,3.9637430442672485
224,7.956787922114068
105,4.398498276387726
82,3.3214247259274585
82,3.3214247259274585
358,30.036547798991265
184,6.844693859691745
175,6.859758605445966
95,3.6792664339892647
213,6.657146818962083
314,18.210935051463892
68,3.958817054373156
85,3.350171056143079
60,3.912853534737368
261,9.218015100747767
247,8.54829276347267
8,8.588625573577824
240,8.685092232935567
198,6.04904136980644
197,6.091279849343117
241,8.666382235489229
270,10.726787095016306
57,3.9934927315552486
154,5.693790242799267
82,3.3214247259274585
245,8.576972397590945
229,8.401355404364937
153,5.686711822663018
39,4.704549564605906
83,3.3201673913058154
227,8.2415492781407
321,19.772169278839403
297,15.757496603849695
72,3.746965412317259
189,6.5670334877989776
305,16.772847122254053
70,3.8782975320963042
18,6.078215243691003
269,10.520632418209157
94,3.637178761520326
259,8.99391992339889
83,3.3201673913058154
326,21.117633905246645
89,3.464232481775469
307,17.054429484826557
151,5.699835243818828
327,21.40848152894705
243,8.621587564443942
235,8.6821219125113
230,8.472245260597418
83,3.3201673913058154
83,3.3201673913058154
276,12.051642551254007
142,6.022357233879668
138,6.237348619145096
208,6.19253766561166
341,25.46011410159933
62,3.9320011411143736
108,4.670996717298012
299,16.00136924257322
102,4.140918777698317
117,5.513511936173411
161,6.001891742534951
97,3.7825594792258816
83,3.3201673913058154
107,4.579936845313096
233,8.62679665255886
337,24.319254259273524
83,3.3201673913058154
83,3.3201673913058154
83,3.3201673913058154
32,5.1167053093300545
157,5.777100560303924
3,8.271174233866189
4,8.661635312970137
83,3.3201673913058154
194,6.246277012343852
238,8.704007094843275
360,30.617530178036528
149,5.736163646346072
88,3.4252567525365962
217,7.122382420789649
54,4.120241105334252
267,10.132375521991708
348,27.353910749236828
55,4.0774014598970245
190,6.4994559607499545
284,13.752785794541198
132,6.32776584205121
361,30.91686624205884
187,6.6931428958746615
179,6.923584487312496
147,5.7936113290929425
211,6.451628076778774
23,5.575103806636952
206,6.070727375512953
96,3.7272401540075166
135,6.315913538547446
212,6.552276929104795
127,6.244427391942648
155,5.713561699408975
58,3.953021573090012
144,5.912328021386258
170,6.576780892897587
323,20.28648278752571
207,6.126196962856107
158,5.822602678381924
280,12.927518698607372
115,5.319493041074156
331,22.593347051391465
205,6.026859929692109
90,3.500811764119265
160,5.9395652030177795
83,3.3201673913058154
83,3.3201673913058154
124,6.093047316170977
119,5.701127149035668
130,6.305905887113472
93,3.5989735571510497
279,12.710405574958179
150,5.715125614967931
7,8.915862990217581
46,4.351887519177308
330,22.296288958681217
178,6.921394503353816
103,4.228836491450847
318,19.051250584475877
13,6.988087093722032
36,4.909498410834637
251,8.543596298500727
176,6.891050459106104
298,15.880277513730613
204,5.9935920429675
338,24.60588237739613
343,26.01532968981029
81,3.329964806318459
91,3.533476952610931
166,6.308513348723164
143,5.964527618391208
37,4.836935308785923
203,5.971863740331325
51,4.235461309713745
10,7.869796583171866
281,13.142583147208235
168,6.43836206592703
44,4.432258902338945
277,12.273389712634057
171,6.645060399755303
83,3.3201673913058154
140,6.1415627000708755
185,6.803145683396603
116,5.413842610684456
324,20.556071546884436
200,5.984090845905718
11,7.563915603633501
47,4.3234593104072845
25,5.432532141790645
172,6.709952955160585
293,15.227484629169824
65,3.9767385254776304
202,5.96335918279573
128,6.272123920214491
120,5.784558866903542
22,5.669491595630956
129,6.290016344954548
295,15.50235026371188
84,3.3332644981077837
250,8.536505789288755
273,11.379396780979567
225,8.056961475912667
274,11.602042951136445
71,3.8155760799752527
101,4.056963267735339
5,8.984587281012116
2,7.751603991985576
219,7.377081778283038
83,3.3201673913058154
359,30.324199502176683
28,5.2559096303386506
199,6.012973862879055
139,6.1921933555790885
41,4.579667638957206
317,18.8252008100099
239,8.697440838999503
357,29.756040686498434
352,28.40502133322978
59,3.9248080359104516
215,6.877809187374214
181,6.909211215686174
30,5.1548070794951135
131,6.318471391401066
223,7.85130789985
15,6.5612668576331705
316,18.609251314270523
136,6.300506856056008
133,6.329059989035177
290,14.778094711861009
52,4.202079031528187
363,31.536123733979014
320,19.52597227660861
234,8.658859984421488
182,6.894604670489897
218,7.249574875730563
268,10.322258391123974
236,8.69641665020842
74,3.6168375986037753
24,5.491646882708302
9,8.195086286036462
301,16.246953844687688
353,28.672651944876147
249,8.536257517894887
333,23.177665613705532
77,3.443932462516012
111,4.946396953437651
125,6.154040342942639
244,8.597850017717112
110,4.850952976299953
356,29.480393173251446
313,18.02846664647748
174,6.818560198619227
310,17.518008692131215
265,9.785089345707583
21,5.762961698474686
162,6.064206487253711
351,28.13993989158564
319,19.28545068071057
294,15.367939967654712
350,27.87667404125166
137,6.2740090315433505
98,3.848178913847676
282,13.353642657832275
201,5.967526096249936
287,14.289826198886301
35,4.975129310945703
210,6.35666725975548
83,3.3201673913058154
345,26.557756469284616
355,29.208854493484036
76,3.493364870038412
16,6.393312636634941
325,20.833204477509252
92,3.565378360013856
362,31.22211346504262
104,4.313328082184179
87,3.391397480064203
308,17.203383963758956
34,5.03865515697849
231,8.534662914235499
365,32.18102645879555
257,8.811326882118577
169,6.507281593767437
228,8.324514587347734
246,8.560463078521346
304,16.635815204446054
134,6.3239177949628145
260,9.1013751736785
79,3.3708607341364405
83,3.3201673913058154
303,16.501451516812903
296,15.631965468829724
83,3.3201673913058154
339,24.892084395612624
300,16.123212207391536
346,26.825957474421404
340,25.176668391607606
191,6.433132996864128
73,3.682016579783273
