"SvyDate","Date","Dmgrph","DmgrphCode","Mean_crrnt","Pop","PopNmbr"
"2018-6-2_2018-7-2",2018-07-02,Al Hudaydah,3411,20.7882,3315493,689229
"2018-6-2_2018-7-2",2018-07-02,Al Jawf,3412,22.0857,589218,130132
"2018-6-2_2018-7-2",2018-07-02,Al Maharah,3413,2.89231,159396,4610
"2018-6-2_2018-7-2",2018-07-02,Al Mahwit,3414,16.8151,749952,126105
"2018-6-2_2018-7-2",2018-07-02,Amanat Al Asimah,144969,17.0004,2963191,503754
"2018-6-2_2018-7-2",2018-07-02,Amran,3415,20.4467,1173354,239912
"2018-6-2_2018-7-2",2018-07-02,Dhamar,3416,26.9111,2064401,555552
"2018-6-2_2018-7-2",2018-07-02,Hadramaut,900100,23.8228,1409349,335746
"2018-6-2_2018-7-2",2018-07-02,Hajjah,3418,28.3613,2187109,620293
"2018-6-2_2018-7-2",2018-07-02,Ibb,3419,25.0367,3016766,755297
"2018-6-2_2018-7-2",2018-07-02,Lahj,3420,31.7624,1027981,326511
"2018-6-2_2018-7-2",2018-07-02,Marib,3421,32.5962,368454,120102
"2018-6-2_2018-7-2",2018-07-02,Raymah,144971,54.1218,622101,336692
"2018-6-2_2018-7-2",2018-07-02,Sa'ada,3422,17.676,923595,163254
"2018-6-2_2018-7-2",2018-07-02,Sana'a,3423,26.9177,1497112,402988
"2018-6-2_2018-7-2",2018-07-02,Socotra,900101,23.8228,58723,13989
"2018-6-2_2018-7-2",2018-07-02,Shabwah,3424,16.7523,649970,108884
"2018-6-2_2018-7-2",2018-07-02,Taizz,3425,26.5634,3011994,800086
"2018-6-2_2018-7-2",2018-07-02,Abyan,3407,31.1587,583193,181715
"2018-6-2_2018-7-2",2018-07-02,Aden,3409,16.6195,953907,158534
"2018-6-2_2018-7-2",2018-07-02,Al Bayda,3410,38.3327,770257,295260
"2018-6-2_2018-7-2",2018-07-02,Al Dhale'e,3408,29.1948,753302,219925
"2018-6-3_2018-7-3",2018-07-03,Al Maharah,3413,2.91383,159396,4644
"2018-6-3_2018-7-3",2018-07-03,Al Jawf,3412,23.4772,589218,138331
"2018-6-3_2018-7-3",2018-07-03,Al Mahwit,3414,19.8334,749952,148741
"2018-6-3_2018-7-3",2018-07-03,Amanat Al Asimah,144969,17.2082,2963191,509910
"2018-6-3_2018-7-3",2018-07-03,Amran,3415,21.689,1173354,254488
"2018-6-3_2018-7-3",2018-07-03,Dhamar,3416,28.0716,2064401,579510
"2018-6-3_2018-7-3",2018-07-03,Hadramaut,900100,23.6999,1409349,334014
"2018-6-3_2018-7-3",2018-07-03,Hajjah,3418,28.8054,2187109,630006
"2018-6-3_2018-7-3",2018-07-03,Ibb,3419,27.1024,3016766,817615
"2018-6-3_2018-7-3",2018-07-03,Lahj,3420,32.0495,1027981,329462
"2018-6-3_2018-7-3",2018-07-03,Marib,3421,33.3333,368454,122817
"2018-6-3_2018-7-3",2018-07-03,Raymah,144971,56.7227,622101,352872
"2018-6-3_2018-7-3",2018-07-03,Sa'ada,3422,17.1346,923595,158253
"2018-6-3_2018-7-3",2018-07-03,Sana'a,3423,25.7835,1497112,386007
"2018-6-3_2018-7-3",2018-07-03,Shabwah,3424,18.2575,649970,118667
"2018-6-3_2018-7-3",2018-07-03,Taizz,3425,29.124,3011994,877213
"2018-6-3_2018-7-3",2018-07-03,Abyan,3407,32.6752,583193,190559
"2018-6-3_2018-7-3",2018-07-03,Aden,3409,16.3706,953907,156160
"2018-6-3_2018-7-3",2018-07-03,Al Bayda,3410,43.2921,770257,333460
"2018-6-3_2018-7-3",2018-07-03,Socotra,900101,23.6999,58723,13917
"2018-6-3_2018-7-3",2018-07-03,Al Dhale'e,3408,31.3369,753302,236061
"2018-6-3_2018-7-3",2018-07-03,Al Hudaydah,3411,20.6925,3315493,686059
"2018-6-4_2018-7-4",2018-07-04,Ibb,3419,29.8441,3016766,900325
"2018-6-4_2018-7-4",2018-07-04,Lahj,3420,33.1063,1027981,340326
"2018-6-4_2018-7-4",2018-07-04,Marib,3421,36.8837,368454,135899
"2018-6-4_2018-7-4",2018-07-04,Raymah,144971,56.3063,622101,350282
"2018-6-4_2018-7-4",2018-07-04,Sa'ada,3422,17.4545,923595,161209
"2018-6-4_2018-7-4",2018-07-04,Sana'a,3423,25.436,1497112,380806
"2018-6-4_2018-7-4",2018-07-04,Shabwah,3424,19.0831,649970,124034
"2018-6-4_2018-7-4",2018-07-04,Taizz,3425,29.428,3011994,886368
"2018-6-4_2018-7-4",2018-07-04,Socotra,900101,23.1032,58723,13566
"2018-6-4_2018-7-4",2018-07-04,Abyan,3407,33.4156,583193,194877
"2018-6-4_2018-7-4",2018-07-04,Aden,3409,15.0892,953907,143936
"2018-6-4_2018-7-4",2018-07-04,Al Bayda,3410,45.1282,770257,347603
"2018-6-4_2018-7-4",2018-07-04,Al Dhale'e,3408,33.1352,753302,249607
"2018-6-4_2018-7-4",2018-07-04,Al Hudaydah,3411,21.8251,3315493,723608
"2018-6-4_2018-7-4",2018-07-04,Al Jawf,3412,24.864,589218,146503
"2018-6-4_2018-7-4",2018-07-04,Al Maharah,3413,2.95041,159396,4702
"2018-6-4_2018-7-4",2018-07-04,Al Mahwit,3414,19.6143,749952,147097
"2018-6-4_2018-7-4",2018-07-04,Amanat Al Asimah,144969,18.0708,2963191,535472
"2018-6-4_2018-7-4",2018-07-04,Amran,3415,25.6111,1173354,300509
"2018-6-4_2018-7-4",2018-07-04,Dhamar,3416,28.9676,2064401,598007
"2018-6-4_2018-7-4",2018-07-04,Hadramaut,900100,23.1032,1409349,325604
"2018-6-4_2018-7-4",2018-07-04,Hajjah,3418,30.9937,2187109,677866
"2018-6-5_2018-7-5",2018-07-05,Ibb,3419,29.0254,3016766,875627
"2018-6-5_2018-7-5",2018-07-05,Abyan,3407,33.5315,583193,195553
"2018-6-5_2018-7-5",2018-07-05,Aden,3409,15.7665,953907,150397
"2018-6-5_2018-7-5",2018-07-05,Al Bayda,3410,43.9593,770257,338599
"2018-6-5_2018-7-5",2018-07-05,Al Dhale'e,3408,34.5543,753302,260298
"2018-6-5_2018-7-5",2018-07-05,Lahj,3420,32.9388,1027981,338604
"2018-6-5_2018-7-5",2018-07-05,Al Hudaydah,3411,21.4817,3315493,712224
"2018-6-5_2018-7-5",2018-07-05,Marib,3421,36.8976,368454,135950
"2018-6-5_2018-7-5",2018-07-05,Al Jawf,3412,27.815,589218,163890
"2018-6-5_2018-7-5",2018-07-05,Raymah,144971,56.231,622101,349813
"2018-6-5_2018-7-5",2018-07-05,Al Maharah,3413,2.24791,159396,3583
"2018-6-5_2018-7-5",2018-07-05,Sa'ada,3422,17.8463,923595,164827
"2018-6-5_2018-7-5",2018-07-05,Al Mahwit,3414,19.5586,749952,146679
"2018-6-5_2018-7-5",2018-07-05,Sana'a,3423,27.4218,1497112,410534
"2018-6-5_2018-7-5",2018-07-05,Amanat Al Asimah,144969,19.022,2963191,563657
"2018-6-5_2018-7-5",2018-07-05,Shabwah,3424,20.3495,649970,132265
"2018-6-5_2018-7-5",2018-07-05,Amran,3415,27.9225,1173354,327629
"2018-6-5_2018-7-5",2018-07-05,Taizz,3425,30.456,3011994,917333
"2018-6-5_2018-7-5",2018-07-05,Dhamar,3416,30.5548,2064401,630773
