"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2019,1,1,0.821,0.577
2019,1,2,0.667,0.513
2019,1,3,1.051,0.756
2019,2,1,2.192,1.359
2019,2,2,2.487,1.192
2019,2,3,1.641,0.974
2019,3,1,2.859,1.538
2019,3,2,2.423,1.731
2019,3,3,4.167,4.154
2019,4,1,8.5,12.846
2019,4,2,15.821,16.141
2019,4,3,7.949,16.615
2019,5,1,3.397,11.385
2019,5,2,7.474,12
2019,5,3,23.41,11.038
2019,6,1,2.282,1
2019,6,2,0,0
2019,6,3,0.718,0.051
2019,7,1,13.333,10
2019,7,2,8.256,12.833
2019,7,3,9.654,14.795
2019,8,1,15.936,20.038
2019,8,2,8.782,18.308
2019,8,3,12.846,19.295
2019,9,1,4.962,3.103
2019,9,2,4.872,2.628
2019,9,3,4.128,2.038
2019,10,1,2.487,1.603
2019,10,2,2.321,0.769
2019,10,3,0.346,0.731
2019,11,1,0.782,1
2019,11,2,1.026,1.115
2019,11,3,2.09,0.692
2019,12,1,1.026,0.987
2019,12,2,1.308,0.808
2019,12,3,1.808,0.987
2020,1,1,0.782,0.577
2020,1,2,0.641,0.513
2020,1,3,1.282,0.756
2020,2,1,2.321,1.359
2020,2,2,2.333,1.192
2020,2,3,1.487,0.974
2020,3,1,2.026,1.538
2020,3,2,2.051,1.731
2020,3,3,4.346,4.154
2020,4,1,,12.846
2020,4,2,,16.141
2020,4,3,,16.615
2020,5,1,,11.385
2020,5,2,,12
2020,5,3,,11.038
2020,6,1,,1
2020,6,2,,0
2020,6,3,,0.051
2020,7,1,,10
2020,7,2,,12.833
2020,7,3,,14.795
2020,8,1,,20.038
2020,8,2,,18.308
2020,8,3,,19.295
2020,9,1,,3.103
2020,9,2,,2.628
2020,9,3,,2.038
2020,10,1,,1.603
2020,10,2,,0.769
2020,10,3,,0.731
2020,11,1,,1
2020,11,2,,1.115
2020,11,3,,0.692
2020,12,1,,0.987
2020,12,2,,0.808
2020,12,3,,0.987