AdminStrata,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Cascades,Cascades,Cascades,Centre,Centre,Centre,Centre-Est,Centre-Est,Centre-Est,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Sud,Centre-Sud,Centre-Sud,Est,Est,Est,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Nord,Nord,Nord,Plateau-Central,Plateau-Central,Plateau-Central,Sahel,Sahel,Sahel,Sud-Ouest,Sud-Ouest,Sud-Ouest
Indicator,1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm)
2019-09-08,104.74783363032607,106.27137793333826,424.5106000000016,120.69595773225092,114.75658037489312,515.9716999999997,119.61773391057197,124.61622256640825,394.22479999999894,113.72744066746155,122.86247741514596,400.3449999999983,113.45686009448137,113.03255567964791,343.95330000000075,109.58475879433192,113.27248306640122,428.77120000000014,110.3956367856484,120.04832260611548,425.17660000000035,110.42431382300413,116.86742886205681,376.47510000000113,111.14442479044227,110.06477033669422,472.49749999999716,110.13830193398614,108.76474031181309,382.01669999999837,118.49799799170123,123.80610682112443,383.5347999999984,107.58825836780194,105.74780933582224,284.6802999999999,117.74259682803532,117.51808030812778,465.6787999999995
2019-09-09,104.80036505738703,106.24011605042035,426.2755000000016,120.65309713100189,114.89397577112277,518.5115999999997,118.54336514778583,124.24967001720456,392.4727999999989,112.90877245231543,122.42164518328593,397.94839999999834,113.01248837878383,112.92950936300859,342.44880000000074,109.12837100706338,113.01108280283259,429.98020000000014,109.76473347061194,119.55239723457336,424.78830000000033,109.67548018571718,116.55155218107707,375.11500000000115,110.91365409803156,109.99645374975661,474.0025999999972,110.07095864814495,108.83210896192017,382.7930999999984,117.54370698697582,123.40998142800846,381.7807999999984,107.62199665148759,105.80992228203957,283.99399999999986,117.53688646171653,117.497259160475,467.8466999999995
2019-09-10,104.8817766948524,106.22045945135214,428.0404000000016,120.55439587111773,115.0268705129741,521.0514999999997,117.477595216776,123.8930100145873,390.7207999999989,112.08258960800563,121.9707252435848,395.55179999999837,112.55353762245602,112.83106466289999,340.94430000000074,108.6810161690373,112.76016734436992,431.18920000000014,109.14090375756965,119.06015083149474,424.4000000000003,108.9290006294426,116.23201027707024,373.75490000000116,110.6652711410675,109.92398137168077,475.5076999999972,110.01764681651898,108.9113824370138,383.5694999999984,116.58657101176459,123.02224123200543,380.0267999999984,107.64070750043008,105.8775905708478,283.30769999999984,117.31764078679707,117.47301802009453,470.01459999999946
2019-09-11,104.98899635530402,106.21047119459479,428.23820000000165,120.44290963132389,115.1512596503776,521.1360999999996,116.43507823785164,123.5467580207179,388.43199999999894,111.27881148211834,121.51935979224848,395.1263999999984,112.1048725421767,112.74041432449465,339.07090000000073,108.24524438869248,112.51753995224877,431.0371000000002,108.5358089947288,118.5735636269388,423.6031000000003,108.22331649159123,115.92141521313572,375.09250000000117,110.39953310021204,109.8445521192164,474.58699999999726,109.98596041832177,108.9999908385309,382.57429999999846,115.64731933147321,122.64689089940224,378.0754999999984,107.66822309555495,105.9529517668428,282.08579999999984,117.08882731153435,117.44552479766797,471.59159999999946
2019-09-12,105.12202403874188,106.21015128014828,428.4360000000017,120.31863841162036,115.26714318333327,521.2206999999995,115.4158142110128,123.21091403559636,386.14319999999896,110.49743807465352,121.06754882927699,394.70099999999843,111.66649313794585,112.65755834779256,337.19750000000073,107.82105566602887,112.28320062646917,430.8850000000002,107.94944918208941,118.0926356209056,422.80620000000033,107.55842777216309,115.61976698927349,376.4301000000012,110.11643997546514,109.75816599236352,473.6662999999973,109.97589945355335,109.09793416647149,381.5790999999985,114.72595194610166,122.2839304301989,376.1241999999984,107.7045434368622,106.03600587002458,280.86389999999983,116.85044603592834,117.41477949319531,473.16859999999946
2019-09-13,105.280859745166,106.21949970801265,428.6338000000017,120.18158221200716,115.37452111184112,521.3052999999994,114.41980313625943,122.88547805922265,383.854399999999,109.7384693856112,120.6152923546703,394.27559999999846,111.2383994097635,112.58249673279373,335.3241000000007,107.4084500010465,112.05714936703113,430.73290000000026,107.38182431965144,117.61736681339508,422.00930000000034,106.93433447115818,115.32706560548355,377.7677000000012,109.81599176682678,109.66482299112211,472.74559999999735,109.9874639222137,109.20521242083555,380.58389999999855,113.82246885564996,121.93335982439537,374.1728999999984,107.74966852435182,106.12675288039313,279.6419999999998,116.60249695997905,117.38078210667656,474.74559999999946
2019-09-14,105.46550347457635,106.23851647818786,428.83160000000174,120.03174103248429,115.47339343590114,521.3898999999993,113.44704501359156,122.57045009159678,381.565599999999,109.00190541499134,120.16259036842845,393.8501999999985,110.82059135762964,112.51522947949813,333.4507000000007,107.00742739374539,111.83938617393463,430.5808000000003,106.83293440741495,117.14775720440728,421.21240000000034,106.35103658857648,115.04331106176592,379.1053000000012,109.498188474297,109.56452311549215,471.8248999999974,110.02065382430284,109.32182560162309,379.5886999999986,112.9368700601181,121.59517908199169,372.2215999999984,107.8035983580238,106.22519279794845,278.4200999999998,116.34498008368648,117.34353263811172,476.32259999999945
2019-09-15,105.65775955185127,106.25105558812704,424.63250000000176,119.93188507877781,115.58103081589965,523.1318999999993,112.4694869870157,122.24231447196247,373.917599999999,108.25875310265049,119.70711541089439,389.6622999999985,110.38945548601346,112.43597972696095,327.80890000000073,106.61702310632971,111.61876866550786,426.3058000000003,106.27509859857695,116.67336998309622,415.56820000000033,105.77237557185808,114.75747949387326,376.4474000000012,109.19044561301276,109.4675900607959,470.14859999999743,110.05511942680546,109.42630556192125,374.4071999999986,112.04201226068116,121.24592240453626,365.20629999999835,107.86262061249306,106.31599022425428,274.6211999999998,116.10480474916979,117.30700604219292,476.5194999999995
2019-09-16,105.85762797699077,106.25711703783018,420.43340000000177,119.88201435088774,115.69743325183664,524.8738999999993,111.48712905653186,121.90107120031972,366.26959999999906,107.5090124485886,119.24886748206812,385.47439999999847,109.94499179491493,112.34474747518219,322.16710000000074,106.23723713879947,111.39529684175078,422.03080000000034,105.70831689313744,116.1942051494619,409.9240000000003,105.19835142100295,114.46957090180561,373.7895000000012,108.89276318297405,109.37402382703335,468.47229999999746,110.09086072972153,109.51865230173006,369.22569999999865,111.13789545733913,120.88558979202905,358.1909999999983,107.92673528775957,106.3991451593106,270.8222999999998,115.88197095642896,117.27120231892016,476.7163999999995
