AdminStrata,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Cascades,Cascades,Centre,Centre,Centre-Est,Centre-Est,Centre-Nord,Centre-Nord,Centre-Ouest,Centre-Ouest,Centre-Sud,Centre-Sud,Est,Est,Hauts-Bassins,Hauts-Bassins,Nord,Nord,Plateau-Central,Plateau-Central,Sahel,Sahel,Sud-Ouest,Sud-Ouest
Indicator,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly
2018-07-23,0.31927044634740265,97.26729016470996,0.5391309423701299,96.94757488007112,0.26337919740259746,98.78341717573656,0.35689648766233784,98.74281256053781,0.2007503311688311,97.07367405806939,0.37457818254870096,94.3686896499225,0.4172581293831165,102.30984233553906,0.3454145378246752,97.69098110800421,0.4491112156655843,97.17202372383498,0.22369082962662348,102.55681150676867,0.2511290627435066,96.24113360520857,0.17699702922077906,102.54926180166122,0.5188137116883113,97.26765541437665
2018-07-24,0.32269347410714294,97.37692892135648,0.5417978907467533,97.0143973662634,0.26610026883116883,98.9142676846434,0.35980380584415605,98.74808865944773,0.20242929285714278,97.08342864016684,0.37822928400973993,94.5356775633121,0.4208713751623373,102.36926948119762,0.34882199139610376,97.74448612912036,0.4531135437499999,97.33461162196387,0.22583760121753257,102.67413617325727,0.2537180453733767,96.34104177196036,0.17858263636363622,102.69296673063305,0.5220613694805191,97.35541873660053
2018-07-25,0.3261749135551949,97.48913634632812,0.5444452329545455,97.08430322433347,0.26887517175324677,99.04785275825908,0.36269835081168855,98.74709205608556,0.20416933944805188,97.09761351011501,0.38189636663961,94.70396462863714,0.4244578154220776,102.42123903994744,0.3522313655844154,97.79308590696465,0.4571261070616882,97.49904811469992,0.22803844894480532,102.79165398195926,0.2563612869318183,96.44368460766546,0.18021766152597388,102.83826120060516,0.5253049113636359,97.44873165602338
2018-07-26,0.3297147646915585,97.60391243962489,0.5470729689935065,97.15729245428136,0.27170390616883117,99.18417239658358,0.3655801225649353,98.73982275045135,0.20597047094155838,97.11622866791387,0.3855794304383113,94.8735508458976,0.42801745016233733,102.46575101178851,0.35564266038961023,97.83678044153707,0.46114890560064925,97.66533320204312,0.2302933728084417,102.90936493287462,0.2590587874188313,96.54906211232387,0.18190210470779206,102.98514521157757,0.5285443373376618,97.54759417264525
2018-07-27,0.333307146672078,97.71901578966175,0.5497000831818182,97.2310750995288,0.2745881363798702,99.32354967037553,0.36847961014610414,98.7313256129744,0.20782784863636358,97.13856400616312,0.38928188933441527,95.0420175073685,0.43158311545454514,102.50745732491309,0.3590679824837661,97.87658461190401,0.4651894324675324,97.83135268911826,0.23259710636363648,103.02648049898177,0.26181007066558454,96.65698781471933,0.1836294710389609,103.13200817677277,0.5317873329383113,97.64747419380872
2018-07-28,0.33695205949675333,97.8344463964387,0.5523265755194806,97.30565116007578,0.2775278623863636,99.46598457963496,0.37139681355519505,98.72160064365474,0.20974147253246747,97.16461952486273,0.3930037433279217,95.20936461304984,0.435154811298701,102.54635797932119,0.36250733186688305,97.91249841806541,0.4692476876623376,97.99710657592537,0.23494964961038975,103.1430006802807,0.2646151366720781,96.76746171485188,0.18539976051948037,103.27885009619074,0.5350338981655839,97.7483717195138
2018-07-29,0.34064950316558446,97.95020425995571,0.5549524460064935,97.38102063592234,0.2805230841883117,99.61147712436184,0.37433173279220805,98.71064784249235,0.21171134262987007,97.19439522401272,0.39674499241883077,95.37559216294163,0.43873253769480486,102.58245297501277,0.36596070853896095,97.94452186002131,0.4733236711850649,98.16259486246443,0.23735100254870142,103.2589254767714,0.26747398543831186,96.8804838127215,0.1872129731493505,103.42567096983147,0.53828403301948,97.8502867497605
2018-07-30,0.34439947767857154,98.0662893802128,0.5575776946428572,97.45718352706844,0.2835738017857143,99.76002730455617,0.3772843678571431,98.69846720948725,0.21373745892857138,97.22789110361308,0.4005056366071425,95.54070015704386,0.44231629464285677,102.61574231198787,0.3694281124999999,97.97265493777172,0.47741738303571424,98.32781754873545,0.23980116517857158,103.37425488845388,0.27038661696428584,96.99605410832815,0.18906910892857126,103.57247079769498,0.5415377374999996,97.95321928454882
2018-07-31,0.3482019830357144,98.18270175720998,0.5602023214285715,97.53413983351409,0.28668001517857145,99.91163512021798,0.3802547187500003,98.6850587446394,0.21581982142857137,97.26510716366381,0.40428567589285674,95.70468859535654,0.4459060821428568,102.64622599024646,0.3729095437499999,97.99689765131663,0.4815288232142857,98.49277463473844,0.24230013750000015,103.48898891532814,0.27335303125000016,97.11417260167188,0.19096816785714268,103.71924957978125,0.5447950116071424,98.05716932387875
2018-08-01,0.3521229614285715,98.29700081313322,0.5628427055357144,97.61041506791017,0.2899072198214286,100.06325109431002,0.38329666446428595,98.66965947930704,0.21804816499999993,97.30885737144727,0.4081405985714282,95.86686846879745,0.4495482253571425,102.67255419041814,0.3764583251785713,98.01580522323219,0.4856974266071429,98.6558322536531,0.24492018946428584,103.60119992869525,0.2764523526785716,97.23358127665242,0.19296358892857127,103.86027333473733,0.5480698178571424,98.15973412733719
