AdminStrata,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Cascades,Cascades,Cascades,Centre,Centre,Centre,Centre-Est,Centre-Est,Centre-Est,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Sud,Centre-Sud,Centre-Sud,Est,Est,Est,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Nord,Nord,Nord,Plateau-Central,Plateau-Central,Plateau-Central,Sahel,Sahel,Sahel,Sud-Ouest,Sud-Ouest,Sud-Ouest
Indicator,1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm),1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Rainfall (mm)
2016-01-10,100.0,189.59296623231003,0.0,109.51390951391,174.73368104947102,0.725,100.0,155.165162533953,0.0,101.179528188725,149.69727012003,0.0,100.0,178.928274057333,0.0,100.83,158.6284853052,0.0,104.7,150.729445215449,0.0,100.01,153.680162859082,0.001,100.4,193.682675777425,0.04,100.0,194.970963995354,0.0,100.0,169.249312955017,0.0,100.0,130.814777749979,0.0,102.645238570573,157.964601769912,0.09300000000000001
2016-01-11,100.0,183.10929017645492,0.0,109.3961005778378,171.72339338096143,0.055,100.0,151.6100654091156,0.0,101.1665543740517,147.1431921617917,0.0,100.0,173.380665452248,0.0,100.83,154.7114966472915,0.0,104.677,148.1428424771209,0.0,100.01,151.3569559246906,0.0,100.39999600040001,189.6452304582284,0.001,100.0,187.85589187429758,0.0,100.0,164.844370029918,0.0,100.0,128.5781423409207,0.0,102.52471471351569,156.218313288116,0.0
2016-01-12,100.0,176.62561412059983,0.0,109.27829164176559,168.7131057124518,0.055,100.0,148.0549682842782,0.0,101.1535805593784,144.5891142035534,0.0,100.0,167.833056847163,0.0,100.83,150.794507989383,0.0,104.654,145.5562397387928,0.0,100.01,149.03374899029922,0.0,100.3999920008,185.6077851390318,0.001,100.0,180.7408197532412,0.0,100.0,160.439427104819,0.0,100.0,126.34150693186238,0.0,102.4041908564584,154.47202480632,0.0
2016-01-13,100.0,170.14193806474472,0.0,109.1604827056934,165.70281804394222,0.055,100.0,144.4998711594408,0.0,101.1406067447051,142.0350362453151,0.0,100.0,162.285448242078,0.0,100.83,146.8775193314745,0.0,104.631,142.9696370004647,0.0,100.01,146.7105420559078,0.0,100.3999880012,181.5703398198352,0.001,100.0,173.62574763218478,0.0,100.0,156.03448417971998,0.0,100.0,124.10487152280409,0.0,102.2836669994011,152.725736324524,0.0
2016-01-14,100.0,163.6582620088896,0.0,109.04267376962119,162.6925303754326,0.055,100.0,140.9447740346034,0.0,101.1276329300318,139.4809582870768,0.0,100.0,156.737839636993,0.0,100.83,142.960530673566,0.0,104.608,140.38303426213662,0.0,100.01,144.3873351215164,0.0,100.3999840016,177.5328945006386,0.001,100.0,166.5106755111284,0.0,100.0,151.629541254621,0.0,100.0,121.8682361137458,0.0,102.1631431423438,150.979447842728,0.0
2016-01-15,100.0,157.17458595303452,0.0,108.924864833549,159.682242706923,0.055,100.0,137.389676909766,0.0,101.1146591153585,136.9268803288385,0.0,100.0,151.190231031908,0.0,100.83,139.0435420156575,0.0,104.58500000000001,137.7964315238085,0.0,100.01,142.064128187125,0.0,100.399980002,173.49544918144198,0.001,100.0,159.39560339007198,0.0,100.0,147.224598329522,0.0,100.0,119.63160070468749,0.0,102.04261928528649,149.233159360932,0.0
2016-01-16,100.0,150.6909098971794,0.0,108.8070558974768,156.6719550384134,0.055,100.0,133.8345797849286,0.0,101.1016853006852,134.3728023706002,0.0,100.0,145.64262242682298,0.0,100.83,135.126553357749,0.0,104.562,135.2098287854804,0.0,100.01,139.7409212527336,0.0,100.3999760024,169.4580038622454,0.001,100.0,152.28053126901557,0.0,100.0,142.819655404423,0.0,100.0,117.39496529562919,0.0,101.9220954282292,147.486870879136,0.0
2016-01-17,100.0,144.2072338413243,0.0,108.68924696140459,153.6616673699038,0.055,100.0,130.2794826600912,0.0,101.0887114860119,131.8187244123619,0.0,100.0,140.095013821738,0.0,100.83,131.2095646998405,0.0,104.539,132.62322604715231,0.0,100.01,137.4177143183422,0.0,100.3999720028,165.4205585430488,0.001,100.0,145.16545914795918,0.0,100.0,138.414712479324,0.0,100.0,115.1583298865709,0.0,101.8015715711719,145.74058239734,0.0
2016-01-18,100.0,137.7235577854692,0.0,108.5714380253324,150.6513797013942,0.055,100.0,126.7243855352538,0.0,101.0757376713386,129.2646464541236,0.0,100.0,134.547405216653,0.0,100.83,127.292576041932,0.0,104.516,130.0366233088242,0.0,100.01,135.0945073839508,0.0,100.3999680032,161.3831132238522,0.001,100.0,138.0503870269028,0.0,100.0,134.009769554225,0.0,100.0,112.9216944775126,0.0,101.6810477141146,143.994293915544,0.0
