AdminStrata,Agadez,Agadez,Agadez,Agadez,Agadez,Agadez,Agadez,Agadez,Agadez,Agadez,Agadez,Agadez,Agadez,Agadez,Diffa,Diffa,Diffa,Diffa,Diffa,Diffa,Diffa,Diffa,Diffa,Diffa,Diffa,Diffa,Diffa,Diffa,Dosso,Dosso,Dosso,Dosso,Dosso,Dosso,Dosso,Dosso,Dosso,Dosso,Dosso,Dosso,Dosso,Dosso,Maradi,Maradi,Maradi,Maradi,Maradi,Maradi,Maradi,Maradi,Maradi,Maradi,Maradi,Maradi,Maradi,Maradi,Niamey,Niamey,Niamey,Niamey,Niamey,Niamey,Niamey,Niamey,Niamey,Niamey,Niamey,Niamey,Niamey,Niamey,Tahoua,Tahoua,Tahoua,Tahoua,Tahoua,Tahoua,Tahoua,Tahoua,Tahoua,Tahoua,Tahoua,Tahoua,Tahoua,Tahoua,Tillaberi,Tillaberi,Tillaberi,Tillaberi,Tillaberi,Tillaberi,Tillaberi,Tillaberi,Tillaberi,Tillaberi,Tillaberi,Tillaberi,Tillaberi,Tillaberi,Zinder,Zinder,Zinder,Zinder,Zinder,Zinder,Zinder,Zinder,Zinder,Zinder,Zinder,Zinder,Zinder,Zinder
Indicator,1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Code,FCG,Fatalities,Lat,Lon,NDVI,NDVI Anomaly,Population,Price cereals and tubers,Rainfalls (mm),Ramadan,rCSI,1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Code,FCG,Fatalities,Lat,Lon,NDVI,NDVI Anomaly,Population,Price cereals and tubers,Rainfalls (mm),Ramadan,rCSI,1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Code,FCG,Fatalities,Lat,Lon,NDVI,NDVI Anomaly,Population,Price cereals and tubers,Rainfalls (mm),Ramadan,rCSI,1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Code,FCG,Fatalities,Lat,Lon,NDVI,NDVI Anomaly,Population,Price cereals and tubers,Rainfalls (mm),Ramadan,rCSI,1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Code,FCG,Fatalities,Lat,Lon,NDVI,NDVI Anomaly,Population,Price cereals and tubers,Rainfalls (mm),Ramadan,rCSI,1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Code,FCG,Fatalities,Lat,Lon,NDVI,NDVI Anomaly,Population,Price cereals and tubers,Rainfalls (mm),Ramadan,rCSI,1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Code,FCG,Fatalities,Lat,Lon,NDVI,NDVI Anomaly,Population,Price cereals and tubers,Rainfalls (mm),Ramadan,rCSI,1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Code,FCG,Fatalities,Lat,Lon,NDVI,NDVI Anomaly,Population,Price cereals and tubers,Rainfalls (mm),Ramadan,rCSI
2018-01-01,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-02,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-03,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-04,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-05,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-06,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-07,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-08,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-09,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-10,100.01,100.832424933109,32,,,19.494389980863577,10.523129973762938,,,510554,,0.0,,,100.0,102.910100286533,33,,,15.865876830098081,13.217074555052465,,,765478,,0.0,,,100.0,91.14980050779829,34,,,13.195701407046213,3.542856740001413,,,2446823,,0.0,,,100.0,99.9401257359545,35,,,14.112154687379766,7.3072445145775875,,,4373921,,0.0,,,100.0,85.8919453137869,36,,,13.52834035677645,2.1060504265393947,,,897588,,0.0,,,100.0,100.079689212073,37,,,15.77085293821082,5.2475524756137055,,,4634664,,0.0,,,100.0,97.01094716801519,38,,,14.18701717470973,2.1916183554430124,,,3924865,,0.0,,,100.0,99.9900269272963,39,,,14.993623038774476,10.039600500601788,,,4889058,,0.0,,
2018-01-11,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-12,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-13,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-14,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-15,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-16,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-17,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-18,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-19,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-20,100.0,100.77635114959699,32,,,19.494389980863577,10.523129973762938,0.1031922,100.037744621718,510554,,0.0,,,100.0,101.831640884502,33,,,15.865876830098081,13.217074555052465,0.1052971,96.82546214290659,765478,,0.0,,,100.0,99.4947994056464,34,,,13.195701407046213,3.542856740001413,0.1996655,95.025740804599,2446823,,0.0,,,100.0,100.0299970003,35,,,14.112154687379766,7.3072445145775875,0.1839404,99.1841088623652,4373921,,0.0,,,100.0,97.3039447545171,36,,,13.52834035677645,2.1060504265393947,0.1760857,99.42203166226908,897588,,0.0,,,100.0,100.279916025192,37,,,15.77085293821082,5.2475524756137055,0.1441865,98.72231630246507,4634664,,0.0,,,100.0,100.515055467512,38,,,14.18701717470973,2.1916183554430124,0.16075150000000002,98.9403714216234,3924865,,0.0,,,100.0,100.009992006395,39,,,14.993623038774476,10.039600500601788,0.13615370000000002,97.43389909995159,4889058,,0.0,,
2018-01-21,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-22,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-23,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-24,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-25,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-26,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
2018-01-27,,,32,,,19.494389980863577,10.523129973762938,,,510554,,,,,,,33,,,15.865876830098081,13.217074555052465,,,765478,,,,,,,34,,,13.195701407046213,3.542856740001413,,,2446823,,,,,,,35,,,14.112154687379766,7.3072445145775875,,,4373921,,,,,,,36,,,13.52834035677645,2.1060504265393947,,,897588,,,,,,,37,,,15.77085293821082,5.2475524756137055,,,4634664,,,,,,,38,,,14.18701717470973,2.1916183554430124,,,3924865,,,,,,,39,,,14.993623038774476,10.039600500601788,,,4889058,,,,
