AdminStrata,Abyan,Abyan,Aden,Aden,Al Bayda,Al Bayda,Al Dhale'e,Al Dhale'e,Al Hudaydah,Al Hudaydah,Al Jawf,Al Jawf,Al Maharah,Al Maharah,Al Mahwit,Al Mahwit,Amanat Al Asimah,Amanat Al Asimah,Amran,Amran,Dhamar,Dhamar,Hadramaut,Hadramaut,Hajjah,Hajjah,Ibb,Ibb,Lahj,Lahj,Marib,Marib,Raymah,Raymah,Sa'ada,Sa'ada,Sana'a,Sana'a,Shabwah,Shabwah,Taizz,Taizz
Food Group,Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU)
2018-03-02,-1.4043260055502425,-1.177101198930205,-1.4498367680903437,-1.2033762544263673,-1.1303125844555368,-1.203376254426367,-1.4210608916631244,-1.1681153574401753,-1.3358885880380542,-1.2481917170475267,-1.7118641977530216,-1.2493291653374028,-1.1387721089658942,-1.1869969990521365,-1.5611053514852773,-1.188589426657964,-0.928264933899987,-1.1549209572776014,-0.9913312058222533,-1.2306750133834177,-1.2686464711065806,-1.244096903203969,-0.9173781727412655,-1.2734430690827996,-1.1069077177950764,-1.163338074622692,-1.3872635321673015,-1.2221441512093394,-1.5929699594617825,-1.1425227709179397,-1.3701660320319835,-1.3153011661502785,-1.4234904926171645,-1.3667138288527252,-0.9466381938306269,-1.2067885992959986,-1.3472859989107646,-1.22464653744707,-1.089789965201725,-1.2550164067867893,-0.7063761693502975,-1.0857641012530708
2018-03-03,-1.4001714503337341,-1.1642480332545933,-1.4451962755334054,-1.1890444059739154,-1.1356078307923114,-1.190181854263792,-1.416455049258894,-1.1516223572369568,-1.3322136504546536,-1.2371584686357184,-1.6898529048829318,-1.2335186341081106,-1.1408157933211795,-1.1756225161533653,-1.5489943576107232,-1.1809685231157871,-0.9262429071254464,-1.1485512468542893,-1.0024149224769283,-1.2187318063397075,-1.2655080334467892,-1.2286276064616402,-0.9142662446339627,-1.2562675999056547,-1.1048552273213716,-1.1528735503558223,-1.3843387775856812,-1.2124758407453835,-1.58775839407902,-1.1267122396886475,-1.368822276847773,-1.2950545865904655,-1.4199601173447693,-1.3593204149685236,-0.9430700815552489,-1.188248192171001,-1.343518328281292,-1.21270333040336,-1.0835374805520788,-1.2470542687576494,-0.7063416214853465,-1.0732521700644222
2018-03-04,-1.3960168951172258,-1.156285895225453,-1.440555782976467,-1.1905230887507559,-1.1409030771290862,-1.1873382335390994,-1.4118492068546638,-1.1465038399325096,-1.3295637811270435,-1.2335186341081115,-1.667841612012842,-1.2274901581717619,-1.142859477676465,-1.1702765091909426,-1.530481462789803,-1.178579881707045,-0.923071573216074,-1.1459351157875721,-1.0134986391316034,-1.2124758407453833,-1.262844970164013,-1.2221441512093405,-0.9066729275499296,-1.2484192067055024,-1.1030645934760168,-1.1493474606572032,-1.3770936658688642,-1.2088360062177768,-1.5825468286962578,-1.1273947086625737,-1.3757527895090294,-1.2907322830889325,-1.416429742072374,-1.3505620631364696,-0.9573839795157401,-1.1871107438811237,-1.3397506576518192,-1.2103146889946184,-1.0772849959024322,-1.246713034270686,-0.7063070736203955,-1.0690436113918769
2018-03-05,-1.3918623399007175,-1.1483237571963132,-1.4359152904195287,-1.1920017715275961,-1.1461983234658608,-1.1844946128144065,-1.4072433644504334,-1.1413853226280626,-1.326913911799434,-1.2298787995805047,-1.6458303191427524,-1.2214616822354132,-1.1449031620317502,-1.1649305022285201,-1.5119685679688828,-1.1761912402983028,-0.9199002393067016,-1.143318984720855,-1.0245823557862785,-1.2062198751510589,-1.260181906881237,-1.2156606959570408,-0.8990796104658965,-1.2405708135053504,-1.1012739596306618,-1.145821370958584,-1.3698485541520473,-1.2051961716901698,-1.5773352633134954,-1.1280771776365002,-1.3826833021702858,-1.2864099795873993,-1.4128993667999785,-1.3418037113044154,-0.9716978774762313,-1.1859732955912465,-1.3359829870223465,-1.2079260475858764,-1.0710325112527859,-1.246371799783723,-0.7062725257554445,-1.0648350527193315
2018-03-06,-1.3877077846842092,-1.140361619167173,-1.4312747978625904,-1.1934804543044366,-1.1514935698026354,-1.1816509920897138,-1.4026375220462033,-1.1362668053236156,-1.3242640424718242,-1.226238965052898,-1.6238190262726626,-1.2154332062990645,-1.1469468463870356,-1.1595844952660974,-1.4934556731479625,-1.1738025988895606,-0.9167289053973291,-1.1407028536541377,-1.0356660724409539,-1.1999639095567347,-1.257518843598461,-1.2091772407047412,-0.8914862933818634,-1.2327224203051983,-1.099483325785307,-1.1422952812599647,-1.3626034424352302,-1.201556337162563,-1.5721236979307331,-1.1287596466104266,-1.3896138148315422,-1.2820876760858664,-1.4093689915275833,-1.3330453594723612,-0.9860117754367225,-1.1848358473013694,-1.3322153163928738,-1.2055374061771345,-1.0647800266031393,-1.2460305652967596,-0.7062379778904935,-1.0606264940467862
2018-03-07,-1.3835532294677009,-1.132399481138033,-1.426634305305652,-1.194959137081277,-1.1567888161394102,-1.178807371365021,-1.398031679641973,-1.1311482880191686,-1.3216141731442144,-1.222599130525291,-1.6018077334025729,-1.2094047303627156,-1.148990530742321,-1.154238488303675,-1.4749427783270421,-1.1714139574808184,-0.9135575714879567,-1.1380867225874203,-1.046749789095629,-1.1937079439624103,-1.254855780315685,-1.2026937854524415,-0.8838929762978303,-1.224874027105046,-1.0976926919399521,-1.1387691915613456,-1.3553583307184132,-1.197916502634956,-1.5669121325479707,-1.129442115584353,-1.3965443274927987,-1.2777653725843334,-1.405838616255188,-1.3242870076403073,-1.0003256733972137,-1.183698399011492,-1.3284476457634011,-1.2031487647683925,-1.058527541953493,-1.2456893308097965,-0.7062034300255425,-1.056417935374241
2018-03-08,-1.3793986742511926,-1.124437343108893,-1.4219938127487137,-1.1964378198581176,-1.1620840624761848,-1.1759637506403282,-1.3934258372377426,-1.1260297707147215,-1.3189643038166048,-1.2189592959976843,-1.5797964405324831,-1.2033762544263669,-1.151034215097606,-1.1488924813412522,-1.456429883506122,-1.1690253160720763,-0.9103862375785843,-1.135470591520703,-1.057833505750304,-1.1874519783680861,-1.252192717032909,-1.1962103302001421,-0.8762996592137972,-1.217025633904894,-1.095902058094597,-1.1352431018627265,-1.3481132190015963,-1.1942766681073493,-1.5617005671652084,-1.1301245845582795,-1.403474840154055,-1.2734430690828005,-1.4023082409827925,-1.315528655808253,-1.014639571357705,-1.1825609507216148,-1.3246799751339282,-1.2007601233596505,-1.0522750573038464,-1.2453480963228334,-0.7061688821605915,-1.0522093767016956
2018-03-09,-1.3752441190346842,-1.1164752050797528,-1.4173533201917752,-1.197916502634958,-1.1673793088129596,-1.1731201299156355,-1.3888199948335123,-1.1209112534102745,-1.316314434488995,-1.2153194614700775,-1.5577851476623934,-1.1973477784900182,-1.1530778994528914,-1.1435464743788297,-1.4379169886852017,-1.1666366746633343,-0.9072149036692118,-1.1328544604539859,-1.0689172224049792,-1.1811960127737617,-1.2495296537501328,-1.1897268749478425,-0.8687063421297642,-1.2091772407047416,-1.0941114242492422,-1.1317170121641074,-1.3408681072847792,-1.1906368335797426,-1.556489001782446,-1.130807053532206,-1.4104053528153115,-1.2691207655812675,-1.3987778657103973,-1.306770303976199,-1.0289534693181963,-1.1814235024317374,-1.3209123045044555,-1.1983714819509086,-1.0460225726542,-1.24500686183587,-0.7061343342956405,-1.0480008180291502
2018-03-10,-1.371089563818176,-1.108513067050613,-1.4127128276348369,-1.1993951854117983,-1.1726745551497342,-1.1702765091909426,-1.384214152429282,-1.1157927361058273,-1.3136645651613852,-1.2116796269424706,-1.5357738547923037,-1.1913193025536695,-1.1551215838081768,-1.138200467416407,-1.4194040938642813,-1.1642480332545921,-0.9040435697598393,-1.1302383293872686,-1.0800009390596543,-1.1749400471794376,-1.2468665904673568,-1.1832434196955428,-0.8611130250457311,-1.2013288475045896,-1.0923207904038874,-1.128190922465488,-1.3336229955679624,-1.1869969990521356,-1.5512774363996837,-1.131489522506132,-1.417335865476568,-1.2647984620797343,-1.395247490438002,-1.2980119521441449,-1.0432673672786876,-1.1802860541418603,-1.3171446338749828,-1.1959828405421666,-1.0397700880045535,-1.244665627348907,-0.7060997864306896,-1.043792259356605
