Country,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria
10,-0.007812644822674963,-0.05731934992805843,0.19282890560217647,0.20507779144002813,0.7034119106882706,0.7126574763509581,0.5577221425482858,0.252172928607585,0.08527589566717353,0.21562679637233073,0.34589194415923885,-0.13056743258937953,0.8017723392233309,0.8903620324098356
11,-0.16595015309480754,-0.19502918915524825,0.15608633586585752,0.1631611247260295,0.5877520176776598,0.6323238148260777,0.507935426526634,0.11119460243527035,-0.011450708476684168,0.1451146295392597,0.23763224713463293,-0.35023399757971063,0.7828673329358136,0.881249116827966
12,-0.1516324952353827,-0.19502918915524825,0.2874860729122398,0.3293370875233693,0.6193667316836291,0.6826812873367558,0.5320908673462239,0.18443319537189107,-0.12322764786216434,0.022545164671764928,0.48884349185029474,-0.05856429413203257,0.7403641394890337,0.8665418420908486
13,-0.15264414655067826,-0.19502918915524825,0.1302260796516127,0.18944129760083317,0.5380834139824024,0.5178821357805639,0.4763593837879464,0.11984416710805468,-0.1967996606026845,-0.01662670040132408,0.49909755728037497,-0.13782520493070827,0.7405664869266395,0.8643556860357376
14,-0.1593198473409494,-0.19502918915524825,0.1349448676839502,0.22106823978347756,0.4694916258603593,0.4683672816994754,0.5848630745521035,0.145360672615799,-0.4634456526218569,-0.2305271701693914,0.40883842958977146,-0.32637949349267004,0.718138485518836,0.8434530289330233
15,-0.16869336984186956,-0.19502918915524825,0.1565268117838049,0.24100373867678293,0.3837114715685075,0.35612845467821885,0.5130958202457997,-0.046656531750081776,-0.402685593498187,-0.19950722573844937,0.30338427367938514,-0.6111405435740251,0.6902982364423182,0.8173441487250193
16,-0.15528826007778096,-0.19502918915524825,0.19063802009942132,0.2676584495322757,0.3665527855527978,0.3071710189807473,0.46915583309649633,-0.023722247748379832,-0.45153867200742814,-0.28450790029315387,0.054919706519345746,-1.0445841879467976,0.7111379669032953,0.830806535238605
17,-0.16084088604829327,-0.19502918915524825,0.2415603448627146,0.3184483616626004,0.41135080985802586,0.4254895465538314,0.500858648403226,-0.04776013957569658,-0.6800913490076708,-0.5293171856012873,0.04803833737788876,-1.1488926638388106,0.6915019323268923,0.8195166900731519
18,-0.15022156540162102,-0.19502918915524825,0.20467158588955503,0.2679490102637675,0.47979129342140814,0.49511145246070754,0.47143126698290583,-0.10794481585598281,-0.60762611986097,-0.4410394397390791,0.22754101314509712,-0.5461164050611611,0.6916795262887914,0.8249361542415274
19,-0.10165664237137984,-0.19502918915524825,0.23523050856798344,0.2728103230542144,0.370707492486246,0.4270764245029828,0.43766447295162914,-0.06923108692718083,-0.9939439740299569,-0.8338596824029572,0.194470991969954,-0.5801236711151405,0.6651090038004183,0.8123903822734315
20,-0.05796172651871756,-0.19502918915524825,0.2300753288047015,0.2728103230542144,0.4004994722120342,0.4938493741644855,0.5256056726900644,0.0179103920745608,-0.7688491334254717,-0.600245600138607,0.04625274981149796,-0.5708440007963913,0.6279276449130142,0.7822203391268437
21,-0.035201052987476444,-0.19502918915524825,0.24641970355568954,0.265708132674482,0.40050386890983125,0.49102089135186977,0.3784190933297108,-0.18396052630683135,-0.8337713507672004,-0.6066609331792825,-0.05313293063264268,-0.5179385710579221,0.6266322472645015,0.7710324406545317
22,-0.039502373712703376,-0.19502918915524825,0.2868332509313136,0.2658603496530929,0.4590187082566275,0.5709579394846123,0.32327496723110827,-0.27658699464926273,-1.0702512770720576,-0.741792201540983,-0.22318663737675148,-0.6738931384035609,0.6446798004319303,0.7832536107714535
23,-0.1292251560194102,-0.19502918915524825,0.3169300504520718,0.313179268392226,0.4535122958055504,0.614257474748765,0.34947172564707907,-0.12871643849615477,-1.1729002121851226,-0.7302771724407173,-0.1992270093938706,-0.7575158664124404,0.6041725735534498,0.7568990840741662
24,-0.17916465012709626,-0.19502918915524825,0.3167916879123839,0.3276824753353912,0.42336940264638645,0.616715624921255,0.28350019031404894,-0.3050867554223964,-1.3391555313884735,-0.8109109575370963,-0.3209873242317911,-0.7827895699652576,0.6004367587108159,0.7629339518050996
25,-0.2208849108258546,-0.19502918915524825,0.2941799017069252,0.32281460001060214,0.432685519180682,0.6307698426553833,0.29330765530696157,-0.3050867554223964,-1.426312009032646,-0.8180568858505266,-0.6744215189838387,-0.8614874295362027,0.5958037311191422,0.7677884574528949
26,-0.23968034050025744,-0.19502918915524825,0.2590547845951917,0.3181292136096894,0.43652898821048736,0.625993638253465,0.29592853709853195,-0.2243443076340672,-1.5067433577354485,-0.8396860351621318,-1.0052694536376374,-1.2332362889868946,0.5896065734951187,0.7579154970695406
27,-0.2238205736523191,-0.19502918915524825,0.21859264679714707,0.3181292136096894,0.4774704360919355,0.6615587430420288,0.26607659332278955,-0.18243579641586916,-1.6538503501586241,-0.9606898053576092,-1.006154900534026,-1.2259216308927132,0.5836455185770266,0.7424883963423584
28,-0.17297912935527204,-0.19502918915524825,0.16183708997859447,0.31640971704954923,0.5505275742504021,0.6790121224706362,0.21473626961374992,-0.17704515450527225,-1.700322641367166,-1.0495705560529163,-0.9095815681489279,-1.060276822903338,0.5884096736308524,0.7224447425862477
29,-0.10965647937022704,-0.19502918915524825,0.08010793350708345,0.31755751427609846,0.5154134581887861,0.5652068128996706,0.14771650394695945,-0.15756514422681067,-1.7703450583523663,-1.2026145847366254,-1.1435536473595618,-1.2761190448723574,0.6145628439588529,0.7227684886355957
30,0.16685879378001045,0.0813609742874416,-0.05930326658060969,0.31999785579224405,0.518215702616491,0.5710465690584616,0.12085143738047699,-0.037351644973955045,-1.9013807039401405,-1.5233097342920194,-1.1017968012783386,-1.1906632194531577,0.6426295465486073,0.7192436581513433
