batch_size,dropout,n_epochs,n_input,n_nodes,optimizer,shuffle,loss
36,0.13529257978087217,26,88,217,rmsprop,True,1.0332080489035254
25,0.056909789013430245,65,105,488,rmsprop,True,1.8087641774832819
15,0.9585632167593268,8,53,943,adam,False,0.42531376712687974
43,0.4581702192152346,51,9,285,rmsprop,False,0.19462420938555486
18,0.5448677823263831,18,98,604,adam,False,0.3511731568423159
26,0.9647743570637675,15,33,425,rmsprop,True,0.6558597848260362
42,0.7853328118591615,78,40,796,rmsprop,False,0.47325979255949624
35,0.2457295717612792,30,61,710,rmsprop,True,1.6456616404441444
3,0.9327642662782996,3,98,98,adam,True,0.9238965809579927
21,0.7151705654898077,58,39,654,adam,True,1.1726240471869718
30,0.06378186073022174,8,61,238,rmsprop,True,0.8716340329450561
19,0.9411075549723661,90,9,776,rmsprop,True,0.9552315044719819
3,0.10825342254312686,81,107,72,rmsprop,False,0.9039663071965821
13,0.03338151279105839,76,29,274,adam,True,1.2475564255052565
3,0.4412777517385591,87,69,103,rmsprop,False,1.7137705299082924
32,0.06959092824503632,72,47,455,adam,True,1.7060471570234554
60,0.5283686089841273,34,97,649,rmsprop,True,1.353347638085205
38,0.9345225934165508,76,100,830,rmsprop,True,1.1634772967693006
20,0.6979963497923765,15,9,175,adam,True,0.9465520787161686
6,0.2830058721160742,91,30,87,adam,True,1.194778040220051
43,0.4378894911635622,40,62,647,adam,False,0.16304011509665442
56,0.39894902942666327,51,62,63,adam,False,0.3243548042727259
43,0.3586897732357815,89,111,162,adam,False,0.16085291703989818
43,0.31867382099018093,40,92,218,adam,False,0.28278559556119487
39,0.6001045468015354,50,115,375,adam,False,0.11036554709885268
39,0.5883808344669015,50,115,306,adam,False,0.1278285054323338
39,0.60482157161021,82,42,744,adam,False,0.3871813635892679
12,0.8233678331490246,50,115,967,adam,False,0.46238407930254244
39,0.6121078127236402,71,80,697,adam,False,0.7927506718751824
34,0.2008361108365056,50,115,589,adam,False,0.15446064816556487
23,0.8429352086387417,9,41,947,adam,False,0.46120011270725814
39,0.6467393782952618,68,115,271,adam,False,0.1082144632862986
10,0.6664050157391436,64,83,905,adam,False,0.7495190883621697
51,0.7625719365260344,68,38,690,adam,False,0.35117040128698135
4,0.5069845241739943,23,102,914,adam,False,2.3660509296168906
8,0.6481722351874071,49,35,775,adam,False,0.6476459682100378
22,0.8820645670283567,43,76,765,adam,False,0.7458653656322062
52,0.9995921215059971,79,75,510,adam,False,0.2455379322878079
11,0.7409191691800947,55,6,204,adam,False,0.1756362821541349
48,0.4693191909369902,63,73,262,adam,False,0.17350541049163792
2,0.5674527848173445,11,116,634,adam,False,1.3468318100385512
7,0.8077685346855371,66,18,884,rmsprop,False,0.3414947533878601
14,0.8751739949690951,44,90,694,adam,False,0.2714696783649021
24,0.6555591700689151,27,5,800,rmsprop,False,0.1770133255277377
50,0.17858864311067202,97,109,373,adam,False,0.09065032324062654
50,0.1570187960043541,45,10,677,adam,False,0.22714049550460672
44,0.21190479836607146,98,109,761,rmsprop,False,0.20442946805874893
45,0.3788891116524443,97,77,382,adam,True,2.8333462293353153
37,0.3111217112544614,16,57,811,rmsprop,False,1.3040653785801692
16,0.0020884440896295486,75,36,930,adam,True,1.3464326947478251
62,0.13566693674986932,99,87,768,adam,False,0.26846993291076304
50,0.48241840726661983,41,49,785,rmsprop,True,1.5231333298919694
5,0.003482165406592852,6,96,220,adam,False,1.011806340040278
49,0.08889862057385982,2,78,736,adam,False,0.9711852411361921
33,0.5442605412170421,36,109,345,rmsprop,True,0.9877814022456208
40,0.41336108957836987,19,8,373,adam,False,0.18689375866822594
59,0.2523407420509588,95,19,304,adam,False,0.40757361987077506
54,0.3486877706188641,57,56,416,adam,True,1.1759942798511542
27,0.7133698590501591,42,60,456,rmsprop,False,0.5471045973881449
41,0.25925513959608776,17,67,894,adam,False,0.21916320082427382
