batch_size,dropout,n_epochs,n_input,n_nodes,optimizer,shuffle,loss
35,0.4663989967789438,62,104,917,adam,False,0.41293892749119215
31,0.034623108543882064,40,76,545,rmsprop,False,0.5836441787373177
45,0.6677533644470564,61,32,80,rmsprop,False,0.2551340122490471
40,0.3227223500160994,87,109,216,rmsprop,False,0.29187634824542574
45,0.7721027026011463,39,105,427,adam,False,0.2383058106245529
56,0.26351671710506785,59,19,429,rmsprop,True,1.1981543411936155
12,0.9955551871643042,95,83,815,rmsprop,False,0.4157012810326949
11,0.7700992649438173,56,99,349,adam,True,1.0810985337892804
13,0.34163077242819073,50,56,828,adam,False,0.36425498914744814
63,0.16265942120829258,41,39,122,adam,True,1.168408150192508
41,0.8145554725920703,29,38,477,adam,False,0.20362464139439954
14,0.7845123763392596,47,78,189,adam,False,0.30582099162502613
25,0.9468325755757175,29,39,780,rmsprop,True,0.6750208033499192
63,0.7091183759637696,15,49,994,rmsprop,True,0.7791049748749017
58,0.7904178876005772,89,9,918,rmsprop,True,1.0340617341566323
4,0.9308819643117102,83,17,456,adam,True,1.0554608373022993
40,0.13223427997196746,5,111,268,rmsprop,False,0.8208492668262913
19,0.17572784140419606,17,57,809,rmsprop,True,1.3264525870336914
33,0.7471010949481431,73,115,762,rmsprop,True,1.020708530783725
9,0.5016689700858011,1,42,779,adam,False,0.5331151926108577
18,0.6252967002595549,39,8,146,adam,False,0.18780749025849483
41,0.5946765244985756,57,8,422,adam,False,0.18306868151214647
7,0.5364935653440245,97,65,26,adam,False,0.2177402863495083
8,0.6068692520432315,93,18,900,adam,False,0.41752382550052947
1,0.44759936629149266,92,8,581,adam,False,0.24051557619304761
18,0.5992550657293186,58,8,146,adam,False,0.18635209946786058
50,0.3874197217962072,58,8,721,adam,False,0.1754812388499302
37,0.38782105538405404,82,96,792,adam,False,0.6745523286965805
39,0.4446933203903254,72,100,422,adam,False,0.38628630468715486
55,0.23468305478701318,12,36,322,adam,False,0.2498266747750273
51,0.5338657174471931,23,22,955,adam,False,0.3199014670051928
50,0.053398233370083814,57,54,275,adam,False,0.22733200824427194
41,0.873111103080779,20,52,721,adam,False,0.17912020337584866
42,0.8700866625465071,96,79,721,adam,False,0.307902805977624
48,0.3997723476358806,86,112,954,adam,False,0.2502387759537642
15,0.26112382520250754,18,69,462,adam,False,0.3351368395308995
32,0.6812117912501799,25,72,135,adam,False,0.25362350206775586
23,0.30917894592902595,76,52,978,adam,False,0.34795295073833105
29,0.3765476295529037,31,44,919,adam,False,0.2925477882171401
3,0.01588909914170472,20,34,965,adam,False,0.26109308005765663
52,0.8476516451339705,4,43,645,adam,False,0.20165031932135333
57,0.08180566178666576,35,86,45,rmsprop,False,0.5199110501438405
60,0.9768490213884862,34,13,310,adam,True,0.9578715251056662
47,0.3371683846184098,70,48,788,adam,False,0.31326980593051956
38,0.19767171067513972,9,26,140,rmsprop,True,0.9725537768750456
