batch_size,dropout,n_epochs,n_input,n_nodes,optimizer,shuffle,loss
54,0.9227701416043156,12,44,410,rmsprop,False,0.5585545010076869
47,0.13278059116881613,55,59,537,rmsprop,True,1.1260593694968155
6,0.18129011366354697,44,104,36,adam,False,0.889850416957674
61,0.5196247336352825,30,116,518,rmsprop,True,1.1009992410578564
22,0.9803383528483245,11,26,942,adam,False,0.3154466563683291
22,0.9337011572034287,34,18,862,adam,False,0.20183206405446938
33,0.19650214835069035,8,64,676,adam,False,0.9054620189228884
20,0.5618915032383309,53,59,518,adam,True,0.9778396753565113
29,0.2990871743173352,29,31,992,adam,False,0.48959172150213864
15,0.5394739212040351,92,20,691,rmsprop,False,0.2356374984911831
42,0.8045573765147029,27,44,104,rmsprop,False,0.5556676403683951
5,0.45419031778668384,7,84,923,rmsprop,False,6.487439914134586
1,0.4638867131797981,86,93,921,adam,False,7.470874116073124
24,0.9837625832733378,98,91,492,rmsprop,False,1.0959864630424816
1,0.20202127078849252,91,71,688,adam,True,1.7992595632659139
41,0.48058712590161934,66,94,752,adam,False,1.567612267300817
50,0.3565269005740235,36,108,431,adam,False,1.5301867151843394
45,0.8329494153941401,5,25,692,rmsprop,False,0.30770425079119346
54,0.9994486456241721,85,108,613,rmsprop,False,1.0963466013208536
46,0.052754435119342746,49,6,914,rmsprop,True,1.0724319959093618
15,0.6720000324361237,92,20,806,rmsprop,False,0.19068575815148017
21,0.6853475771582936,33,24,853,adam,False,0.2804826089435016
32,0.6808959159418226,34,98,447,adam,False,1.3799885928137299
8,0.6827620395469616,45,109,956,rmsprop,False,1.5503277021664064
36,0.823531318701318,50,32,591,rmsprop,False,0.5470485993695057
12,0.6296116052779701,96,11,503,adam,True,1.2661985860584832
39,0.9040088205082402,35,18,746,rmsprop,False,0.21082089061570133
60,0.7642093920591223,84,63,863,adam,False,0.737426022254678
4,0.8945477233258496,92,22,379,rmsprop,False,0.20773212533620017
59,0.7470418802267104,37,95,693,adam,True,0.7869560873335326
16,0.916459100628223,88,75,642,rmsprop,False,1.2958219950294496
