batch_size,dropout,n_epochs,n_input,n_nodes,optimizer,shuffle,loss
39,0.3666508241862987,45,57,72,adam,False,0.08829943848526921
63,0.5775596293959394,93,77,907,adam,True,0.806832362729064
10,0.7228876551078076,61,112,849,rmsprop,True,0.6561124481025006
48,0.10920188305297429,74,98,149,adam,True,1.086346565646757
31,0.25575965532407474,18,95,987,adam,True,1.2682646878595731
11,0.4372741992843212,2,12,359,rmsprop,False,0.1478030135029537
20,0.48751025715247864,43,54,79,rmsprop,True,0.7892805833679766
37,0.3015747362785882,37,77,837,rmsprop,True,0.9827045062012143
34,0.053382505956674264,67,82,107,rmsprop,True,1.090896477477047
7,0.34446500618486087,83,87,592,rmsprop,False,0.1923792601391948
1,0.32165487006063775,76,49,861,rmsprop,True,0.9427786261175356
27,0.7848860829261292,69,14,277,adam,False,0.09632725524781408
3,0.5506847473094569,28,117,492,rmsprop,False,0.28409475683479524
7,0.02179751476751457,93,48,449,adam,True,1.3488852005155283
48,0.9547296967153655,83,83,341,rmsprop,False,0.10969944217454101
14,0.8091294923813942,56,9,711,adam,True,0.9964593660931182
59,0.29777688364105726,14,114,176,rmsprop,True,0.7398555989391954
20,0.992627241071938,35,60,148,rmsprop,False,0.22932806779677714
1,0.6209729144198295,97,117,486,adam,True,1.629627375403695
31,0.08478007264928433,37,71,714,rmsprop,True,0.6806081513136524
39,0.8818223538872554,46,18,478,adam,False,0.09243162080367895
39,0.9208652535562182,45,18,282,adam,False,0.08085396974393126
39,0.19278388774269542,50,32,158,adam,False,0.09522735403504186
39,0.4044908597091629,45,57,993,adam,False,0.08280839956750162
23,0.6728292983089077,85,51,215,adam,False,0.08712213228281276
61,0.4238852927993971,57,104,469,adam,False,0.06576375371927116
56,0.1868494378473884,57,104,707,adam,False,0.05013797689019798
56,0.18775754249796223,57,33,707,adam,False,0.08687211290490758
6,0.4831662948751899,57,38,717,adam,False,0.097166303164094
9,0.15544893168917162,57,104,892,adam,False,0.2497352664321248
33,0.22387975931701476,71,102,855,adam,False,0.058760030508749415
33,0.002223111923493698,21,36,201,adam,False,0.12161328048379616
15,0.23504722443079842,95,102,940,adam,False,0.08768824580941197
51,0.139422935013282,71,5,676,adam,False,0.10035740299604615
30,0.2432258287947087,40,100,637,adam,False,0.07251038861176415
33,0.08261207543686618,9,73,454,adam,False,0.1523519694759032
49,0.38300393222856155,65,74,412,adam,False,0.09662545509845719
17,0.5435558512918817,42,93,807,adam,False,0.08746775285332845
58,0.2859747172142798,38,20,497,adam,False,0.10990862207885158
54,0.4636861420891894,10,15,283,adam,False,0.10389150957321584
18,0.04209588581952739,34,80,143,adam,False,0.09056009879426084
41,0.36220871788087133,11,6,882,adam,False,0.10819702787830358
53,0.21428479994972863,17,43,325,adam,False,0.13630564558300212
50,0.13033181143450834,15,102,596,adam,True,0.8779868020101562
57,0.611301795736945,75,109,284,rmsprop,False,0.18199103982808326
4,0.523181355932969,89,34,205,adam,False,0.10105237568034715
56,0.3311358440656378,3,39,828,rmsprop,True,1.1520541466558576
8,0.2758030311468446,71,58,889,adam,False,0.08527927596638095
36,0.08280272586148946,86,94,855,rmsprop,True,1.1798679008935231
32,0.16706278019107018,81,27,385,adam,False,0.13449439155371407
46,0.6904588416487958,70,47,855,adam,False,0.08805925783029267
38,0.44425980451064806,87,88,979,rmsprop,True,1.125832677161075
43,0.008974301011862196,51,115,958,adam,False,0.09636145835432998
29,0.756881547118817,90,113,691,adam,True,0.9046814333962814
62,0.10283892267603942,32,19,901,rmsprop,False,0.11348140313053559
24,0.3052868233745094,96,23,275,adam,False,0.1288470431503312
47,0.038569177171789176,26,46,88,adam,False,0.13571291301367672
13,0.2585303162587123,24,78,896,rmsprop,True,0.9065243832304025
42,0.4036947891172874,88,64,300,adam,False,0.11782068158874756
19,0.1912951547674404,8,21,944,adam,False,0.13678812764751075
12,0.8487379600225062,72,66,141,adam,False,0.08446173464964891
