batch_size,dropout,n_epochs,n_input,n_nodes,optimizer,shuffle,loss
10,0.9672738563204113,51,42,59,rmsprop,True,1.2164578075324914
49,0.9663636489860506,11,90,143,rmsprop,True,0.7781441131024252
51,0.5208625919827508,53,43,742,rmsprop,True,0.8922678121657969
53,0.8100457920309544,70,72,352,adam,True,1.5369464469017318
25,0.9336145549061733,19,95,440,adam,True,0.738959645932096
32,0.9059453725215282,17,8,749,adam,True,1.261044791952508
45,0.7199747415988068,81,44,541,adam,False,0.6225606386765925
38,0.009461866623928561,86,105,919,adam,True,1.2471325272658649
7,0.8374914583626698,25,31,739,rmsprop,True,1.2757536845970283
44,0.21670599921931355,91,80,219,adam,True,0.8398065774983656
46,0.07131238691764119,36,19,57,adam,False,0.5828670479550364
59,0.9230863085086604,13,61,963,adam,False,0.8829482075650068
47,0.6936999465874328,13,83,121,rmsprop,False,1.0863271978435705
5,0.3020901844719829,39,99,255,adam,True,0.8581151760161314
4,0.5370505983319338,48,87,772,rmsprop,True,1.3610382956133473
26,0.12527925439204113,62,24,665,adam,True,1.6051660014253355
27,0.59448050784288,35,34,735,rmsprop,True,0.8247583468082237
44,0.026977839190251984,55,87,635,rmsprop,False,1.25046157160055
2,0.10843087172242183,88,103,182,rmsprop,True,2.110328885939671
15,0.5084930156230367,46,116,687,rmsprop,False,0.585551052506329
46,0.3885951930599475,94,19,57,adam,False,0.4836773931669006
50,0.35642395324588527,8,19,693,adam,False,0.6359762882023599
46,0.40228115643518475,36,19,57,adam,False,0.5706497448643771
46,0.3675776997295106,94,68,684,adam,False,0.8655590844680339
36,0.41264336023103043,69,94,438,adam,False,0.6305338601149975
46,0.23269400976697346,9,107,215,adam,False,1.106897476376843
56,0.41637385248938646,99,33,562,adam,False,0.5059525747792366
1,0.6515086001894559,37,33,667,adam,False,0.5715121174470849
17,0.2553991950528489,82,113,189,adam,False,0.26259912467230756
19,0.20437106259199483,7,101,84,adam,False,1.4425131662593915
23,0.2898227250405177,23,82,159,adam,False,1.1232529773134363
63,0.1677319785475455,82,91,745,adam,False,0.6608471276663755
17,0.46848259015869875,77,119,407,adam,False,0.10918915394732717
17,0.5801081699848306,75,119,118,adam,False,0.14134436867615013
17,0.7783575343163978,61,20,821,adam,False,0.46254632480705177
8,0.5909276416264889,75,119,406,adam,False,0.08633256158788975
13,0.4750923904696323,67,12,117,adam,False,0.4834741469085869
8,0.6312880026554961,77,119,797,adam,False,0.11847876779004969
12,0.47296021871987254,98,119,406,adam,False,0.11023559626756696
61,0.7332126945633164,64,30,36,rmsprop,False,0.8480798171419863
9,0.860877605494434,52,106,827,adam,False,0.243289959391694
21,0.565399678618404,38,23,268,adam,False,0.4901316753887938
24,0.6687725149430307,96,115,815,adam,False,0.24098880529088634
42,0.7812132177678923,72,51,67,rmsprop,True,1.5605704970046204
52,0.9671398874285406,89,78,787,adam,False,0.836680124766475
37,0.32404965003123054,1,14,504,adam,True,1.287229271199239
60,0.8745788813345852,87,5,490,rmsprop,False,0.4745555644042375
41,0.44633715472296226,77,71,434,adam,True,1.8786893428868954
16,0.7275552408012588,65,46,351,adam,False,0.6462771235912472
34,0.6114048730233823,74,59,531,rmsprop,False,0.6252162011859234
3,0.5158100052250092,26,67,52,adam,True,0.9582764655493137
6,0.9962705316650824,14,38,574,rmsprop,False,1.4723648989431697
20,0.5591377714177798,30,69,573,adam,False,0.9580321797265817
43,0.7889904269587378,40,102,845,adam,True,1.3910671535740788
39,0.7009810510327834,45,75,692,adam,False,0.6460647750997264
28,0.34187824016369206,80,13,85,rmsprop,False,0.5021761013555641
30,0.45782508137573596,6,47,639,adam,True,0.8091802721525323
58,0.8317826188448694,33,26,879,adam,False,0.5520704961821694
62,0.2742707555666546,97,114,613,rmsprop,False,0.4097194967037779
35,0.5410634487648351,66,84,181,adam,False,0.5218703729832017
18,0.058027100393943265,28,110,477,adam,True,1.0762899916702255
40,0.1504680742644467,75,6,753,adam,False,0.45719438532677215
31,0.4966399943544738,50,63,592,adam,False,0.7674838770306542
54,0.4296389073070491,4,88,586,rmsprop,False,1.7634170636563558
8,0.7500983853805951,71,109,464,adam,True,1.2745334252612601
22,0.48116012102539646,98,49,757,adam,False,1.0907438472937252
29,0.3850306996157758,76,119,442,adam,False,0.21908108530003573
33,0.6813844846585301,49,119,853,adam,False,0.13446473415646282
10,0.6203274898584503,21,52,167,adam,False,0.742213226548404
12,0.5966519715667409,56,108,407,adam,False,0.22416574974841735
12,0.6487971606109355,32,74,406,adam,False,0.9920396377823772
14,0.5309485265224587,84,93,293,adam,False,0.8079522544692143
55,0.3109075587645377,42,81,208,adam,False,0.9836054820603717
11,0.4379034609029017,73,92,673,adam,False,0.5373695908087137
53,0.18527492786180794,27,39,682,adam,False,0.5191672968966199
25,0.2399292792527012,44,16,513,adam,False,0.48821424690682563
59,0.3707033718074909,15,50,646,adam,False,0.7976614145505543
26,0.47417944880206947,95,56,921,adam,False,1.0428061997342553
57,0.566357569943693,34,89,782,adam,False,0.7896889442381061
45,0.9091951472171234,68,29,959,rmsprop,False,0.5508500781677765
7,0.3448490248695438,57,7,516,adam,False,0.48752332466217635
49,0.756129753195701,58,64,555,adam,True,1.40991172997748
48,0.39646699529881735,90,117,582,adam,False,0.1581380371548931
51,0.7031879896277228,22,70,360,adam,False,0.9601820419214515
4,0.6580418294377535,29,66,183,rmsprop,False,0.7684983617100931
38,0.5068097029377805,2,79,859,adam,True,0.8716584573399458
2,0.6379339132505174,5,111,917,adam,False,6.891310069278975
32,0.9436804782166639,83,18,45,adam,False,1.0712173332726767
5,0.27008709861720764,59,53,668,rmsprop,False,1.2437036824863597
47,0.5494588666720834,12,25,723,adam,False,0.6696491307662632
17,0.584644522049895,18,41,291,adam,True,1.0361080231884832
19,0.42120930774010323,78,45,326,adam,False,0.7699024630709503
27,0.8152028642921296,98,112,569,rmsprop,False,0.3530225202720617
15,0.32057699088244934,93,35,726,adam,False,0.5802810424568385
8,0.10870174785349135,47,77,46,adam,True,0.9237563014974945
