batch_size,dropout,n_epochs,n_input,n_nodes,optimizer,shuffle,loss
26,0.7393146233005158,44,34,539,adam,True,1.4441117178992635
46,0.8238244009353636,32,92,787,rmsprop,True,0.7956451160152486
48,0.8415787732194697,57,92,411,rmsprop,False,1.1319653923865611
36,0.5609422663502,84,48,98,adam,False,0.7216242159866096
32,0.9129966479741162,3,11,247,adam,True,1.1734781112036188
61,0.7201153094706543,18,79,666,adam,True,0.8374791718782862
12,0.6522189478088114,91,68,576,rmsprop,False,2.485612547715955
28,0.22339789670767451,71,7,612,adam,False,0.254927522782761
58,0.612568935311439,17,25,694,rmsprop,True,1.8645672704016096
36,0.057420820437884434,71,18,253,adam,True,1.5213348190392613
3,0.8210736840662305,69,83,137,rmsprop,False,1.1162098216668248
37,0.9824227873659527,71,21,189,adam,True,1.236191931506745
9,0.6736846414339387,13,11,657,adam,False,0.268425733212291
54,0.2804409881443385,58,33,850,rmsprop,True,0.7681035274640792
14,0.5501647420437983,73,62,421,adam,True,1.6562586756414888
28,0.05251034369892593,57,69,274,adam,False,2.2719206966237646
17,0.1572949961703295,98,37,579,rmsprop,True,1.1251385889800445
61,0.5580596542434643,8,45,457,adam,False,0.6190378499294467
25,0.16464768927050388,62,109,51,rmsprop,False,1.1284990556784147
55,0.7429192905563461,30,101,439,rmsprop,False,1.2675177876316674
9,0.3867555544563676,54,7,782,adam,False,0.23474840623384816
16,0.4117273444423495,93,7,322,adam,False,0.22914652021767937
6,0.4113883491791682,76,7,978,adam,False,0.23639480509163321
19,0.402678781165162,54,52,130,adam,False,0.9412238353533192
16,0.412074005205362,90,55,52,adam,False,1.0584131270789088
45,0.29094985770254167,93,102,927,adam,False,1.5671561328242183
31,0.35358960518588384,43,7,842,adam,False,0.25083845356738926
39,0.49799424222753613,24,71,315,adam,False,1.090028737228953
9,0.4846895914632492,54,91,708,adam,False,1.361492453646606
33,0.3090193166977966,68,60,782,adam,False,0.89196412081395
20,0.1349122516683321,75,73,322,adam,False,0.9555287135298661
