batch_size,dropout,n_epochs,n_input,n_nodes,optimizer,shuffle,loss
62,0.30027322438267157,38,57,562,rmsprop,True,0.9048981473116207
27,0.5795168870248095,32,40,38,adam,False,0.3611716113433781
11,0.5340982377544339,82,67,466,rmsprop,True,1.2412063744299724
3,0.4602485553632437,80,33,754,rmsprop,True,1.493682486699831
58,0.16518495926460874,57,113,959,rmsprop,False,0.8257332345986418
17,0.8736645563146579,3,16,879,rmsprop,False,0.3089923032967553
43,0.7821720792633038,9,92,506,adam,False,0.41284972265517544
57,0.11070094562832944,33,12,382,rmsprop,False,0.2634281819844254
10,0.16468106437953245,93,43,514,adam,False,0.3499520878722559
51,0.9377511958661715,73,100,347,rmsprop,True,1.1796512205175917
36,0.44673619027392775,54,61,918,adam,True,1.1796059066046916
22,0.8938950430311449,89,83,597,rmsprop,True,0.9074301778817722
42,0.31328044235304675,75,87,340,rmsprop,False,0.18734161646983863
61,0.12844098913362634,24,114,33,rmsprop,True,0.9615073323279872
44,0.8343966992227124,90,110,135,rmsprop,True,1.0822751673410025
43,0.5845847170523697,35,81,761,rmsprop,True,1.5485211085600068
5,0.5040779009475203,84,17,595,rmsprop,True,1.0527151880374097
50,0.5485953835191375,41,61,115,adam,True,0.7242970743123914
57,0.5700616778187941,2,35,436,rmsprop,True,0.7642401714671287
53,0.18470180253752266,22,53,671,rmsprop,True,1.3778197858302503
42,0.032380776163171476,33,85,304,rmsprop,False,0.19384430202220992
42,0.024977371668982562,46,85,340,rmsprop,False,0.17503149330264392
4,0.35032247589147714,46,38,529,rmsprop,False,0.29919885777637134
23,0.00680271846133719,75,9,538,rmsprop,False,0.27425380922560266
42,0.24978721444611696,58,87,484,rmsprop,False,0.2230640253495594
42,0.05541126617169745,47,68,344,adam,False,0.44802421201851034
20,0.7179763196567541,75,46,758,rmsprop,False,0.26941434625206895
2,0.3663723752191527,46,75,633,rmsprop,False,0.2502773790314454
63,0.37430217511777664,44,36,876,rmsprop,False,0.26994081907719025
19,0.25204240587190047,96,116,977,adam,False,0.4881167161006993
7,0.6788007008289962,87,44,951,rmsprop,False,0.28860821701929323
35,0.2617692632565974,85,39,315,rmsprop,False,0.3039783857623496
45,0.08461386800937878,56,69,340,adam,False,0.4779667978629042
46,0.004046964295213895,64,85,167,rmsprop,False,0.22560572071613097
21,0.3151564195973834,52,27,273,rmsprop,False,0.2661652892706849
59,0.4351619254563552,29,112,290,rmsprop,False,0.430788752369172
18,0.19220013678171943,18,111,881,adam,False,0.5376984384178327
25,0.399331668456275,79,42,262,rmsprop,False,0.28125631042768967
48,0.6326764874305988,72,87,459,rmsprop,False,0.19639012959539287
32,0.3072078105807558,49,103,317,rmsprop,False,0.22535556899518988
37,0.2114637939336571,16,74,563,adam,False,0.2746576095797918
8,0.1170321264059993,60,109,736,rmsprop,False,0.45432293303213456
24,0.4691259318834886,26,22,429,rmsprop,False,0.28347036930938485
34,0.7774787450312619,97,32,688,adam,False,0.2837091048649108
1,0.16020510205917937,55,79,156,rmsprop,False,0.1814114245036572
1,0.06562878893186298,65,63,871,rmsprop,False,0.37837047849307315
56,0.15149869287614925,23,71,438,rmsprop,False,0.19414256039932445
38,0.09566494753511673,55,79,156,adam,True,1.5566723964535785
12,0.008102621434116167,69,5,860,rmsprop,False,0.2926959463533466
14,0.21832435053592963,63,72,226,rmsprop,True,1.4875410053846139
60,0.1496181377210826,40,52,261,rmsprop,False,0.2665264375041536
52,0.5031337955248664,17,96,857,rmsprop,True,1.3927628307125797
