batch_size,dropout,n_epochs,n_input,n_nodes,optimizer,shuffle,loss
33,0.5105205689558742,90,118,833,adam,True,0.5863810250870091
22,0.049788385193048956,18,100,381,rmsprop,True,0.8042825552369534
63,0.6356168591095428,49,26,836,rmsprop,False,0.3588965761200715
54,0.8852379789800705,77,114,978,adam,True,0.7538130780539264
61,0.028305227375227004,62,34,669,adam,True,1.4617220536778661
35,0.7836520128788964,17,103,445,adam,False,0.4661378104367212
50,0.9961888140778379,67,6,854,adam,False,0.33910284696189247
14,0.457849731259111,47,65,210,adam,False,0.4356912384450948
19,0.2394545432155547,36,17,389,rmsprop,True,0.5259403818632278
51,0.5909895321724761,14,86,34,adam,False,0.6440183266531546
57,0.03274661328190309,37,43,38,adam,False,0.44902923191157845
54,0.6632262083309065,15,104,952,rmsprop,True,0.5340463797922753
23,0.10032150720264743,30,43,331,adam,True,0.7014084300990477
9,0.216129018220646,50,33,809,adam,True,0.5472209110004113
41,0.4250971438924027,88,64,627,adam,False,0.4082141968789726
4,0.6111237967579516,34,85,198,rmsprop,True,0.8002098008859828
57,0.6655848819532775,87,36,52,rmsprop,False,0.3470586356275691
7,0.7712501408373558,18,112,771,adam,False,0.46455405617955925
57,0.44852370120771967,30,72,475,adam,False,0.4373075146549179
3,0.41160244500102217,94,62,836,rmsprop,True,0.8324793199315506
11,0.8944502664050905,31,63,854,rmsprop,False,0.4317920967207579
50,0.9732041168416173,21,6,924,rmsprop,False,0.2880731367146282
50,0.9812974385042452,67,6,849,rmsprop,False,0.28722198100581964
62,0.9967659614092229,51,6,851,rmsprop,False,0.3414783615760116
36,0.9108714400192537,95,28,969,rmsprop,False,0.349536592171949
50,0.8146916098614776,35,76,225,rmsprop,False,0.38830547872220605
25,0.9934904675217857,21,6,497,rmsprop,False,0.3340509694322136
53,0.9348513368763219,73,67,26,rmsprop,False,0.5829271222079001
50,0.3442285134609061,39,84,924,rmsprop,False,0.4489574163170647
15,0.8189413657846839,67,54,855,rmsprop,False,0.3599880913427459
42,0.7396060853352625,84,89,896,rmsprop,False,0.383988858422667
55,0.7154580647404288,33,79,284,rmsprop,False,0.4029868669080245
16,0.8498182070247092,81,66,661,rmsprop,False,0.44879470951454425
37,0.5676032276909984,74,25,337,rmsprop,False,0.35134005447489497
6,0.94715483225377,28,41,849,rmsprop,False,0.34775295809301043
26,0.5341372223346423,85,12,417,rmsprop,False,0.28934146830145224
12,0.8610127089464387,41,39,457,rmsprop,False,0.34783145610922284
29,0.3450846584364071,46,70,434,rmsprop,True,0.5458227078519448
47,0.9684626386932685,76,56,683,rmsprop,False,0.3658560173358484
34,0.7161469787867625,55,37,419,rmsprop,False,0.3587415411468428
18,0.16768839210601305,70,68,77,rmsprop,True,0.6916176094013691
28,0.668549473855288,3,13,792,rmsprop,False,0.30327241530089827
5,0.5023428239228096,65,109,888,rmsprop,False,0.3327073710495073
24,0.7705486261640635,83,78,847,adam,True,0.4745543718648443
48,0.8544811241226282,22,35,873,rmsprop,False,0.3414703217316878
2,0.907199475270506,71,31,680,adam,False,0.35590803437459206
31,0.9973813440621064,8,14,70,rmsprop,True,1.109247425462878
30,0.29723256529037767,2,117,744,rmsprop,False,0.48415517765377214
38,0.6413343038927626,44,97,370,adam,True,0.6265069983567886
1,0.11452048178596669,59,40,296,rmsprop,False,0.5818061116932463
32,0.8145899230447485,21,101,838,adam,False,0.5073111813949854
40,0.5577730247949837,92,20,85,rmsprop,False,0.3219232427165052
46,0.6887262897167272,86,46,170,rmsprop,True,0.3408395819408214
58,0.9580546079718271,27,55,471,adam,False,0.3954564177865569
21,0.0019222659630422911,45,47,999,rmsprop,False,0.3966788373803533
44,0.613688984013994,25,6,634,rmsprop,True,0.8845831867533276
50,0.4772909902458405,56,44,342,adam,False,0.3948824045683607
56,0.7448799238218052,99,115,667,rmsprop,False,0.33284325542024445
60,0.921666510113053,42,5,937,rmsprop,False,0.3131020803804709
45,0.8056749993157047,58,42,875,rmsprop,False,0.3965283933727338
10,0.9759113745014202,68,99,146,adam,True,0.5980727371088979
39,0.3805777006221485,26,61,784,rmsprop,False,0.5015800170913618
17,0.8896094060049892,67,119,504,rmsprop,False,0.34582742751961837
13,0.8713019798461846,64,24,880,rmsprop,False,0.28995418086441804
49,0.2641876471835738,80,110,738,adam,False,0.2952903827095229
52,0.5557687142814836,43,21,924,rmsprop,False,0.3910149756351753
26,0.18555687515137964,85,113,491,rmsprop,False,0.4660069027166136
43,0.12938940641169883,6,12,470,rmsprop,False,0.31084642298427745
59,0.06087535068915573,79,77,144,rmsprop,False,0.4538283780890614
26,0.5299263418289731,1,58,681,rmsprop,False,0.5836671879268596
50,0.41627700668448736,9,16,417,rmsprop,False,0.300611521549292
33,0.8354770949791959,32,93,997,rmsprop,False,0.41418110166959404
8,0.7863561740558185,89,74,219,rmsprop,False,0.4786699779659599
27,0.3086206598328265,78,49,206,rmsprop,False,0.37370599017218165
20,0.4773112977015818,52,91,200,rmsprop,False,0.42753978570566087
51,0.7014129150079448,7,53,911,rmsprop,False,0.4134129485858482
19,0.5953235917299701,91,18,405,rmsprop,True,0.907577588856601
61,0.7570908384692352,97,22,255,rmsprop,False,0.32221889139296034
