batch_size,dropout,n_epochs,n_input,n_nodes,optimizer,shuffle,loss
59,0.08523632991005059,33,109,631,rmsprop,False,0.37557907668071244
62,0.8710588381903563,8,96,862,adam,False,0.41564756607263326
41,0.12546374305160435,13,72,524,rmsprop,True,0.9315806519698926
51,0.20389717380147154,62,32,768,adam,False,0.1980591467050214
61,0.2422313395019824,89,79,44,rmsprop,True,1.4692473444209573
57,0.5892701055330015,21,33,904,rmsprop,False,0.19756778831895402
34,0.7600591101721877,48,104,235,adam,False,0.26834274036715433
36,0.589903835014726,59,15,826,adam,False,0.2630712873968224
39,0.462830933310172,17,55,723,adam,False,0.3569377300433537
17,0.8929319675569009,36,86,471,rmsprop,True,1.1072631050888229
59,0.8719331524287005,27,116,210,adam,True,0.8851431247122958
7,0.4326741160931725,88,72,771,adam,True,1.5387708475265442
31,0.833890796285142,85,101,801,rmsprop,True,1.6886233546267182
56,0.13452334778072728,95,40,338,adam,False,0.16892368365417978
56,0.6552111904927069,56,38,457,rmsprop,False,0.12840046454308815
4,0.11088506379152918,69,61,59,adam,False,0.23322297712785586
42,0.7389229861673678,96,36,666,rmsprop,False,0.17145438529948992
19,0.1840843151945052,85,93,492,rmsprop,True,1.5243793137955373
60,0.4296400535983085,80,85,105,rmsprop,False,0.2510741171523084
60,0.8475789628640544,31,112,548,adam,True,0.6212407895880643
56,0.30262291427731525,56,24,883,rmsprop,False,0.23193560753656772
6,0.6043548294517433,90,95,338,adam,False,0.8218712976287328
32,0.9738655188800744,28,82,310,rmsprop,False,0.31854855063953114
30,0.3537809588070381,29,99,659,adam,False,0.2546747361802434
56,0.0013076643577863423,95,40,100,adam,False,0.15444891346717243
56,0.0340531159140751,93,16,100,rmsprop,False,0.273905150483315
44,0.6783116782515404,58,13,457,rmsprop,False,0.25178370448376897
15,0.5488019504822501,46,81,302,adam,False,0.29253268673622757
9,0.99290281638812,95,119,668,rmsprop,False,0.37499161216382715
2,0.01971078479958326,47,38,156,adam,False,0.19747330562175097
24,0.7079031094391834,70,53,550,rmsprop,False,0.22211877408166422
37,0.37375375810213246,68,27,402,adam,False,0.25662137124231893
26,0.6574687596499391,81,38,379,rmsprop,False,0.14867767475978283
40,0.6573561721595892,81,115,440,rmsprop,False,0.28072310955231616
26,0.514145865159108,83,38,96,rmsprop,False,0.15478048575578113
3,0.6392778809671619,67,9,347,rmsprop,False,0.28818792686225897
25,0.7971273964137089,37,114,222,rmsprop,True,1.0019009302599393
23,0.9043237824619752,56,52,742,rmsprop,False,0.20915059855650933
20,0.5312205690881492,79,23,737,rmsprop,False,0.19588692237594274
35,0.754101358533231,50,107,747,rmsprop,False,0.21563978749608861
5,0.46906432170201307,81,31,621,rmsprop,True,0.8494321295316253
47,0.9295596744156047,24,38,253,rmsprop,False,0.24720000733332412
8,0.5858365580761508,11,35,571,rmsprop,True,1.059467175889414
10,0.2827692383997404,74,34,977,rmsprop,False,0.2410427155826158
48,0.6213765455194586,41,74,971,rmsprop,False,0.22892653334056928
50,0.7086543770244966,82,19,476,rmsprop,True,1.2968805373443668
55,0.7875183174173094,32,59,759,rmsprop,False,0.2364823664596248
53,0.8164953964677779,51,57,277,rmsprop,False,0.19257103793802444
29,0.5546480300772123,92,51,709,rmsprop,True,0.8482091970912823
13,0.38509481634530013,19,8,379,rmsprop,False,0.23305155253229834
58,0.48203543041842,39,92,545,rmsprop,False,0.21740152131386425
33,0.700240336531422,15,69,685,rmsprop,True,0.9210779882552798
49,0.9468632225979192,2,105,877,rmsprop,False,0.29855579225231
26,0.4402759671925401,76,14,101,rmsprop,False,0.25403118083102766
43,0.8540919326607996,3,30,795,adam,False,0.2529656081240517
52,0.20788249734963188,34,80,254,rmsprop,True,0.7838145437546363
11,0.581890399255006,7,45,965,rmsprop,False,0.10618853220250224
11,0.2942535512126638,66,39,813,adam,False,0.1487624586088803
11,0.3362729328524189,72,76,331,rmsprop,False,0.19350209487840078
28,0.4120272951922908,7,20,872,rmsprop,True,0.6904383972971818
27,0.7352679494490707,57,58,199,adam,False,0.3413479572469161
1,0.579942261383935,63,7,470,rmsprop,False,0.22647893805556532
62,0.503431043360729,98,45,280,rmsprop,False,0.12355781314324026
46,0.25692939904987544,54,77,209,adam,False,0.16099909444908844
62,0.1294556634537815,30,98,979,rmsprop,True,1.670578118776802
16,0.5051642592076666,98,117,318,rmsprop,False,0.2748530801999054
63,0.5550109927147804,61,94,160,rmsprop,False,0.21825315484809646
14,0.6354642836804929,5,45,681,rmsprop,False,0.14452457951401404
21,0.33508200142311095,26,91,269,rmsprop,False,0.35723260481350483
38,0.4005081132766761,14,47,280,rmsprop,False,0.17523679471134931
18,0.6107617111962421,43,45,910,rmsprop,False,0.14067509090943914
62,0.6745489501765118,53,62,724,rmsprop,False,0.2859995226812912
54,0.4509484864107209,84,111,250,rmsprop,False,0.38671495586746063
45,0.4902032100378856,16,45,77,rmsprop,False,0.24224878009098244
12,0.7703993532191178,9,46,720,rmsprop,False,0.11211205492228249
12,0.8740048924209185,9,46,831,rmsprop,False,0.13227717663021127
22,0.772222646736953,10,68,965,rmsprop,False,0.29620199143889586
41,0.7315200694540829,55,70,812,adam,False,0.22890638099076327
51,0.8172765463227489,45,65,777,rmsprop,False,0.28863051731165884
12,0.07880529949746612,42,50,315,rmsprop,False,0.14327687031030756
31,0.988856215893351,78,113,720,rmsprop,False,0.31458421685921756
36,0.5382662583007903,4,46,706,rmsprop,True,1.200793023059593
57,0.5808291150925009,99,89,973,adam,False,0.15474652606823122
6,0.6916761961010385,35,49,898,rmsprop,False,0.1111842431420215
6,0.9123075105288956,35,49,47,rmsprop,False,0.2170513654174843
61,0.6930292798024529,23,73,718,rmsprop,False,0.29795906303541597
34,0.76495745677395,49,10,572,rmsprop,True,0.9104790846972286
17,0.9482066538377506,1,43,510,adam,False,0.35587069508928504
6,0.8091457406417768,71,49,369,rmsprop,False,0.14586919080901065
11,0.8846013073948245,52,118,72,rmsprop,False,0.2827937026473994
39,0.7231432109605763,94,29,343,rmsprop,True,1.6786392378748745
7,0.6758986157876529,7,17,488,rmsprop,False,0.24482651754773993
59,0.8370628808577155,73,84,223,adam,False,0.2219634108310892
42,0.5987053940914188,97,12,885,rmsprop,False,0.23657578106337657
4,0.6453403964787832,65,60,501,rmsprop,False,0.1316789684468876
19,0.783460996860526,86,110,220,rmsprop,True,0.8453591052409803
32,0.7520775513891487,22,108,242,rmsprop,False,0.33698634998497756
44,0.5657342072985925,40,102,400,adam,False,0.2697728821031645
37,0.966726836490837,75,78,426,rmsprop,False,0.22968705000956965
40,0.17033636073100533,44,48,328,rmsprop,True,1.0574281959671514
30,0.5287372667701208,20,64,935,rmsprop,False,0.2548248198847681
15,0.6297208620108142,87,42,424,rmsprop,False,0.1291866839347612
24,0.6573141116411655,18,21,389,adam,False,0.25249804692628575
3,0.4655091897321514,12,25,958,rmsprop,False,0.39197138433071166
2,0.8582557052641026,9,88,27,rmsprop,True,1.1601059602038357
20,0.7179516935781586,6,83,468,rmsprop,False,0.315829640854535
9,0.6883961094055103,60,103,699,rmsprop,False,0.23029252447064671
12,0.3657795264870395,77,67,827,adam,False,0.4653343975630147
10,0.9139672494335178,25,97,239,rmsprop,False,0.23519982034943537
25,0.6074903261383332,13,90,546,rmsprop,False,0.2764553496432694
23,0.3236359790794063,62,106,205,rmsprop,True,2.0504801639866925
47,0.4130573381277605,27,11,587,rmsprop,False,0.24837051542648583
60,0.5178697060276322,91,100,846,adam,False,0.19411303985551437
