batch_size,dropout,n_epochs,n_input,n_nodes,optimizer,shuffle,loss
41,0.5076906427329024,58,98,772,adam,False,1.0107343434422293
60,0.5125285116520651,48,20,102,rmsprop,True,1.4709436093348294
33,0.2872381973819038,25,107,25,adam,True,0.9558129848099247
11,0.7752250385759878,8,53,260,rmsprop,True,0.6489091272569836
3,0.2396479317977891,37,13,552,adam,False,0.5466254338581165
45,0.8315788970381629,25,37,342,adam,False,0.45473351676674
35,0.08688447140142785,52,9,683,adam,False,0.5026801648598987
55,0.6030352159333704,18,75,302,adam,False,0.9121011518877784
14,0.13608528432639,64,12,484,adam,False,0.5197417820150576
23,0.42075589968995786,13,43,730,rmsprop,True,0.6765803744342987
22,0.4350267949636718,35,29,281,adam,True,1.2007571529110028
9,0.29884067744274145,36,103,841,rmsprop,False,1.5192633763408145
1,0.0117349934394263,16,81,77,rmsprop,False,2.0192045559363057
4,0.7615165219979676,60,83,68,rmsprop,True,0.6128116197795116
29,0.1797925914984545,43,20,50,adam,False,0.5357294933135324
20,0.4976420234921789,92,26,790,rmsprop,True,1.2740764199395778
31,0.8939624916967364,22,54,780,adam,False,0.5293315910391342
7,0.36429317105036174,62,84,816,adam,True,1.188228577022294
13,0.7799742100954767,4,68,904,adam,True,0.8869554645301083
24,0.5883409213398406,15,17,357,rmsprop,True,1.2987929358363672
10,0.001834895890297783,24,37,672,adam,False,0.5202571396825076
62,0.9790640569463187,71,119,342,adam,False,0.8712450764631093
35,0.9226627500331239,52,95,109,adam,False,0.843816079036159
46,0.6583517945413067,97,87,683,adam,False,1.0878812493218555
45,0.09664328173083891,78,37,809,adam,False,0.6024591626086242
54,0.8345015839661334,66,80,557,adam,False,0.7941948875378297
42,0.6915721701681818,84,47,566,adam,False,0.46905962660971456
21,0.6947013733494838,45,50,867,adam,False,0.4654056418122379
21,0.9826828996857622,45,71,597,adam,False,0.5622857936000017
27,0.8557630455204692,63,97,474,adam,False,1.160131863419639
57,0.6898848859801504,81,50,606,adam,False,0.5178423470210747
52,0.5371351428509546,65,91,900,adam,False,1.2362283551651716
32,0.7182670411395902,25,76,984,adam,False,1.0313617893461777
25,0.6134258841418903,80,31,867,adam,False,0.38664641405856115
36,0.5441662963552589,80,11,793,adam,False,0.44345347415138753
36,0.6166511348658361,50,31,534,rmsprop,False,0.5547573136098582
25,0.5322088949407408,80,11,936,adam,False,0.48838182543721215
50,0.34635119550937055,80,85,785,adam,False,0.969082894019931
16,0.44971912940244785,49,112,212,adam,False,0.7173428226569364
6,0.26249516485178515,99,24,994,rmsprop,False,1.1723434593037592
40,0.38484257980554937,90,32,506,adam,True,0.8238653306105344
39,0.47404825952928187,23,58,600,adam,False,0.7072175919260423
44,0.5743384505955274,11,44,609,rmsprop,False,0.5990310289976866
25,0.20532875295638542,56,110,447,adam,True,1.7216781560682186
56,0.6402596028061768,80,21,655,adam,False,0.5052632203359646
59,0.3083948568470133,28,49,862,rmsprop,False,0.39775292990297517
59,0.32698651701005305,87,35,204,rmsprop,True,1.1817662733309686
15,0.22147743676292175,28,117,300,rmsprop,False,1.0160195104596255
8,0.055064504868449604,86,23,907,rmsprop,False,0.9315386444281202
49,0.4207429583875701,26,49,205,rmsprop,True,0.769316971655437
34,0.13828397638279644,6,102,770,rmsprop,False,1.4592700505158156
51,0.2767363536853772,88,34,543,rmsprop,True,1.3370166164663444
26,0.3965534654727009,61,109,113,rmsprop,False,1.1683488667017605
59,0.15813506442647396,19,16,607,rmsprop,False,0.6225925582515187
43,0.4872096869326833,95,64,652,rmsprop,False,0.4985668470779678
38,0.7864419465525267,33,33,862,rmsprop,True,0.6214766244392995
53,0.04934608319302575,53,36,473,rmsprop,False,0.5925336715263007
47,0.3097840840414982,28,70,973,rmsprop,False,0.8140355423727185
30,0.2443020542949878,73,52,733,rmsprop,True,1.0708079298584827
63,0.7541719239198739,98,39,799,rmsprop,False,0.4258769890221523
48,0.9342391215205472,34,115,303,rmsprop,False,1.2456733298289726
17,0.5645189570006008,9,92,929,rmsprop,False,1.201988544681762
28,0.18166900071174935,85,41,127,adam,False,0.5386022021512392
37,0.1039611957412539,91,8,690,rmsprop,True,1.0985659085027888
18,0.8096137491739669,75,89,376,adam,False,1.1842482255416875
63,0.7397185578357021,42,74,412,rmsprop,False,0.8453508269205787
19,0.6219171666258277,38,31,901,rmsprop,False,0.4404536277203507
5,0.8878481026459678,98,62,867,rmsprop,False,0.7635627982568549
61,0.6732810527720279,44,10,233,rmsprop,False,0.45326159825167334
63,0.738150932667678,59,100,538,rmsprop,False,0.8946299073566039
41,0.4574922747225091,14,51,961,rmsprop,False,0.6286410051697562
2,0.8544686268754382,94,39,99,rmsprop,False,0.7058414857438876
58,0.5075445421826613,12,39,719,rmsprop,False,0.6929210340295093
12,0.6440930615929109,93,82,87,rmsprop,False,0.8008626399060532
55,0.8101616618778303,47,19,996,adam,False,0.471057647216092
60,0.3628236071438582,55,49,799,rmsprop,False,0.4238773379437479
60,0.3591247993293467,20,49,35,adam,False,0.7404798420079945
33,0.40020694805695767,55,49,563,rmsprop,False,0.4116827772892175
33,0.4073493782454965,17,116,309,adam,False,1.3520599384247904
11,0.59502044402886,82,77,578,rmsprop,False,1.2083688851775267
23,0.4497626191631084,57,90,72,adam,True,1.3149420447235647
1,0.3018177639038971,89,105,105,rmsprop,False,1.4508204530147577
3,0.5215848366238558,55,15,736,adam,False,0.5559218366447853
33,0.33985398769706826,67,101,862,rmsprop,False,1.4649573377211778
4,0.5566332000047676,41,72,925,adam,True,0.9825228858416443
22,0.3829450968458228,54,106,531,rmsprop,False,1.2813586566892703
14,0.42996615566694263,30,18,855,adam,False,0.47605394726180955
20,0.47998267762860913,46,14,160,rmsprop,False,0.46197069490194514
9,0.2577958511466195,40,38,94,rmsprop,False,0.5671454985710508
25,0.21280258674957386,39,73,345,adam,True,1.1171135893041766
24,0.28039600851661545,21,94,525,rmsprop,False,0.9211378700603099
10,0.33202606257845246,76,88,503,adam,False,0.5224667300328196
59,0.1851777967367101,83,55,612,rmsprop,False,0.730080521122664
13,0.11740977305171063,96,61,117,adam,True,0.9232442287290066
54,0.06038484217057327,29,25,604,rmsprop,False,0.6470521503967758
27,0.7130818771233545,5,28,959,rmsprop,False,0.5509700004634871
29,0.2292657815532536,70,93,111,adam,False,1.1658372385730824
7,0.5035158589985038,79,45,868,rmsprop,False,0.7835984262007496
16,0.3143367423289987,74,113,563,adam,True,1.180574735632804
31,0.6247591509095491,77,79,478,rmsprop,False,0.9414674826820292
42,0.5800956684141898,1,66,282,rmsprop,False,0.7973063141506848
6,0.1629896086353476,68,108,28,adam,False,1.37361238920207
57,0.5500748221991162,7,5,903,rmsprop,False,0.4531744368201888
35,0.4670209557545664,48,40,244,rmsprop,True,1.5091048315254825
62,0.3842947321381691,69,42,650,adam,False,0.5596920399715369
45,0.4366950672223673,31,59,830,rmsprop,False,0.6628692690149689
46,0.659654651644629,10,111,333,adam,False,1.9635931444376702
32,0.5221730130046576,27,104,320,rmsprop,False,0.9734077064584443
52,0.41201050968888564,2,60,970,rmsprop,True,0.7676943366823957
50,0.2609355847959161,28,86,802,adam,False,1.100512051288867
15,0.07440325712640392,72,78,88,rmsprop,False,1.1468094016363417
59,0.1963526076048398,3,7,329,adam,False,0.5766927040331322
33,0.6055923162051273,64,118,398,rmsprop,False,0.6508944356369906
8,0.005877156150875862,32,30,44,rmsprop,True,0.8820405647314147
25,0.2847837139974835,4,67,65,adam,False,0.8253195893585492
40,0.14706124113436891,8,63,812,rmsprop,False,0.7831786599883344
39,0.6761002783671675,37,56,933,adam,False,0.5947529166293103
38,0.3510129618159646,58,46,400,rmsprop,False,0.488284651040522
43,0.03870540005875095,36,9,312,rmsprop,True,1.0964521187270848
44,0.7120074022753026,92,107,987,adam,False,1.2345010259687381
56,0.9461262434691822,62,96,280,rmsprop,False,0.9557920529482324
53,0.48280765827791156,24,114,807,adam,False,1.0591781855697482
26,0.23370247352851323,78,65,70,rmsprop,False,0.6245625168905988
47,0.12652858581951326,35,49,294,rmsprop,True,0.9878727797335062
21,0.5365259048052915,51,98,744,adam,False,0.9278236201439146
34,0.5766744930469446,18,27,563,rmsprop,False,0.519824823594437
48,0.7851417932705034,80,84,313,adam,False,0.8828514844202633
30,0.3233990618748584,66,6,572,rmsprop,False,0.35197193544722194
30,0.3753068110204326,22,31,845,rmsprop,False,0.5601660785043561
17,0.31124812429532117,15,6,623,adam,True,0.9023877114796086
30,0.16488952716651809,66,53,64,rmsprop,False,0.5501663278926103
49,0.09569811664241601,66,69,429,rmsprop,False,0.6860338814591953
28,0.8926201965925493,60,6,911,adam,False,0.36577793101072364
18,0.9007837098435826,60,43,779,adam,False,0.5089875641078081
28,0.8615560134162468,43,57,741,adam,True,0.8883335461242522
28,0.7583369135306368,13,119,424,adam,False,1.443334486330119
51,0.8326546662595344,60,75,194,adam,False,0.7043792538303029
5,0.9406946487066423,81,99,23,adam,False,0.7228503987614244
41,0.8037088698897333,16,6,891,adam,False,0.39100690978925157
2,0.9746624961050062,52,6,696,adam,True,0.9246572888917944
37,0.9074880325890341,97,81,727,adam,False,0.8621909785161084
28,0.9763368432077324,65,13,24,adam,False,0.7501371150729674
58,0.8589856879204802,50,48,911,adam,False,0.5514331889342784
61,0.6460410598698316,84,12,368,adam,False,0.46502678294694827
19,0.9949008055227928,99,22,581,adam,False,0.5287738926957559
41,0.8155585698868544,49,6,495,adam,False,0.33595381835256155
12,0.9608418917714727,49,6,630,adam,False,0.2904771728864695
41,0.95690115048065,25,20,948,adam,False,0.4461981782148756
41,0.8839700728488058,49,54,887,adam,False,0.46947976359868965
14,0.9164958857554876,63,6,482,adam,False,0.3131667501642412
12,0.9970561119884223,23,29,434,adam,False,0.7108518266103896
12,0.9630880889663567,63,6,176,adam,False,0.37514672088685946
36,0.8758346610447373,49,83,533,adam,False,1.0056121981749109
14,0.9278622072837212,63,17,587,adam,False,0.4139727989951715
14,0.9123431600531243,71,68,299,adam,False,0.5065648078766073
55,0.8155154800924942,49,26,370,adam,False,0.4053722860215965
23,0.9993621514649033,56,103,893,adam,False,0.7001149843628207
3,0.7777567483797345,88,24,978,adam,False,0.49011142690948306
1,0.7365293828976784,90,71,495,adam,False,0.6719735695545831
9,0.8345820510622945,6,6,910,adam,False,0.3064703187586157
9,0.8421885361088438,61,32,465,adam,False,0.40980559144354434
11,0.6889671344867936,6,95,358,adam,False,1.582585215975453
4,0.7313737189166835,45,76,843,adam,True,1.042748835164986
9,0.7959932117976156,6,87,258,adam,False,1.011882371251772
24,0.7615839103758424,87,97,769,adam,False,1.1003314190782232
20,0.8332579190478918,95,80,608,adam,False,0.9232550538273661
22,0.9211751979677819,26,91,391,adam,False,0.9927067905379662
12,0.8206613945580807,53,85,899,adam,False,1.0161834167363941
7,0.869911653648708,11,112,837,adam,True,0.9711051606181735
14,0.9472625009885932,73,6,246,adam,False,0.3487807847540924
29,0.8440973137908222,49,110,910,adam,False,1.110645297899272
27,0.703478681038757,33,33,713,adam,False,0.4144835797015613
10,0.7679682323637608,34,102,768,adam,False,0.7888778814311707
54,0.9710404241955938,9,34,743,adam,True,1.4941179826884765
13,0.9306484169491116,85,47,197,adam,False,0.4822438818007739
9,0.6731041108721754,86,117,381,adam,False,1.039965340740208
46,0.8945860988948315,19,16,20,adam,False,0.7358556309600287
35,0.9860344500029158,42,58,457,adam,False,0.5933351676293119
