batch_size,dropout,n_epochs,n_input,n_nodes,optimizer,shuffle,loss
58,0.22642231363431975,59,90,687,adam,True,0.7530278675838173
11,0.9281155462013242,35,24,750,adam,False,0.12684568529764628
14,0.014493489004445803,97,10,242,rmsprop,True,0.8742991317302202
10,0.3929378063696207,49,51,473,adam,True,1.5771354464434133
62,0.09734519155852439,10,119,41,rmsprop,False,0.15689021277608278
23,0.9522476003606284,67,59,775,rmsprop,False,0.10340581125950879
3,0.5303422754848374,50,15,298,adam,False,0.16572467031437593
28,0.3402114996264778,47,54,428,adam,False,0.12133378158736734
54,0.18742988395266025,29,93,627,rmsprop,False,0.10918315336408455
29,0.5491946716343221,31,18,818,adam,True,0.6723536821779336
15,0.20994850536303267,28,100,563,adam,True,0.822018146127852
32,0.39502121673870816,4,84,794,rmsprop,True,0.6847917700411196
21,0.10435035125643988,82,47,370,adam,False,0.10730850367509821
5,0.26889056401843303,65,88,846,rmsprop,True,0.6276302065627577
2,0.43729425330633265,2,83,142,adam,True,0.5285371139924915
3,0.2604403643655313,27,101,297,adam,True,0.6918030017096697
31,0.9638605876345527,89,83,378,adam,False,0.08421794760283519
48,0.7751563991744087,23,8,180,rmsprop,True,0.9734896858518493
11,0.6711016119902029,27,26,929,adam,False,0.14806054780379505
15,0.21081943983664386,82,72,986,adam,False,0.12416691420294095
23,0.9882008332196446,89,59,43,rmsprop,False,0.07335184057508533
19,0.8463249461431319,89,36,224,rmsprop,False,0.09079651938669153
36,0.7124187713110461,88,113,368,rmsprop,False,0.0955340125016756
31,0.9943891564402721,86,80,115,rmsprop,False,0.06587668606696703
50,0.8635680120348214,86,80,633,rmsprop,False,0.10172921435597224
60,0.6157809407046462,99,60,115,rmsprop,False,0.12400244812981245
40,0.8593935476580179,17,53,820,rmsprop,False,0.10376552979330649
63,0.7883310934550259,19,114,797,rmsprop,False,0.10590454488202469
7,0.9868026153038056,11,37,592,rmsprop,False,0.10790042494215964
61,0.7322484373356697,64,73,230,rmsprop,False,0.10108097445598696
47,0.9159243895565591,96,57,43,rmsprop,False,0.08281890257110866
30,0.6297457392458911,37,25,338,rmsprop,False,0.13778027910865656
20,0.8995323024615126,16,77,495,rmsprop,False,0.10299725526845456
13,0.9985375177732801,68,59,934,rmsprop,False,0.07589881371252069
23,0.8100833071240998,70,63,196,rmsprop,False,0.10423290947867007
