batch_size,dropout,n_epochs,n_input,n_nodes,optimizer,shuffle,loss
21,0.316853723216336,75,58,812,adam,False,0.3152757015456987
63,0.9182764077550047,18,88,186,adam,True,0.8486429550009099
9,0.08047421010603606,28,99,255,rmsprop,False,0.14797096614982463
39,0.8019873877383238,36,18,280,adam,True,0.741568750951169
41,0.15173838435721299,60,31,485,adam,False,0.4491492631119245
58,0.3275487732855097,59,92,884,adam,True,0.4897277803155669
52,0.32677988784737,5,13,559,adam,True,1.1036792262682202
57,0.2083874097444408,84,66,529,rmsprop,False,0.323528545283278
48,0.4294582410338189,65,55,230,adam,False,0.30721872926899757
36,0.11948437970680026,57,76,421,adam,True,0.6042894208093466
18,0.08671542811512212,50,71,923,rmsprop,False,0.3931170762863837
59,0.8662212763184525,76,43,262,rmsprop,True,0.5298612224493849
4,0.010554794286323665,23,86,107,rmsprop,False,0.2356758247638729
3,0.65347280646728,81,111,105,rmsprop,True,0.6804634024240537
29,0.2253253483158575,92,76,555,rmsprop,False,0.34405507741799835
1,0.4888193098767156,76,16,50,rmsprop,False,0.35533288687140435
53,0.07180472914909453,40,27,759,rmsprop,True,0.7975317693395605
26,0.2632708271865719,25,23,284,adam,False,0.37635456172734144
38,0.5622951292561866,3,90,561,rmsprop,False,0.25857881304855795
43,0.4048215320655001,24,76,702,adam,False,0.23677479549186745
4,0.061168431632275914,26,101,444,rmsprop,False,0.15754621765624996
45,0.02355381592721993,43,99,914,rmsprop,False,0.21785282484394947
51,0.6794732855448915,26,101,341,rmsprop,False,0.16615769502710018
31,0.0026763918599380654,20,109,304,rmsprop,False,0.12945706185806005
9,0.16842170233484463,28,67,765,rmsprop,False,0.3607401392469846
16,0.03222882916696336,55,104,738,rmsprop,False,0.17410195683986263
62,0.9850090909972815,20,59,99,rmsprop,False,0.5236630216068707
35,0.6139153780311365,74,112,502,rmsprop,False,0.14326225002736248
31,0.7557631852968667,20,109,439,rmsprop,False,0.20517611349778955
35,0.5656321707128023,35,119,909,rmsprop,False,0.17724132592009126
30,0.6608049410846767,74,11,223,rmsprop,False,0.2956109698367614
10,0.5853794191637027,85,118,925,rmsprop,False,0.19665103084040525
49,0.749458948432532,37,112,502,rmsprop,False,0.1514926999475162
32,0.8994786265962229,27,61,117,rmsprop,False,0.35039570477866244
56,0.42631588706088713,10,15,635,rmsprop,True,0.8355041700072711
24,0.38470648236395255,94,22,267,rmsprop,False,0.34173918076445287
12,0.996224817205812,69,46,856,adam,False,0.41074955763789384
40,0.49514035708159004,16,108,520,rmsprop,True,0.4695835592811123
55,0.8213927522297105,83,32,250,adam,False,0.32210043831063784
46,0.29621164167243974,71,109,674,rmsprop,True,0.6741590719079481
28,0.7376915503396743,39,70,69,adam,False,0.328427112264734
19,0.9403385418507124,14,42,90,rmsprop,False,0.4750728724693901
42,0.6114728275204844,61,44,552,rmsprop,True,0.3216899148693303
23,0.8259964931197543,21,62,882,adam,False,0.36860514097837616
6,0.47660971275753666,58,115,34,rmsprop,False,0.2737368541559434
50,0.36024021895405217,30,89,576,rmsprop,True,0.5662520537240907
61,0.4539844124313742,45,26,413,adam,False,0.3623948532662675
27,0.7098219422933914,74,25,915,rmsprop,False,0.34333117053513085
44,0.5230282240748255,7,98,748,rmsprop,True,1.4176735721215619
13,0.1560252632168006,67,97,445,rmsprop,False,0.2242753848090288
60,0.22171652387175994,72,36,366,adam,False,0.356624494152166
22,0.6252011344836869,42,85,371,rmsprop,False,0.18211204258143543
7,0.5276042776928214,31,117,26,rmsprop,True,0.5480926265033684
17,0.2801251503766764,89,40,424,adam,False,0.5062427729194027
5,0.3517675405413667,88,82,580,rmsprop,False,0.2862782284662521
31,0.851791709161945,64,116,298,rmsprop,False,0.2556456213490982
35,0.11352579792711032,63,87,929,rmsprop,True,1.074285941196935
37,0.7731843014959342,73,68,141,rmsprop,False,0.3001092695920108
