batch_size,dropout,n_epochs,n_input,n_nodes,optimizer,shuffle,loss
27,0.1556997033762677,91,14,992,adam,True,0.7719451566924793
19,0.9715586317220969,86,38,234,rmsprop,False,0.2655350161226376
31,0.8576564700887557,4,88,649,rmsprop,True,0.5563708260214559
54,0.7965284777057767,91,68,267,rmsprop,True,0.5932876260944948
30,0.18868183492567947,1,39,60,adam,True,0.8810632148683494
9,0.6346206671765581,42,71,789,rmsprop,True,0.958799419435915
32,0.17960473189276094,67,82,300,adam,False,0.21018579135570897
15,0.8104185531827702,1,53,785,adam,False,0.33084844453399964
49,0.4246063620633006,58,61,212,rmsprop,False,0.300583898292489
16,0.047959265601129175,63,26,704,rmsprop,True,0.8721684437382422
6,0.876092734068362,3,11,276,rmsprop,True,0.7970258021844991
36,0.08576565379628787,83,55,428,adam,True,0.7929788279581284
15,0.2901684547391058,42,64,501,adam,True,0.8446311899633793
12,0.9626100443642543,10,11,325,rmsprop,True,0.9194928043806664
50,0.39442428662695206,12,13,935,rmsprop,False,0.27028961036483823
20,0.5411719642646784,90,13,965,rmsprop,False,0.6513759379145889
61,0.5993130662109075,50,70,794,rmsprop,False,0.2497128479502603
18,0.3368019498204904,36,10,728,rmsprop,False,0.483340235181264
30,0.3513121049611616,20,99,988,rmsprop,True,0.9774610150139832
19,0.20211549583196242,10,56,921,rmsprop,False,0.4048246504432855
46,0.6514265747944037,89,70,333,adam,False,0.22386615682079766
58,0.6744197563093379,89,119,333,adam,False,0.18304438273806004
32,0.7324389880360576,67,58,742,adam,False,0.48213743442637147
58,0.503294733287388,54,82,672,adam,False,0.2055504114735825
58,0.48204375222266205,96,36,729,adam,False,0.30132400237637613
58,0.6982015588866176,54,23,653,adam,False,0.5176263032189644
58,0.5033939047052887,64,31,803,adam,False,0.28331356992423495
14,0.5865084005817471,65,90,475,adam,False,0.4568994341906552
59,0.7261110919867162,89,65,845,adam,False,0.19133506977743248
60,0.733440369679686,13,110,182,adam,False,0.30427967389092786
5,0.9946626357811683,31,119,116,adam,False,1.9938985742579398
1,0.8429927085311024,89,35,385,adam,False,0.5188925905375144
62,0.9471230196305791,84,65,754,adam,False,0.26771924915887857
59,0.9260325788404467,47,91,243,adam,False,0.3401702432805594
39,0.7624338512377141,78,37,996,adam,False,0.27392173888343524
53,0.6582312267748361,89,108,509,adam,False,0.3515396346447494
26,0.8797817471515994,40,51,327,adam,False,0.2947964325311235
11,0.8019553628215353,32,85,463,adam,False,0.19559626252249954
47,0.5764442274773243,53,101,435,adam,False,0.25680611286124927
4,0.4494646615454011,71,117,575,adam,True,0.8332048024226728
41,0.6858592249108537,74,119,809,adam,False,0.3319102288418444
28,0.9096676077079366,2,102,304,adam,True,0.717246152951781
43,0.25684504029200317,73,22,845,adam,False,0.24789207994021156
21,0.7896534670523536,33,96,478,adam,True,0.928751323869011
55,0.8347996755063825,17,16,82,adam,False,0.3713271998474955
13,0.6273140596553715,37,97,33,adam,False,0.3085832035248464
45,0.12314696018825788,5,65,760,adam,True,0.7115977540239891
33,0.5489901897829786,94,41,176,rmsprop,False,0.7863991881851091
22,0.39924244937853476,88,80,825,adam,False,0.3070493055881273
57,0.9993512127051871,85,93,511,rmsprop,True,0.902871688426743
51,0.0021972531156996267,52,18,128,adam,False,0.30817282415521474
25,0.69112875174959,92,62,858,rmsprop,False,0.18301403509575845
2,0.6178431032448277,92,69,907,rmsprop,True,0.5283075594113273
8,0.34150001306184796,25,62,690,rmsprop,False,0.18344397166324172
25,0.5484249670345576,26,81,858,rmsprop,False,0.20166403387927803
24,0.4697924536334446,92,100,743,rmsprop,False,0.673049099561308
34,0.6770360809546336,27,62,206,rmsprop,True,0.6964941488493246
7,0.7689489593726204,39,45,605,rmsprop,False,0.4998169490914671
35,0.2379755402363274,23,19,238,rmsprop,False,0.33234773760084413
40,0.8881264451364748,95,27,277,rmsprop,False,0.2851845180899483
42,0.5207314523498034,97,12,848,rmsprop,True,0.7465817128122015
52,0.3728300051952324,51,20,80,rmsprop,False,0.35700034548595855
63,0.7284524731759506,99,95,849,rmsprop,False,0.5848285531130588
