AdminStrata,Al-Hasakeh,Al-Hasakeh,Aleppo,Aleppo,Ar-Raqqa,Ar-Raqqa,As-Sweida,As-Sweida,Damascus,Damascus,Dar'a,Dar'a,Deir-ez-Zor,Deir-ez-Zor,Hama,Hama,Homs,Homs,Lattakia,Lattakia,Quneitra,Quneitra,Rural Damascus,Rural Damascus,Tartous,Tartous
Indicator,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly,NDVI,NDVI Anomaly
2016-01-10,0.16450185,97.92355910948305,0.2620306,110.4562813017271,0.17763345,112.6875952951424,0.1504859,99.70841319685181,0.18816,101.4137284959971,0.21650035,103.75343621975139,0.12090395,96.00158969116174,0.26981869999999997,108.82928922431839,0.14377295,100.96753216639985,0.5308591,100.9051704295242,0.42883,96.35121802805885,0.13415975000000002,103.1340391513385,0.4952911,100.7436826786394
2016-01-11,0.167267605,98.88574144638804,0.25825483,108.80894541227998,0.174926165,111.1598847223152,0.15123074,99.93413847148673,0.185308,100.09558796962972,0.212099555,101.7911535932285,0.120579855,95.69277733361315,0.26612571999999995,107.27606296654626,0.143631645,100.76968510873938,0.53103935,100.94524703119178,0.42187346,94.61409534796468,0.133539385,102.73266929745385,0.49701884,101.04010475127936
2016-01-12,0.17003336,99.84792378329304,0.25447906,107.16160952283286,0.17221888,109.63217414948801,0.15197558,100.15986374612164,0.182456,98.77744744326233,0.20769876,99.82887096670561,0.12025576,95.38396497606458,0.26243274,105.72283670877415,0.14349034,100.57183805107893,0.5312196,100.98532363285936,0.41491691999999997,92.8769726678705,0.13291902000000003,102.33129944356921,0.49874658,101.33652682391933
2016-01-13,0.172799115,100.81010612019804,0.25070328999999997,105.51427363338574,0.169511595,108.1044635766608,0.15272042,100.38558902075657,0.17960399999999999,97.45930691689493,0.203297965,97.86658834018273,0.119931665,95.07515261851599,0.25873976,104.16961045100203,0.143349035,100.37399099341846,0.53139985,101.02540023452694,0.40796038,91.13984998777633,0.13229865500000001,101.92992958968455,0.50047432,101.63294889655928
2016-01-14,0.17556487,101.77228845710303,0.24692751999999998,103.86693774393862,0.16680430999999998,106.5767530038336,0.15346526,100.61131429539148,0.176752,96.14116639052754,0.19889717,95.90430571365984,0.11960757000000001,94.76634026096741,0.25504678,102.6163841932299,0.14320773,100.17614393575799,0.5315801,101.06547683619452,0.40100384,89.40272730768216,0.13167829000000003,101.5285597357999,0.50220206,101.92937096919924
2016-01-15,0.17833062500000002,102.73447079400802,0.24315175,102.2196018544915,0.164097025,105.0490424310064,0.1542101,100.8370395700264,0.1739,94.82302586416016,0.194496375,93.94202308713695,0.119283475,94.45752790341882,0.25135379999999996,101.06315793545778,0.143066425,99.97829687809752,0.53176035,101.10555343786211,0.3940473,87.66560462758798,0.13105792500000002,101.12718988191526,0.5039298000000001,102.22579304183921
2016-01-16,0.18109638,103.69665313091302,0.23937598,100.57226596504438,0.16138974,103.52133185817921,0.15495493999999999,101.06276484466133,0.171048,93.50488533779277,0.19009558,91.97974046061405,0.11895938,94.14871554587023,0.24766082,99.50993167768567,0.14292512,99.78044982043707,0.5319406,101.14563003952969,0.38709076,85.9284819474938,0.13043756,100.72582002803061,0.5056575400000001,102.52221511447917
2016-01-17,0.183862135,104.65883546781802,0.23560020999999998,98.92493007559726,0.158682455,101.993621285352,0.15569977999999998,101.28849011929624,0.168196,92.18674481142538,0.185694785,90.01745783409116,0.11863528500000001,93.83990318832166,0.24396784,97.95670541991355,0.14278381499999998,99.5826027627766,0.53212085,101.18570664119727,0.38013421999999997,84.19135926739962,0.12981719500000002,100.32445017414597,0.50738528,102.81863718711912
2016-01-18,0.18662789000000002,105.62101780472301,0.23182443999999996,97.27759418615014,0.15597517,100.4659107125248,0.15644461999999998,101.51421539393117,0.165344,90.86860428505798,0.18129399,88.05517520756828,0.11831119000000001,93.53109083077307,0.24027486,96.40347916214142,0.14264251,99.38475570511613,0.5323011,101.22578324286485,0.37317768,82.45423658730545,0.12919683,99.9230803202613,0.50911302,103.11505925975908
2016-01-19,0.189393645,106.583200141628,0.22804866999999998,95.63025829670302,0.153267885,98.93820013969761,0.15718945999999998,101.73994066856608,0.162492,89.5504637586906,0.176893195,86.09289258104539,0.11798709500000001,93.22227847322449,0.23658188,94.85025290436931,0.142501205,99.18690864745568,0.53248135,101.26585984453243,0.36622114,80.71711390721127,0.12857646500000003,99.52171046637666,0.5108407600000001,103.41148133239905
2016-01-20,0.1921594,107.545382478533,0.22427289999999997,93.9829224072559,0.1505606,97.41048956687041,0.15793429999999997,101.965665943201,0.15964,88.23232323232321,0.1724924,84.1306099545225,0.11766300000000002,92.9134661156759,0.2328889,93.29702664659719,0.14235989999999998,98.98906158979521,0.5326616,101.30593644620001,0.3592646,78.9799912271171,0.12795610000000002,99.12034061249201,0.5125685000000001,103.707903405039
