AdminStrata,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Aleppo,Aleppo,Aleppo,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,As-Sweida,As-Sweida,As-Sweida,Damascus,Damascus,Damascus,Dar'a,Dar'a,Dar'a,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,Hama,Hama,Hama,Homs,Homs,Homs,Lattakia,Lattakia,Lattakia,Rural Damascus,Rural Damascus,Rural Damascus,Tartous,Tartous,Tartous
2018-02-18,99.53478779405644,89.42147636591623,70.07590000000003,114.94603919473339,90.90859755187384,62.22210000000004,115.77663044268516,99.53868493127865,36.483599999999974,120.01318284357146,116.30823694105798,41.189800000000005,124.96614511235877,117.93645143403414,44.03999999999998,126.57063469774802,118.37800681531843,57.23990000000002,112.01739459103662,120.63024747009364,34.300000000000026,132.20940117313788,106.99906487515976,78.73709999999991,119.33720659145692,115.9120352785213,29.242399999999986,162.94553050777552,117.36258409155779,241.52939999999987,119.57355983941896,112.73318148709163,26.947299999999984,149.2124326842077,114.92927360204241,227.57809999999995
2018-02-19,100.52003630721912,89.99656446045039,71.46980000000003,115.1455072711454,91.44635019781191,62.308700000000044,115.91932172204264,100.04487806461387,36.53879999999997,117.85478491002404,116.45245967541968,42.8652,121.70702740874995,118.07601477088953,45.699999999999974,123.70043578152388,118.48353154477938,59.13440000000002,112.14761401075769,120.92080999015973,35.46120000000003,132.23165095651356,107.56291426142164,79.5497999999999,119.21112714161957,116.4070060957815,30.189599999999984,162.4313409340404,117.90821827558514,240.24149999999986,118.03053223985752,113.14235786805025,28.11029999999998,149.08018061686,115.52395950789828,230.84939999999995
2018-02-20,101.51776598178061,90.59088211664472,72.86370000000004,115.23000403102762,91.9744320484964,62.39530000000005,116.00162107084432,100.54039013092275,36.59399999999997,115.7515865495283,116.62460197950132,44.5406,118.49729562608321,118.25304923054995,47.35999999999997,120.85876821437677,118.6239564782535,61.02890000000002,112.3723320812026,121.24011399390882,36.62240000000003,132.20356655836443,108.12441535654038,80.3624999999999,119.15642467765818,116.92298158931537,31.136799999999983,161.7396678768764,118.42406754402093,238.95359999999985,116.55832276061838,113.58411270543643,29.273299999999978,148.89485478020057,116.12049657905234,234.12069999999994
2018-02-21,102.6375921823192,91.20769704303254,72.92710000000004,115.43314137415923,92.52794556922598,62.447600000000044,116.1382213957948,101.04818501024161,36.471399999999974,113.8201234119508,116.80735266758565,44.933699999999995,115.53609613443285,118.45184520324572,48.019999999999975,118.2370379288381,118.78715790446748,61.48540000000002,112.76283579099344,121.59814952971925,37.05240000000003,132.23505230909433,108.69711475003008,80.24799999999989,119.20939519601512,117.45480383460135,31.447699999999987,160.91211634464548,118.91204138450287,232.67069999999987,115.24187988906449,114.04547249863153,29.69069999999998,148.66867340200702,116.70498774465311,231.64539999999994
2018-02-22,103.87951490883485,91.84700923961385,72.99050000000004,115.75491930054024,93.10689076000064,62.499900000000046,116.32912269689406,101.56826270257048,36.348799999999976,112.06039549729157,117.00071173967264,45.32679999999999,112.82342893379887,118.67240268897687,48.67999999999998,115.83524492490788,118.97313582342129,61.94190000000002,113.31912514013023,121.994916597591,37.48240000000003,132.3261082087033,109.28101244189075,80.13349999999988,119.3700386966904,118.00247283163941,31.75859999999999,159.94868633734768,119.372139797031,226.38779999999988,114.08120362519588,114.52643724763556,30.10809999999998,148.40163648227932,117.27743300470061,229.17009999999993
2018-02-23,105.24353416132756,92.50881870638871,73.05390000000004,116.19533781017064,93.71126762082041,62.55220000000005,116.57432497414213,102.10062320790935,36.22619999999998,110.47240280555057,117.20467919576231,45.71989999999999,110.35929402418127,118.91472168774337,49.33999999999998,113.65338920258608,119.18189023511495,62.39840000000002,114.04120012861296,122.43041519752411,37.91240000000003,132.4767342571913,109.87610843212238,80.01899999999988,119.63835517968401,118.56598858042956,32.06949999999999,158.84937785498292,119.80436278160526,220.1048999999999,113.07629396901253,115.02700695244852,30.52549999999998,148.09374402101747,117.83783235919483,226.69479999999993
2018-02-24,106.72964993979733,93.19312544335705,73.11730000000004,116.7543969030504,94.34107615168527,62.60450000000005,116.873828227539,102.64526652625821,36.10359999999998,109.05614533672782,117.41925503585466,46.112999999999985,108.14369140558004,119.17880219954522,49.999999999999986,111.69147076187272,119.41342113954843,62.854900000000015,114.92906075644163,122.90464532951853,38.342400000000026,132.68693045455836,110.48240272072498,79.90449999999987,120.01434464499596,119.14535108097185,32.38039999999999,157.61419089755128,120.20871033822574,213.82199999999992,112.2271509205144,115.5471816130704,30.94289999999998,147.74499601822146,118.38618580813579,224.21949999999993
2018-02-25,108.3378622442442,93.89992945051888,73.18070000000004,117.43209657917957,94.99631635259523,62.656800000000054,117.22763245708467,103.20219265761708,35.98099999999998,107.81162309082332,117.64443925994966,46.50609999999998,106.1766210779952,119.46464422438243,50.65999999999999,109.9494896027678,119.66772853672178,63.31140000000002,115.98270702361623,123.4176069935743,38.772400000000026,132.95669680080448,111.09989530769853,79.78999999999986,120.49800709262622,119.74056033326622,32.691299999999984,156.2431254650527,120.58518246689236,207.53909999999993,111.53377447970155,116.08696122950124,31.36029999999998,147.35539247389136,118.92249335152344,221.74419999999992
2018-02-26,110.06817107466814,94.62923072787423,73.24410000000005,118.22843683855812,95.67698822355027,62.709100000000056,117.63573766277912,103.77140160198593,35.85839999999998,106.73883606783707,117.88023186804735,46.89919999999998,104.4580830414267,119.77224776225499,51.31999999999999,108.4274457252713,119.94481242663497,63.767900000000026,117.20213893013678,123.96930018969138,39.202400000000026,133.2860332959296,111.72858619304304,79.67549999999986,121.08934252257482,120.35161633731269,33.00219999999998,154.73618155748724,120.93377916760515,201.25619999999995,110.99616464657394,116.64634580174099,31.777699999999978,146.92493338802709,119.44675498935783,219.26889999999992
2018-02-27,111.92057643106915,95.38102927542307,73.30750000000005,119.14341768118608,96.3830917645504,62.76140000000006,118.09814384462237,104.35289335936478,35.73579999999998,105.83778426776908,118.12663286014771,47.292299999999976,102.98807729587459,120.1016128131629,51.98,107.12533912938322,120.24467280928799,64.22440000000003,118.58735647600328,124.55972491786983,39.632400000000025,133.6749399399338,112.36847537675851,79.56099999999985,121.78835093484174,120.97851909311126,33.31309999999998,153.09335917485484,121.25450044036411,194.97329999999997,110.61432142113158,117.22533532978969,32.19509999999998,146.4536187606287,119.9589707216389,216.7935999999999
2018-02-28,113.89507831344723,96.15532509316544,73.37090000000005,120.17703910706341,97.11462697559563,62.81370000000006,118.61485100261443,104.94666792975364,35.613199999999985,105.10846769061932,118.38364223625074,47.68539999999997,101.76660384133886,120.4527393771062,52.64,106.04316981510361,120.56730968468084,64.68090000000004,120.13835966121573,125.18888117810958,40.062400000000025,134.12341673281702,113.01956285884496,79.44649999999984,122.59503232942701,121.62126860066194,33.623999999999974,151.31465831715553,121.54734628516924,188.69039999999998,110.38824480337448,117.82392981364731,32.61249999999998,145.94144859169612,120.45914054836672,214.3182999999999
2018-03-01,115.87741725944512,96.9050275503297,72.78480000000005,121.20062764597542,97.84647569861544,61.480100000000064,119.12836453636618,105.52095120331946,34.87679999999998,104.52622144388093,118.6476073219094,47.16399999999997,100.7527486143737,120.82289012205197,51.64,105.1374617299645,120.90870179255872,63.52840000000003,121.75443137857923,125.7929478859828,39.78880000000002,134.51516325755082,113.66660173185471,77.43999999999984,123.39155729593243,122.24488822900248,33.44199999999997,149.4405924731037,121.82516841963987,178.15099999999998,110.25450037117112,118.41427255119928,32.34849999999999,145.3533814811345,120.95467826130108,207.4826999999999
2018-03-02,117.8675932690628,97.6301366469159,72.19870000000004,122.21418329792208,98.57863793360983,60.14650000000007,119.63868444587766,106.07574318006225,34.14039999999998,104.09104552755393,118.91852811712367,46.64259999999997,99.94651161497912,121.21206504800026,50.64,104.40821487396592,121.26884913292162,62.37590000000004,123.4355716280938,126.37192504148943,39.51520000000002,134.8501795141352,114.30959199578776,75.43349999999984,124.17792583435804,122.84937797813292,33.25999999999997,147.47116164269931,122.08796684377599,167.61159999999998,110.21308812452152,118.99636354244558,32.08449999999999,144.6894174289438,121.445583860442,200.6470999999999
2018-03-03,119.86560634230028,98.330652382924,71.61260000000004,123.21770606290345,99.31111368057877,58.81290000000007,120.14581073114883,106.61104385998202,33.403999999999975,103.8029399416383,119.19640462189356,46.12119999999997,99.3478928431551,121.62026415495104,49.64,103.85542924710786,121.64775170576952,61.22340000000004,125.18178040975941,126.92581264462953,39.24160000000002,135.1284655025701,114.94853365064411,73.42699999999984,124.95413794470379,123.43473784805325,33.07799999999997,145.40636582594237,122.3357415575776,157.07219999999998,110.26400806342566,119.57020278738622,31.820499999999992,143.94955643512407,121.93185734578945,193.8114999999999
2018-03-04,121.80244250826938,99.01934910557308,71.41190000000003,124.17748569487422,100.03960285683192,58.29950000000007,120.63516095101173,107.14115988901082,33.319199999999974,103.64481460872916,119.4812948859095,45.590599999999974,98.95898785485063,122.04917558681481,49.0,103.48624254537043,122.0380577592281,60.33990000000004,126.92702916426036,127.47645635120814,38.99290000000002,135.3774440420881,115.57624280016354,72.01749999999984,125.70246085549879,123.99705151690232,32.72999999999997,143.41256670528838,122.59199053397622,154.47629999999998,110.41267641473604,120.13371755323924,31.52939999999999,143.24227619714316,122.41122784044946,189.5319999999999
2018-03-05,123.67810176697013,99.69622681486317,71.21120000000002,125.09352219383439,100.76410546236923,57.786100000000076,121.10673510546634,107.66609126714867,33.23439999999997,103.61666952882653,119.77319890917153,45.059999999999974,98.77979665006573,122.49879934359159,48.36,103.30065476875366,122.43976729329734,59.456400000000045,128.6713178915967,128.02385616122527,38.74420000000002,135.59711513268917,116.19271944434605,70.60799999999985,126.422894566743,124.53631898468016,32.38199999999997,141.4897642807373,122.8567137729718,151.88039999999998,110.65909317845264,120.68690784000464,31.238299999999988,142.56757671500108,122.883695344422,185.25249999999988
2018-03-06,125.49258411840252,100.36128551079425,71.01050000000001,125.96581555978396,101.48462149719073,57.27270000000008,121.56053319451269,108.18583799439556,33.14959999999997,103.71850470193041,120.07211669167958,44.529399999999974,98.81031922880038,122.96913542528135,47.72,103.29866591725751,122.85288030797723,58.57290000000005,130.41464659176833,128.5680120746809,38.49550000000002,135.7874787743733,116.79796358319165,69.19849999999985,127.11543907843644,125.05254025138677,32.03399999999997,139.63795855228915,123.12991127456435,149.28449999999998,111.00325835457545,121.22977364768242,30.947199999999988,141.9254579886978,123.34925985770708,180.97299999999987
2018-03-07,127.24588956256653,101.0145251933663,70.8098,126.79436579272294,102.2011509612964,56.75930000000008,121.99655521815076,108.70040007075148,33.06479999999997,103.95032012804081,120.3780482334337,43.998799999999974,99.05055559105458,123.46018383188411,47.08,103.480275990882,123.27739680326779,57.68940000000005,132.15701526477534,129.10892409157503,38.24680000000002,135.94853496714055,117.39197521670032,67.78899999999986,127.7800943905791,125.54571531702216,31.68599999999997,137.8571495199439,123.41158303875392,146.68859999999998,111.44517194310448,121.76231497627256,30.656099999999988,141.31592001823336,123.80792138030469,176.69349999999986
2018-03-08,128.9380180994622,101.65594586257933,70.60909999999998,127.57917289265131,102.91369385468626,56.245900000000084,122.41480117638056,109.20977749621643,32.97999999999997,104.31211580715771,120.69099353443389,43.468199999999975,99.50050573682833,123.97194456339986,46.44,103.84548498962714,123.71331677916902,56.80590000000005,133.89842391061768,129.6465922119077,37.99810000000002,136.08028371099084,117.97475434487207,66.37949999999987,128.416860503171,126.01584418158627,31.337999999999973,136.1473371837016,123.70172906554043,144.09269999999998,111.98483394403974,122.28453182577509,30.364999999999988,140.73896280360776,124.25967991221484,172.41399999999985
2018-03-09,130.56896972908947,102.28554751843336,70.40839999999997,128.3202368595691,103.6222501773603,55.73250000000009,122.8152710692021,109.71397027079044,32.89519999999997,104.80389173928111,121.01095259468012,42.937599999999975,100.16016966612162,124.50441761982859,45.8,104.39429291349292,124.16064023568092,55.92240000000005,135.63887252929538,130.18101643567886,37.74940000000002,136.18272500592425,118.54630096770691,64.96999999999987,129.02573741621208,126.46292684507918,30.989999999999974,134.5085215435622,124.00034935492394,141.49679999999998,112.6222443573812,122.79642419619,30.073899999999988,140.19458634482098,124.70453545343752,168.13449999999983
2018-03-10,132.1387444514484,102.90333016092838,70.20769999999996,129.01755769347628,104.32681992931852,55.21910000000009,123.19796489661536,110.21297839447348,32.810399999999966,105.42564792441102,121.33792541417242,42.406999999999975,101.02954737893448,125.05760300117032,45.16,105.12669976247933,124.61936717280346,55.038900000000055,137.37836112080842,130.71219676288854,37.50070000000002,136.25585885194073,119.10661508520482,63.56049999999988,129.6067251297024,126.88696330750086,30.641999999999975,132.94070259952574,124.30744390690444,138.90089999999998,113.35740318312891,123.29799208751729,29.782799999999988,139.682790641873,125.14248800397273,163.85499999999982
2018-03-11,133.51925972506,103.52702543580693,69.66139999999996,129.5891533732449,105.02289665472784,54.43150000000009,123.48973890847414,110.70207635472819,32.594599999999964,106.0513321904766,121.65838082516754,41.94009999999997,101.95297554371234,125.60403459738257,44.6,105.89301955505817,125.07909309966648,54.20720000000006,138.9807020059237,131.2457817475965,37.254400000000025,136.24125635747043,119.64538780137433,62.102399999999875,130.09774629856997,127.27096644776414,30.258499999999977,131.3819975183856,124.61928869508012,136.05239999999998,114.08448901903039,123.77383021103716,29.609899999999985,139.10807128997152,125.56831489306933,159.62209999999982
2018-03-12,134.71051554992434,104.15663334306903,69.11509999999996,130.03502389887495,105.71048035358825,53.643900000000095,123.69059310477844,111.18126415155459,32.37879999999996,106.68094453747784,121.97231882766548,41.47319999999997,102.93045416045518,126.14371240846533,44.040000000000006,106.69325229122943,125.53981801626996,53.37550000000006,140.44589518464122,131.78177138980283,37.00810000000003,136.13891752251334,120.16261911621541,60.64429999999988,130.49880092281472,127.614936265869,29.87499999999998,129.83240630014174,124.93588371945097,133.20389999999998,114.80350186508561,124.22393856674965,29.436999999999983,138.47042828911654,125.9820161207273,155.38919999999982
2018-03-13,135.71251192604143,104.79215388271466,68.56879999999995,130.3551692703665,106.38957102589977,52.8563000000001,123.80052748552826,111.65054178495267,32.16299999999996,107.31448496541474,122.27973942166625,41.00629999999997,103.96198322916305,126.67663643441861,43.48000000000001,107.52739797099314,126.00154192261387,52.54380000000006,141.77394065696097,132.32016568950743,36.76180000000003,135.94884234706944,120.65830902972807,59.186199999999886,130.80988900243673,127.9188727618155,29.49149999999998,128.29192894479425,125.257228980017,130.35539999999997,115.5144417212946,124.64831715465473,29.26409999999998,137.76986163930806,126.38359168694664,151.15629999999982
2018-03-14,136.50115144436853,105.39178171626783,66.26979999999996,130.5847209816832,107.0444722882768,50.9322000000001,123.8304209618656,112.09642906877947,31.256399999999957,107.7527791025467,122.54066234960469,38.88009999999997,104.78614716209543,127.16241175746518,41.06000000000002,108.15227550682577,126.42652034303016,49.58450000000006,142.86615219711447,132.81005244468935,35.43970000000003,135.62229769377714,121.13217588086988,56.934499999999886,130.9300050335832,128.16954496144976,28.582499999999982,126.70376545679223,125.58699718615617,125.40689999999996,116.02292248443763,125.01733519126407,28.088299999999983,136.88721161442854,126.76855910176855,143.82749999999982
2018-03-15,137.0764341049057,105.95551684372853,63.97079999999997,130.72367903282512,107.67518414071935,49.008100000000105,123.78027353379044,112.51892600303502,30.349799999999956,107.9958269488737,122.75508761148083,36.75389999999997,105.40294595925236,127.60103837760502,38.640000000000015,108.56788489872734,126.81475327751883,46.62520000000006,143.72252980510171,133.2514316553486,34.11760000000003,135.15928356263638,121.58421966964082,54.68279999999989,130.85914901625415,128.3669528647718,27.673499999999983,125.0679158361357,125.92518833786843,120.45839999999997,116.3289441545147,125.33099267657765,26.912499999999984,135.82247821447802,127.136918365193,136.49869999999981
2018-03-16,137.43835990765294,106.48335926509675,61.671799999999976,130.7720434237922,108.28170658322742,47.08400000000011,123.65008520130279,112.9180325877193,29.443199999999955,108.04362850439574,122.92301520729464,34.627699999999976,105.8123796206338,127.99251629483813,36.22000000000001,108.77422614669786,127.16624072607985,43.665900000000065,144.34307348092267,133.64430332148513,32.79550000000003,134.5597999536472,122.0144403960409,52.43109999999989,130.59732095044956,128.51109647178166,26.764499999999984,123.38438008282463,126.27180243515383,115.50989999999997,116.43250673152579,125.58928961059549,25.736699999999985,134.57566143945647,127.48866947721999,129.1698999999998
2018-03-17,137.58692885261024,106.97530898037252,59.37279999999997,130.7298141545845,108.86403961580102,45.159900000000114,123.43985596440264,113.29374882283233,28.536599999999954,107.89618376911284,123.04444513704614,32.50149999999998,106.01444814623979,128.33684550916453,33.80000000000001,108.77129925073733,127.48098268871325,40.706600000000066,144.72778322457737,133.98866744309896,31.473400000000034,133.82384686680953,122.42283806007012,50.17939999999989,130.14452083616942,128.60197578247926,25.855499999999985,121.65315819685908,126.62683947801233,110.56139999999998,116.33361021547091,125.79222599331757,24.560899999999986,133.14676128936387,127.82381243784954,121.84109999999981
2018-03-18,137.52214093977761,107.4313659895558,57.07379999999996,130.59699122520192,109.42218323844013,43.23580000000012,123.14958582308999,113.64607470837409,27.629999999999953,107.55349274302499,123.11937740073532,30.375299999999978,106.0091515360703,128.6340260205842,31.380000000000013,108.55910421084575,127.75897916541902,37.74730000000007,144.8766590360658,134.28452402019013,30.151300000000035,132.95142430212343,122.80941266172847,47.92769999999989,129.50074867341374,128.63959079686467,24.946499999999986,119.87425017823898,126.99029946644394,105.61289999999998,116.0322546063501,125.93980182474391,23.385099999999987,131.53577776420025,128.14234724708166,114.51229999999981
2018-03-19,137.24399616915508,107.85153029264663,54.774799999999956,130.37357463564456,109.95613745114477,41.31170000000012,122.77927477736483,113.97501024434457,26.723399999999952,107.0155554261322,123.14781199836219,28.249099999999977,105.79648979012534,128.88405782909715,28.96000000000001,108.1376410270231,128.00023015619715,34.78800000000007,144.78970091538798,134.5318730527586,28.829200000000036,131.94253225958892,123.174164201016,45.67599999999989,128.6660044621825,128.62394151493783,24.037499999999987,118.04765602696438,127.36218240044867,100.66439999999999,115.52843990416329,126.03201710487448,22.20929999999999,129.74271086396564,128.44427390491634,107.18349999999981
2018-03-20,136.7524945407426,108.23580188964497,52.47579999999995,130.05956438591235,110.46590225391492,39.38760000000013,122.32892282722722,114.2805554307438,25.81679999999995,106.28237181843444,123.12974892992673,26.122899999999976,105.37646290840492,129.08694093470336,26.54000000000001,107.50690969926939,128.20473566104766,31.828700000000072,144.4669088625439,134.7307145408044,27.507100000000037,130.79717073920594,123.51709267793265,43.42429999999989,127.64028820247579,128.55502793669876,23.12849999999999,116.17337574303525,127.74248828002652,95.71589999999999,114.82216610891051,126.06887183370932,21.03349999999999,127.76756058866,128.72959241135356,99.85469999999981
2018-03-21,136.1270174829576,108.56543913833163,50.58859999999996,129.64861537353198,110.93526580804537,37.778200000000126,121.79813304677512,114.54571521265567,24.93109999999995,105.44998124369543,123.03125397319147,24.468499999999977,104.88735524187788,129.20883455413272,25.800000000000008,106.78902087081222,128.32771459010795,30.131400000000074,143.96620380512638,134.85838601382002,26.204100000000036,129.52596893587756,123.81893753957634,41.41639999999989,126.48363271534457,128.42618507066766,22.40969999999999,114.25450276852825,128.10465239255612,91.93509999999999,114.01220988586691,126.03465239705125,20.45559999999999,125.67540237899549,128.97386248053374,93.60669999999982
2018-03-22,135.36756499580002,108.84044203870656,48.701399999999964,129.14072759850345,111.36422811353616,36.168800000000125,121.18690543600857,114.77048959008019,24.04539999999995,104.5183837019152,122.85232712815639,22.81409999999998,104.32916679054428,129.24973868738525,25.060000000000006,105.9839745416516,128.36916694337796,28.434100000000075,143.2875857431354,134.9148874718055,24.901100000000035,128.12892684960374,124.07969878594709,39.40849999999989,125.19603800078889,128.23741291684448,21.690899999999992,112.2910371034434,128.4486747380375,88.15429999999999,113.0985712350325,125.92935879490025,19.87769999999999,123.46623623497213,129.17708411245684,87.35869999999983
2018-03-23,134.4741370792699,109.06081059076979,46.81419999999997,128.53590106082666,111.75278917038725,34.559400000000124,120.49523999492757,114.95487856301736,23.15969999999995,103.48757919309368,122.59296839482148,21.15969999999998,103.70189755440408,129.20965333446088,24.320000000000004,105.09177071178753,128.32909272085777,26.736800000000077,142.43105467657094,134.90021891476079,23.598100000000034,126.60604448038457,124.29937641704488,37.40059999999989,123.77750405880872,127.98871147522924,20.972099999999994,110.28297874778069,128.77455531647064,84.37349999999999,112.08125015640726,125.75299102725634,19.29979999999999,121.1400621565899,129.33925730712286,81.11069999999984
2018-03-24,133.41774858732097,109.23307851558474,46.23089999999998,127.71407392933386,112.09551377462955,33.21400000000012,119.67253927740931,115.08577285866807,22.43579999999995,102.40209694345815,122.28249159705877,20.78069999999998,103.01633527423242,129.10552375619105,24.42,104.12851549115493,128.22981165734996,26.441600000000076,141.3955397511713,134.80471535684052,22.916000000000032,124.91906199747004,124.4742376918014,35.703799999999895,122.23909618240947,127.68138129008477,20.633899999999997,108.25664448970241,129.08299887349992,81.0321,110.99344991867324,125.51764765458088,19.334499999999988,118.74841771403258,129.4791813369379,77.87779999999984
