AdminStrata,Bamako,Kayes,Kidal,Koulikoro,Mopti,Segou,Sikasso,Tombouctou-Taoudeni
2020-04-28,2.0,2.0,,3.0,217.0,2.0,2.0,56.0
2020-04-29,2.0,2.0,,3.0,217.0,2.0,2.0,56.0
2020-04-30,2.0,2.0,,3.0,191.0,2.0,2.0,56.0
2020-05-01,2.0,2.0,,3.0,185.0,2.0,2.0,56.0
2020-05-02,2.0,2.0,,3.0,185.0,2.0,2.0,59.0
2020-05-03,2.0,2.0,,3.0,89.0,2.0,2.0,59.0
2020-05-04,2.0,2.0,,3.0,88.0,2.0,2.0,59.0
2020-05-05,2.0,2.0,,3.0,106.0,2.0,2.0,49.0
2020-05-06,2.0,2.0,,3.0,106.0,2.0,2.0,50.0
2020-05-07,2.0,2.0,,3.0,102.0,2.0,3.0,50.0
2020-05-08,2.0,2.0,,3.0,93.0,2.0,3.0,50.0
2020-05-09,2.0,2.0,,3.0,86.0,2.0,3.0,50.0
2020-05-10,2.0,2.0,,3.0,87.0,2.0,3.0,50.0
2020-05-11,2.0,2.0,,3.0,65.0,2.0,3.0,39.0
2020-05-12,2.0,5.0,,3.0,68.0,2.0,3.0,39.0
2020-05-13,2.0,5.0,,3.0,77.0,2.0,3.0,39.0
2020-05-14,1.0,5.0,,3.0,78.0,2.0,3.0,39.0
2020-05-15,1.0,5.0,,3.0,78.0,0.0,3.0,39.0
2020-05-16,1.0,5.0,,3.0,78.0,0.0,3.0,9.0
2020-05-17,1.0,5.0,,3.0,72.0,0.0,3.0,6.0
2020-05-18,1.0,5.0,,3.0,72.0,0.0,3.0,6.0
2020-05-19,1.0,5.0,,3.0,62.0,0.0,3.0,6.0
2020-05-20,1.0,5.0,,3.0,76.0,0.0,3.0,6.0
2020-05-21,1.0,5.0,,3.0,76.0,0.0,3.0,4.0
2020-05-22,1.0,5.0,,3.0,76.0,0.0,3.0,4.0
2020-05-23,1.0,5.0,,3.0,68.0,0.0,3.0,4.0
2020-05-24,1.0,5.0,,3.0,68.0,0.0,3.0,4.0
2020-05-25,1.0,5.0,,3.0,68.0,0.0,3.0,4.0
2020-05-26,1.0,5.0,,3.0,71.0,1.0,3.0,4.0
2020-05-27,1.0,5.0,,3.0,142.0,1.0,3.0,4.0
2020-05-28,1.0,5.0,,3.0,149.0,1.0,3.0,4.0
2020-05-29,1.0,5.0,,3.0,158.0,1.0,3.0,7.0
2020-05-30,1.0,5.0,,3.0,158.0,1.0,3.0,4.0
2020-05-31,1.0,5.0,,3.0,154.0,1.0,3.0,4.0
2020-06-01,1.0,5.0,,3.0,154.0,1.0,3.0,4.0
2020-06-02,1.0,5.0,,3.0,139.0,1.0,3.0,4.0
2020-06-03,1.0,5.0,,3.0,156.0,1.0,3.0,3.0
2020-06-04,1.0,5.0,,3.0,155.0,1.0,3.0,3.0
2020-06-05,4.0,5.0,,3.0,181.0,1.0,3.0,3.0
2020-06-06,4.0,5.0,,3.0,182.0,10.0,3.0,3.0
2020-06-07,4.0,5.0,,3.0,183.0,10.0,3.0,3.0
2020-06-08,4.0,5.0,,3.0,185.0,10.0,3.0,3.0
2020-06-09,4.0,5.0,,4.0,180.0,10.0,3.0,3.0
2020-06-10,4.0,5.0,,4.0,171.0,10.0,3.0,3.0
2020-06-11,4.0,5.0,,4.0,172.0,10.0,3.0,3.0
2020-06-12,4.0,5.0,,4.0,172.0,10.0,3.0,3.0
2020-06-13,4.0,5.0,,4.0,177.0,10.0,3.0,13.0
2020-06-14,4.0,5.0,,4.0,180.0,36.0,3.0,13.0
2020-06-15,4.0,5.0,,4.0,180.0,36.0,3.0,13.0
2020-06-16,4.0,5.0,,4.0,181.0,36.0,3.0,13.0
2020-06-17,4.0,5.0,,4.0,167.0,36.0,3.0,14.0
2020-06-18,4.0,5.0,,4.0,170.0,36.0,3.0,14.0
2020-06-19,4.0,5.0,,4.0,172.0,36.0,3.0,14.0
2020-06-20,4.0,5.0,,4.0,175.0,37.0,3.0,14.0
2020-06-21,4.0,5.0,,4.0,177.0,37.0,1.0,14.0
2020-06-22,4.0,5.0,,4.0,181.0,37.0,1.0,14.0
2020-06-23,4.0,5.0,,4.0,176.0,36.0,1.0,14.0
2020-06-24,4.0,5.0,,4.0,108.0,36.0,1.0,14.0
2020-06-25,4.0,5.0,7.0,4.0,102.0,36.0,1.0,14.0
2020-06-26,4.0,5.0,7.0,4.0,98.0,36.0,1.0,11.0
2020-06-27,4.0,5.0,7.0,1.0,98.0,36.0,1.0,11.0
2020-06-28,4.0,5.0,7.0,1.0,98.0,36.0,1.0,11.0
2020-06-29,4.0,5.0,7.0,1.0,98.0,36.0,1.0,11.0
2020-06-30,4.0,5.0,7.0,1.0,96.0,36.0,1.0,11.0
2020-07-01,4.0,5.0,7.0,1.0,112.0,36.0,1.0,11.0
2020-07-02,4.0,3.0,7.0,1.0,121.0,36.0,1.0,11.0
2020-07-03,4.0,3.0,7.0,1.0,96.0,36.0,1.0,11.0
2020-07-04,4.0,3.0,7.0,1.0,98.0,27.0,1.0,11.0
2020-07-05,4.0,3.0,7.0,1.0,94.0,27.0,1.0,11.0
2020-07-06,4.0,3.0,7.0,1.0,92.0,27.0,1.0,11.0
2020-07-07,4.0,3.0,7.0,1.0,91.0,27.0,1.0,11.0
2020-07-08,4.0,3.0,7.0,1.0,91.0,27.0,1.0,11.0
2020-07-09,4.0,3.0,7.0,1.0,91.0,27.0,1.0,12.0
2020-07-10,7.0,3.0,7.0,1.0,91.0,27.0,1.0,12.0
2020-07-11,11.0,3.0,7.0,1.0,87.0,27.0,1.0,2.0
2020-07-12,15.0,3.0,7.0,1.0,83.0,1.0,1.0,2.0
2020-07-13,15.0,3.0,6.0,1.0,84.0,1.0,1.0,2.0
2020-07-14,15.0,3.0,6.0,1.0,95.0,1.0,1.0,3.0
2020-07-15,15.0,3.0,6.0,1.0,95.0,1.0,1.0,13.0
2020-07-16,15.0,3.0,6.0,1.0,92.0,1.0,1.0,13.0
2020-07-17,15.0,3.0,6.0,1.0,97.0,2.0,1.0,13.0
2020-07-18,15.0,3.0,6.0,1.0,94.0,1.0,1.0,13.0
2020-07-19,15.0,3.0,6.0,1.0,93.0,13.0,2.0,13.0
2020-07-20,15.0,3.0,6.0,1.0,92.0,13.0,2.0,13.0
2020-07-21,15.0,3.0,6.0,1.0,93.0,16.0,2.0,13.0
2020-07-22,15.0,3.0,6.0,1.0,92.5,16.0,2.0,13.0
2020-07-23,15.0,3.0,6.0,1.0,97.5,16.0,2.0,29.0
2020-07-24,15.0,3.0,6.0,1.0,96.5,16.0,2.0,29.0
2020-07-25,15.0,3.0,6.0,2.0,101.5,16.0,2.0,29.0
2020-07-26,15.0,3.0,6.0,2.0,104.5,16.0,2.0,53.0
2020-07-27,17.0,3.0,6.0,2.0,104.5,16.0,2.0,53.0
2020-07-28,17.0,3.0,6.0,2.0,115.5,16.0,2.0,53.0
2020-07-29,17.0,3.0,6.0,2.0,83.5,16.0,2.0,53.0
2020-07-30,17.0,3.0,6.0,2.0,80.5,16.0,1.0,53.0
2020-07-31,17.0,3.0,6.0,2.0,79.5,16.0,3.0,53.0
2020-08-01,17.0,3.0,6.0,2.0,76.5,16.0,3.0,53.0
2020-08-02,17.0,3.0,3.0,2.0,72.5,21.0,3.0,61.0
2020-08-03,17.0,3.0,3.0,2.0,73.5,21.0,3.0,61.0
2020-08-04,17.0,0.0,3.0,2.0,74.5,21.0,3.0,61.0
2020-08-05,17.0,0.0,3.0,2.0,74.5,21.0,3.0,61.0
2020-08-06,17.0,0.0,3.0,2.0,76.5,21.0,3.0,62.0
2020-08-07,17.0,0.0,3.0,2.0,76.5,21.0,3.0,62.0
2020-08-08,17.0,0.0,3.0,2.0,77.5,21.0,3.0,62.0
2020-08-09,17.0,0.0,3.0,2.0,77.5,21.0,3.0,62.0
2020-08-10,17.0,0.0,3.0,2.0,76.5,23.0,3.0,64.0
2020-08-11,17.0,0.0,3.0,2.0,63.5,23.0,3.0,63.0
2020-08-12,17.0,0.0,3.0,2.0,63.5,23.0,3.0,52.0
2020-08-13,17.0,0.0,3.0,2.0,63.5,23.0,3.0,52.0
2020-08-14,17.0,0.0,3.0,2.0,57.5,22.0,3.0,52.0
2020-08-15,17.0,0.0,5.0,2.0,57.5,22.0,3.0,52.0
2020-08-16,17.0,0.0,5.0,2.0,57.5,10.0,3.0,52.0
2020-08-17,17.0,0.0,5.0,2.0,54.5,10.0,3.0,52.0
2020-08-18,21.0,0.0,5.0,2.0,51.5,7.0,3.0,52.0
2020-08-19,21.0,0.0,5.0,2.0,50.0,7.0,3.0,52.0
2020-08-20,21.0,0.0,5.0,2.0,45.0,7.0,3.0,36.0
2020-08-21,21.0,0.0,5.0,2.0,47.0,17.0,3.0,36.0
2020-08-22,21.0,0.0,5.0,2.0,43.0,17.0,3.0,36.0
2020-08-23,21.0,0.0,5.0,2.0,41.0,17.0,3.0,12.0
2020-08-24,21.0,0.0,5.0,2.0,41.0,17.0,3.0,12.0
2020-08-25,21.0,0.0,5.0,2.0,29.0,17.0,3.0,12.0
2020-08-26,4.0,0.0,2.0,0.0,41.0,17.0,2.0,12.0
2020-08-27,4.0,0.0,2.0,0.0,33.0,17.0,2.0,12.0
2020-08-28,4.0,0.0,2.0,0.0,32.0,17.0,2.0,12.0
2020-08-29,4.0,0.0,2.0,0.0,26.0,17.0,2.0,12.0
2020-08-30,4.0,0.0,2.0,0.0,26.0,17.0,0.0,12.0
2020-08-31,4.0,0.0,2.0,0.0,28.0,17.0,0.0,12.0
2020-09-01,4.0,4.0,2.0,0.0,31.0,12.0,0.0,4.0
2020-09-02,4.0,4.0,2.0,0.0,30.0,12.0,0.0,4.0
2020-09-03,4.0,4.0,2.0,10.0,29.0,12.0,0.0,4.0
2020-09-04,5.0,4.0,2.0,10.0,30.0,12.0,0.0,4.0
2020-09-05,5.0,4.0,4.0,10.0,26.0,12.0,0.0,2.0
2020-09-06,5.0,4.0,4.0,10.0,26.0,12.0,0.0,2.0
2020-09-07,5.0,4.0,4.0,10.0,24.0,12.0,0.0,2.0
2020-09-08,5.0,4.0,4.0,10.0,24.0,12.0,0.0,5.0
2020-09-09,5.0,4.0,5.0,10.0,33.0,13.0,0.0,3.0
2020-09-10,5.0,4.0,5.0,10.0,42.0,13.0,2.0,3.0
2020-09-11,5.0,4.0,5.0,10.0,42.0,13.0,8.0,3.0
2020-09-12,5.0,4.0,5.0,10.0,43.0,13.0,8.0,4.0
2020-09-13,5.0,4.0,5.0,10.0,42.0,13.0,8.0,4.0
2020-09-14,5.0,4.0,3.0,10.0,42.0,13.0,8.0,4.0
2020-09-15,5.0,4.0,3.0,10.0,41.0,13.0,8.0,4.0
2020-09-16,5.0,4.0,3.0,10.0,41.0,18.0,8.0,4.0
2020-09-17,1.0,4.0,3.0,10.0,42.0,18.0,8.0,4.0
2020-09-18,1.0,4.0,3.0,10.0,41.0,19.0,8.0,4.0
2020-09-19,1.0,4.0,3.0,10.0,41.0,19.0,8.0,4.0
2020-09-20,1.0,4.0,3.0,10.0,40.0,9.0,8.0,4.0
2020-09-21,1.0,4.0,3.0,10.0,39.0,9.0,8.0,4.0
2020-09-22,1.0,4.0,3.0,10.0,38.0,9.0,8.0,4.0
2020-09-23,1.0,4.0,3.0,10.0,40.0,9.0,8.0,4.0
2020-09-24,1.0,4.0,3.0,11.0,43.0,9.0,8.0,4.0
2020-09-25,1.0,4.0,3.0,11.0,43.0,9.0,8.0,4.0
2020-09-26,1.0,4.0,3.0,11.0,39.0,9.0,8.0,4.0
2020-09-27,1.0,4.0,3.0,11.0,39.0,9.0,8.0,4.0
2020-09-28,1.0,4.0,3.0,11.0,39.0,9.0,8.0,4.0
2020-09-29,1.0,4.0,3.0,11.0,42.0,9.0,8.0,4.0
2020-09-30,1.0,4.0,3.0,11.0,40.0,9.0,8.0,4.0
2020-10-01,1.0,0.0,3.0,11.0,39.0,9.0,8.0,6.0
2020-10-02,1.0,0.0,3.0,11.0,39.0,9.0,8.0,6.0
2020-10-03,1.0,0.0,3.0,1.0,42.0,9.0,8.0,6.0
2020-10-04,0.0,0.0,3.0,1.0,41.0,9.0,8.0,6.0
2020-10-05,0.0,0.0,1.0,1.0,41.0,9.0,8.0,6.0
2020-10-06,0.0,0.0,1.0,1.0,44.0,10.0,8.0,6.0
2020-10-07,0.0,0.0,1.0,1.0,47.0,10.0,8.0,6.0
2020-10-08,0.0,0.0,1.0,1.0,47.0,10.0,8.0,3.0
2020-10-09,0.0,0.0,0.0,1.0,38.0,12.0,8.0,3.0
2020-10-10,0.0,0.0,0.0,1.0,28.0,12.0,6.0,3.0
2020-10-11,0.0,0.0,0.0,1.0,28.0,12.0,0.0,3.0
2020-10-12,1.0,0.0,0.0,1.0,28.0,12.0,0.0,2.0
2020-10-13,1.0,0.0,0.0,1.0,63.0,12.0,0.0,2.0
2020-10-14,1.0,0.0,0.0,1.0,66.0,12.0,1.0,2.0
2020-10-15,1.0,0.0,1.0,1.0,67.0,12.0,1.0,2.0
2020-10-16,1.0,0.0,1.0,1.0,67.0,7.0,1.0,2.0
2020-10-17,1.0,0.0,1.0,1.0,66.0,7.0,1.0,2.0
2020-10-18,1.0,0.0,1.0,1.0,67.0,6.0,1.0,2.0
2020-10-19,1.0,0.0,1.0,1.0,67.0,6.0,1.0,2.0
2020-10-20,1.0,0.0,1.0,1.0,62.0,6.0,1.0,2.0
2020-10-21,1.0,0.0,1.0,1.0,62.0,6.0,1.0,2.0
2020-10-22,1.0,0.0,1.0,1.0,87.0,6.0,1.0,2.0
2020-10-23,1.0,0.0,1.0,1.0,85.0,6.0,1.0,2.0
2020-10-24,1.0,0.0,1.0,0.0,82.0,6.0,1.0,2.0
2020-10-25,1.0,0.0,1.0,0.0,83.0,6.0,1.0,2.0
2020-10-26,1.0,0.0,1.0,0.0,83.0,6.0,1.0,2.0
