AdminStrata,Al-Hasakeh,Aleppo,Ar-Raqqa,As-Sweida,Damascus,Dar'a,Deir-ez-Zor,Hama,Homs,Lattakia,Quneitra,Rural Damascus,Tartous
2018-10-15,32.1844,15.186,32.2654,33.0128,21.03,44.9619,32.2654,41.5597,44.5884,32.3828,,42.0853,29.41
2018-10-16,34.9642,16.5313,32.4945,35.2005,23.9598,45.0267,32.4945,38.9109,41.2936,33.0749,,42.1362,31.0582
2018-10-17,39.5225,17.1203,32.4945,39.6876,24.9788,46.1618,32.4945,38.7994,41.2996,32.2189,,41.9442,33.0127
2018-10-18,39.4408,18.252,36.8802,39.4525,24.5155,47.1559,36.8802,37.8264,40.3209,33.5908,,41.8436,34.3279
2018-10-19,40.0844,17.9751,37.0531,40.2357,23.8029,48.3988,37.0531,37.8264,40.3209,33.5908,,42.4163,33.015
2018-10-20,40.8079,19.162,36.4605,39.7935,24.2344,46.93,36.4605,38.0209,40.0082,33.3997,,42.4628,36.1944
2018-10-21,38.9267,17.9868,35.3306,39.6056,24.29,46.6942,35.3306,38.1006,40.0082,35.1306,,42.5117,35.3208
2018-10-22,40.2709,21.2419,34.9693,39.9938,23.4951,46.045,34.9693,38.1257,40.0082,36.4903,,42.6459,35.7102
2018-10-23,39.8739,21.2395,35.2941,41.8352,22.5915,46.045,35.2941,38.3857,40.0082,34.2759,,42.7971,34.8778
2018-10-24,39.3227,22.4411,35.2941,42.4961,23.3312,46.7745,35.2941,38.4829,39.2828,36.1984,,43.2276,36.4744
2018-10-25,41.1528,25.1029,37.6682,41.0281,23.4419,48.9978,37.6682,38.9723,39.2828,35.7249,,42.9682,36.4983
2018-10-26,41.1528,25.1029,38.5321,42.0068,22.7226,47.9221,38.5321,39.1591,39.2828,35.1739,,43.0611,35.4154
2018-10-27,42.2513,25.1571,38.5354,38.946,25.9918,49.74100000000001,38.5354,39.1211,38.7212,34.7339,,41.1963,35.3234
2018-10-28,43.6839,25.406,39.6999,40.9347,26.209,49.9284,39.6999,39.3874,38.7212,34.3464,,40.5567,35.9272
2018-10-29,44.2881,26.4198,41.2596,41.085,25.7952,50.7813,41.2596,39.7493,33.9492,34.818000000000005,,40.4234,35.0565
2018-10-30,44.2881,26.4198,44.6782,40.4366,26.9275,47.4022,44.6782,39.7782,32.8915,34.818000000000005,,39.8999,35.0565
2018-10-31,44.2881,26.4198,50.2571,40.5864,26.8553,47.0635,50.2571,39.5813,32.714,34.818000000000005,,39.8765,35.1702
2018-11-01,46.0865,26.2562,46.3656,41.0687,27.3157,44.9166,46.3656,37.817,32.3653,34.8061,,42.9518,37.974000000000004
2018-11-02,49.271,27.1989,46.836999999999996,41.1765,28.3139,41.9335,46.836999999999996,37.473,32.7468,34.5967,,42.6928,36.6777
2018-11-03,49.1615,27.0921,51.9253,41.5701,27.3029,41.5593,51.9253,37.77,33.1997,34.644,,43.3453,38.2097
2018-11-04,49.0425,27.5614,53.5513,43.5465,26.7827,39.4602,53.5513,35.2999,29.5546,35.3832,,43.0957,38.1524
2018-11-05,47.6327,27.2357,53.5513,42.813,26.7262,38.7371,53.5513,35.3883,31.4511,34.7359,,43.1355,36.5317
2018-11-06,47.93600000000001,28.3156,53.0134,41.5435,26.7262,41.6204,53.0134,34.4292,31.3208,37.2077,,43.5396,36.5251
2018-11-07,46.5528,30.0843,52.8243,39.8873,27.4507,41.4695,52.8243,33.3033,31.522,37.218,,43.7114,37.6373
2018-11-08,47.2392,29.5479,51.2959,39.5797,28.2473,42.1103,51.2959,30.3722,31.7374,37.1532,,40.6774,36.3593
2018-11-09,46.9663,30.3495,49.6652,41.056999999999995,28.2304,41.2588,49.6652,28.3649,30.414,37.733000000000004,,41.7196,35.5411
2018-11-10,46.9074,30.6015,51.3857,39.1486,27.5193,40.9676,51.3857,28.2339,27.7185,36.3347,,39.5742,35.8186
2018-11-11,47.0361,29.8308,53.3259,36.782,27.9782,41.393,53.3259,28.9837,27.9212,36.5492,,40.8845,35.7635
2018-11-12,46.5568,29.9785,52.4537,37.3367,26.5844,44.8142,52.4537,29.1283,27.901999999999997,35.6981,,40.876999999999995,34.2291
2018-11-13,46.0789,30.0107,50.3099,38.7106,26.4452,44.4608,50.3099,27.9389,27.4636,35.7009,,41.6932,34.5193
2018-11-14,45.4311,29.1904,50.5595,37.1497,25.1393,46.1942,50.5595,27.0719,25.9649,34.5181,,42.7172,33.4332
2018-11-15,44.5474,29.8867,51.343,34.7925,26.2928,44.0936,51.343,26.253,26.535,35.5333,,44.0931,32.1217
2018-11-16,43.7456,30.1689,51.9397,32.8748,24.5839,44.0477,51.9397,26.7888,27.5602,35.3209,,43.3885,31.4743
2018-11-17,43.2889,31.0975,51.606,30.5132,23.523000000000003,43.1875,51.606,26.9833,27.7298,34.2857,,44.6914,30.6266
2018-11-18,43.2661,30.7475,47.8118,31.3938,23.456999999999997,42.6274,47.8118,27.3147,28.1126,32.7876,,43.5497,31.3735
2018-11-19,43.2661,30.7041,49.4703,31.8471,23.5141,40.9872,49.4703,27.1728,30.5904,33.0853,,42.975,30.836
2018-11-20,42.979,30.3458,51.8248,30.4348,22.8253,42.4527,51.8248,26.9989,31.7037,34.2605,,42.9192,28.5714
2018-11-21,44.2912,31.2512,52.3158,29.9742,22.435,43.2827,52.3158,26.9244,31.7037,32.7436,,42.4415,28.7837
2018-11-22,43.5624,29.6463,52.8723,28.9474,23.2558,45.9664,52.8723,26.9559,31.4459,30.958000000000002,,41.0826,29.0009
2018-11-23,43.8893,29.9668,53.4409,28.0475,24.4588,45.9664,53.4409,26.7792,31.8422,32.0726,,40.9521,29.1582
2018-11-24,44.3383,29.3757,50.202,29.1932,25.0664,45.9486,50.202,27.0013,33.0131,30.0569,,40.4031,29.6851
2018-11-25,43.0267,27.5754,50.202,29.4039,24.4802,44.97,50.202,26.9378,34.1549,30.7733,,40.1085,29.9866
2018-11-26,43.0267,27.5754,49.4527,29.4039,24.4802,44.97,49.4527,26.9378,34.1549,30.7733,,39.9148,29.9866
2018-11-27,42.1593,27.6525,49.7497,30.5641,22.6195,43.5755,49.7497,27.3934,34.6248,30.6198,,39.9536,30.2684
2018-11-28,40.6675,27.4756,47.4594,29.5119,20.2649,44.0594,47.4594,26.9616,34.9758,30.1968,,40.1631,30.1008
2018-11-29,39.8626,26.2178,48.193999999999996,28.9171,19.9408,41.4413,48.193999999999996,26.2588,34.589,29.5469,,39.139,30.7856
2018-11-30,39.8626,26.2178,45.5304,29.7306,19.6985,43.1375,45.5304,26.035999999999998,36.8508,29.5469,,38.7137,30.7856
2018-12-01,40.8183,27.7998,47.4108,29.3583,18.7084,44.9229,47.4108,28.6624,37.2616,32.2377,,39.5429,32.6799
2018-12-02,38.5476,28.5418,51.5645,31.579,18.8456,48.7237,51.5645,29.2762,36.001999999999995,30.7218,,36.1385,29.7476
2018-12-03,40.1223,27.4719,50.9412,33.1743,19.9697,49.7712,50.9412,29.4815,37.4311,29.4826,,35.2477,32.5314
2018-12-04,37.6397,28.2028,46.9182,33.2825,19.6448,46.9876,46.9182,27.5506,35.7906,31.4526,,35.3884,31.5023
2018-12-05,37.1926,27.3999,46.9182,31.9007,20.2667,47.3655,46.9182,29.39,37.1661,29.846,,35.2055,32.2162
2018-12-06,37.8742,27.0149,44.4048,31.9007,19.9256,48.4166,44.4048,29.9919,35.249,30.7626,,35.0097,32.7743
2018-12-07,37.2553,26.4547,45.2121,33.3889,20.4323,46.7649,45.2121,30.4776,35.625,29.0088,,35.095,32.1564
2018-12-08,39.41,25.0883,45.8974,33.1726,18.4972,47.011,45.8974,29.3582,34.2523,28.6033,,32.8284,32.5466
2018-12-09,36.7386,25.2636,45.8974,32.6743,18.4724,47.9513,45.8974,29.6878,31.9221,28.0157,,33.2753,33.4668
2018-12-10,36.9972,23.494,47.549,31.2127,18.4818,47.0605,47.549,30.7063,31.685,26.7311,,33.1019,34.0096
2018-12-11,36.1071,25.1418,47.7169,31.9617,18.7591,47.2324,47.7169,29.7285,33.4276,26.9305,,34.1698,34.4089
2018-12-12,34.7671,26.9187,45.4762,33.8217,18.9401,44.7706,45.4762,30.4548,32.2834,28.9499,,33.1503,34.5703
2018-12-13,34.153,27.5319,46.303000000000004,34.3689,20.0807,40.4361,46.303000000000004,30.7075,32.0492,31.2849,,32.5506,36.3
2018-12-14,32.8707,27.9253,48.5788,33.0693,20.0856,38.8645,48.5788,31.0968,32.3031,31.7603,,31.9743,35.0544
2018-12-15,34.2897,28.1029,48.8652,34.2013,19.6867,37.2741,48.8652,30.2406,32.7603,36.25,,31.6409,39.1154
2018-12-16,35.2282,26.7686,47.7273,38.0054,17.3611,37.2524,47.7273,31.1064,32.8213,37.2857,,30.1977,40.5133
2018-12-17,34.3839,26.1269,47.7273,38.3938,16.9362,36.2826,47.7273,30.6806,32.3285,36.5035,,29.3171,42.2033
2018-12-18,35.2131,26.7235,46.473,39.2005,18.387999999999998,34.6883,46.473,33.9617,35.346,36.3763,,27.9832,44.0704
2018-12-19,36.5943,26.5781,47.2409,39.797,19.6747,33.8173,47.2409,33.8626,34.510999999999996,35.3321,,27.4911,43.1923
2018-12-20,36.1131,26.6404,45.4075,39.3613,20.8106,34.7523,45.4075,33.7135,30.5434,35.3539,,28.2801,43.4075
2018-12-21,36.1131,26.6824,43.2032,39.55,21.7034,32.9907,43.2032,33.9074,28.214000000000002,34.8362,,28.5541,44.0792
2018-12-22,36.9351,26.893,48.7212,40.4498,23.0386,32.8233,48.7212,34.0568,30.3343,37.6515,,27.7699,45.8485
2018-12-23,36.2694,27.1053,43.6927,39.8619,23.2877,30.211,43.6927,34.0805,32.2096,37.9389,,28.927,45.1578
2018-12-24,36.155,27.1053,43.6927,39.1506,23.115,30.9049,43.6927,33.9637,32.1191,37.0896,,28.1554,45.8304
2018-12-25,36.4303,26.9987,47.133,36.0251,23.2298,30.7521,47.133,33.937,32.1191,35.9104,,30.0447,44.6664
2018-12-26,36.4303,27.3139,44.6809,37.8772,23.2643,31.97,44.6809,33.9741,32.3817,35.7294,,32.2831,44.7201
2018-12-27,36.4303,27.3139,45.3704,37.6101,23.0955,32.0016,45.3704,33.9741,32.3817,35.7294,,33.2113,43.8095
2018-12-28,36.4303,27.3139,46.0815,37.8101,23.0955,32.3078,46.0815,33.9741,32.3817,36.1111,,33.0827,43.2504
2018-12-29,35.9651,27.2083,45.3704,38.7019,24.6659,30.3164,45.3704,34.8783,32.7875,35.5789,,32.3914,42.9011
2018-12-30,35.9651,27.2083,43.6306,38.7019,25.4961,31.7485,43.6306,35.9517,33.738,35.9406,,32.942,42.2507
2018-12-31,36.3713,27.2083,43.6306,38.7019,25.3054,31.7485,43.6306,35.8595,33.738,36.2136,,33.244,42.2507
2019-01-01,34.8972,25.5945,41.1972,39.7727,27.8669,29.2037,41.1972,34.1533,33.3638,33.5964,,31.3233,40.9057
2019-01-02,34.8734,24.1869,45.8194,38.2986,28.5632,28.6072,45.8194,32.1689,32.2453,32.5492,,31.3754,42.3603
2019-01-03,31.6869,24.2942,45.2962,39.4115,27.088,25.9021,45.2962,30.9557,30.8721,36.2957,,32.8837,39.5093
2019-01-04,32.9782,24.0744,47.5031,37.7248,29.2276,26.9154,47.5031,32.4857,32.067,34.2657,,32.289,40.2733
2019-01-05,32.1911,23.2193,45.512,38.6309,30.6681,24.4232,45.512,32.486999999999995,30.9378,35.492,,32.8446,40.5712
2019-01-06,33.0009,26.0903,50.2577,41.1743,31.6758,22.6814,50.2577,29.9291,31.5377,33.7452,,33.7459,43.5431
2019-01-07,33.5406,25.8177,49.7849,42.4169,32.8397,22.6414,49.7849,31.0132,29.9239,36.4444,,34.5117,44.3218
2019-01-08,31.6117,24.3792,48.8656,44.3409,32.5945,22.395,48.8656,32.6185,35.4893,35.3772,,37.2755,46.3135
2019-01-09,31.5881,26.6658,47.6443,43.7969,31.8764,21.4198,47.6443,33.6288,36.6353,38.5473,,38.2624,45.5851
2019-01-10,33.8449,28.0798,45.8515,45.3779,33.5416,23.1791,45.8515,33.2002,37.0199,42.5107,,38.7995,47.2197
2019-01-11,34.2512,27.0555,44.5898,47.0351,34.3035,22.236,44.5898,34.6847,38.062,43.2354,,38.0966,48.1734
2019-01-12,35.316,27.3321,46.4983,44.5461,34.0727,25.8023,46.4983,33.6173,37.0513,40.7605,,40.1586,47.4341
2019-01-13,38.1576,26.1316,42.1436,41.9994,33.6437,26.1266,42.1436,33.7632,36.9459,38.6977,,38.4299,47.3637
2019-01-14,35.8194,25.7353,42.5916,41.5558,31.4367,27.3919,42.5916,33.5358,35.8206,38.194,,38.555,46.5048
2019-01-15,36.122,26.5441,41.312,42.3533,32.825,25.2458,41.312,33.3202,35.8668,36.5892,,37.2134,42.0093
2019-01-16,37.0694,27.0632,40.7005,41.5132,34.0603,27.5444,40.7005,33.3831,36.4761,35.9831,,35.7412,40.2192
2019-01-17,37.6755,27.7524,40.7005,41.3357,35.0214,27.8521,40.7005,33.79,36.9142,36.6452,,36.5001,37.9528
2019-01-18,36.1468,25.7623,41.7299,41.8703,34.3098,22.2271,41.7299,29.8029,33.6104,38.0452,,36.1441,35.5079
2019-01-19,35.9372,25.3781,40.1975,41.4577,33.1268,31.0348,40.1975,30.0369,33.3456,40.1314,,36.6276,37.6715
2019-01-20,36.2635,25.3411,37.3766,41.9635,31.4585,32.4676,37.3766,30.2843,34.1048,38.9089,,36.1766,38.3069
2019-01-21,36.2635,25.3411,36.3512,44.043,30.5839,32.0878,36.3512,30.2843,34.1048,39.3711,,36.1766,37.5806
2019-01-22,35.5677,25.1301,31.7348,43.6863,30.6437,32.2966,31.7348,30.2437,33.2305,41.2281,,36.9926,35.3941
2019-01-23,35.9187,25.9279,38.093,42.1097,30.7692,35.2352,38.093,30.4002,33.2908,42.4129,,36.9727,35.2612
2019-01-24,36.0139,25.9279,36.9012,43.2495,30.0266,35.2352,36.9012,30.2332,33.0162,43.5802,,37.8398,34.7386
2019-01-25,35.751,26.0668,36.1857,43.5851,29.811999999999998,35.6067,36.1857,30.0994,33.0162,45.1407,,37.0083,35.4866
2019-01-26,35.751,25.6084,41.4132,42.0733,29.458000000000002,35.4024,41.4132,29.3995,33.7414,45.4427,,36.1521,35.3606
2019-01-27,36.3123,25.6084,41.2439,42.1623,29.5975,39.7045,41.2439,29.5236,34.4228,46.2821,,36.0019,35.6913
2019-01-28,36.3123,25.6084,40.1805,42.1623,29.5975,40.7939,40.1805,29.5236,34.3522,46.2821,,35.9903,35.6913
2019-01-29,36.7572,25.7487,40.1805,41.5651,29.1099,40.7939,40.1805,29.3035,34.3522,46.7859,,36.1684,35.6913
2019-01-30,36.7572,25.7487,40.1805,41.5651,29.2506,40.7011,40.1805,28.2593,33.599000000000004,47.0364,,36.6096,36.3285
2019-01-31,36.3674,25.7487,41.6841,41.5651,29.3927,40.3211,41.6841,28.3305,33.599000000000004,46.9873,,36.5158,36.3285
2019-02-01,36.3674,25.7487,41.6841,41.5651,29.3927,40.3211,41.6841,28.3305,33.599000000000004,46.9873,,36.5158,36.3285
2019-02-02,39.7819,28.3051,37.6021,42.946999999999996,30.0296,40.7419,37.6021,29.1746,34.6473,45.8909,,38.2213,38.3658
2019-02-03,41.1238,27.8859,39.6691,42.8571,30.5664,40.3929,39.6691,32.1358,36.8209,44.9898,,36.2831,36.4987
2019-02-04,41.6586,28.2349,38.6843,44.0696,30.9494,40.1323,38.6843,32.0705,37.2452,43.5644,,36.2888,36.9388
2019-02-05,42.5269,29.0714,38.6843,44.8431,31.0867,42.2871,38.6843,31.0877,37.2052,44.5405,,34.9741,36.5584
2019-02-06,42.1282,26.8331,37.4431,43.7668,31.275,43.2661,37.4431,31.9365,37.2435,46.0787,,34.6275,36.4379
2019-02-07,42.9049,26.5883,35.5243,43.3021,30.9438,43.6555,35.5243,32.2325,37.9665,45.6317,,34.1449,36.3774
2019-02-08,43.6728,28.6363,34.8606,43.507,31.3561,44.0264,34.8606,30.7292,35.6783,46.5388,,33.8713,35.55
2019-02-09,46.533,27.906,33.3743,43.0894,31.4591,44.1273,33.3743,29.9222,34.0702,45.8051,,32.5815,36.104
2019-02-10,44.7555,28.8853,33.9767,43.23,31.9149,43.4438,33.9767,32.7628,36.7233,44.481,,32.4131,34.9595
2019-02-11,43.2814,28.6348,33.1763,43.2959,32.0838,42.6554,33.1763,33.7026,37.5223,45.7693,,31.8173,33.5149
2019-02-12,41.9594,27.3147,31.7525,44.107,31.112,42.0247,31.7525,34.4167,38.6121,44.6447,,30.2697,35.5516
2019-02-13,41.6667,26.7147,36.1986,44.7189,32.9352,43.5607,36.1986,33.7562,39.2265,46.5292,,32.8528,35.7018
2019-02-14,44.8904,28.8763,33.5894,43.8809,33.0052,43.2845,33.5894,34.2048,39.7792,46.4176,,32.672,36.2975
2019-02-15,44.9035,28.1503,34.3081,43.7263,32.9438,44.5634,34.3081,35.1619,40.4326,46.4,,33.2228,36.9015
2019-02-16,44.9035,27.7982,51.9364,42.7357,33.2742,42.5825,41.5121,35.6113,40.2501,46.7618,,34.5681,37.598
2019-02-17,44.9035,27.7982,49.8618,41.6566,31.6838,42.6502,43.4472,36.0832,39.8779,46.7618,,34.4124,37.598
2019-02-18,44.9035,29.7993,49.467,41.6566,31.6838,41.8584,43.1455,35.7586,40.0484,46.7618,,34.3691,37.8762
2019-02-19,44.0974,30.346,48.7591,41.5652,31.605,42.2018,45.736999999999995,35.9705,40.8164,46.14,,33.8436,36.9146
2019-02-20,44.3246,30.8114,50.9497,41.5652,31.9414,41.9829,49.2534,35.9306,41.0685,47.067,,33.6268,37.0237
2019-02-21,44.3246,30.7251,51.3079,40.0,32.4081,42.1753,50.0091,35.7739,40.6111,46.8713,,33.7212,37.3987
2019-02-22,44.3246,30.9311,51.0861,40.2697,32.5546,42.4016,50.7202,35.9306,40.8627,43.9589,,33.7212,38.4984
2019-02-23,44.6386,29.633000000000003,46.2579,42.2857,32.4621,40.6943,48.7701,35.7545,40.3899,43.0596,,34.2644,38.7135
2019-02-24,44.6386,31.2754,44.9238,41.6644,33.4334,40.7266,50.5849,35.8733,40.6189,42.4774,,33.7951,38.5463
2019-02-25,44.6386,30.8801,46.5899,41.6644,33.4334,41.3501,50.5051,35.9059,40.6083,42.4774,,33.7075,38.5463
2019-02-26,44.6386,31.4527,44.4758,42.0094,34.5442,42.0386,50.4942,36.2482,40.3615,42.4774,,33.5113,38.5463
2019-02-27,44.1602,31.5749,47.306000000000004,41.8017,34.5442,39.1137,51.0834,36.1658,39.5905,41.5157,,33.2734,38.8522
2019-02-28,44.1602,31.3906,47.6879,41.8017,34.5442,38.4552,51.8893,36.4399,39.9679,41.5157,,33.271,38.8522
2019-03-01,44.1602,30.8618,48.0829,41.8017,34.5442,38.4552,52.7226,36.428000000000004,39.9679,41.5157,,33.3156,38.8522
2019-03-02,42.3427,32.8612,48.4093,45.7982,35.711999999999996,38.0443,51.2139,39.4088,42.8677,38.5597,,33.6607,41.2503
2019-03-03,43.1668,35.3039,46.1466,45.2213,34.6901,41.1003,49.058,40.2177,43.7173,36.7454,,35.777,41.7083
2019-03-04,43.2272,36.0222,46.3079,45.2854,33.8292,40.6063,47.5084,39.0782,41.9226,39.7644,,35.8827,40.5818
2019-03-05,41.8143,36.7792,45.9216,44.4444,32.9262,40.7785,48.0776,41.33,43.2817,42.3749,,35.674,39.3329
2019-03-06,43.0277,39.5604,46.9057,42.9211,34.0173,41.3821,48.5708,40.5475,43.052,43.9788,,37.9914,41.8722
2019-03-07,41.9744,38.0277,46.6682,38.3645,33.0974,41.1676,47.75899999999999,41.3875,43.9407,45.4225,,39.2168,42.4235
2019-03-08,41.692,38.2497,46.6682,37.0185,32.4703,40.6915,47.75899999999999,43.0905,44.9959,44.5384,,40.4509,43.2146
2019-03-09,42.9092,38.9966,45.1332,36.1477,31.5645,40.2216,46.4141,43.6568,45.6767,44.049,,40.4426,41.8483
2019-03-10,39.1459,39.5167,46.9951,35.0969,31.0542,38.6118,48.4488,41.4698,44.4646,42.1987,,41.1396,42.7933
2019-03-11,40.3447,39.0702,47.1613,36.7943,31.0595,38.514,48.7995,41.2219,44.2315,42.916000000000004,,41.9489,41.4274
2019-03-12,39.6459,39.2618,47.7108,38.5285,30.6265,39.2139,49.0546,41.2906,44.9577,43.5936,,43.7723,40.9618
2019-03-13,40.9058,39.5113,47.2346,40.773,32.6292,38.6594,47.0861,39.4599,43.071999999999996,46.6667,,44.9056,41.1765
2019-03-14,40.9583,39.9473,45.6081,41.1026,31.8028,39.7735,47.2126,39.1208,42.6421,45.3976,,45.2982,43.5269
2019-03-15,42.8629,39.9473,46.652,41.2032,32.809,40.565,47.8754,39.6833,43.286,47.7112,,46.5222,42.0183
2019-03-16,41.2395,40.9888,46.6377,41.6903,31.1889,38.7851,48.4553,39.7944,42.7621,46.8913,,45.4882,43.1864
2019-03-17,41.2395,39.7132,49.2562,47.2991,34.1008,39.2035,50.5857,39.814,42.5644,48.4235,,45.1821,44.925
2019-03-18,41.2395,40.1171,50.5794,48.6063,32.3325,41.236999999999995,50.7313,40.3268,42.1938,48.4235,52.861000000000004,45.6824,44.7276
2019-03-19,41.2395,41.0826,49.9267,50.4664,33.1066,42.8343,48.5303,40.0134,41.7399,47.5125,56.7252,45.506,45.2091
2019-03-20,41.2395,40.5369,51.5232,52.7211,34.4171,42.4625,47.4361,39.4495,41.9323,47.5125,55.1136,45.5995,45.2091
2019-03-21,41.2395,39.1927,51.6459,52.7211,34.4171,42.6296,48.4279,39.7625,41.3271,47.5125,58.5766,45.6031,45.0361
2019-03-22,41.2395,39.1927,50.9233,52.7211,34.4171,42.885,46.9033,39.645,41.1858,47.5125,58.1181,45.7652,45.0361
2019-03-23,41.2395,38.7976,49.9526,52.7211,34.4171,42.8278,44.6975,39.5992,40.5115,47.5125,58.1181,45.7999,45.0361
