AdminStrata,Tartous,Rural Damascus,Quneitra,Lattakia,Idleb,Homs,Deir-ez-Zor,Dar'a,Damascus,As-Sweida,Ar-Raqqa,Al-Hasakeh,Aleppo,Hama
Indicator,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population
2018-08-20,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-08-21,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-08-22,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-08-23,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-08-24,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-08-25,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-08-26,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-08-27,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-08-28,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-08-29,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-08-30,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-08-31,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-01,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-02,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-03,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-04,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-05,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-06,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-07,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-08,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-09,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-10,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-11,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-12,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-13,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-14,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-15,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-16,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-17,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-18,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-19,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-20,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-21,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-22,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-23,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-24,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-25,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-26,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-27,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-28,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-29,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-09-30,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-01,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-02,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-03,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-04,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-05,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-06,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-07,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-08,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-09,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-10,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-11,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-12,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-13,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-14,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-15,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-16,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-17,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-18,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-19,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-20,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-21,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-22,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-23,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-24,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-25,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-26,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-27,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-28,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-29,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-30,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-10-31,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-01,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-02,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-03,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-04,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-05,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-06,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-07,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-08,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-09,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-10,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-11,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-12,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-13,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-14,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-15,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-16,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-17,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-18,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-19,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-20,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-21,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-22,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-23,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-24,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-25,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-26,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-27,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-28,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-29,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-11-30,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-01,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-02,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-03,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-04,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-05,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-06,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-07,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-08,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-09,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-10,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-11,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-12,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-13,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-14,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-15,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-16,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-17,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-18,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-19,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-20,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-21,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-22,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-23,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-24,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-25,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-26,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-27,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-28,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-29,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-30,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2018-12-31,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-01,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-02,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-03,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-04,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-05,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-06,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-07,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-08,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-09,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-10,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-11,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-12,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-13,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-14,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-15,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-16,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-17,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-18,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-19,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-20,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-21,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-22,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-23,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-24,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-25,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-26,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-27,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-28,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-29,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-30,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-01-31,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-01,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-02,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-03,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-04,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-05,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-06,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-07,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-08,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-09,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-10,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-11,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-12,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-13,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-14,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-15,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-16,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-17,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-18,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-19,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-20,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-21,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-22,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-23,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-24,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-25,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-26,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-27,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-02-28,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-01,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-02,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-03,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-04,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-05,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-06,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-07,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-08,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-09,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-10,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-11,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-12,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-13,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-14,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-15,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-16,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-17,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-18,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-19,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-20,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-21,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-22,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-23,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-24,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-25,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-26,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-27,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-28,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-29,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-30,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-03-31,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-04-01,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-04-02,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-04-03,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-04-04,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-04-05,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-04-06,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-04-07,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-04-08,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-04-09,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-04-10,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-04-11,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-04-12,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-04-13,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
2019-04-14,831296,3248273,106182,1189195,2432697,1484772,704983,1005994,1852561,371994,686353,1033316,3879934,1572451
