Country,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso
11,0.973476520168489,0.967016251783951,0.9294430469389001,0.9309386632913063,0.9167982459545899,0.9366919649507846,0.9036835906608011,0.914777888260453,0.7500760679393582,0.9094517398551066
12,0.9634311861865068,0.9598721767029114,0.9070744570086928,0.9069958284128279,0.9148933598016077,0.9473089231068637,0.9010563840837106,0.9102781523973165,0.6807990151463728,0.878196522353178
13,0.9624449801148531,0.9600085474704366,0.8909287090314456,0.8879125380854269,0.9112955732841346,0.9439796285858176,0.8935475256590252,0.9037876587572659,0.5991647097841977,0.8660809297949856
14,0.9598741192716711,0.9561740048598995,0.8908368261315374,0.8828048901162555,0.8968453816913301,0.9386921599813021,0.8446964221827921,0.8617087355766315,0.5376028669929498,0.8423793786999362
15,0.9540644755317395,0.9505890476934297,0.890579485760969,0.8760071938976206,0.8863687051911149,0.9367096538441246,0.8529567781263898,0.8758210635602024,0.5111785276795271,0.8281676186076469
16,0.9568307760816007,0.9514187403521538,0.8842037167569231,0.8669370704706849,0.8809167385996273,0.9412783538020135,0.8673483224311207,0.8912750906145813,0.5169899870852135,0.8177012626741128
17,0.9526483387698661,0.9464811537846206,0.8889851736161478,0.8571968300447924,0.8614517362444143,0.94857015207205,0.8473983583192528,0.8924233019243393,0.513994466776869,0.8252248334304355
18,0.9545240448947567,0.9439097726677049,0.8815416882993112,0.8517582003574943,0.8254477260513787,0.9520860166139544,0.8145095592097821,0.8837547178171649,0.5454500155380257,0.8510641514655863
19,0.9556486327989279,0.9445863998033401,0.8559105712192763,0.8136501000829912,0.8523785310345516,0.9556080664856846,0.7983926031149464,0.8695133280595542,0.5345689009319508,0.8396397941260637
20,0.9516214919006251,0.941578639447694,0.8625768774140433,0.8235438770753528,0.8274946379651456,0.9548106734263321,0.7777696450155411,0.8494133367675346,0.541958740161909,0.8412019841255168
21,0.9442370307610785,0.9365817369734228,0.8353616484431806,0.8022951524795705,0.7899157166248684,0.9423367057819476,0.764214092742095,0.8330178710694074,0.44926786806491115,0.8090910494886248
22,0.9499600319817098,0.9414412171734575,0.7956052104628932,0.7556166839745053,0.7737393985184149,0.9360385372305433,0.7459202563442113,0.8255572358681218,0.3958090537083532,0.7714082243359266
23,0.95334569971683,0.9480297398105213,0.790630753864155,0.757373390798981,0.751333086558738,0.9386744634129343,0.6466363621556444,0.7938937286507999,0.3918351041788952,0.7656063407614512
24,0.9369967284467615,0.927632573153193,0.7566546355329563,0.7125160997695466,0.7188679968032364,0.9311595970128853,0.5603888132275562,0.7494731688832919,0.3725005627480711,0.752328700237533
25,0.9282335730328151,0.9139435368959429,0.746103814494658,0.7071102657083064,0.7145258575585861,0.9447139760384498,0.5779733248652622,0.7743829944729274,0.35867402122064296,0.7630626184957633
26,0.9272808685681562,0.9140945553514673,0.6843229413079683,0.6274841451840554,0.7041383447867902,0.9410046011283548,0.5253298963752923,0.7670597455983572,0.38311050679549297,0.748991161071459
27,0.9250627040572712,0.9115532891338233,0.6902088037112859,0.624818020797388,0.7004428578500163,0.931493284917597,0.5113990326285327,0.7763964410530214,0.4040616792217977,0.7570963097116681
28,0.9221812450778794,0.897248006613283,0.6968827638145975,0.6259991448659561,0.7101703241793427,0.9439297459579912,0.5334384085058688,0.7803191249060033,0.3724161147081889,0.7442576891727826
29,0.9253874126730605,0.8924954031291928,0.6305321983551304,0.5348828688198513,0.6899774859719567,0.9389512993321419,0.4463356869741615,0.6970586063814799,0.3821996993110077,0.7543338096647978
30,0.9087255330985253,0.8807290156492201,0.5829684881314705,0.47532922872121497,0.6721722793580277,0.9399487502266117,0.44650837027083246,0.6733618191033925,0.27828324449554653,0.7226409393081658
