Conv1,Conv2,Dense,Dropout,LSTM,batch_size,lags,3 Months Anomaly (%) Rainfall,1 Month Anomaly (%) Rainfall,Cereals and tubers,Exchange rate (USD/LCU),FCS,Fatality,NDVI Anomaly,Rainfall (mm),rCSI,Lat,Lon,Population,Ramadan,epoch,val_loss,train_loss
38,2,38,0.34879840831679154,89,256,56,56,56,56,56,56,56,56,56,56,56,56,56,56,64,0.012588516809046268,0.006921678497532352
18,2,81,0.29942713642946356,46,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,286,0.005583246238529682,0.0024205525637137236
50,3,7,0.027586452208116535,80,16,36,36,36,36,36,36,36,36,36,36,36,36,36,36,118,0.009288403888543446,0.003080787120862201
28,2,6,0.31788802668012356,67,256,91,91,91,91,91,91,91,91,91,91,91,91,91,91,157,0.012666418217122555,0.013423828823635211
2,1,88,0.2694876352984927,23,512,11,11,11,11,11,11,11,11,11,11,11,11,11,11,84,0.007206778507679701,0.006214796675005986
52,2,59,0.253261867414006,1,512,46,46,46,46,46,46,46,46,46,46,46,46,46,46,149,0.010311683639883995,0.0064262544272791055
54,4,56,0.3761315391526814,83,64,6,6,6,6,6,6,6,6,6,6,6,6,6,6,64,0.007365354802459478,0.0025500682683230877
45,2,20,0.08748348944489501,17,256,76,76,76,76,76,76,76,76,76,76,76,76,76,76,94,0.014910268597304821,0.0048530263758105475
17,2,84,0.3405029254670658,81,128,71,71,71,71,71,71,71,71,71,71,71,71,71,71,54,0.012665822170674801,0.0036282344019391397
25,2,34,0.28942127660380196,33,512,16,16,16,16,16,16,16,16,16,16,16,16,16,16,83,0.008218814618885517,0.007260130391926458
11,2,48,0.3084830553092612,49,32,41,41,41,41,41,41,41,41,41,41,41,41,41,41,61,0.009066747936109702,0.002097027535599313
59,4,78,0.4046428402228109,45,8,31,31,31,31,31,31,31,31,31,31,31,31,31,31,54,0.008862578744689624,0.002691933360806298
63,2,35,0.12301582543457193,1,256,96,96,96,96,96,96,96,96,96,96,96,96,96,96,106,0.013131597079336643,0.007589969254793629
30,2,23,0.36694553910854,13,512,26,26,26,26,26,26,26,26,26,26,26,26,26,26,87,0.009705019183456898,0.00945976028021002
1,3,64,0.35714805391379845,52,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,75,0.025900081172585486,0.032568389239969915
19,2,14,0.321937048393741,84,16,61,61,61,61,61,61,61,61,61,61,61,61,61,61,77,0.009312665089964867,0.005021783780483973
35,1,97,0.33010030399385415,12,256,36,36,36,36,36,36,36,36,36,36,36,36,36,36,79,0.009014853276312351,0.004118944042258792
10,2,68,0.41637577886001986,64,512,21,21,21,21,21,21,21,21,21,21,21,21,21,21,88,0.010648844763636589,0.00597900485412942
61,4,86,0.38725187152957213,28,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,52,0.008170445263385773,0.002170040347129554
47,2,37,0.28027197103061247,3,512,51,51,51,51,51,51,51,51,51,51,51,51,51,51,166,0.01114796195179224,0.008315423099944989
51,2,13,0.34985279740907715,85,32,86,86,86,86,86,86,86,86,86,86,86,86,86,86,166,0.011421665052572886,0.005825352806207393
58,2,9,0.29643518532033364,74,64,6,6,6,6,6,6,6,6,6,6,6,6,6,6,57,0.008582038804888725,0.007879866680756837
26,2,51,0.26703648873770147,9,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,104,0.007941496558487415,0.0037710393256132017
12,4,18,0.33842813651365883,57,128,31,31,31,31,31,31,31,31,31,31,31,31,31,31,65,0.009823501110076904,0.005567555139635422
20,2,96,0.31236522392646815,7,512,81,81,81,81,81,81,81,81,81,81,81,81,81,81,77,0.01833180896937847,0.007772226076297186
32,2,57,0.36617078371047207,79,32,26,26,26,26,26,26,26,26,26,26,26,26,26,26,52,0.009213473834097385,0.0024641267151909543
60,3,66,0.24767863574992055,14,256,66,66,66,66,66,66,66,66,66,66,66,66,66,66,68,0.017356187105178833,0.005035051371707441
40,2,24,0.3984375645427923,1,8,56,56,56,56,56,56,56,56,56,56,56,56,56,56,138,0.009217755558590094,0.007413091539797154
39,2,32,0.3034880367095791,10,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,57,0.007373492978513241,0.0032076955382088507
21,4,39,0.37501628133997,2,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,56,0.007845624318967263,0.00468965993444406
29,2,80,0.2909990956423401,37,256,36,36,36,36,36,36,36,36,36,36,36,36,36,36,71,0.011461340822279453,0.0036159015390945315
14,2,52,0.015513496727619633,58,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,131,0.006118176504969597,0.003577959190567469
43,2,46,0.14613234900795438,62,32,91,91,91,91,91,91,91,91,91,91,91,91,91,91,53,0.011584414169192314,0.0024111255824279328
30,2,47,0.31925452993274356,51,512,16,16,16,16,16,16,16,16,16,16,16,16,16,16,79,0.0089655090123415,0.006538945221627998
5,4,76,0.16152037398544195,60,32,76,76,76,76,76,76,76,76,76,76,76,76,76,76,247,0.00816391088689367,0.0007079477567695141
53,2,31,0.3445044475105189,82,64,46,46,46,46,46,46,46,46,46,46,46,46,46,46,62,0.008439978584647179,0.0036917545775852294
16,2,49,0.2745542770136269,53,128,41,41,41,41,41,41,41,41,41,41,41,41,41,41,68,0.009504381567239761,0.0027555883388247406
49,3,61,0.3565246463940059,1,256,71,71,71,71,71,71,71,71,71,71,71,71,71,71,211,0.017325766384601593,0.00535152073463668
42,2,30,0.3908701004436274,92,512,31,31,31,31,31,31,31,31,31,31,31,31,31,31,82,0.009249171242117882,0.00808415257826794
31,1,54,0.23741206803280657,34,32,96,96,96,96,96,96,96,96,96,96,96,96,96,96,74,0.010617613326758146,0.002417751676994302
55,2,50,0.2562047420465201,35,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,69,0.006066613830626011,0.003981318943588449
50,4,89,0.3090650107296651,54,8,26,26,26,26,26,26,26,26,26,26,26,26,26,26,52,0.00947645353153348,0.0017575241111034712
1,2,79,0.3255891419658736,4,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,286,0.006004219874739647,0.004428338195454068
6,2,71,0.2824978932573869,15,32,61,61,61,61,61,61,61,61,61,61,61,61,61,61,78,0.01135949306190014,0.0016880039868521549
48,2,43,0.3356853678366214,29,16,21,21,21,21,21,21,21,21,21,21,21,21,21,21,53,0.0095644220088919,0.003073784508807067
9,2,62,0.3460966156533391,1,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,188,0.0053492458537220955,0.006715714824092281
3,4,59,0.3828639643235969,40,512,51,51,51,51,51,51,51,51,51,51,51,51,51,51,310,0.02582443878054619,0.03301176154854322
33,2,58,0.2990072928283016,27,32,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0.008995430450886488,0.002508247768886948
19,2,83,0.3627028650234301,77,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,66,0.009678030386567116,0.008006673123877686
57,3,60,0.43014337655804574,86,32,41,41,41,41,41,41,41,41,41,41,41,41,41,41,67,0.008756649990876516,0.0028424290417317756
30,2,88,0.2666567073954708,96,256,66,66,66,66,66,66,66,66,66,66,66,66,66,66,174,0.011591744609177113,0.0017605008711137511
61,1,93,0.31357753730126625,25,64,81,81,81,81,81,81,81,81,81,81,81,81,81,81,55,0.014770841225981712,0.0033498998783114886
24,2,92,0.40682521484515477,97,128,31,31,31,31,31,31,31,31,31,31,31,31,31,31,57,0.010983326472342014,0.0027219484762339165
56,4,74,0.373007400046219,61,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,85,0.007022243924438953,0.005907760132048223
46,2,11,0.06716385283614387,26,32,26,26,26,26,26,26,26,26,26,26,26,26,26,26,57,0.00971666822830836,0.0028504197287881547
44,2,45,0.3542819840191759,93,256,56,56,56,56,56,56,56,56,56,56,56,56,56,56,89,0.012494118884205818,0.004793710572787565
4,2,94,0.32396769796092356,78,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,105,0.011871387250721455,0.0048055429226209105
22,4,72,0.3360529581031412,72,32,91,91,91,91,91,91,91,91,91,91,91,91,91,91,78,0.008777648614098629,0.002122832982777021
38,2,21,0.30527566932749756,99,16,46,46,46,46,46,46,46,46,46,46,46,46,46,46,56,0.008690282888710498,0.003870183922910075
7,2,78,0.27378342615631024,55,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,102,0.006696516647934914,0.0038501868264990166
41,3,95,0.2447090482951435,66,512,11,11,11,11,11,11,11,11,11,11,11,11,11,11,66,0.007542983163148165,0.004677208191451599
36,2,2,0.22084408228667884,16,32,16,16,16,16,16,16,16,16,16,16,16,16,16,16,55,0.012784615096946558,0.01533824399900515
23,1,12,0.34568554195150536,1,512,41,41,41,41,41,41,41,41,41,41,41,41,41,41,177,0.00835493579506874,0.011578038191063362
11,2,4,0.3646860804323902,71,32,71,71,71,71,71,71,71,71,71,71,71,71,71,71,74,0.013464492062727611,0.01234431716788938
16,4,64,0.2596008693776223,48,256,76,76,76,76,76,76,76,76,76,76,76,76,76,76,87,0.010999051854014397,0.0048418613438441505
15,2,29,0.29595587897758463,11,64,31,31,31,31,31,31,31,31,31,31,31,31,31,31,64,0.008915345184504986,0.0036205192905121534
8,2,90,0.3219782238145836,76,128,6,6,6,6,6,6,6,6,6,6,6,6,6,6,56,0.008814235217869282,0.0031060923918712516
13,2,19,0.39173259604935373,69,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,89,0.010901296511292458,0.009928604963507672
30,2,53,0.41984502022076514,43,32,96,96,96,96,96,96,96,96,96,96,96,96,96,96,103,0.009580893131593863,0.003400726001414042
63,4,36,0.4463536184085857,22,256,26,26,26,26,26,26,26,26,26,26,26,26,26,26,67,0.007769797462970018,0.006251846461287348
34,2,68,0.3130940394387903,56,8,61,61,61,61,61,61,61,61,61,61,61,61,61,61,81,0.009150732432802518,0.002086823018145792
52,2,77,0.3522155228352626,6,512,21,21,21,21,21,21,21,21,21,21,21,21,21,21,89,0.010489978827536106,0.005490022287186649
54,3,3,0.37910982814299743,36,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,72,0.011223874675730864,0.01590291680068941
27,2,41,0.28638220803671033,39,16,86,86,86,86,86,86,86,86,86,86,86,86,86,86,63,0.00954300289352735,0.0027415616097309255
35,1,57,0.32911521535921956,5,256,51,51,51,51,51,51,51,51,51,51,51,51,51,51,76,0.01184872817248106,0.0060999892811958835
1,2,44,0.33978853838924716,44,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,206,0.006422459147870541,0.007642284193420196
17,4,15,0.27734431579705066,65,32,41,41,41,41,41,41,41,41,41,41,41,41,41,41,63,0.00926479318489631,0.003803947596532995
2,2,33,0.40013729817867844,1,512,66,66,66,66,66,66,66,66,66,66,66,66,66,66,212,0.009832330979406834,0.009079603906842619
28,2,24,0.3019359019079558,89,32,81,81,81,81,81,81,81,81,81,81,81,81,81,81,126,0.008864543897410234,0.0030741967226344128
18,2,69,0.23029553431560856,75,256,31,31,31,31,31,31,31,31,31,31,31,31,31,31,68,0.01101594977080822,0.0029766111876526774
50,2,28,0.36180630030040617,68,64,26,26,26,26,26,26,26,26,26,26,26,26,26,26,57,0.009533497504889965,0.0037287126615943708
10,2,26,0.4111095744519584,94,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,119,0.005635889247059822,0.008139112769058338
19,2,88,0.3328959965482504,95,32,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,0.008836963710685571,0.0016564045521262729
59,3,47,0.2929732183170652,90,256,36,36,36,36,36,36,36,36,36,36,36,36,36,36,70,0.010591347701847553,0.004494672773766174
45,2,87,0.264879836734659,24,512,91,91,91,91,91,91,91,91,91,91,91,91,91,91,76,0.013697924092411995,0.00905174639267035
30,1,73,0.3730305020342788,42,8,46,46,46,46,46,46,46,46,46,46,46,46,46,46,62,0.011629191258301337,0.0023277908992109723
51,2,27,0.3112710483608245,73,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,54,0.007658044528216124,0.0030713970132462973
40,4,25,0.35332967457256237,88,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,52,0.010020162910223007,0.004061286424948547
61,2,98,0.25441262553223853,30,256,16,16,16,16,16,16,16,16,16,16,16,16,16,16,59,0.0107994070276618,0.003022787494818517
20,2,82,0.33873716690496664,21,512,76,76,76,76,76,76,76,76,76,76,76,76,76,76,64,0.022911790758371353,0.009897478086858745
26,2,75,0.3855286266240098,91,32,41,41,41,41,41,41,41,41,41,41,41,41,41,41,62,0.011676318446795146,0.0019036971678009682
47,2,67,0.1725650478750843,50,512,71,71,71,71,71,71,71,71,71,71,71,71,71,71,58,0.026453176513314247,0.00860605592151051
58,4,85,0.30142404866820127,46,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,53,0.007735717358688513,0.0019918831569413925
60,2,17,0.3282438293193505,98,256,31,31,31,31,31,31,31,31,31,31,31,31,31,31,75,0.01086206641048193,0.0058561812653097995
5,2,38,0.28016483284594246,59,64,96,96,96,96,96,96,96,96,96,96,96,96,96,96,57,0.010505584999918938,0.005095793559615101
33,3,55,0.368771418627107,63,128,26,26,26,26,26,26,26,26,26,26,26,26,26,26,57,0.011764341965317726,0.003311293269934017
12,2,1,0.0509194252166249,47,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,193,0.01039426214993,0.007423231695920475
62,1,91,0.35485541569237694,1,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,65,0.006115202140063047,0.00536497380030719
32,2,8,0.3455905576300048,83,256,61,61,61,61,61,61,61,61,61,61,61,61,61,61,265,0.01159717421978712,0.006614920891643989
30,4,5,0.13561275705655523,19,8,86,86,86,86,86,86,86,86,86,86,86,86,86,86,107,0.011402784287929535,0.003977802148719709
14,2,10,0.29026411560903903,32,512,21,21,21,21,21,21,21,21,21,21,21,21,21,21,86,0.009504081681370735,0.010653084475133153
39,2,56,0.3172161292680636,8,32,51,51,51,51,51,51,51,51,51,51,51,51,51,51,98,0.008632359157005946,0.002486324835230004
42,2,84,0.21109847840762808,85,16,6,6,6,6,6,6,6,6,6,6,6,6,6,6,54,0.008661621902137994,0.0015397565926679666
16,2,22,0.37813520636276876,87,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,70,0.009661081247031689,0.006019704743174085
31,4,97,0.30772235747787324,31,512,31,31,31,31,31,31,31,31,31,31,31,31,31,31,66,0.009286805056035519,0.005822578310793222
43,2,68,0.19017643666921408,1,32,81,81,81,81,81,81,81,81,81,81,81,81,81,81,88,0.011618070428570111,0.0027369052016486726
21,2,42,0.33250525870455794,23,512,26,26,26,26,26,26,26,26,26,26,26,26,26,26,102,0.009042631834745407,0.006387382100298728
53,3,20,0.4243923894977746,80,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,53,0.008378905585656564,0.0052973875238954485
29,2,59,0.24200064699026497,20,256,36,36,36,36,36,36,36,36,36,36,36,36,36,36,72,0.010869630612432957,0.0038179710764177296
6,2,78,0.265974263775168,38,64,66,66,66,66,66,66,66,66,66,66,66,66,66,66,68,0.011210313066840172,0.001989520845167777
49,4,64,0.39619091825035735,1,512,91,91,91,91,91,91,91,91,91,91,91,91,91,91,65,0.05801508575677872,0.021388466040102336
1,2,6,0.32079573038739084,13,32,46,46,46,46,46,46,46,46,46,46,46,46,46,46,58,0.011685770687957604,0.010537395412933099
19,2,48,0.2806452159496846,9,256,56,56,56,56,56,56,56,56,56,56,56,56,56,56,70,0.01813660003244877,0.005294477331446982
55,2,7,0.3444966154227625,3,512,11,11,11,11,11,11,11,11,11,11,11,11,11,11,135,0.008253756910562515,0.01240246797554523
48,2,35,0.29261151941559654,2,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,68,0.00731881195679307,0.004529839806124434
30,4,81,0.30343248612520174,52,32,76,76,76,76,76,76,76,76,76,76,76,76,76,76,188,0.009787748940289021,0.0011679808393393347
9,2,96,0.3147722475681398,7,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,101,0.007650221232324839,0.003906793994502279
3,2,37,0.43918043785462824,33,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,56,0.00779360036055247,0.0035673349583982537
57,3,51,0.41169442169673764,17,512,71,71,71,71,71,71,71,71,71,71,71,71,71,71,104,0.016978299245238304,0.00881888043081415
61,2,34,0.3806569847327856,45,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,56,0.009849529278775056,0.004202486023075821
36,2,47,0.2539104146113116,57,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,69,0.006545315030962229,0.008173967346370041
23,1,14,0.33397959520032033,12,32,26,26,26,26,26,26,26,26,26,26,26,26,26,26,60,0.008378451131284237,0.006387529054813551
41,4,57,0.27385114220177154,1,256,61,61,61,61,61,61,61,61,61,61,61,61,61,61,86,0.007317570969462395,0.006978716971796184
56,2,9,0.09175277207828715,60,64,96,96,96,96,96,96,96,96,96,96,96,96,96,96,207,0.013496089726686478,0.004158319182516563
15,2,13,0.1116247326301343,82,128,6,6,6,6,6,6,6,6,6,6,6,6,6,6,62,0.00653774943202734,0.003968919523608488
46,2,18,0.3554041372915183,49,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,287,0.00910702720284462,0.005774430859328052
37,2,66,0.3668403742322771,62,32,21,21,21,21,21,21,21,21,21,21,21,21,21,21,55,0.008987661637365817,0.002535810321569443
44,4,46,0.3234192781330859,34,256,51,51,51,51,51,51,51,51,51,51,51,51,51,51,181,0.008143092505633831,0.002983209333674173
7,2,24,0.4607268602084754,79,8,86,86,86,86,86,86,86,86,86,86,86,86,86,86,59,0.00903718227831026,0.004954203760992456
4,2,62,0.38850504032511446,84,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,145,0.006216931156814098,0.006591040906762039
11,3,52,0.2994753961296761,28,32,41,41,41,41,41,41,41,41,41,41,41,41,41,41,62,0.011282008824249108,0.002000243159566532
24,2,71,0.3476827492718257,81,16,31,31,31,31,31,31,31,31,31,31,31,31,31,31,55,0.010312997736036777,0.0019650007800249628
30,2,95,0.2892277396799927,37,256,66,66,66,66,66,66,66,66,66,66,66,66,66,66,55,0.013352484442293644,0.004644622345108027
8,1,23,0.22988107214645087,92,512,26,26,26,26,26,26,26,26,26,26,26,26,26,26,91,0.008170249871909618,0.0073958426703709165
22,4,32,0.3113192370981761,64,32,81,81,81,81,81,81,81,81,81,81,81,81,81,81,93,0.009729524267216523,0.002739987155008647
2,2,39,0.3398940882770007,51,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,62,0.007209658157080412,0.0030038484330247115
13,2,54,0.39679532077490387,1,256,56,56,56,56,56,56,56,56,56,56,56,56,56,56,62,0.027438785880804062,0.01039213558017719
52,2,50,0.0763244243485017,53,64,36,36,36,36,36,36,36,36,36,36,36,36,36,36,53,0.010173965245485306,0.0013802949257708565
27,4,31,0.3283830837026219,74,128,91,91,91,91,91,91,91,91,91,91,91,91,91,91,216,0.011236341670155525,0.0033298844376053564
28,2,30,0.2632931771227022,96,512,46,46,46,46,46,46,46,46,46,46,46,46,46,46,84,0.011223677545785904,0.007306605153782687
34,2,76,0.37213080878484034,10,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,51,0.008060267691810926,0.0030055566234290375
17,2,63,0.28129552836258276,77,256,11,11,11,11,11,11,11,11,11,11,11,11,11,11,66,0.008060072548687458,0.004004677928656152
50,3,74,0.4304497468776642,48,8,16,16,16,16,16,16,16,16,16,16,16,16,16,16,52,0.00990448243295153,0.0027183011982961874
1,2,49,0.3530664250287733,58,512,76,76,76,76,76,76,76,76,76,76,76,76,76,76,72,0.012460094876587391,0.013426697204207501
10,1,45,0.3026604712269836,72,32,71,71,71,71,71,71,71,71,71,71,71,71,71,71,61,0.011205937030414741,0.00221349891356152
38,4,88,0.007904951462935572,1,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,215,0.007788633927702904,0.0022645116922559968
63,2,93,0.36324504355441123,54,16,31,31,31,31,31,31,31,31,31,31,31,31,31,31,54,0.008540216771264871,0.0019098299631285806
35,2,60,0.03527440594394099,14,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,133,0.0072562070563435555,0.003276725227779544
19,2,80,0.40599285785216477,35,32,26,26,26,26,26,26,26,26,26,26,26,26,26,26,57,0.008198158846547206,0.0021315607075125744
30,2,79,0.2725650011438843,97,512,61,61,61,61,61,61,61,61,61,61,61,61,61,61,103,0.010246590711176395,0.004435634772692408
