Country,Mali,Mali,Mali,Mali,Mali,Mali
Split,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3
Type,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive
Prediction horizon,,,,,,
1,0.9181314903782248,0.9268817732004472,0.9772520699114182,0.9888684480532014,0.9845587518357725,0.9972592161432832
2,0.8692038949873326,0.8976338977588048,0.9232361439022714,0.9781596217249448,0.9887394194097331,0.9941834789223478
3,0.8614184812707693,0.8758608334946887,0.831883590363202,0.9655610771851864,0.9963048525036913,0.9977319383626699
4,0.7714996515675111,0.7963415126079595,0.7316323876095703,0.9354435277121971,0.9946259774271257,0.9949295635770753
5,0.7663979781653172,0.8062878266217415,0.7174825197799553,0.9291879426324915,0.9869462661813969,0.986826412172221
6,0.6096237296242233,0.7166124411712002,0.7335719207434637,0.8969319067114226,0.9726374414301135,0.979060547429943
7,0.3833910333159186,0.5581877637823525,0.779289831685879,0.9002023118024732,0.9388490588063279,0.9349237422590657
8,0.07504544683186853,0.32283156746417885,0.7582007143983256,0.8578141179986831,0.9396191359464916,0.924271439134871
9,-0.17427553736661605,0.19128281452214801,0.7432644641089416,0.8517537393966483,0.9468693952921214,0.8991565598089523
10,-0.3116761906949106,0.07186475951238114,0.7043193650680262,0.8576444580029337,0.9361144612266472,0.8566979554861959
11,-0.20182349458602977,0.12967540072218864,0.6243914929395676,0.82829036820857,0.950032159937389,0.8159026760056762
12,-0.24141360213109841,0.07504748299785147,0.48500689945023745,0.7617978443399971,0.9559347321791752,0.7880736804065713
13,-0.36403396727950477,-0.09508722954054716,0.3870842382113492,0.7659190422587046,0.9463544775513023,0.7394842332182021
14,-0.29076517016089576,-0.10665551415526786,0.2610945694882052,0.7777245582767232,0.9378361834399749,0.7420391147822921
15,-0.31358827014343627,-0.1505754816118674,0.16349915720883823,0.7443732332724342,0.8765071241170388,0.6204826675806523
16,-0.3581573081139988,-0.18044241710382414,-0.06534405491291517,0.7385935483507343,0.7479228978016238,0.4955695580739522
17,-0.8582749804760241,-0.5901181084013167,0.034551014333896735,0.7558815425733794,0.7373598324633007,0.4402790394428776
18,-1.0966172758329535,-0.7205186300696775,-0.045210620629913656,0.7324680049801648,0.6655287847073993,0.2554691000128144
19,-1.1034553486452716,-0.5836163364824674,-0.13554918614438005,0.7257130179941005,0.6206890208410006,0.036847651509460455
20,-1.16315847310032,-0.47081355066041675,-0.221522002021177,0.7512729542264377,0.21767991259112307,-0.19332017472386753
21,-1.229051280291534,-0.41392420273594777,-0.13562215565894253,0.745054003976179,0.3916002035077256,-0.49332942977159844
22,-1.2679520930039816,-0.39010167305754284,-0.2258443041244731,0.7487752627220899,0.3864393882079259,-0.5461353416036909
23,-1.5005245624035126,-0.5027002846331803,-0.24615858588401984,0.7278710993396731,0.4499761546250365,-0.5401971797042169
24,-1.73534812439756,-0.7014489169701927,-0.13474323463346072,0.6945526416452972,0.5126595612626337,-0.6574964792093925
25,-1.5943845434040407,-0.5970609595287699,-0.16243190825295906,0.6949772509447956,0.6109578224033734,-0.7009912263120504
26,-2.8056955257934613,-1.5786053329866103,-0.13307840091223544,0.709121502977233,0.5170551862327742,-1.0113056239124552
27,-2.903545921762511,-1.807636291606761,-0.05932001421794486,0.7594630376123654,0.4158617863873839,-2.2439442733988675
28,-2.314532419418659,-1.4766422726822377,0.020737732224192618,0.7502295862835349,0.5468931512103141,-2.6062758363112013
29,-1.6250854239191317,-1.02324495730663,0.0442864265924664,0.7262369043865149,0.7390051399778585,-2.6861416049972715
30,-1.4191114361922903,-1.0670029330691824,-0.030306049638134436,0.7211623846366086,0.8231615594957697,-3.5556598839579427
