AdminStrata,Al-Hasakeh,Al-Hasakeh,Aleppo,Aleppo,Ar-Raqqa,Ar-Raqqa,As-Sweida,As-Sweida,Damascus,Damascus,Dar'a,Dar'a,Deir-ez-Zor,Hama,Hama,Homs,Homs,Idleb,Idleb,Lattakia,Lattakia,Quneitra,Quneitra,Rural Damascus,Rural Damascus,Tartous,Tartous
2018-03-11,-0.7818346730239201,-0.5666887895243882,-0.34304276094008224,-0.5636249758942756,-0.5649101910007146,-0.5662777901349827,-0.7812610685576876,-0.5574973486340533,-0.3447494713178532,-0.5569368949212276,-0.20076654872946922,-0.551693539074573,-0.24082478382947983,-0.44311226392822933,-0.5693789673459482,-0.41263451888228614,-0.5694287854537564,-0.6828657426255219,-0.5719944180058004,-0.4448929293211114,-0.5651195191284767,-0.40371630953405846,-0.567261697764165,1.9471342757636076,-0.5551060794593323,-0.5219266293893476,-0.5636249758942755
2018-03-12,-0.7813050789887626,-0.5667261531052432,-0.345978342035171,-0.5636997030559856,-0.5651132110429307,-0.5662777901349827,-0.7811735022634387,-0.5576468029574734,-0.3447973684734703,-0.5568248041786624,-0.20378075080605199,-0.5524034471108182,-0.23837233079828382,-0.4440779184986698,-0.5692046039686247,-0.41419511895048844,-0.5693291492381432,-0.687292312119906,-0.573040598269741,-0.44431701317939226,-0.5651195191284767,-0.4045038376136159,-0.5673862430336817,1.9343794965687366,-0.5551434430401874,-0.5214581412616364,-0.5636997030559855
2018-03-13,-0.780775484953605,-0.5667635166860983,-0.3489139231302599,-0.5637744302176956,-0.5653162310851466,-0.5662777901349827,-0.7810859359691898,-0.5577962572808934,-0.3448452656290874,-0.5567127134360973,-0.20679495288263475,-0.5531133551470634,-0.23591987776708778,-0.4450435730691103,-0.5690302405913011,-0.41575571901869074,-0.5692295130225299,-0.6917188816142903,-0.5740867785336815,-0.44374109703767317,-0.5651195191284767,-0.40529136569317337,-0.5675107883031985,1.9216247173738656,-0.5551808066210424,-0.5209896531339251,-0.5637744302176955
2018-03-14,-0.7802458909184475,-0.5668008802669533,-0.3518495042253487,-0.5638491573794056,-0.5655192511273627,-0.5662777901349827,-0.7809983696749409,-0.5579457116043135,-0.34489316278470444,-0.5566006226935322,-0.20980915495921754,-0.5538232631833087,-0.23346742473589177,-0.44600922763955075,-0.5688558772139777,-0.41731631908689304,-0.5691298768069165,-0.6961454511086745,-0.5751329587976219,-0.4431651808959541,-0.5651195191284767,-0.4060788937727308,-0.5676353335727151,1.9088699381789946,-0.5552181702018975,-0.5205211650062139,-0.5638491573794054
2018-03-15,-0.77971629688329,-0.5668382438478083,-0.35478508532043757,-0.5639238845411155,-0.5657222711695787,-0.5662777901349827,-0.780910803380692,-0.5580951659277334,-0.34494105994032154,-0.556488531950967,-0.2128233570358003,-0.5545331712195539,-0.23101497170469573,-0.44697488220999126,-0.5686815138366542,-0.41887691915509534,-0.5690302405913032,-0.7005720206030588,-0.5761791390615625,-0.44258926475423493,-0.5651195191284767,-0.4068664218522883,-0.5677598788422319,1.8961151589841236,-0.5552555337827525,-0.5200526768785027,-0.5639238845411154
2018-03-16,-0.7791867028481325,-0.5668756074286634,-0.35772066641552636,-0.5639986117028255,-0.5659252912117947,-0.5662777901349827,-0.7808232370864431,-0.5582446202511535,-0.34498895709593863,-0.5563764412084019,-0.21583755911238306,-0.5552430792557992,-0.22856251867349972,-0.4479405367804318,-0.5685071504593308,-0.4204375192232976,-0.56893060437569,-0.704998590097443,-0.577225319325503,-0.44201334861251584,-0.5651195191284767,-0.40765394993184567,-0.5678844241117487,1.8833603797892526,-0.5552928973636075,-0.5195841887507914,-0.5639986117028254
2018-03-17,-0.778657108812975,-0.5669129710095184,-0.3606562475106152,-0.5640733388645355,-0.5661283112540108,-0.5662777901349827,-0.7807356707921941,-0.5583940745745736,-0.34503685425155567,-0.5562643504658368,-0.21885176118896585,-0.5559529872920445,-0.22611006564230368,-0.44890619135087223,-0.5683327870820072,-0.4219981192914999,-0.5688309681600766,-0.7094251595918273,-0.5782714995894436,-0.44143743247079675,-0.5651195191284767,-0.4084414780114031,-0.5680089693812653,1.8706056005943816,-0.5553302609444626,-0.5191157006230801,-0.5640733388645354
2018-03-18,-0.7781275147778175,-0.5669503345903735,-0.36359182860570405,-0.5641480660262455,-0.5663313312962267,-0.5662777901349827,-0.7806481044979452,-0.5585435288979936,-0.34508475140717276,-0.5561522597232716,-0.2218659632655486,-0.5566628953282897,-0.22365761261110767,-0.44987184592131274,-0.5681584237046837,-0.4235587193597022,-0.5687313319444633,-0.7138517290862115,-0.5793176798533841,-0.4408615163290776,-0.5651195191284767,-0.4092290060909606,-0.5681335146507821,1.8578508213995106,-0.5553676245253176,-0.5186472124953689,-0.5641480660262453
2018-03-19,-0.77759792074266,-0.5669876981712285,-0.36652740970079284,-0.5642227931879554,-0.5665343513384428,-0.5662777901349827,-0.7805605382036963,-0.5586929832214137,-0.34513264856278986,-0.5560401689807065,-0.2248801653421314,-0.557372803364535,-0.22120515957991163,-0.4508375004917532,-0.5679840603273603,-0.4251193194279045,-0.5686316957288501,-0.7182782985805958,-0.5803638601173245,-0.4402856001873585,-0.5651195191284767,-0.41001653417051803,-0.5682580599202989,1.8450960422046396,-0.5554049881061727,-0.5181787243676577,-0.5642227931879553
2018-03-20,-0.7770683267075025,-0.5670250617520836,-0.3694629907958817,-0.5642975203496654,-0.5667373713806587,-0.5662777901349827,-0.7804729719094473,-0.5588424375448338,-0.3451805457184069,-0.5559280782381414,-0.22789436741871416,-0.5580827114007801,-0.21875270654871562,-0.4518031550621937,-0.5678096969500367,-0.42667991949610673,-0.5685320595132368,-0.72270486807498,-0.5814100403812651,-0.4397096840456394,-0.5651195191284767,-0.4108040622500755,-0.5683826051898155,1.8323412630097686,-0.5554423516870277,-0.5177102362399464,-0.5642975203496653
2018-03-21,-0.776538732672345,-0.5670624253329386,-0.37239857189097053,-0.5643722475113754,-0.5669403914228748,-0.5662777901349827,-0.7803854056151984,-0.5589918918682538,-0.345228442874024,-0.5558159874955763,-0.23090856949529692,-0.5587926194370254,-0.21630025351751958,-0.45276880963263416,-0.5676353335727132,-0.42824051956430903,-0.5684324232976234,-0.7271314375693643,-0.5824562206452056,-0.4391337679039203,-0.5651195191284767,-0.41159159032963294,-0.5685071504593323,1.8195864838148976,-0.5554797152678828,-0.5172417481122351,-0.5643722475113753
2018-03-22,-0.7760091386371875,-0.5670997889137936,-0.3753341529860594,-0.5644469746730854,-0.5671434114650907,-0.5662777901349827,-0.7802978393209494,-0.5591413461916739,-0.3452763400296411,-0.5557038967530111,-0.2339227715718797,-0.5595025274732707,-0.21384780048632357,-0.45373446420307467,-0.5674609701953898,-0.42980111963251133,-0.5683327870820102,-0.7315580070637485,-0.5835024009091462,-0.4385578517622012,-0.5651195191284767,-0.41237911840919034,-0.5686316957288491,1.8068317046200266,-0.5555170788487378,-0.516773259984524,-0.5644469746730852
2018-03-23,-0.7754795446020298,-0.5671371524946487,-0.37826973408114817,-0.5645217018347953,-0.5673464315073068,-0.5662777901349827,-0.7802102730267005,-0.5592908005150939,-0.3453242371852581,-0.555591806010446,-0.23693697364846247,-0.5602124355095159,-0.21139534745512753,-0.4547001187735151,-0.5672866068180662,-0.43136171970071363,-0.5682331508663969,-0.7359845765581327,-0.5845485811730867,-0.43798193562048204,-0.5651195191284767,-0.4131666464887478,-0.5687562409983657,1.7940769254251558,-0.5555544424295928,-0.5163047718568127,-0.5645217018347952
2018-03-24,-0.7749499505668723,-0.5671745160755037,-0.381205315176237,-0.5645964289965053,-0.5675494515495229,-0.5662777901349827,-0.7801227067324517,-0.559440254838514,-0.3453721343408752,-0.5554797152678809,-0.23995117572504526,-0.5609223435457612,-0.20894289442393152,-0.45566577334395564,-0.5671122434407427,-0.43292231976891593,-0.5681335146507835,-0.7404111460525169,-0.5855947614370272,-0.43740601947876295,-0.5651195191284767,-0.41395417456830524,-0.5688807862678825,1.7813221462302848,-0.5555918060104479,-0.5158362837291014,-0.5645964289965052
2018-03-25,-0.7744203565317148,-0.5672118796563588,-0.38414089627132586,-0.5646711561582153,-0.5677524715917388,-0.5662777901349827,-0.7800351404382027,-0.5595897091619341,-0.34542003149649225,-0.5553676245253157,-0.24296537780162802,-0.5616322515820065,-0.20649044139273548,-0.4566314279143961,-0.5669378800634193,-0.4344829198371182,-0.5680338784351703,-0.7448377155469011,-0.5866409417009677,-0.43683010333704386,-0.5651195191284767,-0.4147417026478627,-0.5690053315373993,1.7685673670354138,-0.5556291695913029,-0.5153677956013901,-0.5646711561582152
2018-03-26,-0.7738907624965573,-0.5672492432372138,-0.3870764773664147,-0.5647458833199253,-0.5679554916339549,-0.5662777901349827,-0.7799475741439538,-0.5597391634853541,-0.34546792865210935,-0.5552555337827506,-0.24597957987821079,-0.5623421596182516,-0.20403798836153947,-0.4575970824848366,-0.5667635166860957,-0.4360435199053205,-0.567934242219557,-0.7492642850412854,-0.5876871219649082,-0.4362541871953247,-0.5651195191284767,-0.41552923072742015,-0.569129876806916,1.7558125878405428,-0.555666533172158,-0.514899307473679,-0.5647458833199251
2018-03-27,-0.7733611684613998,-0.5672866068180689,-0.3900120584615035,-0.5648206104816352,-0.5681585116761708,-0.5662777901349827,-0.7798600078497049,-0.5598886178087742,-0.34551582580772644,-0.5551434430401855,-0.24899378195479357,-0.5630520676544969,-0.20158553533034343,-0.4585627370552771,-0.5665891533087722,-0.4376041199735228,-0.5678346060039438,-0.7536908545356696,-0.5887333022288488,-0.4356782710536056,-0.5651195191284767,-0.4163167588069776,-0.5692544220764327,1.7430578086456718,-0.555703896753013,-0.5144308193459677,-0.5648206104816351
2018-03-28,-0.7728315744262423,-0.5673239703989239,-0.39294763955659234,-0.5648953376433452,-0.5683615317183869,-0.5662777901349827,-0.7797724415554559,-0.5600380721321943,-0.3455637229633435,-0.5550313522976204,-0.25200798403137636,-0.5637619756907422,-0.19913308229914742,-0.45952839162571757,-0.5664147899314488,-0.4391647200417251,-0.5677349697883304,-0.7581174240300539,-0.5897794824927893,-0.43510235491188654,-0.5651195191284767,-0.417104286886535,-0.5693789673459494,1.7303030294508008,-0.5557412603338681,-0.5139623312182564,-0.5648953376433451
2018-03-29,-0.7723019803910848,-0.567361333979779,-0.3958832206516812,-0.5649700648050552,-0.5685645517606028,-0.5662777901349827,-0.779684875261207,-0.5601875264556143,-0.34561162011896057,-0.5549192615550552,-0.2550221861079591,-0.5644718837269874,-0.19668062926795138,-0.4604940461961581,-0.5662404265541252,-0.4407253201099273,-0.5676353335727171,-0.7625439935244381,-0.5908256627567298,-0.4345264387701674,-0.5651195191284767,-0.41789181496609246,-0.5695035126154662,1.7175482502559298,-0.5557786239147231,-0.5134938430905451,-0.5649700648050551
2018-03-30,-0.7717723863559273,-0.567398697560634,-0.39881880174677004,-0.5650447919667652,-0.5687675718028189,-0.5662777901349827,-0.7795973089669581,-0.5603369807790344,-0.34565951727457767,-0.5548071708124901,-0.25803638818454194,-0.5651817917632327,-0.19422817623675537,-0.46145970076659854,-0.5660660631768017,-0.4422859201781296,-0.5675356973571039,-0.7669705630188224,-0.5918718430206703,-0.4339505226284483,-0.5651195191284767,-0.4186793430456499,-0.5696280578849829,1.7047934710610588,-0.5558159874955781,-0.513025354962834,-0.565044791966765
2018-03-31,-0.7712427923207698,-0.567436061141489,-0.4017543828418588,-0.5651195191284751,-0.5689705918450348,-0.5662777901349827,-0.7795097426727091,-0.5604864351024544,-0.3457074144301947,-0.554695080069925,-0.2610505902611247,-0.565891699799478,-0.19177572320555933,-0.46242535533703905,-0.5658916997994783,-0.4438465202463319,-0.5674360611414905,-0.7713971325132066,-0.5929180232846109,-0.4333746064867292,-0.5651195191284767,-0.41946687112520736,-0.5697526031544996,1.6920386918661878,-0.5558533510764332,-0.5125568668351227,-0.565119519128475
2018-04-01,-0.7715919811591025,-0.5690426951182548,-0.4017543828418588,-0.5651195191284751,-0.5696613678105626,-0.5678470605308935,-0.7795097426727091,-0.5631018857623057,-0.3454311680472056,-0.5571237128255011,-0.2637864549986094,-0.568133514650779,-0.19197187170467703,-0.46242535533703905,-0.5683327870820062,-0.4438465202463319,-0.5698273303162117,-0.7715726506887054,-0.5935905677400012,-0.4332579558789619,-0.5661283358115622,-0.41987325632342154,-0.5713716916582171,1.625444870210691,-0.5582446202511544,-0.5120719662868073,-0.5661283358115604
2018-04-02,-0.7719411699974355,-0.5706493290950204,-0.4017543828418588,-0.5651195191284751,-0.5703521437760903,-0.5694163309268042,-0.7795097426727091,-0.565717336422157,-0.3451549216642164,-0.5595523455810774,-0.26652231973609414,-0.5703753295020801,-0.19216802020379473,-0.46242535533703905,-0.5707738743645341,-0.4438465202463319,-0.5722185994909329,-0.7717481688642043,-0.5942631121953915,-0.4331413052711946,-0.5671371524946477,-0.4202796415216357,-0.5729907801619345,1.5588510485551939,-0.5606358894258755,-0.511587065738492,-0.5671371524946459
2018-04-03,-0.7722903588357682,-0.5722559630717862,-0.4017543828418588,-0.5651195191284751,-0.571042919741618,-0.570985601322715,-0.7795097426727091,-0.5683327870820084,-0.3448786752812273,-0.5619809783366535,-0.26925818447357885,-0.5726171443533812,-0.19236416870291242,-0.46242535533703905,-0.573214961647062,-0.4438465202463319,-0.574609868665654,-0.7719236870397032,-0.5949356566507819,-0.4330246546634273,-0.5681459691777332,-0.42068602671984984,-0.5746098686656519,1.492257226899697,-0.5630271586005967,-0.5111021651901767,-0.5681459691777314
2018-04-04,-0.772639547674101,-0.5738625970485519,-0.4017543828418588,-0.5651195191284751,-0.5717336957071457,-0.5725548717186258,-0.7795097426727091,-0.5709482377418597,-0.3446024288982381,-0.5644096110922298,-0.27199404921106357,-0.5748589592046823,-0.19256031720203012,-0.46242535533703905,-0.57565604892959,-0.4438465202463319,-0.5770011378403752,-0.772099205215202,-0.5956082011061722,-0.43290800405566005,-0.5691547858608186,-0.421092411918064,-0.5762289571693694,1.4256634052442,-0.5654184277753178,-0.5106172646418614,-0.5691547858608169
2018-04-05,-0.7729887365124339,-0.5754692310253176,-0.4017543828418588,-0.5651195191284751,-0.5724244716726734,-0.5741241421145367,-0.7795097426727091,-0.573563688401711,-0.344326182515249,-0.5668382438478059,-0.2747299139485483,-0.5771007740559834,-0.19275646570114782,-0.46242535533703905,-0.5780971362121179,-0.4438465202463319,-0.5793924070150963,-0.7722747233907009,-0.5962807455615624,-0.43279135344789277,-0.5701636025439041,-0.4214987971162782,-0.5778480456730868,1.3590695835887032,-0.567809696950039,-0.5101323640935461,-0.5701636025439024
2018-04-06,-0.7733379253507667,-0.5770758650020833,-0.4017543828418588,-0.5651195191284751,-0.5731152476382012,-0.5756934125104474,-0.7795097426727091,-0.5761791390615623,-0.3440499361322598,-0.5692668766033822,-0.277465778686033,-0.5793425889072845,-0.19295261420026552,-0.46242535533703905,-0.5805382234946458,-0.4438465202463319,-0.5817836761898175,-0.7724502415661998,-0.5969532900169527,-0.4326747028401255,-0.5711724192269896,-0.42190518231449237,-0.5794671341768043,1.2924757619332061,-0.5702009661247601,-0.5096474635452308,-0.5711724192269878
2018-04-07,-0.7736871141890995,-0.578682498978849,-0.4017543828418588,-0.5651195191284751,-0.5738060236037289,-0.5772626829063582,-0.7795097426727091,-0.5787945897214136,-0.34377368974927064,-0.5716955093589583,-0.2802016434235177,-0.5815844037585857,-0.19314876269938322,-0.46242535533703905,-0.5829793107771737,-0.4438465202463319,-0.5841749453645386,-0.7726257597416987,-0.5976258344723431,-0.43255805223235816,-0.5721812359100751,-0.4223115675127065,-0.5810862226805217,1.2258819402777092,-0.5725922352994813,-0.5091625629969155,-0.5721812359100733
2018-04-08,-0.7740363030274324,-0.5802891329556147,-0.4017543828418588,-0.5651195191284751,-0.5744967995692566,-0.578831953302269,-0.7795097426727091,-0.5814100403812649,-0.3434974433662815,-0.5741241421145346,-0.28293750816100244,-0.5838262186098867,-0.19334491119850092,-0.46242535533703905,-0.5854203980597016,-0.4438465202463319,-0.5865662145392598,-0.7728012779171974,-0.5982983789277334,-0.4324414016245909,-0.5731900525931606,-0.42271795271092066,-0.5827053111842391,1.1592881186222124,-0.5749835044742025,-0.5086776624486002,-0.5731900525931588
2018-04-09,-0.7743854918657652,-0.5818957669323804,-0.4017543828418588,-0.5651195191284751,-0.5751875755347843,-0.5804012236981797,-0.7795097426727091,-0.5840254910411162,-0.34322119698329234,-0.5765527748701108,-0.28567337289848715,-0.5860680334611879,-0.19354105969761862,-0.46242535533703905,-0.5878614853422296,-0.4438465202463319,-0.5889574837139809,-0.7729767960926963,-0.5989709233831237,-0.4323247510168236,-0.574198869276246,-0.42312433790913484,-0.5843243996879566,1.0926942969667153,-0.5773747736489236,-0.508192761900285,-0.5741988692762443
2018-04-10,-0.7747346807040981,-0.5835024009091462,-0.4017543828418588,-0.5651195191284751,-0.575878351500312,-0.5819704940940905,-0.7795097426727091,-0.5866409417009675,-0.3429449506003032,-0.578981407625687,-0.28840923763597187,-0.5883098483124889,-0.1937372081967363,-0.46242535533703905,-0.5903025726247575,-0.4438465202463319,-0.5913487528887021,-0.7731523142681952,-0.5996434678385141,-0.43220810040905633,-0.5752076859593315,-0.423530723107349,-0.585943488191674,1.0261004753112184,-0.5797660428236449,-0.5077078613519697,-0.5752076859593298
2018-04-11,-0.7750838695424309,-0.5851090348859118,-0.4017543828418588,-0.5651195191284751,-0.5765691274658397,-0.5835397644900013,-0.7795097426727091,-0.5892563923608188,-0.34266870421731405,-0.5814100403812632,-0.29114510237345664,-0.59055166316379,-0.193933356695854,-0.46242535533703905,-0.5927436599072854,-0.4438465202463319,-0.5937400220634232,-0.7733278324436941,-0.6003160122939044,-0.43209144980128905,-0.576216502642417,-0.42393710830556314,-0.5875625766953914,0.9595066536557215,-0.582157311998366,-0.5072229608036544,-0.5762165026424152
2018-04-12,-0.7754330583807637,-0.5867156688626776,-0.4017543828418588,-0.5651195191284751,-0.5772599034313675,-0.5851090348859121,-0.7795097426727091,-0.5918718430206701,-0.3423924578343249,-0.5838386731368393,-0.29388096711094136,-0.5927934780150912,-0.19412950519497169,-0.46242535533703905,-0.5951847471898133,-0.4438465202463319,-0.5961312912381445,-0.773503350619193,-0.6009885567492946,-0.4319747991935218,-0.5772253193255025,-0.4243434935037773,-0.5891816651991089,0.8929128320002245,-0.5845485811730872,-0.5067380602553391,-0.5772253193255007
2018-04-13,-0.7757822472190966,-0.5883223028394433,-0.4017543828418588,-0.5651195191284751,-0.5779506793968952,-0.5866783052818229,-0.7795097426727091,-0.5944872936805214,-0.34211621145133575,-0.5862673058924156,-0.2966168318484261,-0.5950352928663922,-0.19432565369408938,-0.46242535533703905,-0.5976258344723413,-0.4438465202463319,-0.5985225604128657,-0.7736788687946918,-0.601661101204685,-0.4318581485857545,-0.578234136008588,-0.4247498787019915,-0.5908007537028263,0.8263190103447277,-0.5869398503478083,-0.5062531597070238,-0.5782341360085862
2018-04-14,-0.7761314360574294,-0.589928936816209,-0.4017543828418588,-0.5651195191284751,-0.5786414553624228,-0.5882475756777337,-0.7795097426727091,-0.5971027443403727,-0.34183996506834663,-0.5886959386479917,-0.2993526965859108,-0.5972771077176934,-0.19452180219320708,-0.46242535533703905,-0.6000669217548692,-0.4438465202463319,-0.6009138295875868,-0.7738543869701906,-0.6023336456600753,-0.43174149797798717,-0.5792429526916734,-0.42515626390020567,-0.5924198422065436,0.7597251886892307,-0.5893311195225295,-0.5057682591587085,-0.5792429526916717
2018-04-15,-0.7764806248957622,-0.5915355707929747,-0.4017543828418588,-0.5651195191284751,-0.5793322313279505,-0.5898168460736445,-0.7795097426727091,-0.599718195000224,-0.34156371868535745,-0.591124571403568,-0.3020885613233955,-0.5995189225689944,-0.19471795069232478,-0.46242535533703905,-0.6025080090373971,-0.4438465202463319,-0.603305098762308,-0.7740299051456895,-0.6030061901154656,-0.4316248473702199,-0.5802517693747589,-0.42556264909841984,-0.5940389307102611,0.6931313670337337,-0.5917223886972506,-0.5052833586103932,-0.5802517693747572
2018-04-16,-0.7768298137340951,-0.5931422047697404,-0.4017543828418588,-0.5651195191284751,-0.5800230072934782,-0.5913861164695552,-0.7795097426727091,-0.6023336456600753,-0.34128747230236833,-0.5935532041591441,-0.3048244260608802,-0.6017607374202956,-0.19491409919144248,-0.46242535533703905,-0.604949096319925,-0.4438465202463319,-0.6056963679370291,-0.7742054233211884,-0.603678734570856,-0.4315081967624526,-0.5812605860578444,-0.42596903429663396,-0.5956580192139785,0.6265375453782368,-0.5941136578719718,-0.5047984580620779,-0.5812605860578427
2018-04-17,-0.7771790025724279,-0.5947488387465062,-0.4017543828418588,-0.5651195191284751,-0.580713783259006,-0.592955386865466,-0.7795097426727091,-0.6049490963199267,-0.34101122591937916,-0.5959818369147204,-0.30756029079836494,-0.6040025522715966,-0.19511024769056018,-0.46242535533703905,-0.607390183602453,-0.4438465202463319,-0.6080876371117503,-0.7743809414966872,-0.6043512790262463,-0.43139154615468533,-0.5822694027409299,-0.42637541949484814,-0.5972771077176959,0.5599437237227398,-0.5965049270466929,-0.5043135575137626,-0.5822694027409281
2018-04-18,-0.7775281914107607,-0.5963554727232718,-0.4017543828418588,-0.5651195191284751,-0.5814045592245337,-0.5945246572613768,-0.7795097426727091,-0.6075645469797779,-0.34073497953639,-0.5984104696702965,-0.31029615553584966,-0.6062443671228978,-0.19530639618967788,-0.46242535533703905,-0.6098312708849809,-0.4438465202463319,-0.6104789062864714,-0.7745564596721861,-0.6050238234816366,-0.43127489554691806,-0.5832782194240154,-0.4267818046930623,-0.5988961962214134,0.49334990206724294,-0.5988961962214141,-0.5038286569654473,-0.5832782194240136
