AdminStrata,Al-Hasakeh,Al-Hasakeh,Aleppo,Aleppo,Ar-Raqqa,Ar-Raqqa,As-Sweida,As-Sweida,Damascus,Damascus,Dar'a,Dar'a,Deir-ez-Zor,Hama,Hama,Homs,Homs,Idleb,Idleb,Lattakia,Lattakia,Quneitra,Quneitra,Rural Damascus,Rural Damascus,Tartous,Tartous
Food Group,Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU),Cereals and tubers,Exchange rate (USD/LCU)
2018-01-31,0.039696243241056854,0.016666666666666663,0.1223636511949637,0.0189102564102564,0.0878849977788624,0.018376068376068366,0.04874669111069394,0.02393162393162393,0.09656229098543354,0.019871794871794857,0.12210337952943309,0.013333333333333336,0.09963552091397133,0.10802373099887005,0.018803418803418792,0.10287235458185501,0.018376068376068366,0.07003089040986704,0.018803418803418792,0.1147355918299073,0.02008547008547007,0.10536435764139143,0.01951566951566952,0.5526684572633346,0.018803418803418792,0.09595996117821529,0.02008547008547007
2018-02-01,0.03960281105558093,0.01673534798534798,0.1219000469604068,0.018921703296703285,0.08735888861699995,0.018383699633699624,0.04855266866305474,0.023809523809523808,0.09746615489927586,0.019879426129426114,0.12252079822236804,0.01366859991859992,0.09964321563612229,0.10808375566932486,0.01876271876271875,0.10326948912698106,0.018355718355718347,0.07009795950361451,0.018833943833943823,0.11438400394080059,0.020039682539682524,0.10517932785495232,0.01948514448514449,0.549951414381359,0.01887210012210011,0.09586575253786506,0.02005494505494504
2018-02-02,0.03950937887010501,0.0168040293040293,0.12143644272584987,0.01893315018315017,0.0868327794551375,0.01839133089133088,0.04835864621541552,0.023687423687423687,0.09837001881311817,0.019887057387057372,0.122938216915303,0.014003866503866506,0.09965091035827324,0.10814378033977969,0.018722018722018712,0.10366662367210709,0.018335368335368328,0.07016502859736197,0.018864468864468853,0.11403241605169386,0.01999389499389498,0.10499429806851326,0.01945461945461946,0.5472343714993833,0.018940781440781432,0.09577154389751484,0.02002442002442001
2018-02-03,0.039415946684629076,0.01687271062271062,0.12097283849129294,0.018944597069597058,0.08630667029327507,0.01839896214896214,0.048164623767776304,0.023565323565323565,0.0992738827269605,0.01989468864468863,0.12335563560823797,0.01433913308913309,0.09965860508042419,0.10820380501023454,0.01868131868131867,0.10406375821723311,0.01831501831501831,0.07023209769110943,0.018894993894993883,0.11368082816258714,0.019948107448107433,0.10480926828207414,0.01942409442409443,0.5445173286174075,0.01900946275946275,0.0956773352571646,0.01999389499389498
2018-02-04,0.03932251449915315,0.016941391941391937,0.12050923425673603,0.018956043956043944,0.08578056113141262,0.018406593406593397,0.0479706013201371,0.023443223443223443,0.10017774664080281,0.019902319902319887,0.12377305430117291,0.014674399674399676,0.09966629980257515,0.10826382968068936,0.018640618640618632,0.10446089276235918,0.018294668294668286,0.0702991667848569,0.018925518925518914,0.11332924027348042,0.019902319902319887,0.10462423849563507,0.0193935693935694,0.5418002857354319,0.01907814407814407,0.09558312661681438,0.019963369963369948
2018-02-05,0.03922908231367723,0.017010073260073255,0.12004563002217912,0.01896749084249083,0.08525445196955017,0.018414224664224654,0.04777657887249788,0.02332112332112332,0.10108161055464514,0.019909951159951145,0.12419047299410788,0.01500966625966626,0.0996739945247261,0.1083238543511442,0.01859991859991859,0.10485802730748521,0.018274318274318267,0.07036623587860436,0.018956043956043944,0.1129776523843737,0.01985653235653234,0.10443920870919597,0.01936304436304437,0.5390832428534564,0.019146825396825388,0.09548891797646414,0.019932844932844918
2018-02-06,0.039135650128201305,0.017078754578754574,0.1195820257876222,0.018978937728937717,0.08472834280768773,0.018421855921855912,0.047582556424858674,0.0231990231990232,0.10198547446848746,0.019917582417582402,0.12460789168704281,0.015344932844932845,0.09968168924687705,0.10838387902159903,0.018559218559218552,0.10525516185261125,0.018253968253968248,0.07043330497235183,0.018986568986568975,0.11262606449526698,0.019810744810744796,0.10425417892275686,0.019332519332519338,0.5363661999714807,0.01921550671550671,0.09539470933611391,0.019902319902319887
2018-02-07,0.03904221794272538,0.017147435897435892,0.11911842155306529,0.018990384615384603,0.08420223364582531,0.01842948717948717,0.047388533977219455,0.023076923076923078,0.10288933838232979,0.01992521367521366,0.12502531037997774,0.01568019943019943,0.09968938396902799,0.10844390369205384,0.01851851851851851,0.10565229639773731,0.01823361823361823,0.07050037406609928,0.019017094017094005,0.11227447660616026,0.01976495726495725,0.10406914913631778,0.019301994301994307,0.533649157089505,0.019284188034188028,0.09530050069576367,0.019871794871794857
2018-02-08,0.03894878575724946,0.01721611721611721,0.11865481731850835,0.01900183150183149,0.08367612448396285,0.018437118437118427,0.047194511529580235,0.022954822954822957,0.10379320229617209,0.019932844932844918,0.12544272907291273,0.016015466015466016,0.09969707869117896,0.10850392836250868,0.01847781847781847,0.10604943094286334,0.01821326821326821,0.07056744315984675,0.019047619047619035,0.11192288871705351,0.019719169719169705,0.10388411934987868,0.019271469271469277,0.5309321142075294,0.019352869352869347,0.09520629205541345,0.019841269841269826
